,published_year,type,num_objects,num_dois,num_non_dois,objects_has_abstract,objects_has_affiliations,objects_has_affiliations_countrycode,objects_has_affiliations_grid,objects_has_affiliations_ror,objects_has_affiliations_sourceid,objects_has_affiliations_string,objects_has_authors,objects_has_authors_orcid,objects_has_authors_sequence,objects_has_authors_sourceid,objects_has_authors_string,objects_has_citations,objects_has_fields,objects_has_fields_mag,objects_has_references,objects_has_venue,objects_has_venue_issn,objects_has_venue_issnl,objects_has_venue_sourceid,objects_has_venue_string,dois_has_abstract,dois_has_affiliations,dois_has_affiliations_countrycode,dois_has_affiliations_grid,dois_has_affiliations_ror,dois_has_affiliations_sourceid,dois_has_affiliations_string,dois_has_authors,dois_has_authors_orcid,dois_has_authors_sequence,dois_has_authors_sourceid,dois_has_authors_string,dois_has_citations,dois_has_fields,dois_has_fields_mag,dois_has_references,dois_has_venue,dois_has_venue_issn,dois_has_venue_issnl,dois_has_venue_sourceid,dois_has_venue_string,non_dois_has_abstract,non_dois_has_affiliations,non_dois_has_affiliations_countrycode,non_dois_has_affiliations_grid,non_dois_has_affiliations_ror,non_dois_has_affiliations_sourceid,non_dois_has_affiliations_string,non_dois_has_authors,non_dois_has_authors_orcid,non_dois_has_authors_sequence,non_dois_has_authors_sourceid,non_dois_has_authors_string,non_dois_has_citations,non_dois_has_fields,non_dois_has_fields_mag,non_dois_has_references,non_dois_has_venue,non_dois_has_venue_issn,non_dois_has_venue_issnl,non_dois_has_venue_sourceid,non_dois_has_venue_string
632,1943.0,BookChapter,651,651,0,7,8,7,6,6,8,8,8,0,8,8,8,56,270,270,25,0,0,0,0,0,7,8,7,6,6,8,8,8,0,8,8,8,56,270,270,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
633,1943.0,Conference,13,2,11,0,1,1,1,1,1,1,1,0,1,1,1,3,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1,1,1,2,8,8,0,0,0,0,0,0
634,1943.0,Dataset,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
635,1943.0,Journal,51710,45271,6439,9778,7914,7621,7355,7323,7927,7914,7927,33,7927,7927,7927,26759,44079,44079,11300,51710,44244,46434,51710,51710,9449,7538,7244,6990,6958,7550,7538,7550,33,7550,7550,7550,24598,38829,38829,11127,45271,40970,41167,45271,45271,329,376,377,365,365,377,376,377,0,377,377,377,2161,5250,5250,173,6439,3274,5267,6439,6439
636,1943.0,Repository,317,122,195,46,82,80,80,80,82,82,82,0,82,82,82,43,255,255,0,224,133,133,224,224,20,82,80,80,80,82,82,82,0,82,82,82,18,115,115,0,113,107,107,113,113,26,0,0,0,0,0,0,0,0,0,0,0,25,140,140,0,111,26,26,111,111
637,1943.0,Thesis,577,109,468,89,0,0,0,0,0,0,0,0,0,0,0,57,442,442,5,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,23,75,75,1,0,0,0,0,0,77,0,0,0,0,0,0,0,0,0,0,0,34,367,367,4,0,0,0,0,0
638,1942.0,,27856,7298,20558,3131,753,748,708,708,753,753,753,2,753,753,753,4120,16927,16927,1052,0,0,0,0,0,1139,557,556,517,517,557,557,557,2,557,557,557,1985,3849,3849,926,0,0,0,0,0,1992,196,192,191,191,196,196,196,0,196,196,196,2135,13078,13078,126,0,0,0,0,0
639,1942.0,Book,4685,269,4416,163,26,26,26,26,26,26,26,0,26,26,26,2110,3094,3094,30,0,0,0,0,0,29,6,6,6,6,6,6,6,0,6,6,6,139,138,138,22,0,0,0,0,0,134,20,20,20,20,20,20,20,0,20,20,20,1971,2956,2956,8,0,0,0,0,0
640,1942.0,BookChapter,836,831,5,16,0,0,0,0,0,0,0,0,0,0,0,91,412,412,69,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,90,408,408,69,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,4,4,0,0,0,0,0,0
641,1942.0,Conference,17,10,7,0,0,0,0,0,0,0,0,0,0,0,0,3,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,6,0,0,0,0,0,0
642,1942.0,Dataset,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
643,1942.0,Journal,56423,49745,6678,11035,9011,8842,8566,8553,9030,9011,9030,28,9030,9030,9030,29701,48307,48307,12410,56423,48484,50830,56423,56423,10680,8519,8351,8087,8074,8538,8519,8538,28,8538,8538,8538,27418,42719,42719,12213,49745,45097,45316,49745,49745,355,492,491,479,479,492,492,492,0,492,492,492,2283,5588,5588,197,6678,3387,5514,6678,6678
644,1942.0,Repository,459,128,331,34,84,84,84,84,84,84,84,0,84,84,84,76,383,383,0,301,135,135,301,301,10,81,81,81,81,81,81,81,0,81,81,81,30,122,122,0,119,104,104,119,119,24,3,3,3,3,3,3,3,0,3,3,3,46,261,261,0,182,31,31,182,182
645,1942.0,Thesis,734,114,620,147,0,0,0,0,0,0,0,0,0,0,0,64,614,614,5,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,19,76,76,1,0,0,0,0,0,123,0,0,0,0,0,0,0,0,0,0,0,45,538,538,4,0,0,0,0,0
646,1941.0,,27541,8004,19537,2930,931,929,889,889,931,931,931,22,931,931,931,4434,16366,16366,1252,0,0,0,0,0,1337,701,701,662,662,701,701,701,22,701,701,701,2254,4337,4337,1085,0,0,0,0,0,1593,230,228,227,227,230,230,230,0,230,230,230,2180,12029,12029,167,0,0,0,0,0
647,1941.0,Book,5002,330,4672,163,22,22,21,21,22,22,22,0,22,22,22,2216,3297,3297,28,0,0,0,0,0,31,4,4,4,4,4,4,4,0,4,4,4,146,161,161,21,0,0,0,0,0,132,18,18,17,17,18,18,18,0,18,18,18,2070,3136,3136,7,0,0,0,0,0
648,1941.0,BookChapter,1188,1182,6,3,0,0,0,0,0,0,0,0,0,0,0,75,449,449,39,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,73,444,444,39,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,5,5,0,0,0,0,0,0
649,1941.0,Conference,12,5,7,1,1,1,1,1,1,1,1,0,1,1,1,1,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,5,5,0,0,0,0,0,0
650,1941.0,Dataset,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
651,1941.0,Journal,59329,52450,6879,11800,9631,9479,9206,9181,9649,9631,9649,31,9649,9649,9649,31353,50287,50287,13272,59329,51063,53600,59329,59329,11426,9103,8952,8697,8672,9121,9103,9121,31,9121,9121,9121,29041,44614,44614,13104,52450,47655,47880,52450,52450,374,528,527,509,509,528,528,528,0,528,528,528,2312,5673,5673,168,6879,3408,5720,6879,6879
652,1941.0,Repository,391,145,246,36,101,101,100,100,101,101,101,0,101,101,101,81,316,316,1,268,157,157,268,268,9,100,100,99,99,100,100,100,0,100,100,100,34,133,133,1,133,114,114,133,133,27,1,1,1,1,1,1,1,0,1,1,1,47,183,183,0,135,43,43,135,135
653,1941.0,Thesis,928,90,838,163,0,0,0,0,0,0,0,0,0,0,0,100,822,822,7,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,13,60,60,0,0,0,0,0,0,150,0,0,0,0,0,0,0,0,0,0,0,87,762,762,7,0,0,0,0,0
654,1940.0,,55022,8706,46316,3563,926,920,881,881,926,926,926,3,926,926,926,5735,42404,42404,1408,0,0,0,0,0,1488,724,718,682,682,724,724,724,3,724,724,724,2455,4526,4526,1274,0,0,0,0,0,2075,202,202,199,199,202,202,202,0,202,202,202,3280,37878,37878,134,0,0,0,0,0
655,1940.0,Book,5794,392,5402,195,24,24,24,24,24,24,24,0,24,24,24,2599,3848,3848,37,0,0,0,0,0,35,1,1,1,1,1,1,1,0,1,1,1,180,197,197,22,0,0,0,0,0,160,23,23,23,23,23,23,23,0,23,23,23,2419,3651,3651,15,0,0,0,0,0
656,1940.0,BookChapter,1005,1001,4,17,16,16,13,13,16,16,16,0,16,16,16,100,459,459,50,0,0,0,0,0,17,16,16,13,13,16,16,16,0,16,16,16,99,456,456,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,0,0,0,0,0,0
657,1940.0,Conference,26,7,19,3,0,0,0,0,0,0,0,0,0,0,0,5,14,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,13,13,0,0,0,0,0,0
658,1940.0,Dataset,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
659,1940.0,Journal,63994,53989,10005,12230,9766,9643,9388,9358,9782,9766,9782,44,9782,9782,9782,33796,54917,54917,13227,63994,53028,56486,63994,63994,11769,9201,9080,8837,8807,9217,9201,9217,41,9217,9217,9217,30404,46138,46138,13123,53989,48552,48795,53989,53989,461,565,563,551,551,565,565,565,3,565,565,565,3392,8779,8779,104,10005,4476,7691,10005,10005
660,1940.0,Repository,577,165,412,45,114,114,114,114,114,114,114,0,114,114,114,78,459,459,3,383,184,184,383,383,21,114,114,114,114,114,114,114,0,114,114,114,42,157,157,3,145,137,137,145,145,24,0,0,0,0,0,0,0,0,0,0,0,36,302,302,0,238,47,47,238,238
661,1940.0,Thesis,1012,127,885,225,0,0,0,0,0,0,0,0,0,0,0,81,897,897,9,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,19,86,86,1,0,0,0,0,0,184,0,0,0,0,0,0,0,0,0,0,0,62,811,811,8,0,0,0,0,0
662,1939.0,,34321,9580,24741,4527,941,936,881,881,941,941,941,2,941,941,941,5328,19625,19625,1695,0,0,0,0,0,1915,758,756,709,709,758,758,758,2,758,758,758,2879,4684,4684,1555,0,0,0,0,0,2612,183,180,172,172,183,183,183,0,183,183,183,2449,14941,14941,140,0,0,0,0,0
663,1939.0,Book,7090,441,6649,204,21,21,21,21,21,21,21,0,21,21,21,3118,4492,4492,39,0,0,0,0,0,43,5,5,5,5,5,5,5,0,5,5,5,226,220,220,27,0,0,0,0,0,161,16,16,16,16,16,16,16,0,16,16,16,2892,4272,4272,12,0,0,0,0,0
664,1939.0,BookChapter,976,958,18,1,3,3,3,3,3,3,3,0,3,3,3,83,437,437,17,0,0,0,0,0,0,3,3,3,3,3,3,3,0,3,3,3,75,422,422,17,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8,15,15,0,0,0,0,0,0
665,1939.0,Conference,19,14,5,0,1,1,1,1,1,1,1,0,1,1,1,2,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1,1,1,2,3,3,0,0,0,0,0,0
666,1939.0,Dataset,3,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
667,1939.0,Journal,64858,57381,7477,12701,9978,9909,9587,9569,10023,9978,10023,43,10023,10023,10023,34714,54823,54823,14491,64858,55245,58098,64858,64858,12302,9396,9328,9030,9012,9441,9396,9441,41,9441,9441,9441,32412,48660,48660,14413,57381,51653,51894,57381,57381,399,582,581,557,557,582,582,582,2,582,582,582,2302,6163,6163,78,7477,3592,6204,7477,7477
668,1939.0,Repository,401,149,252,44,103,103,103,103,103,103,103,0,103,103,103,87,317,317,0,267,126,126,267,267,23,103,103,103,103,103,103,103,0,103,103,103,41,138,138,0,136,125,125,136,136,21,0,0,0,0,0,0,0,0,0,0,0,46,179,179,0,131,1,1,131,131
669,1939.0,Thesis,865,103,762,141,0,0,0,0,0,0,0,0,0,0,0,67,751,751,10,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,21,65,65,2,0,0,0,0,0,108,0,0,0,0,0,0,0,0,0,0,0,46,686,686,8,0,0,0,0,0
670,1938.0,,33021,9896,23125,3608,1044,1037,1004,1004,1044,1044,1044,4,1044,1044,1044,5527,18277,18277,1698,0,0,0,0,0,1933,859,854,828,828,859,859,859,4,859,859,859,2895,4994,4994,1568,0,0,0,0,0,1675,185,183,176,176,185,185,185,0,185,185,185,2632,13283,13283,130,0,0,0,0,0
671,1938.0,Book,7640,434,7206,186,20,20,20,20,20,20,20,0,20,20,20,3384,4720,4720,36,0,0,0,0,0,29,5,5,5,5,5,5,5,0,5,5,5,222,203,203,15,0,0,0,0,0,157,15,15,15,15,15,15,15,0,15,15,15,3162,4517,4517,21,0,0,0,0,0
672,1938.0,BookChapter,1250,1239,11,40,0,0,0,0,0,0,0,0,0,0,0,59,453,453,23,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,56,444,444,23,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3,9,9,0,0,0,0,0,0
673,1938.0,Conference,15,7,8,0,4,4,4,4,4,4,4,0,4,4,4,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,0,4,4,4,1,3,3,0,0,0,0,0,0
674,1938.0,Dataset,43,43,0,42,0,0,0,0,0,0,0,0,0,0,0,1,42,42,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,1,42,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
675,1938.0,Journal,65374,57423,7951,12182,9499,9391,9088,9054,9521,9499,9521,33,9521,9521,9521,34166,54604,54604,13925,65374,55283,58161,65374,65374,11679,8898,8798,8516,8483,8920,8898,8920,31,8920,8920,8920,31806,48219,48219,13844,57423,51450,51712,57423,57423,503,601,593,572,571,601,601,601,2,601,601,601,2360,6385,6385,81,7951,3833,6449,7951,7951
676,1938.0,Repository,438,156,282,33,103,103,102,102,103,103,103,0,103,103,103,87,372,372,1,288,128,128,288,288,16,103,103,102,102,103,103,103,0,103,103,103,41,149,149,1,146,128,128,146,146,17,0,0,0,0,0,0,0,0,0,0,0,46,223,223,0,142,0,0,142,142
677,1938.0,Thesis,738,102,636,123,0,0,0,0,0,0,0,0,0,0,0,65,647,647,3,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,23,73,73,1,0,0,0,0,0,89,0,0,0,0,0,0,0,0,0,0,0,42,574,574,2,0,0,0,0,0
678,1937.0,,31453,9573,21880,3167,995,985,926,926,995,995,995,2,995,995,995,5594,17262,17262,1598,0,0,0,0,0,1831,765,758,721,721,765,765,765,2,765,765,765,2932,4845,4845,1423,0,0,0,0,0,1336,230,227,205,205,230,230,230,0,230,230,230,2662,12417,12417,175,0,0,0,0,0
679,1937.0,Book,7845,353,7492,170,18,18,18,18,18,18,18,1,18,18,18,3258,4789,4789,20,0,0,0,0,0,18,2,2,2,2,2,2,2,0,2,2,2,165,165,165,10,0,0,0,0,0,152,16,16,16,16,16,16,16,1,16,16,16,3093,4624,4624,10,0,0,0,0,0
680,1937.0,BookChapter,820,810,10,7,5,5,5,5,5,5,5,0,5,5,5,52,307,307,31,0,0,0,0,0,6,5,5,5,5,5,5,5,0,5,5,5,49,302,302,31,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,5,5,0,0,0,0,0,0
681,1937.0,Conference,15,11,4,0,0,0,0,0,0,0,0,0,0,0,0,2,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0
682,1937.0,Dataset,38,38,0,34,0,0,0,0,0,0,0,0,0,0,0,0,37,37,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,37,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
683,1937.0,Journal,64121,56815,7306,11789,9069,8944,8690,8658,9078,9069,9078,27,9078,9078,9078,33884,53509,53509,13632,64121,53955,56571,64121,64121,11424,8626,8501,8261,8230,8635,8626,8635,26,8635,8635,8635,31635,47624,47624,13531,56815,50294,50520,56815,56815,365,443,443,429,428,443,443,443,1,443,443,443,2249,5885,5885,101,7306,3661,6051,7306,7306
684,1937.0,Repository,490,179,311,22,117,117,113,113,117,117,117,0,117,117,117,90,394,394,0,326,149,149,326,326,14,115,115,111,111,115,115,115,0,115,115,115,47,171,171,0,168,147,147,168,168,8,2,2,2,2,2,2,2,0,2,2,2,43,223,223,0,158,2,2,158,158
685,1937.0,Thesis,619,92,527,90,1,1,1,1,1,1,1,0,1,1,1,60,518,518,7,0,0,0,0,0,29,1,1,1,1,1,1,1,0,1,1,1,15,63,63,2,0,0,0,0,0,61,0,0,0,0,0,0,0,0,0,0,0,45,455,455,5,0,0,0,0,0
686,1936.0,,32975,9841,23134,3680,962,946,862,862,962,962,962,1,962,962,962,5428,17505,17505,1598,0,0,0,0,0,1908,742,726,685,685,742,742,742,1,742,742,742,2865,4750,4750,1480,0,0,0,0,0,1772,220,220,177,177,220,220,220,0,220,220,220,2563,12755,12755,118,0,0,0,0,0
687,1936.0,Book,7732,375,7357,186,13,13,13,13,13,13,13,0,13,13,13,3183,4687,4687,16,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,173,173,173,3,0,0,0,0,0,174,13,13,13,13,13,13,13,0,13,13,13,3010,4514,4514,13,0,0,0,0,0
688,1936.0,BookChapter,1109,1099,10,5,4,4,4,4,4,4,4,0,4,4,4,69,442,442,35,0,0,0,0,0,2,4,4,4,4,4,4,4,0,4,4,4,66,435,435,35,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,7,7,0,0,0,0,0,0
689,1936.0,Conference,17,13,4,1,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
690,1936.0,Dataset,3,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
691,1936.0,Journal,63621,55993,7628,11829,8537,8385,8128,8105,8543,8537,8543,22,8543,8543,8543,33188,52642,52642,12952,63621,53775,56332,63621,63621,11426,8106,7954,7712,7690,8111,8106,8111,22,8111,8111,8111,30834,46497,46497,12874,55993,49889,50111,55993,55993,403,431,431,416,415,432,431,432,0,432,432,432,2354,6145,6145,78,7628,3886,6221,7628,7628
692,1936.0,Repository,393,153,240,18,84,83,83,83,84,84,84,0,84,84,84,63,312,312,1,260,119,119,260,260,4,84,83,83,83,84,84,84,0,84,84,84,29,143,143,0,142,118,118,142,142,14,0,0,0,0,0,0,0,0,0,0,0,34,169,169,1,118,1,1,118,118
693,1936.0,Thesis,613,94,519,62,0,0,0,0,0,0,0,0,0,0,0,60,506,506,11,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,21,59,59,1,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,39,447,447,10,0,0,0,0,0
694,1935.0,,31749,8500,23249,3233,1000,995,883,883,1000,1000,1000,2,1000,1000,1000,5128,16465,16465,1542,0,0,0,0,0,1764,764,760,714,714,764,764,764,2,764,764,764,2588,4069,4069,1420,0,0,0,0,0,1469,236,235,169,169,236,236,236,0,236,236,236,2540,12396,12396,122,0,0,0,0,0
695,1935.0,Book,7656,374,7282,149,11,11,9,9,11,11,11,0,11,11,11,3107,4557,4557,22,0,0,0,0,0,16,2,2,2,2,2,2,2,0,2,2,2,182,186,186,6,0,0,0,0,0,133,9,9,7,7,9,9,9,0,9,9,9,2925,4371,4371,16,0,0,0,0,0
696,1935.0,BookChapter,1526,1523,3,12,0,0,0,0,0,0,0,0,0,0,0,81,637,637,84,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,81,637,637,84,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
697,1935.0,Conference,10,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
698,1935.0,Dataset,5,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
699,1935.0,Journal,62420,54760,7660,11474,8041,7915,7709,7689,8055,8041,8055,25,8055,8055,8055,32205,52031,52031,12073,62420,52430,55187,62420,62420,11114,7606,7482,7285,7265,7620,7606,7620,24,7620,7620,7620,29899,45781,45781,11988,54760,48659,48864,54760,54760,360,435,433,424,424,435,435,435,1,435,435,435,2306,6250,6250,85,7660,3771,6323,7660,7660
700,1935.0,Repository,317,124,193,25,80,79,79,79,80,80,80,0,80,80,80,63,259,259,1,222,112,112,222,222,14,80,79,79,79,80,80,80,0,80,80,80,28,116,116,1,117,112,112,117,117,11,0,0,0,0,0,0,0,0,0,0,0,35,143,143,0,105,0,0,105,105
701,1935.0,Thesis,550,96,454,46,0,0,0,0,0,0,0,0,0,0,0,65,457,457,2,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,31,64,64,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,34,393,393,2,0,0,0,0,0
702,1934.0,,29768,8669,21099,3101,781,778,706,704,781,781,781,1,781,781,781,5070,14562,14562,1390,0,0,0,0,0,1764,588,585,561,560,588,588,588,1,588,588,588,2674,3804,3804,1284,0,0,0,0,0,1337,193,193,145,144,193,193,193,0,193,193,193,2396,10758,10758,106,0,0,0,0,0
703,1934.0,Book,7323,344,6979,163,7,7,7,7,7,7,7,0,7,7,7,3041,4360,4360,16,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,172,166,166,5,0,0,0,0,0,149,7,7,7,7,7,7,7,0,7,7,7,2869,4194,4194,11,0,0,0,0,0
704,1934.0,BookChapter,1304,1295,9,19,5,16,16,16,16,5,16,0,16,16,16,105,662,662,21,0,0,0,0,0,19,5,16,16,16,16,5,16,0,16,16,16,104,659,659,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,0,0,0,0,0,0
705,1934.0,Conference,12,8,4,0,2,2,2,2,2,2,2,0,2,2,2,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,2,2,2,2,2,2,2,0,2,2,2,1,2,2,0,0,0,0,0,0
706,1934.0,Dataset,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
707,1934.0,Journal,59750,52646,7104,11035,7811,7673,7425,7403,7829,7811,7829,25,7829,7829,7829,30863,49557,49557,11351,59750,50589,53082,59750,59750,10663,7277,7140,6910,6888,7295,7277,7295,25,7295,7295,7295,28780,43785,43785,11297,52646,46958,47188,52646,52646,372,534,533,515,515,534,534,534,0,534,534,534,2083,5772,5772,54,7104,3631,5894,7104,7104
708,1934.0,Repository,506,151,355,12,85,85,85,85,85,85,85,0,85,85,85,100,436,436,1,324,125,125,324,324,7,85,85,85,85,85,85,85,0,85,85,85,37,142,142,0,139,124,124,139,139,5,0,0,0,0,0,0,0,0,0,0,0,63,294,294,1,185,1,1,185,185
709,1934.0,Thesis,561,88,473,46,0,0,0,0,0,0,0,0,0,0,0,50,473,473,2,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,22,62,62,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,28,411,411,2,0,0,0,0,0
710,1933.0,,30764,8684,22080,3566,839,836,788,788,839,839,839,3,839,839,839,5329,16031,16031,1510,0,0,0,0,0,1670,656,654,621,621,656,656,656,3,656,656,656,2776,4192,4192,1415,0,0,0,0,0,1896,183,182,167,167,183,183,183,0,183,183,183,2553,11839,11839,95,0,0,0,0,0
711,1933.0,Book,7238,341,6897,167,15,14,14,14,15,15,15,0,15,15,15,2999,4273,4273,16,0,0,0,0,0,15,4,4,4,4,4,4,4,0,4,4,4,171,172,172,6,0,0,0,0,0,152,11,10,10,10,11,11,11,0,11,11,11,2828,4101,4101,10,0,0,0,0,0
712,1933.0,BookChapter,811,802,9,2,2,2,2,2,2,2,2,0,2,2,2,61,302,302,21,0,0,0,0,0,1,2,2,2,2,2,2,2,0,2,2,2,60,301,301,21,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
713,1933.0,Conference,12,7,5,0,0,0,0,0,0,0,0,0,0,0,0,6,4,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,4,0,0,0,0,0,0
714,1933.0,Journal,59668,52433,7235,10836,7560,7433,7217,7184,7569,7560,7569,35,7569,7569,7569,31032,48753,48753,11523,59668,50941,53500,59668,59668,10431,6953,6827,6644,6612,6962,6953,6962,33,6962,6962,6962,28837,43040,43040,11461,52433,47079,47419,52433,52433,405,607,606,573,572,607,607,607,2,607,607,607,2195,5713,5713,62,7235,3862,6081,7235,7235
715,1933.0,Repository,300,137,163,16,98,98,98,98,98,98,98,0,98,98,98,66,254,254,0,219,124,124,219,219,12,98,98,98,98,98,98,98,0,98,98,98,25,126,126,0,134,124,124,134,134,4,0,0,0,0,0,0,0,0,0,0,0,41,128,128,0,85,0,0,85,85
716,1933.0,Thesis,590,102,488,59,0,0,0,0,0,0,0,0,0,0,0,54,497,497,3,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,25,68,68,1,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,29,429,429,2,0,0,0,0,0
717,1932.0,,29110,10035,19075,3640,768,765,718,718,768,768,768,2,768,768,768,5008,14151,14151,1526,0,0,0,0,0,2285,592,590,559,559,592,592,592,2,592,592,592,2694,4272,4272,1418,0,0,0,0,0,1355,176,175,159,159,176,176,176,0,176,176,176,2314,9879,9879,108,0,0,0,0,0
