,published_year,type,num_objects,num_dois,num_non_dois,objects_has_abstract,objects_has_affiliations,objects_has_affiliations_countrycode,objects_has_affiliations_grid,objects_has_affiliations_ror,objects_has_affiliations_sourceid,objects_has_affiliations_string,objects_has_authors,objects_has_authors_orcid,objects_has_authors_sequence,objects_has_authors_sourceid,objects_has_authors_string,objects_has_citations,objects_has_fields,objects_has_fields_mag,objects_has_references,objects_has_venue,objects_has_venue_issn,objects_has_venue_issnl,objects_has_venue_sourceid,objects_has_venue_string,dois_has_abstract,dois_has_affiliations,dois_has_affiliations_countrycode,dois_has_affiliations_grid,dois_has_affiliations_ror,dois_has_affiliations_sourceid,dois_has_affiliations_string,dois_has_authors,dois_has_authors_orcid,dois_has_authors_sequence,dois_has_authors_sourceid,dois_has_authors_string,dois_has_citations,dois_has_fields,dois_has_fields_mag,dois_has_references,dois_has_venue,dois_has_venue_issn,dois_has_venue_issnl,dois_has_venue_sourceid,dois_has_venue_string,non_dois_has_abstract,non_dois_has_affiliations,non_dois_has_affiliations_countrycode,non_dois_has_affiliations_grid,non_dois_has_affiliations_ror,non_dois_has_affiliations_sourceid,non_dois_has_affiliations_string,non_dois_has_authors,non_dois_has_authors_orcid,non_dois_has_authors_sequence,non_dois_has_authors_sourceid,non_dois_has_authors_string,non_dois_has_citations,non_dois_has_fields,non_dois_has_fields_mag,non_dois_has_references,non_dois_has_venue,non_dois_has_venue_issn,non_dois_has_venue_issnl,non_dois_has_venue_sourceid,non_dois_has_venue_string
147,2004.0,Conference,134181,108607,25574,112718,94904,94879,92890,92632,95033,94904,95033,49451,95033,95033,95033,99424,132070,132070,110104,0,0,0,0,0,99337,86412,86414,84630,84381,86539,86412,86539,45104,86539,86539,86539,87251,108006,108006,98427,0,0,0,0,0,13381,8492,8465,8260,8251,8494,8492,8494,4347,8494,8494,8494,12173,24064,24064,11677,0,0,0,0,0
148,2004.0,Dataset,2311,2153,158,190,0,0,0,0,0,0,0,0,0,0,0,107,2222,2222,1,0,0,0,0,0,106,0,0,0,0,0,0,0,0,0,0,0,77,2088,2088,0,0,0,0,0,0,84,0,0,0,0,0,0,0,0,0,0,0,30,134,134,1,0,0,0,0,0
149,2004.0,Journal,1953047,1294579,658468,1446812,1008460,1014806,997530,995888,1016875,1008460,1016875,561546,1016875,1016875,1016875,1210847,1826192,1826192,994381,1953047,1380109,1590969,1953047,1953047,1001383,861655,867834,853949,852526,869298,861655,869298,535631,869298,869298,869298,1034147,1231350,1231350,950951,1294579,1189220,1211937,1294579,1294579,445429,146805,146972,143581,143362,147577,146805,147577,25915,147577,147577,147577,176700,594842,594842,43430,658468,190889,379032,658468,658468
150,2004.0,Repository,113918,42653,71265,92649,51341,51381,50377,50346,51481,51341,51481,29027,51481,51481,51481,49491,106153,106153,52291,99122,16832,18636,99122,99122,34648,28401,28457,27985,27968,28518,28401,28518,18517,28518,28518,28518,18151,42228,42228,28476,40825,15046,15391,40825,40825,58001,22940,22924,22392,22378,22963,22940,22963,10510,22963,22963,22963,31340,63925,63925,23815,58297,1786,3245,58297,58297
151,2004.0,Thesis,89755,5834,83921,32676,775,772,733,732,776,775,776,168,776,776,776,19885,54335,54335,9308,0,0,0,0,0,1680,65,65,65,65,65,65,65,23,65,65,65,1822,4561,4561,680,0,0,0,0,0,30996,710,707,668,667,711,710,711,145,711,711,711,18063,49774,49774,8628,0,0,0,0,0
152,2003.0,,1776372,267739,1508633,516572,143991,143965,139994,139649,144367,143991,144367,49770,144367,144367,144367,313532,835913,835913,210315,0,0,0,0,0,132595,74796,74769,72558,72354,75001,74796,75001,29994,75001,75001,75001,95510,188242,188242,82377,0,0,0,0,0,383977,69195,69196,67436,67295,69366,69195,69366,19776,69366,69366,69366,218022,647671,647671,127938,0,0,0,0,0
153,2003.0,Book,83432,8502,74930,27291,3638,3646,3524,3512,3651,3638,3651,1316,3651,3651,3651,47620,59646,59646,4484,0,0,0,0,0,3180,1370,1373,1344,1338,1376,1370,1376,583,1376,1376,1376,6598,6144,6144,1535,0,0,0,0,0,24111,2268,2273,2180,2174,2275,2268,2275,733,2275,2275,2275,41022,53502,53502,2949,0,0,0,0,0
154,2003.0,BookChapter,66596,55340,11256,9661,4706,4701,4582,4576,4710,4706,4710,2201,4710,4710,4710,18885,43459,43459,12104,0,0,0,0,0,7559,4358,4352,4240,4235,4361,4358,4361,2013,4361,4361,4361,14793,35869,35869,11156,0,0,0,0,0,2102,348,349,342,341,349,348,349,188,349,349,349,4092,7590,7590,948,0,0,0,0,0
155,2003.0,Conference,112675,93712,18963,94647,79211,79091,77332,77163,79241,79211,79241,39879,79241,79241,79241,84376,110646,110646,91770,0,0,0,0,0,85331,72944,72827,71160,71012,72974,72944,72974,36878,72974,72974,72974,74717,93258,93258,83286,0,0,0,0,0,9316,6267,6264,6172,6151,6267,6267,6267,3001,6267,6267,6267,9659,17388,17388,8484,0,0,0,0,0
156,2003.0,Dataset,2687,2598,89,83,0,0,0,0,0,0,0,0,0,0,0,102,2617,2617,1,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,70,2538,2538,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,32,79,79,1,0,0,0,0,0
157,2003.0,Journal,1769242,1179407,589835,1293780,890601,896408,880503,879028,898108,890601,898108,498447,898108,898108,898108,1129660,1669019,1669019,918763,1769242,1274534,1453464,1769242,1769242,906813,788717,794197,780806,779487,795588,788717,795588,475912,795588,795588,795588,963924,1134456,1134456,882539,1179407,1093470,1104784,1179407,1179407,386967,101884,102211,99697,99541,102520,101884,102520,22535,102520,102520,102520,165736,534563,534563,36224,589835,181064,348680,589835,589835
158,2003.0,Repository,103261,41494,61767,81175,47553,47573,46634,46584,47668,47553,47668,26358,47668,47668,47668,45660,94910,94910,47872,89515,17355,18904,89515,89515,33143,28354,28383,27886,27862,28452,28354,28452,17703,28452,28452,28452,17954,41141,41141,27808,39757,15755,16057,39757,39757,48032,19199,19190,18748,18722,19216,19199,19216,8655,19216,19216,19216,27706,53769,53769,20064,49758,1600,2847,49758,49758
159,2003.0,Thesis,79343,4787,74556,28120,552,544,495,494,552,552,552,105,552,552,552,17465,47539,47539,7110,0,0,0,0,0,1222,30,30,30,30,30,30,30,11,30,30,30,1562,3707,3707,567,0,0,0,0,0,26898,522,514,465,464,522,522,522,94,522,522,522,15903,43832,43832,6543,0,0,0,0,0
160,2002.0,,1631996,256452,1375544,453881,132814,132702,129270,128970,133105,132814,133105,45437,133105,133105,133105,294023,766061,766061,187992,0,0,0,0,0,125264,73433,73397,71499,71333,73631,73433,73631,29163,73631,73631,73631,95294,183588,183588,81656,0,0,0,0,0,328617,59381,59305,57771,57637,59474,59381,59474,16274,59474,59474,59474,198729,582473,582473,106336,0,0,0,0,0
161,2002.0,Book,81758,7690,74068,27340,3221,3223,3070,3056,3232,3221,3232,1007,3232,3232,3232,47634,58949,58949,3733,0,0,0,0,0,2529,790,791,766,762,794,790,794,328,794,794,794,5999,5325,5325,928,0,0,0,0,0,24811,2431,2432,2304,2294,2438,2431,2438,679,2438,2438,2438,41635,53624,53624,2805,0,0,0,0,0
162,2002.0,BookChapter,59385,49063,10322,7638,3708,3712,3640,3638,3716,3708,3716,1530,3716,3716,3716,16493,38050,38050,9983,0,0,0,0,0,5753,3449,3454,3388,3386,3457,3449,3457,1413,3457,3457,3457,12759,31294,31294,9222,0,0,0,0,0,1885,259,258,252,252,259,259,259,117,259,259,259,3734,6756,6756,761,0,0,0,0,0
163,2002.0,Conference,98010,83446,14564,81787,68601,68473,66676,66516,68615,68601,68615,32863,68615,68615,68615,73513,96725,96725,78377,0,0,0,0,0,74694,63984,63858,62218,62079,63997,63984,63997,30709,63997,63997,63997,65438,83020,83020,72645,0,0,0,0,0,7093,4617,4615,4458,4437,4618,4617,4618,2154,4618,4618,4618,8075,13705,13705,5732,0,0,0,0,0
164,2002.0,Dataset,1302,1266,36,36,0,0,0,0,0,0,0,0,0,0,0,51,1275,1275,1,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,45,1247,1247,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,6,28,28,1,0,0,0,0,0
165,2002.0,Journal,1634366,1106682,527684,1189853,818803,823797,809002,807740,825347,818803,825347,448078,825347,825347,825347,1069090,1542021,1542021,859209,1634366,1204553,1364939,1634366,1634366,854189,734819,739832,727290,726144,741168,734819,741168,427760,741168,741168,741168,913110,1065796,1065796,827244,1106682,1031052,1040763,1106682,1106682,335664,83984,83965,81712,81596,84179,83984,84179,20318,84179,84179,84179,155980,476225,476225,31965,527684,173501,324176,527684,527684
166,2002.0,Repository,92027,41057,50970,71847,42236,42247,41443,41398,42318,42236,42318,23719,42318,42318,42318,40522,86238,86238,45594,81719,17937,19220,81719,81719,32057,27075,27095,26621,26603,27149,27075,27149,16853,27149,27149,27149,17645,40739,40739,29308,39610,16420,16618,39610,39610,39790,15161,15152,14822,14795,15169,15161,15169,6866,15169,15169,15169,22877,45499,45499,16286,42109,1517,2602,42109,42109
167,2002.0,Thesis,70913,4441,66472,23027,422,420,369,367,422,422,422,72,422,422,422,15593,43956,43956,5379,0,0,0,0,0,978,31,31,29,29,31,31,31,10,31,31,31,1404,3586,3586,463,0,0,0,0,0,22049,391,389,340,338,391,391,391,62,391,391,391,14189,40370,40370,4916,0,0,0,0,0
168,2001.0,,1469067,224866,1244201,397980,115540,115415,112146,111915,115806,115540,115806,37251,115806,115806,115806,264207,667401,667401,159304,0,0,0,0,0,114590,63847,63868,61952,61839,64060,63847,64060,23501,64060,64060,64060,82506,159779,159779,71027,0,0,0,0,0,283390,51693,51547,50194,50076,51746,51693,51746,13750,51746,51746,51746,181701,507622,507622,88277,0,0,0,0,0
169,2001.0,Book,82091,7307,74784,27333,3236,3233,3127,3124,3244,3236,3244,1039,3244,3244,3244,47960,59834,59834,3452,0,0,0,0,0,2693,960,961,937,936,962,960,962,399,962,962,962,5681,5351,5351,1061,0,0,0,0,0,24640,2276,2272,2190,2188,2282,2276,2282,640,2282,2282,2282,42279,54483,54483,2391,0,0,0,0,0
170,2001.0,BookChapter,59826,50321,9505,9857,6234,6227,6134,6130,6234,6234,6234,1934,6234,6234,6234,17786,39735,39735,12026,0,0,0,0,0,8256,6014,6007,5920,5917,6014,6014,6014,1826,6014,6014,6014,14238,33389,33389,11431,0,0,0,0,0,1601,220,220,214,213,220,220,220,108,220,220,220,3548,6346,6346,595,0,0,0,0,0
171,2001.0,Conference,80003,68242,11761,67267,56275,56209,54481,54372,56294,56275,56294,23147,56294,56294,56294,60712,78849,78849,65089,0,0,0,0,0,62156,52960,52896,51268,51165,52977,52960,52977,21617,52977,52977,52977,54516,67822,67822,60449,0,0,0,0,0,5111,3315,3313,3213,3207,3317,3315,3317,1530,3317,3317,3317,6196,11027,11027,4640,0,0,0,0,0
172,2001.0,Dataset,1310,1245,65,36,1,1,1,1,1,1,1,0,1,1,1,30,1273,1273,1,0,0,0,0,0,28,1,1,1,1,1,1,1,0,1,1,1,28,1222,1222,1,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,2,51,51,0,0,0,0,0,0
173,2001.0,Journal,1517973,1065795,452178,1100881,770101,774450,760161,758914,775806,770101,775806,404003,775806,775806,775806,1013516,1433961,1433961,808980,1517973,1144100,1283837,1517973,1517973,812024,699138,703555,691284,690143,704751,699138,704751,387509,704751,704751,704751,874712,1027253,1027253,780541,1065795,992105,1001588,1065795,1065795,288857,70963,70895,68877,68771,71055,70963,71055,16494,71055,71055,71055,138804,406708,406708,28439,452178,151995,282249,452178,452178
174,2001.0,Repository,83590,38052,45538,64870,39016,39032,38270,38224,39107,39016,39107,21421,39107,39107,39107,36464,78251,78251,39061,74159,16988,18209,74159,74159,29041,25518,25543,25068,25047,25597,25518,25597,15510,25597,25597,25597,16087,37768,37768,25880,36694,15583,15792,36694,36694,35829,13498,13489,13202,13177,13510,13498,13510,5911,13510,13510,13510,20377,40483,40483,13181,37465,1405,2417,37465,37465
175,2001.0,Thesis,63939,6340,57599,20406,343,340,277,274,343,343,343,71,343,343,343,14120,38877,38877,4495,0,0,0,0,0,744,31,30,30,30,31,31,31,10,31,31,31,1413,5133,5133,392,0,0,0,0,0,19662,312,310,247,244,312,312,312,61,312,312,312,12707,33744,33744,4103,0,0,0,0,0
176,2000.0,,1360734,201939,1158795,347279,104955,104861,101742,101504,105231,104955,105231,32211,105231,105231,105231,251723,626622,626622,141802,0,0,0,0,0,103189,58974,58991,57087,56966,59214,58974,59214,20590,59214,59214,59214,78410,145170,145170,67032,0,0,0,0,0,244090,45981,45870,44655,44538,46017,45981,46017,11621,46017,46017,46017,173313,481452,481452,74770,0,0,0,0,0
177,2000.0,Book,83847,6995,76852,27407,2847,2856,2742,2738,2861,2847,2861,815,2861,2861,2861,49076,61403,61403,2659,0,0,0,0,0,2281,754,754,728,728,756,754,756,320,756,756,756,5464,5103,5103,688,0,0,0,0,0,25126,2093,2102,2014,2010,2105,2093,2105,495,2105,2105,2105,43612,56300,56300,1971,0,0,0,0,0
178,2000.0,BookChapter,47365,39400,7965,6302,3280,3282,3192,3191,3286,3280,3286,1209,3286,3286,3286,14340,30181,30181,7995,0,0,0,0,0,5093,3120,3120,3035,3034,3124,3120,3124,1118,3124,3124,3124,11362,24897,24897,7559,0,0,0,0,0,1209,160,162,157,157,162,160,162,91,162,162,162,2978,5284,5284,436,0,0,0,0,0
179,2000.0,Conference,80519,67418,13101,66555,54951,54863,53109,53005,54968,54951,54968,19982,54968,54968,54968,59268,79366,79366,63984,0,0,0,0,0,60655,51002,50918,49289,49198,51018,51002,51018,18177,51018,51018,51018,52661,67090,67090,59219,0,0,0,0,0,5900,3949,3945,3820,3807,3950,3949,3950,1805,3950,3950,3950,6607,12276,12276,4765,0,0,0,0,0
180,2000.0,Dataset,1147,1117,30,40,0,0,0,0,0,0,0,0,0,0,0,54,1112,1112,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,49,1088,1088,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,5,24,24,0,0,0,0,0,0
181,2000.0,Journal,1456364,1040549,415815,1012544,737249,741744,727804,726592,742985,737249,742985,372138,742985,742985,742985,988038,1376764,1376764,770080,1456364,1124720,1262953,1456364,1456364,776371,668923,673394,661349,660236,674477,668923,674477,355704,674477,674477,674477,841754,1005633,1005633,743558,1040549,963772,974381,1040549,1040549,236173,68326,68350,66455,66356,68508,68326,68508,16434,68508,68508,68508,146284,371131,371131,26522,415815,160948,288572,415815,415815
182,2000.0,Repository,78108,35160,42948,58928,35373,35387,34645,34618,35444,35373,35444,18960,35444,35444,35444,32829,72538,72538,35916,68927,16958,17766,68927,68927,26100,23289,23309,22852,22836,23352,23289,23352,13638,23352,23352,23352,14203,34850,34850,24030,33763,15567,15755,33763,33763,32828,12084,12078,11793,11782,12092,12084,12092,5322,12092,12092,12092,18626,37688,37688,11886,35164,1391,2011,35164,35164
183,2000.0,Thesis,58866,7676,51190,19596,308,304,217,214,308,308,308,53,308,308,308,13309,35415,35415,3592,0,0,0,0,0,701,29,29,29,29,29,29,29,11,29,29,29,1463,6186,6186,305,0,0,0,0,0,18895,279,275,188,185,279,279,279,42,279,279,279,11846,29229,29229,3287,0,0,0,0,0
184,1999.0,,1194535,176956,1017579,313822,93834,93783,91003,90819,94085,93834,94085,27843,94085,94085,94085,217457,523363,523363,118325,0,0,0,0,0,99366,56818,56863,55018,54899,57031,56818,57031,18899,57031,57031,57031,71119,128261,128261,62494,0,0,0,0,0,214456,37016,36920,35985,35920,37054,37016,37054,8944,37054,37054,37054,146338,395102,395102,55831,0,0,0,0,0
185,1999.0,Book,78175,5992,72183,25451,2160,2162,2073,2067,2166,2160,2166,527,2166,2166,2166,45800,57235,57235,2053,0,0,0,0,0,1724,315,319,304,304,319,315,319,121,319,319,319,4642,4140,4140,385,0,0,0,0,0,23727,1845,1843,1769,1763,1847,1845,1847,406,1847,1847,1847,41158,53095,53095,1668,0,0,0,0,0
186,1999.0,BookChapter,38509,32402,6107,4498,2432,2432,2346,2340,2433,2432,2433,916,2433,2433,2433,11112,23474,23474,6555,0,0,0,0,0,3553,2305,2305,2220,2216,2306,2305,2306,841,2306,2306,2306,9000,19571,19571,6209,0,0,0,0,0,945,127,127,126,124,127,127,127,75,127,127,127,2112,3903,3903,346,0,0,0,0,0
187,1999.0,Conference,73036,61771,11265,59364,50024,49970,48256,48163,50079,50024,50079,17013,50079,50079,50079,53950,71886,71886,57317,0,0,0,0,0,54952,46718,46666,45063,44981,46773,46718,46773,15739,46773,46773,46773,47813,61305,61305,53522,0,0,0,0,0,4412,3306,3304,3193,3182,3306,3306,3306,1274,3306,3306,3306,6137,10581,10581,3795,0,0,0,0,0
188,1999.0,Dataset,773,750,23,34,1,1,1,1,1,1,1,1,1,1,1,48,739,739,2,0,0,0,0,0,31,1,1,1,1,1,1,1,1,1,1,1,44,729,729,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,10,10,0,0,0,0,0,0
189,1999.0,Journal,1317785,983211,334574,889319,682127,686027,672873,671769,687208,682127,687208,330522,687208,687208,687208,934978,1236228,1236228,721224,1317785,1072544,1191930,1317785,1317785,734968,618477,622427,611049,610032,623487,618477,623487,315051,623487,623487,623487,798529,949215,949215,697015,983211,912279,920882,983211,983211,154351,63650,63600,61824,61737,63721,63650,63721,15471,63721,63721,63721,136449,287013,287013,24209,334574,160265,271048,334574,334574
190,1999.0,Repository,69620,33032,36588,51472,31223,31238,30568,30546,31302,31223,31302,16537,31302,31302,31302,28116,65066,65066,33045,62161,17617,18248,62161,62161,23650,21057,21079,20607,20592,21133,21057,21133,12284,21133,21133,21133,12095,32758,32758,23311,31790,16385,16517,31790,31790,27822,10166,10159,9961,9954,10169,10166,10169,4253,10169,10169,10169,16021,32308,32308,9734,30371,1232,1731,30371,30371
191,1999.0,Thesis,54120,7502,46618,18724,312,312,211,211,312,312,312,34,312,312,312,12063,32338,32338,3098,0,0,0,0,0,554,44,44,43,43,44,44,44,9,44,44,44,1252,5651,5651,227,0,0,0,0,0,18170,268,268,168,168,268,268,268,25,268,268,268,10811,26687,26687,2871,0,0,0,0,0
192,1998.0,,1105532,166535,938997,285238,86495,86406,83979,83834,86736,86495,86736,25035,86736,86736,86736,200219,484842,484842,110167,0,0,0,0,0,95176,54051,54077,52378,52286,54271,54051,54271,17633,54271,54271,54271,66291,119348,119348,61580,0,0,0,0,0,190062,32444,32329,31601,31548,32465,32444,32465,7402,32465,32465,32465,133928,365494,365494,48587,0,0,0,0,0
193,1998.0,Book,77346,5727,71619,24500,2100,2094,2008,2004,2103,2100,2103,446,2103,2103,2103,45616,56805,56805,1768,0,0,0,0,0,1610,208,203,198,198,208,208,208,62,208,208,208,4456,3935,3935,385,0,0,0,0,0,22890,1892,1891,1810,1806,1895,1892,1895,384,1895,1895,1895,41160,52870,52870,1383,0,0,0,0,0
194,1998.0,BookChapter,36736,31666,5070,3762,1893,1868,1827,1826,1893,1893,1893,777,1893,1893,1893,10430,22730,22730,5647,0,0,0,0,0,2874,1807,1782,1742,1741,1807,1807,1807,735,1807,1807,1807,8654,19471,19471,5408,0,0,0,0,0,888,86,86,85,85,86,86,86,42,86,86,86,1776,3259,3259,239,0,0,0,0,0
195,1998.0,Conference,67710,58164,9546,54349,45544,45450,43826,43740,45559,45544,45559,14688,45559,45559,45559,49441,66682,66682,53651,0,0,0,0,0,50515,43349,43266,41726,41645,43363,43349,43363,13734,43363,43363,43363,44328,57835,57835,50607,0,0,0,0,0,3834,2195,2184,2100,2095,2196,2195,2196,954,2196,2196,2196,5113,8847,8847,3044,0,0,0,0,0
196,1998.0,Dataset,476,460,16,19,0,0,0,0,0,0,0,0,0,0,0,24,433,433,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,21,424,424,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,9,9,0,0,0,0,0,0
197,1998.0,Journal,1280045,972501,307544,836814,654306,658100,644670,643572,659392,654306,659392,302254,659392,659392,659392,914567,1202750,1202750,681719,1280045,1063491,1174274,1280045,1280045,711645,593133,597009,585333,584360,598179,593133,598179,287805,598179,598179,598179,777274,938889,938889,660450,972501,901743,911073,972501,972501,125169,61173,61091,59337,59212,61213,61173,61213,14449,61213,61213,61213,137293,263861,263861,21269,307544,161748,263201,307544,307544
198,1998.0,Repository,64359,30551,33808,46002,29179,29164,28509,28489,29235,29179,29235,14747,29235,29235,29235,25418,60235,60235,30094,57643,17723,18263,57643,57643,20585,19225,19214,18764,18755,19275,19225,19275,10696,19275,19275,19275,10602,30317,30317,21860,29435,16369,16504,29435,29435,25417,9954,9950,9745,9734,9960,9954,9960,4051,9960,9960,9960,14816,29918,29918,8234,28208,1354,1759,28208,28208
199,1998.0,Thesis,52143,7568,44575,17489,301,299,263,263,301,301,301,35,301,301,301,11432,29243,29243,2609,0,0,0,0,0,388,28,28,28,28,28,28,28,3,28,28,28,1061,3991,3991,156,0,0,0,0,0,17101,273,271,235,235,273,273,273,32,273,273,273,10371,25252,25252,2453,0,0,0,0,0
200,1997.0,,1026668,161715,864953,277014,83660,83560,81154,81015,83887,83660,83887,22932,83887,83887,83887,191080,464853,464853,100976,0,0,0,0,0,96262,53731,53732,52126,52030,53920,53731,53920,16283,53920,53920,53920,66650,116747,116747,59142,0,0,0,0,0,180752,29929,29828,29028,28985,29967,29929,29967,6649,29967,29967,29967,124430,348106,348106,41834,0,0,0,0,0
201,1997.0,Book,76841,5525,71316,24173,2377,2387,2303,2300,2393,2377,2393,537,2393,2393,2393,45010,56954,56954,1834,0,0,0,0,0,1715,405,410,402,401,413,405,413,151,413,413,413,4237,3804,3804,540,0,0,0,0,0,22458,1972,1977,1901,1899,1980,1972,1980,386,1980,1980,1980,40773,53150,53150,1294,0,0,0,0,0
202,1997.0,BookChapter,33077,28452,4625,3152,1735,1735,1608,1606,1735,1735,1735,555,1735,1735,1735,8886,19766,19766,5187,0,0,0,0,0,2452,1645,1645,1519,1517,1645,1645,1645,514,1645,1645,1645,7258,16707,16707,4970,0,0,0,0,0,700,90,90,89,89,90,90,90,41,90,90,90,1628,3059,3059,217,0,0,0,0,0
203,1997.0,Conference,63495,53802,9693,49678,42633,42562,40972,40898,42651,42633,42651,12877,42651,42651,42651,46148,62303,62303,48795,0,0,0,0,0,46334,40445,40377,38840,38767,40462,40445,40462,11994,40462,40462,40462,41475,53447,53447,46435,0,0,0,0,0,3344,2188,2185,2132,2131,2189,2188,2189,883,2189,2189,2189,4673,8856,8856,2360,0,0,0,0,0
204,1997.0,Dataset,352,327,25,43,0,0,0,0,0,0,0,0,0,0,0,20,329,329,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,20,313,313,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,16,16,0,0,0,0,0,0
205,1997.0,Journal,1223931,938561,285370,794750,629063,632362,619411,618406,633634,629063,633634,276014,633634,633634,633634,871805,1153274,1153274,639199,1223931,1022027,1122244,1223931,1223931,677376,567984,571376,559987,559075,572518,567984,572518,261790,572518,572518,572518,744731,905988,905988,622868,938561,871296,878901,938561,938561,117374,61079,60986,59424,59331,61116,61079,61116,14224,61116,61116,61116,127074,247286,247286,16331,285370,150731,243343,285370,285370
206,1997.0,Repository,54544,27819,26725,36645,24061,24075,23455,23441,24123,24061,24123,11794,24123,24123,24123,20552,50753,50753,25907,48815,17129,17679,48815,48815,17751,16882,16904,16446,16435,16940,16882,16940,8984,16940,16940,16940,9158,27589,27589,19825,26678,15823,15948,26678,26678,18894,7179,7171,7009,7006,7183,7179,7183,2810,7183,7183,7183,11394,23164,23164,6082,22137,1306,1731,22137,22137
207,1997.0,Thesis,49495,6657,42838,16565,265,263,187,187,265,265,265,32,265,265,265,10976,27204,27204,2665,0,0,0,0,0,333,38,38,36,36,38,38,38,4,38,38,38,898,3097,3097,127,0,0,0,0,0,16232,227,225,151,151,227,227,227,28,227,227,227,10078,24107,24107,2538,0,0,0,0,0
208,1996.0,,942875,151167,791708,266858,76688,76624,74363,74239,76942,76688,76942,20131,76942,76942,76942,179108,440887,440887,92370,0,0,0,0,0,88623,49414,49461,47830,47763,49642,49414,49642,14387,49642,49642,49642,61833,111842,111842,53765,0,0,0,0,0,178235,27274,27163,26533,26476,27300,27274,27300,5744,27300,27300,27300,117275,329045,329045,38605,0,0,0,0,0
209,1996.0,Book,75739,5185,70554,23526,2173,2175,2093,2090,2177,2173,2177,492,2177,2177,2177,44636,56693,56693,1742,0,0,0,0,0,1485,339,340,331,331,340,339,340,110,340,340,340,3980,3631,3631,431,0,0,0,0,0,22041,1834,1835,1762,1759,1837,1834,1837,382,1837,1837,1837,40656,53062,53062,1311,0,0,0,0,0
210,1996.0,BookChapter,31319,27182,4137,3804,2125,2117,2050,2050,2132,2125,2132,807,2132,2132,2132,9255,19163,19163,5459,0,0,0,0,0,3111,2074,2066,2001,2001,2081,2074,2081,781,2081,2081,2081,7740,16542,16542,5294,0,0,0,0,0,693,51,51,49,49,51,51,51,26,51,51,51,1515,2621,2621,165,0,0,0,0,0
211,1996.0,Conference,58365,48394,9971,46559,38186,38106,36712,36656,38200,38186,38200,11776,38200,38200,38200,41688,57667,57667,44261,0,0,0,0,0,42000,34934,34867,33592,33538,34948,34934,34948,10444,34948,34948,34948,37137,48036,48036,41811,0,0,0,0,0,4559,3252,3239,3120,3118,3252,3252,3252,1332,3252,3252,3252,4551,9631,9631,2450,0,0,0,0,0
212,1996.0,Dataset,596,569,27,31,0,0,0,0,0,0,0,0,0,0,0,18,580,580,2,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,16,564,564,2,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,2,16,16,0,0,0,0,0,0
213,1996.0,Journal,1185951,908501,277450,765800,601934,604400,591635,590729,605621,601934,605621,251813,605621,605621,605621,847174,1120001,1120001,597400,1185951,994498,1090002,1185951,1185951,649153,541070,543657,532387,531591,544713,541070,544713,237951,544713,544713,544713,719648,876777,876777,584014,908501,846058,853711,908501,908501,116647,60864,60743,59248,59138,60908,60864,60908,13862,60908,60908,60908,127526,243224,243224,13386,277450,148440,236291,277450,277450
214,1996.0,Repository,47322,23878,23444,30599,20031,20022,19565,19552,20075,20031,20075,9514,20075,20075,20075,17165,44245,44245,22768,42920,16095,16642,42920,42920,14060,13922,13922,13574,13566,13963,13922,13963,7156,13963,13963,13963,7082,23836,23836,17754,23319,14950,15069,23319,23319,16539,6109,6100,5991,5986,6112,6109,6112,2358,6112,6112,6112,10083,20409,20409,5014,19601,1145,1573,19601,19601
215,1996.0,Thesis,44816,6212,38604,15188,255,252,161,161,255,255,255,37,255,255,255,9878,25607,25607,2094,0,0,0,0,0,317,21,21,21,21,21,21,21,5,21,21,21,965,4378,4378,119,0,0,0,0,0,14871,234,231,140,140,234,234,234,32,234,234,234,8913,21229,21229,1975,0,0,0,0,0
216,1995.0,,853493,148929,704564,261776,72366,72198,69966,69848,72479,72366,72479,17273,72479,72479,72479,170316,420034,420034,85435,0,0,0,0,0,88444,46612,46532,44957,44877,46705,46612,46705,12555,46705,46705,46705,59882,110218,110218,51917,0,0,0,0,0,173332,25754,25666,25009,24971,25774,25754,25774,4718,25774,25774,25774,110434,309816,309816,33518,0,0,0,0,0
217,1995.0,Book,74119,4710,69409,22210,1899,1905,1832,1831,1908,1899,1908,383,1908,1908,1908,43585,55440,55440,1397,0,0,0,0,0,1233,189,189,179,179,190,189,190,58,190,190,190,3491,3198,3198,280,0,0,0,0,0,20977,1710,1716,1653,1652,1718,1710,1718,325,1718,1718,1718,40094,52242,52242,1117,0,0,0,0,0
