,cr_published_year,cr_type,cr_dois,crossref_dois,crossref_ids,crossref_has_abstract,crossref_has_affiliations,crossref_has_affiliations_id_ror,crossref_has_affiliations_string,crossref_has_authors,crossref_has_authors_id_orcid,crossref_has_authors_sequence,crossref_has_authors_string,crossref_has_citations,crossref_has_fields,crossref_has_funders,crossref_has_funders_id_doi,crossref_has_funders_id_source,crossref_has_funders_string,crossref_has_references,crossref_has_venue,crossref_has_venue_id_issn,crossref_has_venue_string,openaire_dois,openaire_ids,openaire_has_abstract,openaire_has_affiliations,openaire_has_affiliations_id_countrycode,openaire_has_affiliations_id_ror,openaire_has_affiliations_id_source,openaire_has_affiliations_string,openaire_has_authors,openaire_has_authors_id_orcid,openaire_has_authors_sequence,openaire_has_authors_string,openaire_has_citations,openaire_has_fields,openaire_has_funders,openaire_has_funders_id_source,openaire_has_funders_string,openaire_has_references,openaire_has_venue,openaire_has_venue_id_issn,openaire_has_venue_id_issnl,openaire_has_venue_string,count_crossref_openaire_overlap,openaire_has_abstract_in_overlap,openaire_abstract_adds_presence,openaire_abstract_adds_presence_overlap,openaire_has_affiliations_in_overlap,openaire_affiliations_adds_presence,openaire_affiliations_adds_presence_overlap,openaire_has_affiliations_id_countrycode_in_overlap,openaire_affiliations_id_countrycode_adds_presence,openaire_affiliations_id_countrycode_adds_presence_overlap,openaire_has_affiliations_id_ror_in_overlap,openaire_affiliations_id_ror_adds_presence,openaire_affiliations_id_ror_adds_presence_overlap,openaire_has_affiliations_id_source_in_overlap,openaire_affiliations_id_source_adds_presence,openaire_affiliations_id_source_adds_presence_overlap,openaire_has_affiliations_string_in_overlap,openaire_affiliations_string_adds_presence,openaire_affiliations_string_adds_presence_overlap,openaire_has_authors_in_overlap,openaire_authors_adds_presence,openaire_authors_adds_presence_overlap,openaire_has_authors_id_orcid_in_overlap,openaire_authors_id_orcid_adds_presence,openaire_authors_id_orcid_adds_presence_overlap,openaire_has_authors_sequence_in_overlap,openaire_authors_sequence_adds_presence,openaire_authors_sequence_adds_presence_overlap,openaire_has_authors_string_in_overlap,openaire_authors_string_adds_presence,openaire_authors_string_adds_presence_overlap,openaire_has_citations_in_overlap,openaire_citations_adds_presence,openaire_citations_adds_presence_overlap,openaire_has_fields_in_overlap,openaire_fields_adds_presence,openaire_fields_adds_presence_overlap,openaire_has_funders_in_overlap,openaire_funders_adds_presence,openaire_funders_adds_presence_overlap,openaire_has_funders_id_source_in_overlap,openaire_funders_id_source_adds_presence,openaire_funders_id_source_adds_presence_overlap,openaire_has_funders_string_in_overlap,openaire_funders_string_adds_presence,openaire_funders_string_adds_presence_overlap,openaire_has_references_in_overlap,openaire_references_adds_presence,openaire_references_adds_presence_overlap,openaire_has_venue_in_overlap,openaire_venue_adds_presence,openaire_venue_adds_presence_overlap,openaire_has_venue_id_issn_in_overlap,openaire_venue_id_issn_adds_presence,openaire_venue_id_issn_adds_presence_overlap,openaire_has_venue_id_issnl_in_overlap,openaire_venue_id_issnl_adds_presence,openaire_venue_id_issnl_adds_presence_overlap,openaire_has_venue_string_in_overlap,openaire_venue_string_adds_presence,openaire_venue_string_adds_presence_overlap,count_openaire_crossref_overlap,crossref_has_abstract_in_overlap,crossref_abstract_adds_presence,crossref_abstract_adds_presence_overlap,crossref_has_affiliations_in_overlap,crossref_affiliations_adds_presence,crossref_affiliations_adds_presence_overlap,crossref_has_affiliations_id_ror_in_overlap,crossref_affiliations_id_ror_adds_presence,crossref_affiliations_id_ror_adds_presence_overlap,crossref_has_affiliations_string_in_overlap,crossref_affiliations_string_adds_presence,crossref_affiliations_string_adds_presence_overlap,crossref_has_authors_in_overlap,crossref_authors_adds_presence,crossref_authors_adds_presence_overlap,crossref_has_authors_id_orcid_in_overlap,crossref_authors_id_orcid_adds_presence,crossref_authors_id_orcid_adds_presence_overlap,crossref_has_authors_sequence_in_overlap,crossref_authors_sequence_adds_presence,crossref_authors_sequence_adds_presence_overlap,crossref_has_authors_string_in_overlap,crossref_authors_string_adds_presence,crossref_authors_string_adds_presence_overlap,crossref_has_citations_in_overlap,crossref_citations_adds_presence,crossref_citations_adds_presence_overlap,crossref_has_fields_in_overlap,crossref_fields_adds_presence,crossref_fields_adds_presence_overlap,crossref_has_funders_in_overlap,crossref_funders_adds_presence,crossref_funders_adds_presence_overlap,crossref_has_funders_id_doi_in_overlap,crossref_funders_id_doi_adds_presence,crossref_funders_id_doi_adds_presence_overlap,crossref_has_funders_id_source_in_overlap,crossref_funders_id_source_adds_presence,crossref_funders_id_source_adds_presence_overlap,crossref_has_funders_string_in_overlap,crossref_funders_string_adds_presence,crossref_funders_string_adds_presence_overlap,crossref_has_references_in_overlap,crossref_references_adds_presence,crossref_references_adds_presence_overlap,crossref_has_venue_in_overlap,crossref_venue_adds_presence,crossref_venue_adds_presence_overlap,crossref_has_venue_id_issn_in_overlap,crossref_venue_id_issn_adds_presence,crossref_venue_id_issn_adds_presence_overlap,crossref_has_venue_string_in_overlap,crossref_venue_string_adds_presence,crossref_venue_string_adds_presence_overlap
1324,1964,standard,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1325,1963,book,1776,1776,1776,14,1,0,1,1049,0,1136,1049,812,0,9,7,7,9,3,247,238,247,1118,1101,20,4,4,4,4,4,1118,1,1118,1118,0,299,0,0,0,0,0,0,0,0,1118,20,15,15,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1118,77,77,1,1,1,1118,77,77,1118,77,77,0,0,0,299,299,299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1118,5,0,0,1,1,1,0,0,0,1,1,1,1041,0,0,0,0,0,1041,0,0,1041,0,0,710,710,710,0,0,0,9,9,9,7,7,7,7,7,7,9,9,9,2,2,2,80,80,80,79,79,79,80,80,80
1326,1963,book-chapter,27865,27865,27865,18,51,0,51,13994,0,14104,13994,3423,0,27,26,26,27,5115,27865,2047,27865,16831,16197,4795,2360,2360,2360,2360,2360,16828,1,16828,16828,0,7133,0,0,0,0,3,2,0,3,16831,4795,4777,4777,2360,2360,2360,2360,2360,2360,2360,2360,2360,2360,2360,2360,2360,2360,2360,16828,2849,2849,1,1,1,16828,2817,2817,16828,2849,2849,0,0,0,7133,7133,7133,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,2,2,0,0,0,3,0,0,16831,18,0,0,51,51,51,0,0,0,51,51,51,13982,3,3,0,0,0,14014,3,3,13982,3,3,3211,3211,3211,0,0,0,27,27,27,26,26,26,26,26,26,27,27,27,4829,4829,4829,16831,16828,16828,1332,1332,1332,16831,16828,16828
1327,1963,book-section,4,4,4,1,0,0,0,1,0,1,1,0,0,0,0,0,0,3,4,0,4,1,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,1,1,1
1328,1963,component,26,26,26,0,0,0,0,0,0,26,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1329,1963,dataset,890,890,890,0,1,0,1,740,0,766,740,119,0,0,0,0,0,0,890,0,890,890,884,0,0,0,0,0,0,726,0,726,726,0,0,0,0,0,0,890,0,0,890,890,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,726,0,0,0,0,0,726,0,0,726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,890,0,0,0,0,0,0,0,0,890,0,0,890,0,0,0,1,1,1,0,0,0,1,1,1,740,14,14,0,0,0,766,40,40,740,14,14,119,119,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,890,0,0,0,0,0,890,0,0
1330,1963,edited-book,80,80,80,0,0,0,0,41,0,41,41,22,0,0,0,0,0,0,2,2,2,37,35,0,1,1,1,1,1,37,0,37,37,0,4,0,0,0,0,0,0,0,0,37,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,37,4,4,0,0,0,37,4,4,37,4,4,0,0,0,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,33,0,0,33,0,0,21,21,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1331,1963,journal-article,272936,272936,272936,15472,26003,0,26003,214457,3,214848,214457,124499,243981,306,228,228,306,77992,272936,272863,272936,215676,210113,83029,46198,46197,46102,46198,46198,214133,131,214133,214133,0,210111,2,2,2,0,211075,210815,0,211075,215676,83029,68848,68848,46198,34798,34798,46197,46197,46197,46102,46102,46102,46198,46198,46198,46198,34798,34798,214133,1528,1528,131,128,128,214133,1493,1493,214133,1528,1528,0,0,0,210111,14647,14647,2,2,2,2,2,2,2,2,2,0,0,0,211075,0,0,210815,0,0,0,0,0,211075,0,0,215676,14181,0,0,25993,14593,14593,0,0,0,25993,14593,14593,213629,1024,1024,3,0,0,213665,1025,1025,213629,1024,1024,121119,121119,121119,195464,0,0,306,306,306,228,228,228,228,228,228,306,306,306,75966,75966,75966,215676,4601,4601,215611,4796,4796,215676,4601,4601
1332,1963,journal-issue,2167,2167,2167,0,0,0,0,0,0,0,0,56,1902,0,0,0,0,0,2167,2131,2167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1333,1963,monograph,675,675,675,6,0,0,0,435,0,572,435,212,0,0,0,0,0,3,16,16,16,414,413,18,1,1,1,1,1,414,1,414,414,0,246,0,0,0,0,0,0,0,0,414,18,12,12,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,414,6,6,1,1,1,414,5,5,414,6,6,0,0,0,246,246,246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,414,6,0,0,0,0,0,0,0,0,0,0,0,408,0,0,0,0,0,409,0,0,408,0,0,181,181,181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,12,12,12,12,12,12,12
1334,1963,other,565,565,565,0,3,0,3,487,0,494,487,263,0,0,0,0,0,8,565,488,565,506,504,27,0,0,0,0,0,506,0,506,506,0,262,0,0,0,0,501,462,0,501,506,27,27,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,506,19,19,0,0,0,506,19,19,506,19,19,0,0,0,262,262,262,0,0,0,0,0,0,0,0,0,0,0,0,501,0,0,462,2,2,0,0,0,501,0,0,506,0,0,0,3,3,3,0,0,0,3,3,3,487,0,0,0,0,0,487,0,0,487,0,0,260,260,260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,506,5,5,467,7,7,506,5,5
1335,1963,proceedings,29,29,29,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1336,1963,proceedings-article,1854,1854,1854,93,509,0,509,1803,0,1803,1803,674,0,0,0,0,0,688,1854,616,1854,1804,1792,681,396,396,396,396,396,1804,0,1804,1804,0,1674,0,0,0,0,1782,667,0,1782,1804,681,588,588,396,287,287,396,396,396,396,396,396,396,396,396,396,287,287,1804,1,1,0,0,0,1804,1,1,1804,1,1,0,0,0,1674,1674,1674,0,0,0,0,0,0,0,0,0,0,0,0,1782,0,0,667,54,54,0,0,0,1782,0,0,1804,93,0,0,509,400,400,0,0,0,509,400,400,1803,0,0,0,0,0,1803,0,0,1803,0,0,673,673,673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,680,680,680,1804,22,22,616,3,3,1804,22,22
1337,1963,reference-book,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1338,1963,report,7513,7513,7513,15,36,0,36,5987,0,6974,5987,1216,0,30,30,30,30,0,0,0,0,6445,6348,3135,74,74,74,74,74,6445,0,6445,6445,0,5192,0,0,0,0,11,9,0,11,6445,3135,3128,3128,74,71,71,74,74,74,74,74,74,74,74,74,74,71,71,6445,467,467,0,0,0,6445,451,451,6445,467,467,0,0,0,5192,5192,5192,0,0,0,0,0,0,0,0,0,0,0,0,11,11,11,9,9,9,0,0,0,11,11,11,6445,7,0,0,36,33,33,0,0,0,36,33,33,5978,0,0,0,0,0,5994,0,0,5978,0,0,1181,1181,1181,0,0,0,17,17,17,17,17,17,17,17,17,17,17,17,0,0,0,0,0,0,0,0,0,0,0,0
1339,1963,report-component,3,3,3,0,0,0,0,3,0,3,3,2,0,0,0,0,0,0,3,3,3,3,3,0,0,0,0,0,0,3,0,3,3,0,3,0,0,0,0,3,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,3,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,3,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0
1340,1963,report-series,3,3,3,0,0,0,0,3,0,3,3,3,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1341,1962,book,1591,1591,1591,4,0,0,0,971,0,1034,971,752,0,7,2,2,7,1,197,191,197,1062,1040,27,5,5,5,5,5,1062,0,1062,1062,0,297,0,0,0,0,2,2,0,2,1062,27,26,26,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1062,94,94,0,0,0,1062,94,94,1062,94,94,0,0,0,297,297,297,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,2,0,0,1062,1,0,0,0,0,0,0,0,0,0,0,0,968,0,0,0,0,0,968,0,0,968,0,0,662,662,662,0,0,0,7,7,7,2,2,2,2,2,2,7,7,7,0,0,0,68,66,66,65,63,63,68,66,66
1342,1962,book-chapter,24639,24639,24639,1,56,0,56,12921,0,13013,12921,2953,0,11,11,11,11,4668,24639,1609,24639,14723,14334,4709,2153,2153,2153,2153,2153,14716,3,14716,14716,0,4749,0,0,0,0,0,0,0,0,14723,4709,4708,4708,2153,2153,2153,2153,2153,2153,2153,2153,2153,2153,2153,2153,2153,2153,2153,14716,1824,1824,3,3,3,14716,1813,1813,14716,1824,1824,0,0,0,4749,4749,4749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14723,1,0,0,56,56,56,0,0,0,56,56,56,12899,7,7,0,0,0,12910,7,7,12899,7,7,2738,2738,2738,0,0,0,11,11,11,11,11,11,11,11,11,11,11,11,4399,4399,4399,14723,14723,14723,1226,1226,1226,14723,14723,14723
1343,1962,component,45,45,45,0,0,0,0,0,0,45,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1344,1962,dataset,570,570,570,0,0,0,0,410,0,432,410,90,0,0,0,0,0,0,570,0,570,568,568,0,0,0,0,0,0,400,0,400,400,0,0,0,0,0,0,568,0,0,568,568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,400,0,0,0,0,0,400,0,0,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,568,0,0,0,0,0,0,0,0,568,0,0,568,0,0,0,0,0,0,0,0,0,0,0,0,409,9,9,0,0,0,430,30,30,409,9,9,90,90,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,568,0,0,0,0,0,568,0,0
1345,1962,edited-book,72,72,72,0,0,0,0,40,0,40,40,14,0,0,0,0,0,0,1,1,1,40,39,0,0,0,0,0,0,40,0,40,40,0,6,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,4,4,0,0,0,40,4,4,40,4,4,0,0,0,6,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,36,0,0,36,0,0,14,14,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1346,1962,journal-article,251213,251213,251213,13315,23901,0,23901,201384,2,201798,201384,114632,222676,247,180,180,247,70588,251213,251118,251213,202258,197270,75866,41523,41522,41452,41523,41523,201063,99,201063,201063,0,196897,0,0,0,0,197752,197502,0,197752,202258,75866,63345,63345,41523,31513,31513,41522,41522,41522,41452,41452,41452,41523,41523,41523,41523,31513,31513,201063,1349,1349,99,97,97,201063,1321,1321,201063,1349,1349,0,0,0,196897,15122,15122,0,0,0,0,0,0,0,0,0,0,0,0,197752,0,0,197502,0,0,0,0,0,197752,0,0,202258,12521,0,0,23875,13865,13865,0,0,0,23875,13865,13865,200630,916,916,2,0,0,200658,916,916,200630,916,916,111409,111409,111409,181775,0,0,247,247,247,180,180,180,180,180,180,247,247,247,68757,68757,68757,202258,4506,4506,202173,4671,4671,202258,4506,4506
1347,1962,journal-issue,2037,2037,2037,0,0,0,0,0,0,0,0,53,1796,0,0,0,0,0,2037,2000,2037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1348,1962,monograph,587,587,587,1,0,0,0,365,0,454,365,177,0,0,0,0,0,2,9,9,9,349,343,7,1,1,1,1,1,349,0,349,349,0,192,0,0,0,0,0,0,0,0,349,7,6,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,349,13,13,0,0,0,349,12,12,349,13,13,0,0,0,192,192,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,349,1,0,0,0,0,0,0,0,0,0,0,0,336,0,0,0,0,0,337,0,0,336,0,0,158,158,158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,9,9,9,9,9,9,9
1349,1962,other,410,410,410,0,1,0,1,324,1,333,324,160,0,0,0,0,0,10,410,341,410,327,327,31,1,1,1,1,1,327,1,327,327,0,213,0,0,0,0,325,317,0,325,327,31,31,31,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,327,3,3,1,0,0,327,3,3,327,3,3,0,0,0,213,213,213,0,0,0,0,0,0,0,0,0,0,0,0,325,0,0,317,0,0,0,0,0,325,0,0,327,0,0,0,1,1,1,0,0,0,1,1,1,324,0,0,1,0,0,324,0,0,324,0,0,158,158,158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,327,2,2,319,2,2,327,2,2
1350,1962,proceedings,14,14,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1351,1962,proceedings-article,1245,1245,1245,88,82,0,82,1222,0,1222,1222,461,0,0,0,0,0,336,1245,635,1245,1222,1221,446,260,260,260,260,260,1222,0,1222,1222,0,1113,0,0,0,0,1219,677,0,1219,1222,446,358,358,260,234,234,260,260,260,260,260,260,260,260,260,260,234,234,1222,0,0,0,0,0,1222,0,0,1222,0,0,0,0,0,1113,1113,1113,0,0,0,0,0,0,0,0,0,0,0,0,1219,0,0,677,44,44,0,0,0,1219,0,0,1222,88,0,0,82,56,56,0,0,0,82,56,56,1222,0,0,0,0,0,1222,0,0,1222,0,0,459,459,459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,335,335,335,1222,3,3,635,2,2,1222,3,3
1352,1962,report,4373,4373,4373,13,35,0,35,3455,0,4041,3455,804,0,45,45,45,45,0,0,0,0,3716,3679,1659,37,37,37,37,37,3715,0,3715,3715,0,2933,0,0,0,0,6,5,0,6,3716,1659,1652,1652,37,36,36,37,37,37,37,37,37,37,37,37,37,36,36,3715,270,270,0,0,0,3715,256,256,3715,270,270,0,0,0,2933,2933,2933,0,0,0,0,0,0,0,0,0,0,0,0,6,6,6,5,5,5,0,0,0,6,6,6,3716,7,0,0,35,34,34,0,0,0,35,34,34,3446,1,1,0,0,0,3460,1,1,3446,1,1,779,779,779,0,0,0,32,32,32,32,32,32,32,32,32,32,32,32,0,0,0,0,0,0,0,0,0,0,0,0
1353,1962,report-component,2,2,2,0,0,0,0,2,0,2,2,0,0,0,0,0,0,0,2,2,2,1,1,1,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
1354,1962,report-series,5,5,5,0,0,0,0,5,0,5,5,4,0,0,0,0,0,0,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1355,1961,book,1447,1447,1447,3,1,0,1,905,0,946,905,701,0,6,3,3,6,0,148,141,148,977,954,14,5,5,4,5,5,977,1,977,977,0,267,0,0,0,0,0,0,0,0,977,14,11,11,5,5,5,5,5,5,4,4,4,5,5,5,5,5,5,977,72,72,1,1,1,977,71,71,977,72,72,0,0,0,267,267,267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,977,3,0,0,1,1,1,0,0,0,1,1,1,905,0,0,0,0,0,906,0,0,905,0,0,628,628,628,0,0,0,4,4,4,3,3,3,3,3,3,4,4,4,0,0,0,53,53,53,51,51,51,53,53,53
1356,1961,book-chapter,20996,20996,20996,0,140,0,140,10102,0,10406,10102,2246,0,6,0,0,6,4007,20996,1408,20996,11754,11342,4142,1463,1463,1463,1463,1463,11749,1,11749,11749,0,3700,0,0,0,0,2,1,0,2,11754,4142,4142,4142,1463,1463,1463,1463,1463,1463,1463,1463,1463,1463,1463,1463,1463,1463,1463,11749,1660,1660,1,1,1,11749,1622,1622,11749,1660,1660,0,0,0,3700,3700,3700,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,1,0,0,0,2,0,0,11754,0,0,0,140,140,140,0,0,0,140,140,140,10094,5,5,0,0,0,10132,5,5,10094,5,5,2055,2055,2055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3675,3675,3675,11754,11752,11752,936,936,936,11754,11752,11752
