,cr_published_year,cr_type,cr_dois,crossref_dois,crossref_ids,crossref_has_abstract,crossref_has_affiliations,crossref_has_affiliations_id_ror,crossref_has_affiliations_string,crossref_has_authors,crossref_has_authors_id_orcid,crossref_has_authors_sequence,crossref_has_authors_string,crossref_has_citations,crossref_has_fields,crossref_has_funders,crossref_has_funders_id_doi,crossref_has_funders_id_source,crossref_has_funders_string,crossref_has_references,crossref_has_venue,crossref_has_venue_id_issn,crossref_has_venue_string,openaire_dois,openaire_ids,openaire_has_abstract,openaire_has_affiliations,openaire_has_affiliations_id_countrycode,openaire_has_affiliations_id_ror,openaire_has_affiliations_id_source,openaire_has_affiliations_string,openaire_has_authors,openaire_has_authors_id_orcid,openaire_has_authors_sequence,openaire_has_authors_string,openaire_has_citations,openaire_has_fields,openaire_has_funders,openaire_has_funders_id_source,openaire_has_funders_string,openaire_has_references,openaire_has_venue,openaire_has_venue_id_issn,openaire_has_venue_id_issnl,openaire_has_venue_string,count_crossref_openaire_overlap,openaire_has_abstract_in_overlap,openaire_abstract_adds_presence,openaire_abstract_adds_presence_overlap,openaire_has_affiliations_in_overlap,openaire_affiliations_adds_presence,openaire_affiliations_adds_presence_overlap,openaire_has_affiliations_id_countrycode_in_overlap,openaire_affiliations_id_countrycode_adds_presence,openaire_affiliations_id_countrycode_adds_presence_overlap,openaire_has_affiliations_id_ror_in_overlap,openaire_affiliations_id_ror_adds_presence,openaire_affiliations_id_ror_adds_presence_overlap,openaire_has_affiliations_id_source_in_overlap,openaire_affiliations_id_source_adds_presence,openaire_affiliations_id_source_adds_presence_overlap,openaire_has_affiliations_string_in_overlap,openaire_affiliations_string_adds_presence,openaire_affiliations_string_adds_presence_overlap,openaire_has_authors_in_overlap,openaire_authors_adds_presence,openaire_authors_adds_presence_overlap,openaire_has_authors_id_orcid_in_overlap,openaire_authors_id_orcid_adds_presence,openaire_authors_id_orcid_adds_presence_overlap,openaire_has_authors_sequence_in_overlap,openaire_authors_sequence_adds_presence,openaire_authors_sequence_adds_presence_overlap,openaire_has_authors_string_in_overlap,openaire_authors_string_adds_presence,openaire_authors_string_adds_presence_overlap,openaire_has_citations_in_overlap,openaire_citations_adds_presence,openaire_citations_adds_presence_overlap,openaire_has_fields_in_overlap,openaire_fields_adds_presence,openaire_fields_adds_presence_overlap,openaire_has_funders_in_overlap,openaire_funders_adds_presence,openaire_funders_adds_presence_overlap,openaire_has_funders_id_source_in_overlap,openaire_funders_id_source_adds_presence,openaire_funders_id_source_adds_presence_overlap,openaire_has_funders_string_in_overlap,openaire_funders_string_adds_presence,openaire_funders_string_adds_presence_overlap,openaire_has_references_in_overlap,openaire_references_adds_presence,openaire_references_adds_presence_overlap,openaire_has_venue_in_overlap,openaire_venue_adds_presence,openaire_venue_adds_presence_overlap,openaire_has_venue_id_issn_in_overlap,openaire_venue_id_issn_adds_presence,openaire_venue_id_issn_adds_presence_overlap,openaire_has_venue_id_issnl_in_overlap,openaire_venue_id_issnl_adds_presence,openaire_venue_id_issnl_adds_presence_overlap,openaire_has_venue_string_in_overlap,openaire_venue_string_adds_presence,openaire_venue_string_adds_presence_overlap,count_openaire_crossref_overlap,crossref_has_abstract_in_overlap,crossref_abstract_adds_presence,crossref_abstract_adds_presence_overlap,crossref_has_affiliations_in_overlap,crossref_affiliations_adds_presence,crossref_affiliations_adds_presence_overlap,crossref_has_affiliations_id_ror_in_overlap,crossref_affiliations_id_ror_adds_presence,crossref_affiliations_id_ror_adds_presence_overlap,crossref_has_affiliations_string_in_overlap,crossref_affiliations_string_adds_presence,crossref_affiliations_string_adds_presence_overlap,crossref_has_authors_in_overlap,crossref_authors_adds_presence,crossref_authors_adds_presence_overlap,crossref_has_authors_id_orcid_in_overlap,crossref_authors_id_orcid_adds_presence,crossref_authors_id_orcid_adds_presence_overlap,crossref_has_authors_sequence_in_overlap,crossref_authors_sequence_adds_presence,crossref_authors_sequence_adds_presence_overlap,crossref_has_authors_string_in_overlap,crossref_authors_string_adds_presence,crossref_authors_string_adds_presence_overlap,crossref_has_citations_in_overlap,crossref_citations_adds_presence,crossref_citations_adds_presence_overlap,crossref_has_fields_in_overlap,crossref_fields_adds_presence,crossref_fields_adds_presence_overlap,crossref_has_funders_in_overlap,crossref_funders_adds_presence,crossref_funders_adds_presence_overlap,crossref_has_funders_id_doi_in_overlap,crossref_funders_id_doi_adds_presence,crossref_funders_id_doi_adds_presence_overlap,crossref_has_funders_id_source_in_overlap,crossref_funders_id_source_adds_presence,crossref_funders_id_source_adds_presence_overlap,crossref_has_funders_string_in_overlap,crossref_funders_string_adds_presence,crossref_funders_string_adds_presence_overlap,crossref_has_references_in_overlap,crossref_references_adds_presence,crossref_references_adds_presence_overlap,crossref_has_venue_in_overlap,crossref_venue_adds_presence,crossref_venue_adds_presence_overlap,crossref_has_venue_id_issn_in_overlap,crossref_venue_id_issn_adds_presence,crossref_venue_id_issn_adds_presence_overlap,crossref_has_venue_string_in_overlap,crossref_venue_string_adds_presence,crossref_venue_string_adds_presence_overlap
823,1991,other,2408,2408,2408,0,99,0,99,1293,136,1336,1293,553,0,0,0,0,0,102,2408,1366,2408,1617,1576,119,95,95,94,95,95,1617,135,1617,1617,0,1137,1,1,1,0,1599,1111,0,1599,1617,119,119,119,95,77,77,95,95,95,94,94,94,95,95,95,95,77,77,1617,324,324,135,10,10,1617,324,324,1617,324,324,0,0,0,1137,1137,1137,1,1,1,1,1,1,1,1,1,0,0,0,1599,0,0,1111,6,6,0,0,0,1599,0,0,1617,0,0,0,99,81,81,0,0,0,99,81,81,1293,0,0,136,11,11,1293,0,0,1293,0,0,531,531,531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,29,29,1617,18,18,1120,15,15,1617,18,18
824,1991,posted-content,86,86,86,0,27,0,27,86,0,86,86,25,0,0,0,0,0,0,0,0,0,86,84,38,7,7,7,7,7,86,3,86,86,0,40,0,0,0,0,4,3,0,4,86,38,38,38,7,3,3,7,7,7,7,7,7,7,7,7,7,3,3,86,0,0,3,3,3,86,0,0,86,0,0,0,0,0,40,40,40,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,3,3,3,0,0,0,4,4,4,86,0,0,0,27,23,23,0,0,0,27,23,23,86,0,0,0,0,0,86,0,0,86,0,0,25,25,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
825,1991,proceedings,451,451,451,0,0,0,0,0,0,0,0,65,0,0,0,0,0,0,5,5,5,16,16,0,0,0,0,0,0,16,2,16,16,0,14,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,16,16,2,2,2,16,16,16,16,16,16,0,0,0,14,14,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
826,1991,proceedings-article,28234,28234,28234,1632,5242,0,5242,27558,0,27558,27558,13580,0,0,0,0,0,7978,28234,11972,28234,27799,27710,18968,14286,14286,14268,14286,14286,27799,863,27799,27799,0,26504,3,3,3,0,27255,12473,0,27255,27799,18968,17336,17336,14286,11425,11425,14286,14286,14286,14268,14268,14268,14286,14286,14286,14286,11425,11425,27799,241,241,863,863,863,27799,241,241,27799,241,241,0,0,0,26504,26504,26504,3,3,3,3,3,3,3,3,3,0,0,0,27255,0,0,12473,650,650,0,0,0,27255,0,0,27799,1632,0,0,5242,2381,2381,0,0,0,5242,2381,2381,27558,0,0,0,0,0,27558,0,0,27558,0,0,13559,13559,13559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7942,7942,7942,27799,544,544,11968,145,145,27799,544,544
827,1991,reference-book,48,48,48,1,0,0,0,27,0,27,27,37,0,0,0,0,0,0,0,0,0,38,38,8,0,0,0,0,0,38,0,38,38,0,15,0,0,0,0,0,0,0,0,38,8,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,11,11,0,0,0,38,11,11,38,11,11,0,0,0,15,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,27,0,0,27,0,0,29,29,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
828,1991,reference-entry,4,4,4,0,4,0,4,4,0,4,4,4,0,0,0,0,0,4,4,0,4,4,4,4,2,2,2,2,2,4,0,4,4,0,4,0,0,0,0,0,0,0,0,4,4,4,4,2,0,0,2,2,2,2,2,2,2,2,2,2,0,0,4,0,0,0,0,0,4,0,0,4,0,0,0,0,0,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,2,2,0,0,0,4,2,2,4,0,0,0,0,0,4,0,0,4,0,0,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,0,0,0,4,4,4
829,1991,report,11485,11485,11485,21,744,9,744,9529,78,10633,9529,2321,0,239,239,239,239,3,0,0,0,10057,9417,6146,712,712,712,712,712,10052,105,10052,10052,0,8119,1,1,1,0,63,22,0,63,10057,6146,6131,6131,712,302,302,712,712,712,712,709,709,712,712,712,712,302,302,10052,541,541,105,49,49,10052,490,490,10052,541,541,0,0,0,8119,8119,8119,1,1,1,1,1,1,1,1,1,0,0,0,63,63,63,22,22,22,0,0,0,63,63,63,10057,15,0,0,740,330,330,9,6,6,740,330,330,9516,5,5,77,21,21,9567,5,5,9516,5,5,2182,2182,2182,0,0,0,211,211,211,211,211,211,211,211,211,211,211,211,3,3,3,0,0,0,0,0,0,0,0,0
830,1991,report-component,14,14,14,0,0,0,0,14,2,14,14,3,0,0,0,0,0,0,14,14,14,8,8,0,0,0,0,0,0,8,2,8,8,0,8,0,0,0,0,8,8,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,2,0,0,8,0,0,8,0,0,0,0,0,8,8,8,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,8,0,0,0,0,0,8,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,2,0,0,8,0,0,8,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,8,0,0,8,0,0
831,1991,report-series,77,77,77,0,0,0,0,34,0,34,34,42,0,0,0,0,0,0,77,77,77,50,50,27,13,13,13,13,13,50,2,50,50,0,26,0,0,0,0,49,49,0,49,50,27,27,27,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,50,27,27,2,2,2,50,27,27,50,27,27,0,0,0,26,26,26,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0,49,0,0,0,0,0,49,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,23,0,0,23,0,0,24,24,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,1,1,50,1,1,50,1,1
832,1991,standard,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
833,1990,,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
834,1990,book,6683,6683,6683,114,48,0,48,3138,0,3275,3138,4458,0,0,0,0,0,24,1545,1477,1545,4542,4508,709,55,54,50,55,55,4542,83,4542,4542,0,1948,0,0,0,0,4,4,0,4,4542,709,637,637,55,53,53,54,54,54,50,50,50,55,55,55,55,53,53,4542,1423,1423,83,83,83,4542,1420,1420,4542,1423,1423,0,0,0,1948,1948,1948,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,4,1,1,0,0,0,4,1,1,4542,72,0,0,48,46,46,0,0,0,48,46,46,3119,0,0,0,0,0,3122,0,0,3119,0,0,3577,3577,3577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,16,16,935,932,932,902,899,899,935,932,932
835,1990,book-chapter,125640,125640,125640,254,1245,0,1245,94240,0,94805,94240,35738,0,25,25,25,25,60020,125640,25466,125640,102015,101218,59675,32921,32920,32873,32921,32921,102012,1022,102012,102012,0,65634,9,9,9,0,113,76,0,113,102015,59675,59438,59438,32921,32873,32873,32920,32920,32920,32873,32873,32873,32921,32921,32921,32921,32873,32873,102012,7925,7925,1022,1022,1022,102012,7855,7855,102012,7925,7925,0,0,0,65634,65634,65634,9,8,8,9,8,8,9,8,8,0,0,0,113,0,0,76,48,48,0,0,0,113,0,0,102015,237,0,0,1242,1194,1194,0,0,0,1242,1194,1194,94090,3,3,0,0,0,94160,3,3,94090,3,3,34818,34818,34818,0,0,0,25,24,24,25,25,25,25,24,24,25,24,24,58651,58651,58651,102015,101902,101902,23125,23097,23097,102015,101902,101902
836,1990,book-part,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
837,1990,book-section,18,18,18,0,0,0,0,1,0,1,1,0,0,0,0,0,0,8,18,0,18,1,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1
838,1990,component,297,297,297,0,17,0,17,178,0,297,178,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
839,1990,dataset,3232,3232,3232,0,0,0,0,2197,0,2868,2197,370,0,0,0,0,0,0,3232,0,3232,3231,3039,402,0,0,0,0,0,1884,0,1884,1884,0,166,0,0,0,0,3231,0,0,3231,3231,402,402,402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1884,257,257,0,0,0,1884,0,0,1884,257,257,0,0,0,166,166,166,0,0,0,0,0,0,0,0,0,0,0,0,3231,0,0,0,0,0,0,0,0,3231,0,0,3231,0,0,0,0,0,0,0,0,0,0,0,0,2196,569,569,0,0,0,2867,983,983,2196,569,569,370,370,370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3231,0,0,0,0,0,3231,0,0
840,1990,edited-book,97,97,97,1,0,0,0,48,0,48,48,44,0,0,0,0,0,0,0,0,0,50,50,3,0,0,0,0,0,50,0,50,50,0,13,0,0,0,0,0,0,0,0,50,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,9,9,0,0,0,50,9,9,50,9,9,0,0,0,13,13,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,1,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,41,0,0,41,0,0,38,38,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
841,1990,grant,14,14,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
842,1990,journal-article,924812,924812,924812,80790,87283,0,87283,812754,166,813952,812754,554162,862846,2187,1975,1975,2187,431627,924812,924247,924812,813609,798659,535430,362874,362838,361539,362874,362874,809364,43239,809364,809364,0,799032,639,639,639,0,785796,783616,0,785796,813609,535430,457329,457329,362874,309561,309561,362838,362838,362838,361539,361539,361539,362874,362874,362874,362874,309561,309561,809364,4828,4828,43239,43090,43090,809364,4755,4755,809364,4828,4828,0,0,0,799032,38741,38741,639,588,588,639,588,588,639,588,588,0,0,0,785796,0,0,783616,0,0,0,0,0,785796,0,0,813609,78228,127,127,86076,32763,32763,0,0,0,86076,32763,32763,807995,3459,3459,166,17,17,808068,3459,3459,807995,3459,3459,546109,546109,546109,760302,11,11,2185,2134,2134,1974,1974,1974,1974,1923,1923,2185,2134,2134,428370,428370,428370,813609,27813,27813,813353,29737,29737,813609,27813,27813
843,1990,journal-issue,6070,6070,6070,0,0,0,0,0,0,0,0,596,5624,0,0,0,0,0,6070,6037,6070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
844,1990,monograph,2706,2706,2706,227,27,0,27,1698,7,1788,1698,1314,0,0,0,0,0,8,121,83,121,1856,1827,461,30,30,29,30,30,1828,25,1828,1828,0,755,1,1,1,0,1,0,0,1,1856,461,238,238,30,27,27,30,30,30,29,29,29,30,30,30,30,27,27,1828,174,174,25,19,19,1828,172,172,1828,174,174,0,0,0,755,755,755,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,1,1,1,1856,223,0,0,27,24,24,0,0,0,27,24,24,1660,6,6,7,1,1,1662,6,6,1660,6,6,1227,1227,1227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,117,117,117,80,80,80,117,117,117
845,1990,other,2359,2359,2359,0,61,0,61,1321,70,1383,1321,601,0,0,0,0,0,156,2359,1361,2359,1606,1592,126,49,49,49,49,49,1606,70,1606,1606,0,1136,0,0,0,0,1590,1112,0,1590,1606,126,126,126,49,48,48,49,49,49,49,49,49,49,49,49,49,48,48,1606,285,285,70,10,10,1606,285,285,1606,285,285,0,0,0,1136,1136,1136,0,0,0,0,0,0,0,0,0,0,0,0,1590,0,0,1112,3,3,0,0,0,1590,0,0,1606,0,0,0,61,60,60,0,0,0,61,60,60,1321,0,0,70,10,10,1321,0,0,1321,0,0,572,572,572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,49,49,1606,16,16,1122,13,13,1606,16,16
846,1990,posted-content,24,24,24,0,17,0,17,24,0,24,24,9,0,0,0,0,0,0,0,0,0,24,23,17,2,2,2,2,2,24,1,24,24,0,17,0,0,0,0,4,4,0,4,24,17,17,17,2,1,1,2,2,2,2,2,2,2,2,2,2,1,1,24,0,0,1,1,1,24,0,0,24,0,0,0,0,0,17,17,17,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,0,0,0,4,4,4,24,0,0,0,17,16,16,0,0,0,17,16,16,24,0,0,0,0,0,24,0,0,24,0,0,9,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
847,1990,proceedings,393,393,393,0,0,0,0,0,0,0,0,54,0,0,0,0,0,0,4,4,4,11,11,0,0,0,0,0,0,11,1,11,11,0,10,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,11,11,1,1,1,11,11,11,11,11,11,0,0,0,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
848,1990,proceedings-article,26559,26559,26559,1420,8188,0,8188,26115,0,26117,26115,13017,0,0,0,0,0,8246,26559,10669,26559,26250,26128,19019,13319,13319,13311,13319,13319,26250,895,26250,26250,0,25146,9,9,9,0,25697,11266,0,25697,26250,19019,17599,17599,13319,8650,8650,13319,13319,13319,13311,13311,13311,13319,13319,13319,13319,8650,8650,26250,136,136,895,895,895,26250,136,136,26250,136,136,0,0,0,25146,25146,25146,9,9,9,9,9,9,9,9,9,0,0,0,25697,0,0,11266,794,794,0,0,0,25697,0,0,26250,1420,0,0,8188,3519,3519,0,0,0,8188,3519,3519,26114,0,0,0,0,0,26114,0,0,26114,0,0,13005,13005,13005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8212,8212,8212,26250,553,553,10667,195,195,26250,553,553
849,1990,reference-book,22,22,22,0,0,0,0,6,0,6,6,18,0,0,0,0,0,0,0,0,0,16,16,9,2,2,2,2,2,16,2,16,16,0,11,0,0,0,0,0,0,0,0,16,9,9,9,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,16,10,10,2,2,2,16,10,10,16,10,10,0,0,0,11,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,6,0,0,6,0,0,13,13,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
850,1990,reference-entry,5,5,5,0,5,0,5,5,0,5,5,5,0,0,0,0,0,5,5,0,5,5,5,5,3,3,3,3,3,5,0,5,5,0,5,0,0,0,0,0,0,0,0,5,5,5,5,3,0,0,3,3,3,3,3,3,3,3,3,3,0,0,5,0,0,0,0,0,5,0,0,5,0,0,0,0,0,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,2,2,0,0,0,5,2,2,5,0,0,0,0,0,5,0,0,5,0,0,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,5,5,5,0,0,0,5,5,5
851,1990,report,11944,11944,11944,28,882,12,882,9711,69,10664,9711,2390,0,252,252,252,252,2,0,0,0,10309,9986,5880,796,796,796,796,796,10299,93,10299,10299,0,8305,0,0,0,0,49,21,0,49,10309,5880,5870,5870,796,289,289,796,796,796,796,790,790,796,796,796,796,289,289,10299,643,643,93,52,52,10299,578,578,10299,643,643,0,0,0,8305,8305,8305,0,0,0,0,0,0,0,0,0,0,0,0,49,49,49,21,21,21,0,0,0,49,49,49,10309,10,0,0,867,360,360,12,6,6,867,360,360,9664,8,8,66,25,25,9729,8,8,9664,8,8,2266,2266,2266,0,0,0,235,235,235,235,235,235,235,235,235,235,235,235,2,2,2,0,0,0,0,0,0,0,0,0
852,1990,report-component,11,11,11,0,0,0,0,10,3,11,10,2,0,0,0,0,0,0,11,11,11,5,5,0,0,0,0,0,0,5,2,5,5,0,5,0,0,0,0,5,5,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,2,0,0,5,0,0,5,0,0,0,0,0,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,1,1,5,0,0,5,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,5,0,0
853,1990,report-series,79,79,79,0,0,0,0,31,0,31,31,45,0,0,0,0,0,0,79,79,79,42,42,25,11,11,11,11,11,42,2,42,42,0,24,0,0,0,0,42,42,0,42,42,25,25,25,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,42,24,24,2,2,2,42,24,24,42,24,24,0,0,0,24,24,24,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,42,0,0,0,0,0,42,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,18,0,0,18,0,0,25,25,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,42,0,0,42,0,0
854,1990,standard,3,3,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
855,1989,,1,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
