,published_year,type,crossref_dois,openalex_ids,openalex_has_openalex_type,openalex_has_abstract,openalex_has_affiliations,openalex_has_affiliations_countrycode,openalex_has_affiliations_sourceid,openalex_has_affiliations_ror,openalex_has_affiliations_string,openalex_has_authors,openalex_has_authors_sourceid,openalex_has_authors_orcid,openalex_has_authors_sequence,openalex_has_authors_string,openalex_has_citations,openalex_has_fields,openalex_has_fields_mag,openalex_has_references,openalex_has_venue,openalex_has_venue_issnl,openalex_has_venue_sourceid,openalex_has_venue_issn,openalex_has_venue_string,openalex_abstract_adds_presence,openalex_abstract_adds_counts,openalex_affiliations_adds_presence,openalex_affiliations_adds_counts,openalex_affiliations_countrycode_adds_presence,openalex_affiliations_countrycode_adds_counts,openalex_affiliations_sourceid_adds_presence,openalex_affiliations_sourceid_adds_counts,openalex_affiliations_ror_adds_presence,openalex_affiliations_ror_adds_counts,openalex_affiliations_string_adds_presence,openalex_affiliations_string_adds_counts,openalex_authors_adds_presence,openalex_authors_adds_counts,openalex_authors_sourceid_adds_presence,openalex_authors_sourceid_adds_counts,openalex_authors_orcid_adds_presence,openalex_authors_orcid_adds_counts,openalex_authors_sequence_adds_presence,openalex_authors_sequence_adds_counts,openalex_authors_string_adds_presence,openalex_authors_string_adds_counts,openalex_citations_adds_presence,openalex_citations_adds_counts,openalex_fields_adds_presence,openalex_fields_adds_counts,openalex_fields_mag_adds_presence,openalex_fields_mag_adds_counts,openalex_references_adds_presence,openalex_references_adds_counts,openalex_venue_adds_presence,openalex_venue_adds_counts,openalex_venue_issnl_adds_presence,openalex_venue_issnl_adds_counts,openalex_venue_sourceid_adds_presence,openalex_venue_sourceid_adds_counts,openalex_venue_issn_adds_presence,openalex_venue_issn_adds_counts,openalex_venue_string_adds_presence,openalex_venue_string_adds_counts,crossref_ids,crossref_has_crossref_type,crossref_has_abstract,crossref_has_affiliations,crossref_has_affiliations_ror,crossref_has_affiliations_string,crossref_has_authors,crossref_has_authors_orcid,crossref_has_authors_sequence,crossref_has_authors_string,crossref_has_citations,crossref_has_fields,crossref_has_references,crossref_has_venue,crossref_has_venue_issn,crossref_has_venue_string
726,1992,proceedings-article,33441,33184,33184,23174,23341,19496,19711,17893,23341,32791,32792,6193,32792,32791,18145,33180,33180,13708,6141,5763,6141,5763,18296,21375,0,18564,18574,15421,15425,15573,15578,17893,17893,18564,18574,223,353,224,353,6193,6193,221,353,223,353,3254,12096,33180,0,33180,0,4717,4978,0,0,0,0,0,0,983,5155,0,0,33441,33441,1805,5767,0,5767,32819,0,32825,32819,15585,0,10697,33441,12838,33441
727,1992,reference-book,46,46,46,24,1,1,1,0,1,39,39,1,39,39,36,46,46,2,3,3,3,3,3,24,0,1,1,1,1,1,1,0,0,1,1,18,18,18,18,1,1,18,18,18,18,4,19,46,0,46,0,2,2,3,3,3,3,3,3,3,3,3,3,46,46,0,0,0,0,21,0,22,21,33,0,0,0,0,0
728,1992,reference-entry,37,37,37,4,4,4,4,4,4,37,37,3,37,37,23,37,37,4,4,4,4,4,37,4,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,3,3,0,0,0,0,1,3,37,0,37,0,0,0,0,0,0,0,0,0,4,4,0,0,37,37,0,4,0,4,37,0,37,37,28,0,4,37,0,37
729,1992,report,15103,15045,15045,9460,1274,1154,1156,1145,1274,13171,13298,678,13298,13171,3077,15042,15042,871,690,120,690,120,701,9439,0,762,765,662,663,664,665,1137,1137,762,765,612,685,739,685,628,630,519,685,612,685,980,2068,15042,0,15042,0,871,871,690,690,120,120,690,690,120,120,701,701,15103,15103,37,701,9,701,12619,63,14234,12619,2588,0,0,0,0,0
730,1992,report-series,94,92,92,76,19,19,19,18,19,82,82,16,82,82,74,92,92,26,92,92,92,92,92,76,0,19,19,19,19,19,19,18,18,19,19,58,58,58,58,16,16,58,58,58,58,16,56,92,0,92,0,26,26,0,0,0,0,0,0,0,26,0,0,94,94,0,0,0,0,26,0,26,26,61,0,0,94,94,94
731,1992,standard,6,6,6,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,1,0,1,0,1,0,0,0
732,1991,,1,1,0,0,1,1,1,1,1,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,1,0,0,0,0,0,0
733,1991,book,6982,6752,6752,1681,142,103,103,100,142,5283,5291,552,5291,5283,4887,6748,6748,124,1821,1814,1821,1814,1875,1649,0,136,136,98,98,98,98,100,100,136,136,2110,2216,2118,2216,552,552,2105,2216,2110,2216,540,2907,6748,0,6748,0,101,101,242,242,235,235,242,242,236,879,242,242,6982,6982,52,56,0,56,3298,0,3441,3298,4778,0,30,1698,1630,1698
734,1991,book-chapter,134858,134097,134097,66897,51107,41230,41546,39520,51107,111926,111975,14536,111975,111926,42345,134050,134050,56886,30542,29853,30542,29853,98157,66687,0,50749,50749,40914,40914,41229,41229,39520,39520,50749,50749,9627,10663,9676,10663,14533,14534,9567,10663,9627,10663,7426,26820,134050,0,134050,0,851,1050,0,0,0,0,0,0,1971,12611,0,0,134858,134858,259,1352,0,1352,102502,3,103068,102502,37573,0,63815,134858,28006,134858
735,1991,book-part,9,9,9,0,0,0,0,0,0,1,1,0,1,1,0,9,9,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,0,0,0,0,1,0,1,1,0,0,0,9,0,9
736,1991,book-section,30,30,0,0,0,0,0,0,0,1,1,1,1,1,1,30,30,12,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,30,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,30,30,0,0,0,0,0,0,0,0,0,0,12,30,0,30
737,1991,component,407,61,61,7,31,9,9,9,31,61,61,11,61,61,11,59,59,6,16,7,16,7,30,7,0,7,7,7,7,7,7,9,9,7,7,19,2,19,2,11,11,0,2,19,2,7,11,59,0,59,0,6,6,16,16,7,7,16,16,7,7,30,30,407,407,0,25,0,25,234,0,407,234,22,0,0,0,0,0
738,1991,dataset,3883,3864,3864,108,183,165,165,164,183,2889,2945,184,2945,2889,392,3864,3864,19,165,164,165,164,3479,108,0,157,157,139,139,139,139,164,164,157,157,11,21,67,21,184,184,7,21,11,21,111,209,3864,0,3864,0,19,19,0,0,0,0,0,0,164,164,0,0,3883,3883,0,26,0,26,2881,0,3518,2881,427,0,0,3883,0,3883
739,1991,grant,51,41,41,4,0,0,0,0,0,0,0,0,0,0,0,41,41,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,51,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0
740,1991,journal-article,934481,930528,930526,545740,512913,445913,448012,430694,512913,828300,828394,215945,828394,828300,602185,930331,930331,477801,929837,929752,929837,929752,930289,469279,128,433237,433968,377610,378085,379365,379841,430694,430694,433237,433968,11522,20696,11616,20696,215788,215821,11333,20696,11522,20696,37333,404544,62377,764473,62377,764473,69739,74145,0,0,0,0,0,0,42,466151,0,0,934481,934481,77838,92043,8,92043,819408,187,820678,819408,578969,871717,431031,934481,934096,934481
741,1991,journal-issue,6342,6300,6300,155,1,1,1,1,1,6,6,2,6,6,558,6299,6299,0,6264,6264,6264,6264,6300,155,0,1,1,1,1,1,1,1,1,1,1,6,6,6,6,2,2,6,6,6,6,4,9,465,555,465,555,0,0,0,0,0,0,0,0,0,2122,0,0,6342,6342,0,0,0,0,0,0,0,0,655,5869,0,6342,6309,6342
742,1991,monograph,2809,2747,2747,531,122,109,109,103,122,1988,2000,92,2000,1988,1381,2747,2747,46,251,233,251,233,280,516,0,90,90,81,81,81,81,103,103,90,90,256,263,268,263,89,89,244,263,256,263,102,776,2747,0,2747,0,39,39,124,124,111,111,124,124,112,117,124,124,2809,2809,16,53,0,53,1782,4,1868,1782,1428,0,8,171,128,171
743,1991,other,2420,2417,2417,109,175,154,154,148,175,1636,1636,211,1636,1636,647,2416,2416,291,1406,1406,1406,1406,2007,109,0,76,76,68,68,68,68,148,148,76,76,330,336,330,336,75,85,330,336,330,336,171,411,2416,0,2416,0,237,237,0,0,0,0,0,0,27,838,0,0,2420,2420,0,99,0,99,1307,138,1350,1307,552,0,102,2420,1380,2420
744,1991,posted-content,86,85,85,35,20,18,18,18,20,85,85,9,85,85,32,85,85,11,34,3,34,3,34,35,0,6,10,6,6,6,6,18,18,6,10,0,0,0,0,9,9,0,0,0,0,13,29,85,0,85,0,11,11,34,34,3,3,34,34,3,3,34,34,86,86,0,27,0,27,86,0,86,86,23,0,0,0,0,0
745,1991,proceedings,451,428,428,7,9,8,8,8,9,58,58,15,58,58,65,428,428,2,6,5,6,5,7,7,0,9,9,8,8,8,8,8,8,9,9,58,58,58,58,15,15,58,58,58,58,21,29,428,0,428,0,2,2,6,6,5,5,6,6,5,5,6,6,451,451,0,0,0,0,0,0,0,0,65,0,0,5,5,5
746,1991,proceedings-article,28234,28039,28039,18883,21614,17867,18088,16358,21614,27644,27644,4762,27644,27644,15582,28035,28035,10767,4740,4283,4740,4283,14595,17273,0,17212,17265,14070,14110,14237,14277,16358,16358,17212,17265,279,471,279,471,4762,4762,279,471,279,471,2672,10504,28035,0,28035,0,4179,4305,0,0,0,0,0,0,786,3643,0,0,28234,28234,1632,5242,0,5242,27558,0,27558,27558,13515,0,7978,28234,11972,28234
747,1991,reference-book,49,44,44,18,1,1,1,1,1,37,37,0,37,37,32,44,44,1,2,2,2,2,2,18,0,1,1,1,1,1,1,1,1,1,1,13,14,13,14,0,0,13,14,13,14,1,14,44,0,44,0,1,1,2,2,2,2,2,2,2,2,2,2,49,49,0,0,0,0,27,0,27,27,38,0,0,0,0,0
748,1991,reference-entry,4,4,4,4,4,4,4,4,4,4,4,2,4,4,4,4,4,4,4,4,4,4,4,4,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,2,2,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,4,4,0,0,4,4,0,4,0,4,4,0,4,4,4,0,4,4,0,4
749,1991,report,11477,11440,11440,6851,1145,1048,1050,1040,1145,10082,10162,589,10162,10082,2889,11438,11438,807,756,140,756,140,764,6845,0,532,539,454,460,455,461,1035,1035,532,539,592,654,672,654,535,537,528,654,592,654,917,1987,11438,0,11438,0,807,807,756,756,140,140,756,756,140,140,764,764,11477,11477,18,742,9,742,9526,78,10626,9526,2309,0,3,0,0,0
750,1991,report-series,77,76,76,64,22,21,22,21,22,68,68,22,68,68,55,76,76,30,76,76,76,76,76,64,0,22,22,21,21,22,22,21,21,22,22,35,36,35,36,22,22,35,36,35,36,15,44,76,0,76,0,30,30,0,0,0,0,0,0,0,35,0,0,77,77,0,0,0,0,34,0,34,34,42,0,0,77,77,77
751,1991,standard,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
752,1990,,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
753,1990,book,6742,6519,6519,1518,123,107,107,104,123,5092,5097,468,5097,5092,4629,6516,6516,125,1693,1682,1693,1682,1741,1476,0,119,119,104,104,104,104,104,104,119,119,2022,2142,2027,2142,468,468,2015,2142,2022,2142,540,2785,6516,0,6516,0,103,103,254,254,243,243,254,254,245,836,254,254,6742,6742,59,48,0,48,3166,0,3303,3166,4477,0,24,1545,1477,1545
754,1990,book-chapter,124810,123757,123757,62485,45790,37256,37624,35768,45790,101961,102017,12315,102017,101961,39615,123705,123705,53333,28163,27332,28163,27332,91441,62257,0,45546,45546,37045,37045,37412,37412,35768,35768,45546,45546,8354,8976,8410,8976,12315,12315,8281,8976,8354,8976,6583,25094,123705,0,123705,0,787,934,0,0,0,0,0,0,1974,11965,0,0,124810,124810,254,1245,0,1245,93915,0,94480,93915,35543,0,60020,124810,25466,124810
755,1990,book-part,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
756,1990,book-section,18,18,0,0,0,0,0,0,0,1,1,0,1,1,0,18,18,7,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,18,18,0,0,0,0,1,0,1,1,0,0,8,18,0,18
757,1990,component,297,55,55,5,20,6,6,6,20,55,55,4,55,55,16,55,55,4,11,4,11,4,21,5,0,4,4,4,4,4,4,6,6,4,4,19,1,19,1,4,4,0,1,19,1,11,14,55,0,55,0,4,4,11,11,4,4,11,11,4,4,21,21,297,297,0,17,0,17,178,0,297,178,15,0,0,0,0,0
758,1990,dataset,3230,3207,3207,67,96,75,76,74,96,2198,2265,109,2265,2198,292,3207,3207,23,111,110,111,110,2866,67,0,96,96,75,75,76,76,74,74,96,96,17,19,84,19,109,109,8,19,17,19,71,137,3207,0,3207,0,23,23,0,0,0,0,0,0,110,110,0,0,3230,3230,0,0,0,0,2195,0,2866,2195,369,0,0,3230,0,3230
759,1990,grant,14,5,5,4,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,14,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0
760,1990,journal-article,921867,918137,918133,531955,493456,427769,429716,413212,493456,818635,818753,199880,818757,818635,575409,918011,918011,472566,917494,917409,917494,917409,917879,455903,216,419564,420223,364552,364958,366188,366595,413212,413212,419564,420223,11059,20006,11175,20008,199738,199766,10965,20012,11059,20006,36541,384963,61014,754243,61014,754243,67718,71684,0,0,0,0,0,0,55,467581,0,0,921867,921867,77525,86364,0,86364,809895,157,811088,809895,552538,860438,429862,921867,921469,921867
761,1990,journal-issue,6059,6025,6025,136,3,2,2,2,3,11,11,1,11,11,512,6022,6022,0,5991,5991,5991,5991,6025,136,0,3,3,2,2,2,2,2,2,3,3,11,11,11,11,1,1,11,11,11,11,3,8,436,522,436,522,0,0,0,0,0,0,0,0,0,2013,0,0,6059,6059,0,0,0,0,0,0,0,0,591,5616,0,6059,6027,6059
762,1990,monograph,2709,2640,2640,485,95,82,83,79,95,1900,1906,91,1906,1900,1282,2638,2638,47,200,192,200,192,225,473,0,80,80,70,70,71,71,79,79,80,80,255,282,261,282,89,89,242,282,255,282,113,735,2638,0,2638,0,41,41,120,120,112,112,120,120,113,117,120,120,2709,2709,20,27,0,27,1705,5,1795,1705,1313,0,8,121,83,121
763,1990,other,2365,2364,2364,124,94,75,75,74,94,1637,1637,148,1637,1637,672,2363,2363,316,1375,1375,1375,1375,1956,124,0,33,33,29,29,29,29,74,74,33,33,307,309,307,309,77,83,306,309,307,309,159,397,2363,0,2363,0,243,243,0,0,0,0,0,0,3,852,0,0,2365,2365,0,61,0,61,1331,73,1394,1331,599,0,156,2365,1372,2365
764,1990,posted-content,24,22,22,14,12,12,12,12,12,22,22,5,22,22,16,22,22,2,15,4,15,4,15,14,0,3,6,3,5,3,5,12,12,3,6,0,0,0,0,5,5,0,0,0,0,8,13,22,0,22,0,2,2,15,15,4,4,15,15,4,4,15,15,24,24,0,17,0,17,24,0,24,24,9,0,0,0,0,0
765,1990,proceedings,393,372,372,13,6,3,3,2,6,45,45,5,45,45,54,372,372,0,3,3,3,3,4,13,0,6,6,3,3,3,3,2,2,6,6,45,45,45,45,5,5,45,45,45,45,16,23,372,0,372,0,0,0,3,3,3,3,3,3,3,3,3,3,393,393,0,0,0,0,0,0,0,0,54,0,0,4,4,4
766,1990,proceedings-article,26557,26360,26360,18596,20023,16443,16629,14843,20023,26070,26070,4396,26070,26070,14968,26359,26359,10157,3328,2863,3328,2863,13148,17177,0,12500,12538,10288,10317,10390,10419,14843,14843,12500,12538,153,377,153,377,4396,4396,153,377,153,377,2590,9978,26359,0,26359,0,3584,3738,0,0,0,0,0,0,860,2208,0,0,26557,26557,1420,8188,0,8188,26113,0,26115,26113,12953,0,8246,26557,10669,26557
767,1990,reference-book,22,20,20,13,3,2,2,2,3,16,16,2,16,16,18,20,20,0,2,1,2,1,2,13,0,3,3,2,2,2,2,2,2,3,3,11,11,11,11,2,2,11,11,11,11,3,13,20,0,20,0,0,0,2,2,1,1,2,2,1,1,2,2,22,22,0,0,0,0,6,0,6,6,16,0,0,0,0,0
768,1990,reference-entry,5,5,5,5,5,4,4,3,5,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,1,1,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,5,5,0,0,5,5,0,5,0,5,5,0,5,5,5,0,5,5,0,5
769,1990,report,11826,11766,11766,6484,1178,1054,1054,1044,1178,10302,10386,603,10386,10302,3047,11762,11762,799,789,114,789,114,789,6477,0,449,464,390,397,390,397,1036,1036,449,464,715,814,799,814,555,555,639,814,715,814,1020,2130,11762,0,11762,0,798,798,789,789,114,114,789,789,114,114,789,789,11826,11826,15,853,12,853,9634,66,10574,9634,2373,0,2,0,0,0
770,1990,report-series,79,79,79,60,13,13,13,13,13,71,71,10,71,71,54,79,79,19,79,79,79,79,79,60,0,13,13,13,13,13,13,13,13,13,13,40,40,40,40,10,10,40,40,40,40,12,42,79,0,79,0,19,19,0,0,0,0,0,0,0,33,0,0,79,79,0,0,0,0,31,0,31,31,45,0,0,79,79,79
771,1990,standard,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0
772,1989,,1,1,0,0,0,0,0,0,0,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0
773,1989,book,6408,6222,6222,1425,123,94,95,89,123,4823,4830,493,4830,4823,4276,6219,6219,129,1618,1606,1618,1606,1680,1391,0,115,115,90,90,91,91,89,89,115,115,1992,2081,1999,2081,493,493,1987,2081,1992,2081,483,2525,6219,0,6219,0,98,98,241,241,229,229,241,241,230,790,241,241,6408,6408,50,34,0,34,2912,0,3024,2912,4146,0,31,1493,1416,1493
774,1989,book-chapter,120617,119663,119663,62068,45596,36991,37264,35401,45596,101020,101055,11393,101055,101020,37781,119619,119619,52598,27650,26987,27650,26987,87183,61894,0,45238,45240,36665,36666,36936,36937,35401,35401,45238,45240,7237,8652,7272,8652,11393,11393,7123,8652,7237,8652,6829,23560,119619,0,119619,0,582,741,0,0,0,0,0,0,2783,12409,0,0,120617,120617,258,1635,0,1635,94214,0,94672,94214,33278,0,58836,120617,24302,120617
775,1989,book-part,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,4,0,4
776,1989,book-section,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,2,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,0,0,0,0,0,0,0,0,0,0,2,9,0,9
777,1989,component,223,33,33,5,16,8,8,8,16,32,33,11,33,32,9,33,33,4,9,6,9,6,18,5,0,5,5,5,5,5,5,8,8,5,5,4,6,5,6,11,11,0,6,4,6,8,9,33,0,33,0,4,4,9,9,6,6,9,9,6,6,18,18,223,223,0,13,0,13,102,0,223,102,8,0,0,0,0,0
778,1989,dataset,3084,3059,3059,64,52,43,43,42,52,1941,2007,113,2007,1941,245,3057,3057,25,58,58,58,58,2780,64,0,51,51,42,42,42,42,42,42,51,51,6,15,72,15,113,113,6,15,6,15,53,109,3057,0,3057,0,25,25,0,0,0,0,0,0,58,58,0,0,3084,3084,0,1,0,1,1950,0,2765,1950,312,0,0,3084,0,3084
779,1989,grant,19,4,4,3,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,19,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0
780,1989,journal-article,880218,876560,876560,502655,472756,408742,410771,394607,472756,776000,776109,179087,776110,776000,547853,876403,876403,448907,875855,875782,875855,875782,876374,431140,196,401714,402228,347982,348295,349706,350023,394607,394607,401714,402228,10073,18214,10180,18215,178911,178942,9973,18216,10073,18214,36146,360733,61061,713014,61061,713014,62605,66459,0,0,0,0,0,0,42,440399,0,0,880218,880218,73188,84141,0,84141,768219,190,769326,768219,525252,818760,411939,880218,879853,880218
781,1989,journal-issue,5828,5792,5792,141,0,0,0,0,0,3,3,0,3,3,420,5791,5791,0,5760,5760,5760,5760,5792,141,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,0,0,3,3,3,3,0,7,420,483,420,483,0,0,0,0,0,0,0,0,0,1952,0,0,5828,5828,0,0,0,0,0,0,0,0,496,5399,0,5828,5797,5828
782,1989,monograph,2433,2383,2383,377,50,42,42,41,50,1643,1647,89,1647,1643,1100,2382,2382,111,195,184,195,184,220,369,0,38,38,32,32,32,32,41,41,38,38,235,242,239,242,88,88,222,242,235,242,81,570,2382,0,2382,0,28,28,98,98,87,87,98,98,88,95,98,98,2433,2433,10,19,0,19,1455,3,1541,1455,1133,0,83,129,99,129
783,1989,other,2302,2292,2292,212,189,162,162,159,189,1745,1745,150,1745,1745,814,2292,2292,347,1623,1623,1623,1623,1999,212,0,117,117,102,102,102,102,159,159,117,117,227,231,227,231,78,82,227,231,227,231,152,462,2292,0,2292,0,231,231,0,0,0,0,0,0,99,924,0,0,2302,2302,0,72,0,72,1518,76,1568,1518,775,0,147,2302,1524,2302
784,1989,posted-content,39,38,38,20,19,19,19,19,19,38,38,5,38,38,19,38,38,5,19,1,19,1,19,19,0,1,4,1,3,1,3,19,19,1,4,0,0,0,0,4,4,0,0,0,0,7,16,38,0,38,0,5,5,19,19,1,1,19,19,1,1,19,19,39,39,1,25,0,25,39,1,39,39,15,0,0,0,0,0
785,1989,proceedings,316,299,299,9,10,8,8,7,10,30,30,4,30,30,32,299,299,1,4,3,4,3,5,9,0,10,10,8,8,8,8,7,7,10,10,30,30,30,30,4,4,30,30,30,30,7,15,299,0,299,0,1,1,4,4,3,3,4,4,3,3,4,4,316,316,0,0,0,0,0,0,0,0,38,0,0,8,8,8
786,1989,proceedings-article,21692,21504,21504,14697,16873,13506,13700,12139,16873,21260,21260,2834,21260,21260,12263,21503,21503,7644,2736,2415,2736,2415,12889,13881,0,7415,7460,6017,6047,6085,6115,12139,12139,7415,7460,196,325,196,325,2834,2834,195,325,196,325,2124,8283,21503,0,21503,0,3131,3203,0,0,0,0,0,0,743,1975,0,0,21692,21692,818,10072,0,10072,21250,0,21251,21250,10658,0,6029,21692,9422,21692
787,1989,reference-book,24,22,22,10,1,1,1,1,1,18,18,1,18,18,16,22,22,0,2,2,2,2,4,10,0,1,1,1,1,1,1,1,1,1,1,5,5,5,5,1,1,5,5,5,5,1,6,22,0,22,0,0,0,2,2,2,2,2,2,2,2,2,2,24,24,0,0,0,0,15,0,15,15,16,0,0,2,0,2
788,1989,reference-entry,2,2,2,2,2,2,2,2,2,2,2,0,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,2,2,0,0,2,2,0,2,0,2,2,0,2,2,2,0,2,2,0,2
789,1989,report,11372,11329,11329,5073,1156,980,982,960,1156,10038,10090,551,10090,10038,3064,11328,11328,731,859,141,859,141,867,5066,0,409,418,354,361,354,361,948,948,409,418,694,754,746,754,507,508,649,754,694,754,965,2088,11328,0,11328,0,727,727,859,859,141,141,859,859,141,141,867,867,11372,11372,12,898,17,898,9401,63,10117,9401,2407,0,4,0,0,0
790,1989,report-series,52,52,52,34,14,14,14,14,14,50,50,7,50,50,38,52,52,6,52,52,52,52,52,34,0,14,14,14,14,14,14,14,14,14,14,18,18,18,18,7,7,18,18,18,18,8,24,52,0,52,0,6,6,0,0,0,0,0,0,0,34,0,0,52,52,0,0,0,0,32,0,32,32,34,0,0,52,52,52
791,1989,standard,3,3,3,0,0,0,0,0,0,0,1,0,1,0,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,2,0,1,0,1,0,0,0
792,1988,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0
793,1988,book,5968,5733,5733,1170,109,77,77,74,109,4321,4330,341,4330,4321,3842,5730,5730,93,1541,1534,1541,1534,1592,1130,0,104,104,74,74,74,74,74,74,104,104,1743,1841,1752,1841,341,341,1736,1841,1743,1841,451,2320,5730,0,5730,0,76,76,219,219,212,212,219,219,214,727,219,219,5968,5968,42,21,0,21,2685,0,2804,2685,3776,0,18,1445,1371,1445
794,1988,book-chapter,112792,111428,111428,57349,42101,33699,33991,32268,42101,93155,93183,9126,93183,93155,35069,111398,111398,48830,26771,26398,26771,26398,82701,57260,0,41963,41965,33579,33581,33869,33871,32268,32268,41963,41965,5834,6996,5862,6996,9126,9126,5811,6996,5834,6996,6135,22047,111398,0,111398,0,522,644,0,0,0,0,0,0,2178,12256,0,0,112792,112792,101,710,0,710,88280,0,88597,88280,31171,0,54904,112792,24325,112792
795,1988,book-part,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,3,0,3
