,published_year,type,num_objects,num_dois,num_non_dois,objects_has_abstract,objects_has_affiliations,objects_has_affiliations_id_countrycode,objects_has_affiliations_id_ror,objects_has_affiliations_id_source,objects_has_affiliations_string,objects_has_authors,objects_has_authors_id_orcid,objects_has_authors_id_source,objects_has_authors_sequence,objects_has_authors_string,objects_has_citations,objects_has_fields,objects_has_funders,objects_has_funders_id_ror,objects_has_funders_id_source,objects_has_funders_string,objects_has_references,objects_has_venue,objects_has_venue_id_issn,objects_has_venue_id_issnl,objects_has_venue_id_source,objects_has_venue_string,dois_has_abstract,dois_has_affiliations,dois_has_affiliations_id_countrycode,dois_has_affiliations_id_ror,dois_has_affiliations_id_source,dois_has_affiliations_string,dois_has_authors,dois_has_authors_id_orcid,dois_has_authors_id_source,dois_has_authors_sequence,dois_has_authors_string,dois_has_citations,dois_has_fields,dois_has_funders,dois_has_funders_id_ror,dois_has_funders_id_source,dois_has_funders_string,dois_has_references,dois_has_venue,dois_has_venue_id_issn,dois_has_venue_id_issnl,dois_has_venue_id_source,dois_has_venue_string,non_dois_has_abstract,non_dois_has_affiliations,non_dois_has_affiliations_id_countrycode,non_dois_has_affiliations_id_ror,non_dois_has_affiliations_id_source,non_dois_has_affiliations_string,non_dois_has_authors,non_dois_has_authors_id_orcid,non_dois_has_authors_id_source,non_dois_has_authors_sequence,non_dois_has_authors_string,non_dois_has_citations,non_dois_has_fields,non_dois_has_funders,non_dois_has_funders_id_ror,non_dois_has_funders_id_source,non_dois_has_funders_string,non_dois_has_references,non_dois_has_venue,non_dois_has_venue_id_issn,non_dois_has_venue_id_issnl,non_dois_has_venue_id_source,non_dois_has_venue_string
227,2019,grant,1717,1717,0,133,0,0,0,0,0,0,0,0,0,0,6,1717,0,0,0,0,0,0,0,0,0,0,133,0,0,0,0,0,0,0,0,0,0,6,1717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
228,2019,journal,5218,5044,174,254,90,63,63,63,90,470,48,470,470,470,744,5218,0,0,0,0,83,4029,3964,3964,4029,4029,192,40,28,28,28,40,296,28,296,296,296,699,5044,0,0,0,0,75,3867,3862,3862,3867,3867,62,50,35,35,35,50,174,20,174,174,174,45,174,0,0,0,0,8,162,102,102,162,162
229,2019,journal-article,6847024,4629401,2217623,4076647,3688142,3329118,3329156,3329156,3688142,6615101,2000097,6616075,6616699,6615101,2613549,6846478,0,0,0,0,2650304,5346713,4392301,4392301,5346713,5346713,3358080,3277151,3063198,3063212,3063212,3277151,4398892,1708830,4399866,4399909,4398892,2564888,4629141,0,0,0,0,2569986,4313999,4126890,4126890,4313999,4313999,718567,410991,265920,265944,265944,410991,2216209,291267,2216209,2216790,2216209,48661,2217337,0,0,0,0,80318,1032714,265411,265411,1032714,1032714
230,2019,journal-issue,68787,68779,8,1929,860,652,652,652,860,1540,294,1540,1540,1540,3696,68780,0,0,0,0,103,63934,63232,63232,63934,63934,1926,855,647,647,647,855,1534,292,1534,1534,1534,3695,68772,0,0,0,0,102,63929,63229,63229,63929,63929,3,5,5,5,5,5,6,2,6,6,6,1,8,0,0,0,0,1,5,3,3,5,5
231,2019,journal-volume,795,795,0,24,0,0,0,0,0,2,0,2,2,2,14,795,0,0,0,0,0,716,701,701,716,716,24,0,0,0,0,0,2,0,2,2,2,14,795,0,0,0,0,0,716,701,701,716,716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
232,2019,monograph,24814,24567,247,6176,2566,2071,2071,2071,2566,21677,2660,21686,21686,21677,11608,24812,0,0,0,0,1545,1356,1258,1258,1356,1356,6108,2479,2013,2013,2013,2479,21430,2572,21439,21439,21430,11561,24565,0,0,0,0,1511,1269,1257,1257,1269,1269,68,87,58,58,58,87,247,88,247,247,247,47,247,0,0,0,0,34,87,1,1,87,87
233,2019,other,118503,110020,8483,14114,13307,9955,9955,9955,13307,25427,4773,25429,25429,25427,5149,118416,0,0,0,0,10350,87015,47522,47522,87015,87015,13447,5295,4709,4709,4709,5295,17048,4179,17050,17050,17048,5105,109955,0,0,0,0,10308,78823,47504,47504,78823,78823,667,8012,5246,5246,5246,8012,8379,594,8379,8379,8379,44,8461,0,0,0,0,42,8192,18,18,8192,8192
234,2019,peer-review,20672,20672,0,219,2624,2491,2491,2491,2624,8913,3194,8913,8913,8913,665,20670,0,0,0,0,2,33,0,0,33,33,219,2624,2491,2491,2491,2624,8913,3194,8913,8913,8913,665,20670,0,0,0,0,2,33,0,0,33,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
235,2019,posted-content,318211,180116,138095,276813,131162,121076,121093,121093,131162,317845,119209,317845,317845,317845,64068,318077,0,0,0,0,122613,221570,23512,23512,221570,221570,151472,60662,57997,57997,57997,60662,179788,72502,179788,179788,179788,32951,180011,0,0,0,0,53406,87575,775,775,87575,87575,125341,70500,63079,63096,63096,70500,138057,46707,138057,138057,138057,31117,138066,0,0,0,0,69207,133995,22737,22737,133995,133995
236,2019,proceedings,8219,5319,2900,835,2056,1630,1630,1630,2056,4368,379,4368,4368,4368,399,8193,0,0,0,0,73,4362,24,24,4362,4362,770,994,856,856,856,994,1475,230,1475,1475,1475,380,5296,0,0,0,0,50,1486,20,20,1486,1486,65,1062,774,774,774,1062,2893,149,2893,2893,2893,19,2897,0,0,0,0,23,2876,4,4,2876,2876
237,2019,proceedings-article,552823,486560,66263,343942,400687,362230,362231,362231,400687,536041,199573,536043,536043,536041,214080,552745,0,0,0,0,285454,135641,17503,17503,135641,135641,329363,340173,313790,313791,313791,340173,469782,181937,469784,469784,469782,207640,486553,0,0,0,0,279268,70274,17418,17418,70274,70274,14579,60514,48440,48440,48440,60514,66259,17636,66259,66259,66259,6440,66192,0,0,0,0,6186,65367,85,85,65367,65367
238,2019,proceedings-series,154,147,7,6,9,4,4,4,9,30,7,30,30,30,21,154,0,0,0,0,2,13,3,3,13,13,5,4,1,1,1,4,23,6,23,23,23,19,147,0,0,0,0,1,11,3,3,11,11,1,5,3,3,3,5,7,1,7,7,7,2,7,0,0,0,0,1,2,0,0,2,2
239,2019,reference-book,1914,1898,16,355,198,132,132,132,198,1756,338,1756,1756,1756,762,1914,0,0,0,0,122,875,14,14,875,875,350,194,129,129,129,194,1740,331,1740,1740,1740,759,1898,0,0,0,0,113,871,14,14,871,871,5,4,3,3,3,4,16,7,16,16,16,3,16,0,0,0,0,9,4,0,0,4,4
240,2019,reference-entry,16293,16292,1,5712,3532,3107,3107,3107,3532,12927,1756,12931,12931,12927,2314,16292,0,0,0,0,3006,11955,409,409,11955,11955,5712,3531,3106,3106,3106,3531,12926,1756,12930,12930,12926,2314,16291,0,0,0,0,3006,11955,409,409,11955,11955,0,1,1,1,1,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0
241,2019,report,18971,16081,2890,5176,9074,7615,7615,7615,9074,17224,4084,17285,17285,17224,4204,18965,0,0,0,0,1218,3673,8,8,3673,3673,4796,6348,5445,5445,5445,6348,14335,3564,14396,14396,14335,4162,16076,0,0,0,0,1170,884,8,8,884,884,380,2726,2170,2170,2170,2726,2889,520,2889,2889,2889,42,2889,0,0,0,0,48,2789,0,0,2789,2789
242,2019,report-series,1016,1016,0,752,255,221,221,221,255,793,215,793,793,793,485,1016,0,0,0,0,118,760,744,744,760,760,752,255,221,221,221,255,793,215,793,793,793,485,1016,0,0,0,0,118,760,744,744,760,760,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
243,2019,standard,48350,48350,0,118,4,4,4,4,4,24,4,74,74,24,1339,48342,0,0,0,0,3,0,0,0,0,0,118,4,4,4,4,4,24,4,74,74,24,1339,48342,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
244,2018,book,128168,67924,60244,45658,17721,12770,12771,12771,17721,115397,12923,115430,115430,115397,40427,128121,0,0,0,0,3094,75040,6648,6648,75040,75040,30339,7821,6288,6288,6288,7821,55160,7965,55193,55193,55160,30772,67918,0,0,0,0,1682,57634,6598,6598,57634,57634,15319,9900,6482,6483,6483,9900,60237,4958,60237,60237,60237,9655,60203,0,0,0,0,1412,17406,50,50,17406,17406
245,2018,book-chapter,1123250,1082590,40660,236196,252377,213410,213410,213410,252377,783513,128400,783687,783687,783513,183268,1123057,0,0,0,0,312846,836499,146813,146813,836499,836499,229325,235279,203131,203131,203131,235279,742858,123293,743032,743032,742858,182594,1082499,0,0,0,0,311871,801636,146776,146776,801636,801636,6871,17098,10279,10279,10279,17098,40655,5107,40655,40655,40655,674,40558,0,0,0,0,975,34863,37,37,34863,34863
246,2018,book-part,7325,7325,0,130,20,18,18,18,20,6959,162,6959,6959,6959,91,7325,0,0,0,0,138,7128,0,0,7128,7128,130,20,18,18,18,20,6959,162,6959,6959,6959,91,7325,0,0,0,0,138,7128,0,0,7128,7128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
247,2018,book-series,185,185,0,52,1,0,0,0,1,10,2,10,10,10,16,185,0,0,0,0,0,160,117,117,160,160,52,1,0,0,0,1,10,2,10,10,10,16,185,0,0,0,0,0,160,117,117,160,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
248,2018,book-set,42,26,16,7,22,16,16,16,22,30,8,30,30,30,8,42,0,0,0,0,1,30,0,0,30,30,0,10,8,8,8,10,14,2,14,14,14,6,26,0,0,0,0,0,22,0,0,22,22,7,12,8,8,8,12,16,6,16,16,16,2,16,0,0,0,0,1,8,0,0,8,8
249,2018,component,8430,8419,11,318,257,224,224,224,257,8429,3498,8429,8429,8429,287,8430,0,0,0,0,199,484,392,392,484,484,310,248,215,215,215,248,8418,3491,8418,8418,8418,285,8419,0,0,0,0,191,473,389,389,473,473,8,9,9,9,9,9,11,7,11,11,11,2,11,0,0,0,0,8,11,3,3,11,11
250,2018,dataset,130123,122039,8084,34794,15646,14165,14165,14165,15646,55011,12664,55263,55263,55011,3216,130101,0,0,0,0,283,85188,132,132,85188,85188,29220,15639,14161,14161,14161,15639,53397,12245,53649,53649,53397,3087,122017,0,0,0,0,244,85163,132,132,85163,85163,5574,7,4,4,4,7,1614,419,1614,1614,1614,129,8084,0,0,0,0,39,25,0,0,25,25
251,2018,dissertation,469124,65195,403929,237134,22029,18126,18149,18149,22029,469102,22102,469102,469102,469102,11342,469107,0,0,0,0,25289,37801,167,167,37801,37801,15269,12011,11396,11396,11396,12011,65195,4724,65195,65195,65195,5512,65192,0,0,0,0,6641,630,26,26,630,630,221865,10018,6730,6753,6753,10018,403907,17378,403907,403907,403907,5830,403915,0,0,0,0,18648,37171,141,141,37171,37171
252,2018,grant,1679,1679,0,134,0,0,0,0,0,0,0,0,0,0,6,1679,0,0,0,0,0,0,0,0,0,0,134,0,0,0,0,0,0,0,0,0,0,6,1679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
253,2018,journal,3858,3697,161,250,139,102,102,102,139,464,96,464,464,464,662,3857,0,0,0,0,55,2999,2922,2922,2999,2999,157,45,32,32,32,45,303,47,303,303,303,599,3696,0,0,0,0,53,2853,2853,2853,2853,2853,93,94,70,70,70,94,161,49,161,161,161,63,161,0,0,0,0,2,146,69,69,146,146
254,2018,journal-article,6613763,4275516,2338247,3787383,3434471,3075053,3075082,3075082,3434471,6430619,1836645,6430848,6431330,6430619,2513439,6612991,0,0,0,0,2451893,5114625,4150068,4150068,5114625,5114625,3017715,2992063,2789924,2789930,2789930,2992063,4093766,1530243,4093995,4094077,4093766,2445855,4275139,0,0,0,0,2361659,4005083,3835930,3835930,4005083,4005083,769668,442408,285129,285152,285152,442408,2336853,306402,2336853,2337253,2336853,67584,2337852,0,0,0,0,90234,1109542,314138,314138,1109542,1109542
255,2018,journal-issue,64050,64049,1,1723,957,777,777,777,957,1834,363,1834,1834,1834,4376,63692,0,0,0,0,154,61271,60629,60629,61271,61271,1722,956,777,777,777,956,1833,363,1833,1833,1833,4376,63691,0,0,0,0,153,61270,60628,60628,61270,61270,1,1,0,0,0,1,1,0,1,1,1,0,1,0,0,0,0,1,1,1,1,1,1
256,2018,journal-volume,287,287,0,0,0,0,0,0,0,1,0,1,1,1,7,287,0,0,0,0,0,275,274,274,275,275,0,0,0,0,0,0,1,0,1,1,1,7,287,0,0,0,0,0,275,274,274,275,275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
257,2018,monograph,24828,24529,299,6276,2709,2154,2154,2154,2709,21732,2570,21735,21735,21732,12583,24822,0,0,0,0,1147,1406,1286,1286,1406,1406,6203,2566,2078,2078,2078,2566,21433,2468,21436,21436,21433,12503,24523,0,0,0,0,1087,1286,1283,1283,1286,1286,73,143,76,76,76,143,299,102,299,299,299,80,299,0,0,0,0,60,120,3,3,120,120
258,2018,other,109691,100707,8984,12239,10708,7578,7578,7578,10708,23525,4207,23526,23526,23525,4421,109587,0,0,0,0,4694,85496,51057,51057,85496,85496,11476,3792,3311,3311,3311,3792,14676,3551,14677,14677,14676,4359,100697,0,0,0,0,4650,76820,51037,51037,76820,76820,763,6916,4267,4267,4267,6916,8849,656,8849,8849,8849,62,8890,0,0,0,0,44,8676,20,20,8676,8676
259,2018,peer-review,8229,8229,0,89,1666,1596,1596,1596,1666,3735,1545,3735,3735,3735,558,8229,0,0,0,0,0,22,5,5,22,22,89,1666,1596,1596,1596,1666,3735,1545,3735,3735,3735,558,8229,0,0,0,0,0,22,5,5,22,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
260,2018,posted-content,276172,145253,130919,226257,88302,80500,80523,80523,88302,275284,93219,275287,275287,275284,53557,275916,0,0,0,0,95320,190359,25339,25339,190359,190359,105470,34479,32721,32721,32721,34479,144415,51823,144418,144418,144415,25351,145015,0,0,0,0,38937,63489,915,915,63489,63489,120787,53823,47779,47802,47802,53823,130869,41396,130869,130869,130869,28206,130901,0,0,0,0,56383,126870,24424,24424,126870,126870
261,2018,proceedings,7429,4991,2438,809,1621,1308,1308,1308,1621,4186,722,4186,4186,4186,371,7378,0,0,0,0,88,4197,14,14,4197,4197,753,769,682,682,682,769,1757,406,1757,1757,1757,348,4982,0,0,0,0,52,1759,14,14,1759,1759,56,852,626,626,626,852,2429,316,2429,2429,2429,23,2396,0,0,0,0,36,2438,0,0,2438,2438
262,2018,proceedings-article,517131,453195,63936,329763,378050,341133,341135,341135,378050,501652,182453,501652,501652,501652,217447,517023,0,0,0,0,268921,108234,13150,13150,108234,108234,314817,320206,294612,294614,294614,320206,437719,163832,437719,437719,437719,209690,453188,0,0,0,0,261739,45240,12446,12446,45240,45240,14946,57844,46521,46521,46521,57844,63933,18621,63933,63933,63933,7757,63835,0,0,0,0,7182,62994,704,704,62994,62994
263,2018,proceedings-series,165,161,4,14,5,4,4,4,5,27,12,27,27,27,30,165,0,0,0,0,3,20,12,12,20,20,12,2,2,2,2,2,23,9,23,23,23,28,161,0,0,0,0,1,16,12,12,16,16,2,3,2,2,2,3,4,3,4,4,4,2,4,0,0,0,0,2,4,0,0,4,4
264,2018,reference-book,2538,2516,22,477,328,184,184,184,328,2392,392,2392,2392,2392,1035,2538,0,0,0,0,139,1357,12,12,1357,1357,466,319,181,181,181,319,2370,387,2370,2370,2370,1032,2516,0,0,0,0,126,1349,11,11,1349,1349,11,9,3,3,3,9,22,5,22,22,22,3,22,0,0,0,0,13,8,1,1,8,8
265,2018,reference-entry,43049,43049,0,3546,4777,4262,4263,4263,4777,13477,1907,13477,13477,13477,2910,43046,0,0,0,0,5255,40457,111,111,40457,40457,3546,4777,4262,4263,4263,4777,13477,1907,13477,13477,13477,2910,43046,0,0,0,0,5255,40457,111,111,40457,40457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
266,2018,report,18169,15545,2624,5178,9157,7804,7805,7805,9157,16302,3433,16333,16333,16302,4328,18160,0,0,0,0,1206,3027,4,4,3027,3027,4798,6666,5849,5849,5849,6666,13678,2967,13709,13709,13678,4275,15539,0,0,0,0,1168,466,4,4,466,466,380,2491,1955,1956,1956,2491,2624,466,2624,2624,2624,53,2621,0,0,0,0,38,2561,0,0,2561,2561
267,2018,report-series,1306,1305,1,1052,369,329,329,329,369,1081,321,1082,1082,1081,603,1306,0,0,0,0,138,1059,1045,1045,1059,1059,1051,368,328,328,328,368,1080,321,1081,1081,1080,603,1305,0,0,0,0,137,1058,1045,1045,1058,1058,1,1,1,1,1,1,1,0,1,1,1,0,1,0,0,0,0,1,1,0,0,1,1
268,2018,standard,7896,7896,0,105,1,1,1,1,1,10,2,32,32,10,562,7896,0,0,0,0,4,0,0,0,0,0,105,1,1,1,1,1,10,2,32,32,10,562,7896,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
269,2017,book,131260,65690,65570,49699,17740,12664,12664,12664,17740,122850,12912,122874,122874,122850,41686,131198,0,0,0,0,3558,74998,6097,6097,74998,74998,31027,7742,6135,6135,6135,7742,57287,7751,57311,57311,57287,30443,65684,0,0,0,0,1819,55867,6030,6030,55867,55867,18672,9998,6529,6529,6529,9998,65563,5161,65563,65563,65563,11243,65514,0,0,0,0,1739,19131,67,67,19131,19131
270,2017,book-chapter,1078542,1034959,43583,209534,241449,201586,201587,201587,241449,752185,119489,752318,752318,752185,183400,1078365,0,0,0,0,297655,797887,131932,131932,797887,797887,201738,224351,191361,191361,191361,224351,708603,113823,708736,708736,708603,182309,1034879,0,0,0,0,296115,761174,131904,131904,761174,761174,7796,17098,10225,10226,10226,17098,43582,5666,43582,43582,43582,1091,43486,0,0,0,0,1540,36713,28,28,36713,36713
271,2017,book-part,654,654,0,18,29,28,28,28,29,382,18,382,382,382,28,654,0,0,0,0,83,462,0,0,462,462,18,29,28,28,28,29,382,18,382,382,382,28,654,0,0,0,0,83,462,0,0,462,462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
272,2017,book-series,311,311,0,16,2,2,2,2,2,17,3,17,17,17,93,311,0,0,0,0,4,308,236,236,308,308,16,2,2,2,2,2,17,3,17,17,17,93,311,0,0,0,0,4,308,236,236,308,308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
273,2017,book-set,29,21,8,5,14,14,14,14,14,21,5,21,21,21,5,29,0,0,0,0,5,20,1,1,20,20,1,9,9,9,9,9,13,2,13,13,13,3,21,0,0,0,0,0,17,0,0,17,17,4,5,5,5,5,5,8,3,8,8,8,2,8,0,0,0,0,5,3,1,1,3,3
274,2017,component,9728,9726,2,114,46,29,29,29,46,9725,3139,9725,9725,9725,129,9728,0,0,0,0,23,2112,2046,2046,2112,2112,113,45,28,28,28,45,9723,3138,9723,9723,9723,129,9726,0,0,0,0,22,2110,2046,2046,2110,2110,1,1,1,1,1,1,2,1,2,2,2,0,2,0,0,0,0,1,2,0,0,2,2
275,2017,dataset,255605,250748,4857,17930,17137,13864,13864,13864,17137,51551,12419,51620,51620,51551,7933,255557,0,0,0,0,324,234089,508,508,234089,234089,14302,17132,13861,13861,13861,17132,50669,12149,50738,50738,50669,7830,250700,0,0,0,0,306,234079,508,508,234079,234079,3628,5,3,3,3,5,882,270,882,882,882,103,4857,0,0,0,0,18,10,0,0,10,10
276,2017,dissertation,451444,46240,405204,242422,14928,8266,8278,8278,14928,451427,19931,451427,451427,451427,11241,451390,0,0,0,0,24035,35128,139,139,35128,35128,15088,4142,976,976,976,4142,46240,3974,46240,46240,46240,3145,46236,0,0,0,0,3789,512,24,24,512,512,227334,10786,7290,7302,7302,10786,405187,15957,405187,405187,405187,8096,405154,0,0,0,0,20246,34616,115,115,34616,34616
277,2017,grant,1647,1647,0,97,0,0,0,0,0,0,0,0,0,0,6,1647,0,0,0,0,0,0,0,0,0,0,97,0,0,0,0,0,0,0,0,0,0,6,1647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
278,2017,journal,3536,3368,168,202,93,64,64,64,93,472,77,472,472,472,568,3536,0,0,0,0,64,3062,3007,3007,3062,3062,118,37,31,31,31,37,304,48,304,304,304,508,3368,0,0,0,0,55,2929,2927,2927,2929,2929,84,56,33,33,33,56,168,29,168,168,168,60,168,0,0,0,0,9,133,80,80,133,133
279,2017,journal-article,6749704,4035960,2713744,3670349,3275994,2915607,2915637,2915637,3275994,6565406,1718016,6565543,6565715,6565406,2461089,6748879,0,0,0,0,2409744,5148638,4025391,4025391,5148638,5148638,2842731,2804549,2615951,2615959,2615959,2804549,3853326,1388489,3853463,3853517,3853326,2367622,4035664,0,0,0,0,2301399,3770364,3612517,3612517,3770364,3770364,827618,471445,299656,299678,299678,471445,2712080,329527,2712080,2712198,2712080,93467,2713215,0,0,0,0,108345,1378274,412874,412874,1378274,1378274
280,2017,journal-issue,54758,54741,17,1511,967,784,784,784,967,1474,297,1474,1474,1474,4509,54209,0,0,0,0,137,52671,52211,52211,52671,52671,1503,963,780,780,780,963,1458,290,1458,1458,1458,4506,54192,0,0,0,0,132,52662,52207,52207,52662,52662,8,4,4,4,4,4,16,7,16,16,16,3,17,0,0,0,0,5,9,4,4,9,9
281,2017,journal-volume,27,27,0,0,0,0,0,0,0,0,0,0,0,0,1,27,0,0,0,0,0,27,27,27,27,27,0,0,0,0,0,0,0,0,0,0,0,1,27,0,0,0,0,0,27,27,27,27,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
282,2017,monograph,26606,26214,392,7561,2621,2035,2035,2035,2621,23799,2518,23807,23807,23799,14607,26606,0,0,0,0,936,1302,1145,1145,1302,1302,7460,2414,1914,1914,1914,2414,23407,2403,23415,23415,23407,14497,26214,0,0,0,0,861,1144,1141,1141,1144,1144,101,207,121,121,121,207,392,115,392,392,392,110,392,0,0,0,0,75,158,4,4,158,158
283,2017,other,106513,99315,7198,10453,10366,7250,7250,7250,10366,21610,3885,21612,21612,21610,4804,106463,0,0,0,0,4246,85684,48635,48635,85684,85684,9670,3776,3312,3312,3312,3776,14556,3209,14558,14558,14556,4743,99297,0,0,0,0,4205,78817,48604,48604,78817,78817,783,6590,3938,3938,3938,6590,7054,676,7054,7054,7054,61,7166,0,0,0,0,41,6867,31,31,6867,6867
284,2017,peer-review,9144,9144,0,118,1315,1297,1297,1297,1315,4526,1820,4526,4526,4526,614,9142,0,0,0,0,15,0,0,0,0,0,118,1315,1297,1297,1297,1315,4526,1820,4526,4526,4526,614,9142,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
285,2017,posted-content,232525,106098,126427,188829,69395,62516,62532,62532,69395,231812,71543,231812,231814,231812,41559,232232,0,0,0,0,72954,173347,27487,27487,173347,173347,72315,21021,19783,19783,19783,21021,105456,35409,105456,105458,105456,16913,105809,0,0,0,0,25692,51040,1170,1170,51040,51040,116514,48374,42733,42749,42749,48374,126356,36134,126356,126356,126356,24646,126423,0,0,0,0,47262,122307,26317,26317,122307,122307
286,2017,proceedings,6503,4007,2496,797,1683,1332,1332,1332,1683,3774,852,3774,3774,3774,333,6443,0,0,0,0,82,3543,11,11,3543,3543,721,966,810,810,810,966,1289,363,1289,1289,1289,310,3997,0,0,0,0,29,1066,11,11,1066,1066,76,717,522,522,522,717,2485,489,2485,2485,2485,23,2446,0,0,0,0,53,2477,0,0,2477,2477
287,2017,proceedings-article,478236,418434,59802,315285,346922,313310,313313,313313,346922,464606,167727,464606,464606,464606,213033,478091,0,0,0,0,271440,97980,9471,9471,97980,97980,301879,294568,271871,271873,271873,294568,404805,148843,404805,404805,404805,207836,418380,0,0,0,0,266572,38881,9268,9268,38881,38881,13406,52354,41439,41440,41440,52354,59801,18884,59801,59801,59801,5197,59711,0,0,0,0,4868,59099,203,203,59099,59099
288,2017,proceedings-series,150,137,13,14,9,4,4,4,9,41,6,41,41,41,32,150,0,0,0,0,7,42,2,2,42,42,12,5,3,3,3,5,28,4,28,28,28,31,137,0,0,0,0,4,29,2,2,29,29,2,4,1,1,1,4,13,2,13,13,13,1,13,0,0,0,0,3,13,0,0,13,13
289,2017,reference-book,13573,13420,153,567,421,272,272,272,421,2697,418,2697,2697,2697,1329,13571,0,0,0,0,258,12318,12,12,12318,12318,544,332,203,203,203,332,2544,375,2544,2544,2544,1285,13418,0,0,0,0,163,12263,11,11,12263,12263,23,89,69,69,69,89,153,43,153,153,153,44,153,0,0,0,0,95,55,1,1,55,55
290,2017,reference-entry,21436,21436,0,3392,6328,5776,5776,5776,6328,15279,2167,15279,15279,15279,3075,21436,0,0,0,0,7362,19482,131,131,19482,19482,3392,6328,5776,5776,5776,6328,15279,2167,15279,15279,15279,3075,21436,0,0,0,0,7362,19482,131,131,19482,19482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
291,2017,report,16676,14008,2668,5186,9312,8141,8141,8141,9312,15337,3100,15362,15362,15337,4155,16669,0,0,0,0,1234,2933,6,6,2933,2933,4688,6776,6124,6124,6124,6776,12669,2567,12694,12694,12669,4082,14004,0,0,0,0,1139,325,2,2,325,325,498,2536,2017,2017,2017,2536,2668,533,2668,2668,2668,73,2665,0,0,0,0,95,2608,4,4,2608,2608
292,2017,report-series,813,806,7,535,334,295,295,295,334,618,129,618,618,618,394,813,0,0,0,0,107,573,554,554,573,573,528,332,293,293,293,332,611,129,611,611,611,392,806,0,0,0,0,106,569,554,554,569,569,7,2,2,2,2,2,7,0,7,7,7,2,7,0,0,0,0,1,4,0,0,4,4
293,2017,standard,43813,43811,2,871,3,2,2,2,3,223,4,2219,2219,223,859,43810,0,0,0,0,5,2,0,0,2,2,869,3,2,2,2,3,221,3,2217,2217,221,859,43808,0,0,0,0,3,0,0,0,0,0,2,0,0,0,0,0,2,1,2,2,2,0,2,0,0,0,0,2,2,0,0,2,2
294,2016,book,108160,46763,61397,35096,16291,11435,11437,11437,16291,100668,10954,100712,100712,100668,38653,108113,0,0,0,0,3931,56868,6226,6226,56868,56868,15502,6805,5414,5414,5414,6805,39275,5833,39319,39319,39275,26746,46759,0,0,0,0,2053,38173,6160,6160,38173,38173,19594,9486,6021,6023,6023,9486,61393,5121,61393,61393,61393,11907,61354,0,0,0,0,1878,18695,66,66,18695,18695
295,2016,book-chapter,894109,852339,41770,186393,223057,184724,184724,184724,223057,626627,107937,626771,626771,626627,159298,893961,0,0,0,0,265701,682360,116409,116409,682360,682360,178691,205881,174617,174617,174617,205881,584859,101672,585003,585003,584859,158056,852265,0,0,0,0,264167,647210,116327,116327,647210,647210,7702,17176,10107,10107,10107,17176,41768,6265,41768,41768,41768,1242,41696,0,0,0,0,1534,35150,82,82,35150,35150
296,2016,book-part,74,74,0,3,9,8,8,8,9,49,2,49,49,49,8,74,0,0,0,0,20,47,0,0,47,47,3,9,8,8,8,9,49,2,49,49,49,8,74,0,0,0,0,20,47,0,0,47,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
297,2016,book-series,306,306,0,78,1,1,1,1,1,30,2,30,30,30,63,306,0,0,0,0,3,300,257,257,300,300,78,1,1,1,1,1,30,2,30,30,30,63,306,0,0,0,0,3,300,257,257,300,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
