,published_year,type,num_objects,num_dois,num_non_dois,objects_has_abstract,objects_has_affiliations,objects_has_affiliations_countrycode,objects_has_affiliations_grid,objects_has_affiliations_sourceid,objects_has_affiliations_string,objects_has_authors,objects_has_authors_sequence,objects_has_authors_sourceid,objects_has_authors_string,objects_has_citations,objects_has_fields,objects_has_fields_mag,objects_has_references,objects_has_venue,objects_has_venue_issn,objects_has_venue_sourceid,objects_has_venue_string,dois_has_abstract,dois_has_affiliations,dois_has_affiliations_countrycode,dois_has_affiliations_grid,dois_has_affiliations_sourceid,dois_has_affiliations_string,dois_has_authors,dois_has_authors_sequence,dois_has_authors_sourceid,dois_has_authors_string,dois_has_citations,dois_has_fields,dois_has_fields_mag,dois_has_references,dois_has_venue,dois_has_venue_issn,dois_has_venue_sourceid,dois_has_venue_string,non_dois_has_abstract,non_dois_has_affiliations,non_dois_has_affiliations_countrycode,non_dois_has_affiliations_grid,non_dois_has_affiliations_sourceid,non_dois_has_affiliations_string,non_dois_has_authors,non_dois_has_authors_sequence,non_dois_has_authors_sourceid,non_dois_has_authors_string,non_dois_has_citations,non_dois_has_fields,non_dois_has_fields_mag,non_dois_has_references,non_dois_has_venue,non_dois_has_venue_issn,non_dois_has_venue_sourceid,non_dois_has_venue_string
818,1931.0,Conference,26,21,5,0,3,2,2,2,3,26,26,26,26,6,3,3,1,0,0,0,0,0,0,0,0,0,0,21,21,21,21,6,0,0,1,0,0,0,0,0,3,2,2,2,3,5,5,5,5,0,3,3,0,0,0,0,0
819,1931.0,Journal,56673,50209,6464,10808,16593,6333,5998,6467,16593,56673,56673,56673,56673,28489,45575,45575,9816,56673,50545,56673,56673,10429,15734,5897,5589,6030,15734,50209,50209,50209,50209,26644,40588,40588,9763,50209,45176,50209,50209,379,859,436,409,437,859,6464,6464,6464,6464,1845,4987,4987,53,6464,5369,6464,6464
820,1931.0,Patent,54717,2,54715,2622,11414,1783,1158,1829,11414,54717,54717,54717,54717,23230,29016,29016,57,2,0,2,2,0,2,1,1,1,2,2,2,2,2,2,2,2,1,2,0,2,2,2622,11412,1782,1157,1828,11412,54715,54715,54715,54715,23228,29014,29014,56,0,0,0,0
821,1931.0,Repository,269,106,163,23,88,69,69,69,88,269,269,269,269,65,239,239,2,180,90,180,180,14,88,69,69,69,88,106,106,106,106,15,100,100,2,102,90,102,102,9,0,0,0,0,0,163,163,163,163,50,139,139,0,78,0,78,78
822,1931.0,Thesis,559,73,486,53,0,0,0,0,0,559,559,559,559,43,478,478,4,0,0,0,0,22,0,0,0,0,0,73,73,73,73,8,50,50,2,0,0,0,0,31,0,0,0,0,0,486,486,486,486,35,428,428,2,0,0,0,0
823,1930.0,,32233,10526,21707,4825,3594,722,669,727,3594,32233,32233,32233,32233,5302,16517,16517,1541,0,0,0,0,2495,3300,544,513,549,3300,10526,10526,10526,10526,2889,4514,4514,1469,0,0,0,0,2330,294,178,156,178,294,21707,21707,21707,21707,2413,12003,12003,72,0,0,0,0
824,1930.0,Book,8838,605,8233,221,29,10,9,10,29,8838,8838,8838,8838,3590,5164,5164,30,0,0,0,0,31,16,1,1,1,16,605,605,605,605,280,258,258,15,0,0,0,0,190,13,9,8,9,13,8233,8233,8233,8233,3310,4906,4906,15,0,0,0,0
825,1930.0,BookChapter,1636,1602,34,2,0,0,0,0,0,1636,1636,1636,1636,77,680,680,20,0,0,0,0,0,0,0,0,0,0,1602,1602,1602,1602,73,646,646,20,0,0,0,0,2,0,0,0,0,0,34,34,34,34,4,34,34,0,0,0,0,0
826,1930.0,Conference,16,10,6,0,1,1,1,1,1,16,16,16,16,8,5,5,0,0,0,0,0,0,0,0,0,0,0,10,10,10,10,8,1,1,0,0,0,0,0,0,1,1,1,1,1,6,6,6,6,0,4,4,0,0,0,0,0
827,1930.0,Journal,56934,50016,6918,11131,17097,6151,5801,6317,17097,56934,56934,56934,56934,28652,46357,46357,9221,56934,50161,56934,56934,10729,16148,5699,5390,5863,16148,50016,50016,50016,50016,26673,40952,40952,9175,50016,44502,50016,50016,402,949,452,411,454,949,6918,6918,6918,6918,1979,5405,5405,46,6918,5659,6918,6918
828,1930.0,Patent,54422,1,54421,1462,10728,1642,994,1672,10728,54422,54422,54422,54422,22698,27829,27829,47,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1461,10727,1642,994,1672,10727,54421,54421,54421,54421,22697,27828,27828,47,0,0,0,0
829,1930.0,Repository,483,122,361,16,82,55,53,56,82,483,483,483,483,69,417,417,2,295,83,295,295,12,79,52,50,53,79,122,122,122,122,21,113,113,1,110,83,110,110,4,3,3,3,3,3,361,361,361,361,48,304,304,1,185,0,185,185
830,1930.0,Thesis,565,76,489,60,2,2,2,2,2,565,565,565,565,40,473,473,4,0,0,0,0,26,2,2,2,2,2,76,76,76,76,10,48,48,1,0,0,0,0,34,0,0,0,0,0,489,489,489,489,30,425,425,3,0,0,0,0
831,1929.0,,26941,10003,16938,4019,3390,807,759,816,3390,26941,26941,26941,26941,4628,12540,12540,1446,0,0,0,0,2608,3164,664,623,673,3164,10003,10003,10003,10003,2661,3926,3926,1404,0,0,0,0,1411,226,143,136,143,226,16938,16938,16938,16938,1967,8614,8614,42,0,0,0,0
832,1929.0,Book,8597,647,7950,218,34,12,11,12,34,8597,8597,8597,8597,3406,4927,4927,39,0,0,0,0,39,25,6,6,6,25,647,647,647,647,300,246,246,24,0,0,0,0,179,9,6,5,6,9,7950,7950,7950,7950,3106,4681,4681,15,0,0,0,0
833,1929.0,BookChapter,1563,1553,10,2,2,0,0,0,2,1563,1563,1563,1563,120,635,635,32,0,0,0,0,2,2,0,0,0,2,1553,1553,1553,1553,118,629,629,32,0,0,0,0,0,0,0,0,0,0,10,10,10,10,2,6,6,0,0,0,0,0
834,1929.0,Conference,16,7,9,0,5,5,5,5,5,16,16,16,16,8,3,3,1,0,0,0,0,0,0,0,0,0,0,7,7,7,7,6,0,0,1,0,0,0,0,0,5,5,5,5,5,9,9,9,9,2,3,3,0,0,0,0,0
835,1929.0,Dataset,1,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
836,1929.0,Journal,53849,47799,6050,9514,15390,5579,5265,5747,15390,53849,53849,53849,53849,25939,43391,43391,8149,53849,47809,53849,53849,9226,14658,5213,4948,5380,14658,47799,47799,47799,47799,24333,38684,38684,8117,47799,42752,47799,47799,288,732,366,317,367,732,6050,6050,6050,6050,1606,4707,4707,32,6050,5057,6050,6050
837,1929.0,Patent,49853,1,49852,805,10038,1556,984,1589,10038,49853,49853,49853,49853,21436,26059,26059,45,1,1,1,1,0,1,0,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,805,10037,1556,984,1589,10037,49852,49852,49852,49852,21435,26058,26058,45,0,0,0,0
838,1929.0,Repository,385,116,269,21,77,59,58,59,77,385,385,385,385,93,332,332,0,240,80,240,240,14,77,59,58,59,77,116,116,116,116,26,108,108,0,106,80,106,106,7,0,0,0,0,0,269,269,269,269,67,224,224,0,134,0,134,134
839,1929.0,Thesis,507,63,444,33,0,0,0,0,0,507,507,507,507,47,428,428,2,0,0,0,0,16,0,0,0,0,0,63,63,63,63,10,36,36,1,0,0,0,0,17,0,0,0,0,0,444,444,444,444,37,392,392,1,0,0,0,0
840,1928.0,,24948,8820,16128,3924,3265,688,653,690,3265,24948,24948,24948,24948,4354,11767,11767,1407,0,0,0,0,2631,3079,580,547,582,3079,8820,8820,8820,8820,2478,3358,3358,1363,0,0,0,0,1293,186,108,106,108,186,16128,16128,16128,16128,1876,8409,8409,44,0,0,0,0
841,1928.0,Book,9135,1105,8030,179,35,23,22,23,35,9135,9135,9135,9135,3425,5154,5154,23,0,0,0,0,26,18,6,6,6,18,1105,1105,1105,1105,308,549,549,12,0,0,0,0,153,17,17,16,17,17,8030,8030,8030,8030,3117,4605,4605,11,0,0,0,0
842,1928.0,BookChapter,1507,1504,3,0,0,3,3,3,0,1507,1507,1507,1507,81,476,476,31,0,0,0,0,0,0,3,3,3,0,1504,1504,1504,1504,81,475,475,31,0,0,0,0,0,0,0,0,0,0,3,3,3,3,0,1,1,0,0,0,0,0
843,1928.0,Conference,14,8,6,0,5,5,5,5,5,14,14,14,14,4,1,1,1,0,0,0,0,0,0,0,0,0,0,8,8,8,8,4,0,0,1,0,0,0,0,0,5,5,5,5,5,6,6,6,6,0,1,1,0,0,0,0,0
844,1928.0,Journal,51770,45637,6133,8931,15311,5431,5158,5588,15311,51770,51770,51770,51770,25402,41158,41158,7735,51770,46230,51770,51770,8656,14683,5121,4866,5277,14683,45637,45637,45637,45637,23883,36475,36475,7705,45637,41135,45637,45637,275,628,310,292,311,628,6133,6133,6133,6133,1519,4683,4683,30,6133,5095,6133,6133
845,1928.0,Patent,43561,2,43559,495,9127,1278,736,1306,9127,43561,43561,43561,43561,19742,24235,24235,36,1,0,1,1,0,0,0,0,0,0,2,2,2,2,2,2,2,0,1,0,1,1,495,9127,1278,736,1306,9127,43559,43559,43559,43559,19740,24233,24233,36,0,0,0,0
846,1928.0,Repository,202,74,128,17,51,36,35,36,51,202,202,202,202,52,175,175,1,136,57,136,136,9,51,36,35,36,51,74,74,74,74,19,72,72,1,65,54,65,65,8,0,0,0,0,0,128,128,128,128,33,103,103,0,71,3,71,71
847,1928.0,Thesis,439,79,360,49,0,0,0,0,0,439,439,439,439,36,372,372,0,0,0,0,0,32,0,0,0,0,0,79,79,79,79,18,57,57,0,0,0,0,0,17,0,0,0,0,0,360,360,360,360,18,315,315,0,0,0,0,0
848,1927.0,,25000,8313,16687,4021,3584,715,681,728,3584,25000,25000,25000,25000,4111,11852,11852,1458,0,0,0,0,2755,3385,606,578,619,3385,8313,8313,8313,8313,2295,3046,3046,1437,0,0,0,0,1266,199,109,103,109,199,16687,16687,16687,16687,1816,8806,8806,21,0,0,0,0
849,1927.0,Book,8984,1208,7776,183,33,17,16,17,33,8984,8984,8984,8984,3359,5130,5130,28,0,0,0,0,28,18,3,3,3,18,1208,1208,1208,1208,355,631,631,9,0,0,0,0,155,15,14,13,14,15,7776,7776,7776,7776,3004,4499,4499,19,0,0,0,0
850,1927.0,BookChapter,1334,1332,2,2,2,2,2,2,2,1334,1334,1334,1334,92,525,525,45,0,0,0,0,2,2,2,2,2,2,1332,1332,1332,1332,90,524,524,45,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,1,1,0,0,0,0,0
851,1927.0,Conference,21,8,13,1,3,3,3,3,3,21,21,21,21,6,5,5,0,0,0,0,0,0,0,0,0,0,0,8,8,8,8,5,0,0,0,0,0,0,0,1,3,3,3,3,3,13,13,13,13,1,5,5,0,0,0,0,0
852,1927.0,Dataset,1,1,0,0,0,0,0,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
853,1927.0,Journal,49556,43475,6081,8218,14422,5338,5048,5490,14422,49556,49556,49556,49556,23822,39961,39961,6978,49556,43496,49556,49556,7984,13674,4921,4670,5073,13674,43475,43475,43475,43475,22299,35139,35139,6951,43475,38601,43475,43475,234,748,417,378,417,748,6081,6081,6081,6081,1523,4822,4822,27,6081,4895,6081,6081
854,1927.0,Patent,41900,1,41899,389,8455,1203,697,1231,8455,41900,41900,41900,41900,19352,23784,23784,40,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,388,8455,1203,697,1231,8455,41899,41899,41899,41899,19351,23783,23783,39,0,0,0,0
855,1927.0,Repository,209,50,159,17,37,32,32,32,37,209,209,209,209,46,173,173,0,131,38,131,131,16,37,32,32,32,37,50,50,50,50,18,49,49,0,47,38,47,47,1,0,0,0,0,0,159,159,159,159,28,124,124,0,84,0,84,84
856,1927.0,Thesis,454,51,403,29,1,1,0,1,1,454,454,454,454,40,388,388,0,0,0,0,0,9,0,0,0,0,0,51,51,51,51,9,36,36,0,0,0,0,0,20,1,1,0,1,1,403,403,403,403,31,352,352,0,0,0,0,0
857,1926.0,,22890,7617,15273,3975,3391,686,652,697,3391,22890,22890,22890,22890,3938,11142,11142,1253,0,0,0,0,2695,3232,602,573,611,3232,7617,7617,7617,7617,2224,2967,2967,1221,0,0,0,0,1280,159,84,79,86,159,15273,15273,15273,15273,1714,8175,8175,32,0,0,0,0
858,1926.0,Book,8704,1197,7507,199,33,12,11,12,33,8704,8704,8704,8704,3263,4957,4957,26,0,0,0,0,33,24,4,4,4,24,1197,1197,1197,1197,377,601,601,18,0,0,0,0,166,9,8,7,8,9,7507,7507,7507,7507,2886,4356,4356,8,0,0,0,0
859,1926.0,BookChapter,1641,1626,15,1,4,0,0,0,4,1641,1641,1641,1641,57,478,478,19,0,0,0,0,0,4,0,0,0,4,1626,1626,1626,1626,57,477,477,19,0,0,0,0,1,0,0,0,0,0,15,15,15,15,0,1,1,0,0,0,0,0
860,1926.0,Conference,17,13,4,0,0,0,0,0,0,17,17,17,17,9,5,5,0,0,0,0,0,0,0,0,0,0,0,13,13,13,13,9,2,2,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,0,3,3,0,0,0,0,0
861,1926.0,Journal,47582,42026,5556,7864,13737,4891,4644,5026,13737,47582,47582,47582,47582,23102,37898,37898,6637,47582,42060,47582,47582,7583,13178,4586,4360,4721,13178,42026,42026,42026,42026,21679,33646,33646,6617,42026,37562,42026,42026,281,559,305,284,305,559,5556,5556,5556,5556,1423,4252,4252,20,5556,4498,5556,5556
862,1926.0,Patent,40513,0,40513,260,7857,1076,630,1098,7857,40513,40513,40513,40513,18235,23190,23190,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,260,7857,1076,630,1098,7857,40513,40513,40513,40513,18235,23190,23190,26,0,0,0,0
863,1926.0,Repository,154,63,91,20,56,44,43,44,56,154,154,154,154,31,137,137,0,111,56,111,111,19,55,43,42,43,55,63,63,63,63,20,62,62,0,62,56,62,62,1,1,1,1,1,1,91,91,91,91,11,75,75,0,49,0,49,49
864,1926.0,Thesis,395,65,330,29,1,0,0,0,1,395,395,395,395,25,337,337,0,0,0,0,0,13,0,0,0,0,0,65,65,65,65,10,45,45,0,0,0,0,0,16,1,0,0,0,1,330,330,330,330,15,292,292,0,0,0,0,0
865,1925.0,,20990,6521,14469,3416,2588,595,574,600,2588,20990,20990,20990,20990,3506,9921,9921,958,0,0,0,0,2153,2438,507,492,511,2438,6521,6521,6521,6521,1852,2532,2532,931,0,0,0,0,1263,150,88,82,89,150,14469,14469,14469,14469,1654,7389,7389,27,0,0,0,0
866,1925.0,Book,8617,1136,7481,201,39,16,16,16,39,8617,8617,8617,8617,3017,4916,4916,28,0,0,0,0,46,30,11,11,11,30,1136,1136,1136,1136,287,565,565,23,0,0,0,0,155,9,5,5,5,9,7481,7481,7481,7481,2730,4351,4351,5,0,0,0,0
867,1925.0,BookChapter,1323,1313,10,2,0,0,0,0,0,1323,1323,1323,1323,71,417,417,14,0,0,0,0,1,0,0,0,0,0,1313,1313,1313,1313,70,413,413,14,0,0,0,0,1,0,0,0,0,0,10,10,10,10,1,4,4,0,0,0,0,0
868,1925.0,Conference,14,11,3,0,1,1,1,1,1,14,14,14,14,10,3,3,0,0,0,0,0,0,0,0,0,0,0,11,11,11,11,10,2,2,0,0,0,0,0,0,1,1,1,1,1,3,3,3,3,0,1,1,0,0,0,0,0
869,1925.0,Journal,43565,39094,4471,7025,13065,4609,4356,4749,13065,43565,43565,43565,43565,21038,34355,34355,6036,43565,38693,43565,43565,6872,12575,4360,4137,4500,12575,39094,39094,39094,39094,19808,30886,30886,6026,39094,35118,39094,39094,153,490,249,219,249,490,4471,4471,4471,4471,1230,3469,3469,10,4471,3575,4471,4471
870,1925.0,Patent,40681,0,40681,192,7269,975,576,983,7269,40681,40681,40681,40681,17548,23260,23260,15,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,192,7269,975,576,983,7269,40681,40681,40681,40681,17548,23260,23260,15,1,0,1,1
871,1925.0,Repository,98,40,58,25,39,28,28,28,39,98,98,98,98,15,86,86,1,74,39,74,74,19,39,28,28,28,39,40,40,40,40,12,38,38,1,40,39,40,40,6,0,0,0,0,0,58,58,58,58,3,48,48,0,34,0,34,34
872,1925.0,Thesis,379,56,323,24,1,0,0,0,1,379,379,379,379,36,314,314,1,0,0,0,0,8,0,0,0,0,0,56,56,56,56,14,30,30,0,0,0,0,0,16,1,0,0,0,1,323,323,323,323,22,284,284,1,0,0,0,0
873,1924.0,,19161,6034,13127,2926,2317,518,502,523,2317,19161,19161,19161,19161,3327,9250,9250,878,0,0,0,0,1795,2141,430,417,432,2141,6034,6034,6034,6034,1794,2351,2351,861,0,0,0,0,1131,176,88,85,91,176,13127,13127,13127,13127,1533,6899,6899,17,0,0,0,0
874,1924.0,Book,7909,1004,6905,177,38,16,14,16,38,7909,7909,7909,7909,2753,4613,4613,26,0,0,0,0,34,21,6,6,6,21,1004,1004,1004,1004,266,539,539,16,0,0,0,0,143,17,10,8,10,17,6905,6905,6905,6905,2487,4074,4074,10,0,0,0,0
875,1924.0,BookChapter,1118,1109,9,0,0,0,0,0,0,1118,1118,1118,1118,43,379,379,5,0,0,0,0,0,0,0,0,0,0,1109,1109,1109,1109,42,373,373,5,0,0,0,0,0,0,0,0,0,0,9,9,9,9,1,6,6,0,0,0,0,0
876,1924.0,Conference,16,10,6,0,2,2,2,2,2,16,16,16,16,8,4,4,0,0,0,0,0,0,0,0,0,0,0,10,10,10,10,7,1,1,0,0,0,0,0,0,2,2,2,2,2,6,6,6,6,1,3,3,0,0,0,0,0
877,1924.0,Journal,41492,37379,4113,6635,12122,4264,3983,4377,12122,41492,41492,41492,41492,20172,32500,32500,5476,41492,37130,41492,41492,6473,11662,4036,3782,4149,11662,37379,37379,37379,37379,19102,29446,29446,5467,37379,33816,37379,37379,162,460,228,201,228,460,4113,4113,4113,4113,1070,3054,3054,9,4113,3314,4113,4113
878,1924.0,Patent,41149,0,41149,148,6209,828,447,836,6209,41149,41149,41149,41149,16351,21102,21102,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148,6209,828,447,836,6209,41149,41149,41149,41149,16351,21102,21102,13,0,0,0,0
879,1924.0,Repository,90,40,50,19,35,26,24,26,35,90,90,90,90,17,66,66,0,70,38,70,70,12,35,26,24,26,35,40,40,40,40,14,37,37,0,40,38,40,40,7,0,0,0,0,0,50,50,50,50,3,29,29,0,30,0,30,30
880,1924.0,Thesis,361,55,306,26,0,0,0,0,0,361,361,361,361,32,285,285,0,0,0,0,0,9,0,0,0,0,0,55,55,55,55,9,33,33,0,0,0,0,0,17,0,0,0,0,0,306,306,306,306,23,252,252,0,0,0,0,0
881,1923.0,,18366,5991,12375,3144,2541,543,505,547,2541,18366,18366,18366,18366,3024,8815,8815,802,0,0,0,0,1969,2259,346,316,349,2259,5991,5991,5991,5991,1618,2215,2215,783,0,0,0,0,1175,282,197,189,198,282,12375,12375,12375,12375,1406,6600,6600,19,0,0,0,0
882,1923.0,Book,7694,957,6737,180,28,8,8,8,28,7694,7694,7694,7694,2693,4424,4424,14,0,0,0,0,29,18,2,2,2,18,957,957,957,957,295,551,551,10,0,0,0,0,151,10,6,6,6,10,6737,6737,6737,6737,2398,3873,3873,4,0,0,0,0
883,1923.0,BookChapter,709,703,6,2,0,0,0,0,0,709,709,709,709,36,298,298,30,0,0,0,0,0,0,0,0,0,0,703,703,703,703,34,293,293,30,0,0,0,0,2,0,0,0,0,0,6,6,6,6,2,5,5,0,0,0,0,0
884,1923.0,Conference,12,9,3,0,0,0,0,0,0,12,12,12,12,8,3,3,0,0,0,0,0,0,0,0,0,0,0,9,9,9,9,8,1,1,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,0,2,2,0,0,0,0,0
885,1923.0,Journal,38468,34798,3670,5889,11007,3764,3490,3870,11007,38468,38468,38468,38468,18337,30551,30551,4829,38468,34142,38468,38468,5750,10667,3603,3361,3709,10667,34798,34798,34798,34798,17330,27743,27743,4824,34798,31206,34798,34798,139,340,161,129,161,340,3670,3670,3670,3670,1007,2808,2808,5,3670,2936,3670,3670
886,1923.0,Patent,37523,0,37523,129,5551,758,418,763,5551,37523,37523,37523,37523,15221,19859,19859,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129,5551,758,418,763,5551,37523,37523,37523,37523,15221,19859,19859,21,0,0,0,0
887,1923.0,Repository,83,23,60,5,15,12,12,12,15,83,83,83,83,16,69,69,0,55,23,55,55,3,15,12,12,12,15,23,23,23,23,7,23,23,0,23,23,23,23,2,0,0,0,0,0,60,60,60,60,9,46,46,0,32,0,32,32
888,1923.0,Thesis,299,47,252,37,0,0,0,0,0,299,299,299,299,17,238,238,0,0,0,0,0,9,0,0,0,0,0,47,47,47,47,6,17,17,0,0,0,0,0,28,0,0,0,0,0,252,252,252,252,11,221,221,0,0,0,0,0
889,1922.0,,18346,5677,12669,2779,2202,454,435,454,2202,18346,18346,18346,18346,2817,8644,8644,737,0,0,0,0,1632,1904,281,270,281,1904,5677,5677,5677,5677,1507,2141,2141,726,0,0,0,0,1147,298,173,165,173,298,12669,12669,12669,12669,1310,6503,6503,11,0,0,0,0
890,1922.0,Book,7136,1361,5775,191,21,7,7,7,21,7136,7136,7136,7136,2422,3695,3695,21,0,0,0,0,40,14,0,0,0,14,1361,1361,1361,1361,405,791,791,14,0,0,0,0,151,7,7,7,7,7,5775,5775,5775,5775,2017,2904,2904,7,0,0,0,0
891,1922.0,BookChapter,1017,1006,11,4,2,0,0,0,2,1017,1017,1017,1017,48,470,470,18,0,0,0,0,1,2,0,0,0,2,1006,1006,1006,1006,44,467,467,18,0,0,0,0,3,0,0,0,0,0,11,11,11,11,4,3,3,0,0,0,0,0
892,1922.0,Conference,11,8,3,1,1,1,1,1,1,11,11,11,11,5,1,1,0,0,0,0,0,0,0,0,0,0,0,8,8,8,8,4,0,0,0,0,0,0,0,1,1,1,1,1,1,3,3,3,3,1,1,1,0,0,0,0,0
893,1922.0,Dataset,1,1,0,0,0,0,0,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
894,1922.0,Journal,35020,31425,3595,4617,10116,3244,3013,3361,10116,35020,35020,35020,35020,16526,27349,27349,4070,35020,31916,35020,35020,4491,9829,3110,2893,3227,9829,31425,31425,31425,31425,15580,24690,24690,4060,31425,28940,31425,31425,126,287,134,120,134,287,3595,3595,3595,3595,946,2659,2659,10,3595,2976,3595,3595
895,1922.0,Patent,38827,2,38825,133,5472,621,327,630,5472,38827,38827,38827,38827,15224,20755,20755,18,2,2,2,2,0,1,1,1,1,1,2,2,2,2,2,2,2,1,2,2,2,2,133,5471,620,326,629,5471,38825,38825,38825,38825,15222,20753,20753,17,0,0,0,0
896,1922.0,Repository,86,23,63,7,17,10,10,10,17,86,86,86,86,8,50,50,0,58,23,58,58,4,17,10,10,10,17,23,23,23,23,5,21,21,0,23,23,23,23,3,0,0,0,0,0,63,63,63,63,3,29,29,0,35,0,35,35
897,1922.0,Thesis,376,43,333,178,1,0,0,0,1,376,376,376,376,30,334,334,2,0,0,0,0,5,1,0,0,0,1,43,43,43,43,4,21,21,1,0,0,0,0,173,0,0,0,0,0,333,333,333,333,26,313,313,1,0,0,0,0
898,1921.0,,16235,5812,10423,2858,2415,382,358,386,2415,16235,16235,16235,16235,2678,7301,7301,680,0,0,0,0,1834,2110,284,263,288,2110,5812,5812,5812,5812,1493,2039,2039,668,0,0,0,0,1024,305,98,95,98,305,10423,10423,10423,10423,1185,5262,5262,12,0,0,0,0
899,1921.0,Book,6615,1253,5362,191,33,9,9,9,33,6615,6615,6615,6615,2287,3347,3347,27,0,0,0,0,42,27,4,4,4,27,1253,1253,1253,1253,375,715,715,18,0,0,0,0,149,6,5,5,5,6,5362,5362,5362,5362,1912,2632,2632,9,0,0,0,0
900,1921.0,BookChapter,969,966,3,1,0,0,0,0,0,969,969,969,969,48,473,473,5,0,0,0,0,0,0,0,0,0,0,966,966,966,966,48,472,472,5,0,0,0,0,1,0,0,0,0,0,3,3,3,3,0,1,1,0,0,0,0,0
901,1921.0,Conference,15,9,6,0,2,2,2,2,2,15,15,15,15,7,1,1,0,0,0,0,0,0,0,0,0,0,0,9,9,9,9,7,0,0,0,0,0,0,0,0,2,2,2,2,2,6,6,6,6,0,1,1,0,0,0,0,0
902,1921.0,Journal,31070,28199,2871,3799,8457,2760,2549,2876,8457,31070,31070,31070,31070,13764,23836,23836,3202,31070,28262,31070,31070,3646,8212,2653,2448,2769,8212,28199,28199,28199,28199,12959,21661,21661,3197,28199,25917,28199,28199,153,245,107,101,107,245,2871,2871,2871,2871,805,2175,2175,5,2871,2345,2871,2871
903,1921.0,Patent,40132,0,40132,173,5395,656,335,659,5395,40132,40132,40132,40132,15579,20359,20359,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,173,5395,656,335,659,5395,40132,40132,40132,40132,15579,20359,20359,17,0,0,0,0
904,1921.0,Repository,52,29,23,16,29,10,9,10,29,52,52,52,52,14,44,44,0,44,29,44,44,12,28,9,9,9,28,29,29,29,29,8,27,27,0,29,29,29,29,4,1,1,0,1,1,23,23,23,23,6,17,17,0,15,0,15,15
905,1921.0,Thesis,265,27,238,115,0,0,0,0,0,265,265,265,265,14,232,232,0,0,0,0,0,5,0,0,0,0,0,27,27,27,27,4,11,11,0,0,0,0,0,110,0,0,0,0,0,238,238,238,238,10,221,221,0,0,0,0,0
906,1920.0,,18414,4826,13588,3491,1697,326,319,327,1697,18414,18414,18414,18414,2450,9319,9319,675,0,0,0,0,1536,1430,188,183,189,1430,4826,4826,4826,4826,1320,1886,1886,659,0,0,0,0,1955,267,138,136,138,267,13588,13588,13588,13588,1130,7433,7433,16,0,0,0,0
907,1920.0,Book,6259,1109,5150,167,31,7,7,7,31,6259,6259,6259,6259,2087,3222,3222,22,0,0,0,0,31,22,3,3,3,22,1109,1109,1109,1109,328,654,654,14,0,0,0,0,136,9,4,4,4,9,5150,5150,5150,5150,1759,2568,2568,8,0,0,0,0
908,1920.0,BookChapter,748,746,2,1,3,0,0,0,3,748,748,748,748,57,401,401,23,0,0,0,0,1,3,0,0,0,3,746,746,746,746,57,399,399,23,0,0,0,0,0,0,0,0,0,0,2,2,2,2,0,2,2,0,0,0,0,0
909,1920.0,Conference,9,9,0,0,0,0,0,0,0,9,9,9,9,5,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,9,9,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
910,1920.0,Journal,27612,24822,2790,3563,6821,2440,2283,2571,6821,27612,27612,27612,27612,11740,21320,21320,2459,27612,25032,27612,27612,3433,6562,2321,2169,2452,6562,24822,24822,24822,24822,10925,19158,19158,2450,24822,22730,24822,24822,130,259,119,114,119,259,2790,2790,2790,2790,815,2162,2162,9,2790,2302,2790,2790
911,1920.0,Patent,35678,3,35675,693,4994,528,296,531,4994,35678,35678,35678,35678,14179,20070,20070,13,1,1,1,1,1,3,1,1,1,3,3,3,3,3,3,3,3,1,1,1,1,1,692,4991,527,295,530,4991,35675,35675,35675,35675,14176,20067,20067,12,0,0,0,0
