,published_year,type,num_objects,num_dois,num_non_dois,objects_has_abstract,objects_has_affiliations,objects_has_affiliations_countrycode,objects_has_affiliations_grid,objects_has_affiliations_sourceid,objects_has_affiliations_string,objects_has_authors,objects_has_authors_sequence,objects_has_authors_sourceid,objects_has_authors_string,objects_has_citations,objects_has_fields,objects_has_fields_mag,objects_has_references,objects_has_venue,objects_has_venue_issn,objects_has_venue_sourceid,objects_has_venue_string,dois_has_abstract,dois_has_affiliations,dois_has_affiliations_countrycode,dois_has_affiliations_grid,dois_has_affiliations_sourceid,dois_has_affiliations_string,dois_has_authors,dois_has_authors_sequence,dois_has_authors_sourceid,dois_has_authors_string,dois_has_citations,dois_has_fields,dois_has_fields_mag,dois_has_references,dois_has_venue,dois_has_venue_issn,dois_has_venue_sourceid,dois_has_venue_string,non_dois_has_abstract,non_dois_has_affiliations,non_dois_has_affiliations_countrycode,non_dois_has_affiliations_grid,non_dois_has_affiliations_sourceid,non_dois_has_affiliations_string,non_dois_has_authors,non_dois_has_authors_sequence,non_dois_has_authors_sourceid,non_dois_has_authors_string,non_dois_has_citations,non_dois_has_fields,non_dois_has_fields_mag,non_dois_has_references,non_dois_has_venue,non_dois_has_venue_issn,non_dois_has_venue_sourceid,non_dois_has_venue_string
137,2007.0,Conference,194241,169288,24953,175951,173709,149061,144711,150530,173709,194241,194241,194241,194241,145797,191787,191787,167897,0,0,0,0,161815,161693,138895,134898,140308,161693,169288,169288,169288,169288,133044,168517,168517,155403,0,0,0,0,14136,12016,10166,9813,10222,12016,24953,24953,24953,24953,12753,23270,23270,12494,0,0,0,0
138,2007.0,Dataset,3509,3251,258,194,7,6,6,6,7,3509,3509,3509,3509,102,3384,3384,5,0,0,0,0,115,4,4,4,4,4,3251,3251,3251,3251,73,3214,3214,5,0,0,0,0,79,3,2,2,2,3,258,258,258,258,29,170,170,0,0,0,0,0
139,2007.0,Journal,2484557,1622536,862021,1939213,1843395,1396921,1357567,1404761,1843395,2484557,2484557,2484557,2484557,1470567,2338675,2338675,1284173,2484557,1984965,2484557,2484557,1284542,1291701,1112460,1082432,1118319,1291701,1622536,1622536,1622536,1622536,1264228,1545956,1545956,1220856,1622536,1513810,1622536,1622536,654671,551694,284461,275135,286442,551694,862021,862021,862021,862021,206339,792719,792719,63317,862021,471155,862021,862021
140,2007.0,Patent,1500072,685,1499387,1314793,360775,202894,170970,205194,360775,1500072,1500072,1500072,1500072,715170,1256199,1256199,574019,641,619,641,641,681,650,417,381,417,650,685,685,685,685,666,678,678,676,603,598,603,603,1314112,360125,202477,170589,204777,360125,1499387,1499387,1499387,1499387,714504,1255521,1255521,573343,38,21,38,38
141,2007.0,Repository,148839,52706,96133,132470,77124,67655,64879,67906,77124,148839,148839,148839,148839,64302,137243,137243,70992,127203,19287,127203,127203,46733,41227,35652,34397,35802,41227,52706,52706,52706,52706,24492,52164,52164,37811,50475,15404,50475,50475,85737,35897,32003,30482,32104,35897,96133,96133,96133,96133,39810,85079,85079,33181,76728,3883,76728,76728
142,2007.0,Thesis,142479,8220,134259,67458,5202,1662,1505,1668,5202,142479,142479,142479,142479,27979,84494,84494,18871,0,0,0,0,2799,158,115,112,115,158,8220,8220,8220,8220,2247,6165,6165,1397,0,0,0,0,64659,5044,1547,1393,1553,5044,134259,134259,134259,134259,25732,78329,78329,17474,0,0,0,0
143,2006.0,,2271726,324701,1947025,829682,353769,208856,200059,210406,353769,2271726,2271726,2271726,2271726,394795,1126550,1126550,324766,0,0,0,0,158680,149053,101479,96938,102151,149053,324701,324701,324701,324701,125681,234653,234653,110672,0,0,0,0,671002,204716,107377,103121,108255,204716,1947025,1947025,1947025,1947025,269114,891897,891897,214094,0,0,0,0
144,2006.0,Book,88935,9197,79738,33598,6130,3511,3316,3518,6130,88935,88935,88935,88935,48987,62727,62727,4367,0,0,0,0,3558,1099,784,729,784,1099,9197,9197,9197,9197,6768,6525,6525,961,0,0,0,0,30040,5031,2727,2587,2734,5031,79738,79738,79738,79738,42219,56202,56202,3406,0,0,0,0
145,2006.0,BookChapter,94116,77832,16284,13578,9914,7975,7730,7999,9914,94116,94116,94116,94116,23908,58460,58460,16112,0,0,0,0,10202,8917,7444,7213,7465,8917,77832,77832,77832,77832,18614,48503,48503,14636,0,0,0,0,3376,997,531,517,534,997,16284,16284,16284,16284,5294,9957,9957,1476,0,0,0,0
146,2006.0,Conference,180469,156662,23807,164519,160876,140466,136081,141655,160876,180469,180469,180469,180469,134738,178192,178192,156321,0,0,0,0,149535,148509,130139,126105,131257,148509,156662,156662,156662,156662,122049,156009,156009,143640,0,0,0,0,14984,12367,10327,9976,10398,12367,23807,23807,23807,23807,12689,22183,22183,12681,0,0,0,0
147,2006.0,Dataset,2679,2504,175,288,2,1,1,1,2,2679,2679,2679,2679,72,2566,2566,0,0,0,0,0,242,0,0,0,0,0,2504,2504,2504,2504,61,2443,2443,0,0,0,0,0,46,2,1,1,1,2,175,175,175,175,11,123,123,0,0,0,0,0
148,2006.0,Journal,2354487,1530370,824117,1817645,1713358,1271258,1235306,1278368,1713358,2354487,2354487,2354487,2354487,1398802,2215075,2215075,1197382,2354487,1894992,2354487,2354487,1198949,1208146,1036976,1008528,1042436,1208146,1530370,1530370,1530370,1530370,1195123,1459009,1459009,1140931,1530370,1427277,1530370,1530370,618696,505212,234282,226778,235932,505212,824117,824117,824117,824117,203679,756066,756066,56451,824117,467715,824117,824117
149,2006.0,Patent,1479779,727,1479052,1222932,363047,204665,172179,206602,363047,1479779,1479779,1479779,1479779,692815,1221688,1221688,543872,700,683,700,700,720,671,407,369,413,671,727,727,727,727,712,719,719,716,671,664,671,671,1222212,362376,204258,171810,206189,362376,1479052,1479052,1479052,1479052,692103,1220969,1220969,543156,29,19,29,29
150,2006.0,Repository,135602,49534,86068,118957,68634,59946,57267,60141,68634,135602,135602,135602,135602,57612,125004,125004,60699,115211,18557,115211,115211,43474,38579,32962,31657,33088,38579,49534,49534,49534,49534,21903,48868,48868,32383,47100,15197,47100,47100,75483,30055,26984,25610,27053,30055,86068,86068,86068,86068,35709,76136,76136,28316,68111,3360,68111,68111
151,2006.0,Thesis,125455,7081,118374,58612,4440,1489,1317,1492,4440,125455,125455,125455,125455,25727,73860,73860,15442,0,0,0,0,2722,139,105,102,105,139,7081,7081,7081,7081,2030,5328,5328,1062,0,0,0,0,55890,4301,1384,1215,1387,4301,118374,118374,118374,118374,23697,68532,68532,14380,0,0,0,0
152,2005.0,,2103965,292606,1811359,746101,332683,191977,184017,193268,332683,2103965,2103965,2103965,2103965,369352,1030895,1030895,281087,0,0,0,0,140081,131446,90859,86955,91387,131446,292606,292606,292606,292606,113748,214496,214496,98760,0,0,0,0,606020,201237,101118,97062,101881,201237,1811359,1811359,1811359,1811359,255604,816399,816399,182327,0,0,0,0
153,2005.0,Book,87906,9042,78864,32318,5332,3021,2867,3025,5332,87906,87906,87906,87906,48296,61579,61579,4074,0,0,0,0,3457,1050,709,669,709,1050,9042,9042,9042,9042,6967,6323,6323,915,0,0,0,0,28861,4282,2312,2198,2316,4282,78864,78864,78864,78864,41329,55256,55256,3159,0,0,0,0
154,2005.0,BookChapter,90928,76440,14488,12056,8796,7071,6828,7090,8796,90928,90928,90928,90928,23355,56868,56868,16602,0,0,0,0,9123,7946,6614,6380,6633,7946,76440,76440,76440,76440,18467,47875,47875,15310,0,0,0,0,2933,850,457,448,457,850,14488,14488,14488,14488,4888,8993,8993,1292,0,0,0,0
155,2005.0,Conference,155292,135249,20043,140753,137501,114740,110517,115801,137501,155292,155292,155292,155292,118208,152893,152893,133287,0,0,0,0,129167,127846,106734,102831,107758,127846,135249,135249,135249,135249,107454,134442,134442,123335,0,0,0,0,11586,9655,8006,7686,8043,9655,20043,20043,20043,20043,10754,18451,18451,9952,0,0,0,0
156,2005.0,Dataset,2863,2581,282,138,0,0,0,0,0,2863,2863,2863,2863,109,2597,2597,0,0,0,0,0,52,0,0,0,0,0,2581,2581,2581,2581,74,2394,2394,0,0,0,0,0,86,0,0,0,0,0,282,282,282,282,35,203,203,0,0,0,0,0
157,2005.0,Journal,2116966,1386734,730232,1636624,1522386,1122264,1089412,1128366,1522386,2116966,2116966,2116966,2116966,1294740,1986400,1986400,1090466,2116966,1714207,2116966,2116966,1106056,1094798,937304,910743,942121,1094798,1386734,1386734,1386734,1386734,1105559,1321020,1321020,1041408,1386734,1298330,1386734,1386734,530568,427588,184960,178669,186245,427588,730232,730232,730232,730232,189181,665380,665380,49058,730232,415877,730232,730232
158,2005.0,Patent,1430330,842,1429488,1167582,354425,196859,165669,198416,354425,1430330,1430330,1430330,1430330,669067,1168599,1168599,488056,813,783,813,813,837,790,495,441,501,790,842,842,842,842,828,837,837,833,783,770,783,783,1166745,353635,196364,165228,197915,353635,1429488,1429488,1429488,1429488,668239,1167762,1167762,487223,30,13,30,30
159,2005.0,Repository,127704,46114,81590,110879,65553,56866,54581,57063,65553,127704,127704,127704,127704,54203,118327,118327,56629,110065,19196,110065,110065,39993,36466,30730,29620,30854,36466,46114,46114,46114,46114,19582,45608,45608,30014,43825,15526,43825,43825,70886,29087,26136,24961,26209,29087,81590,81590,81590,81590,34621,72719,72719,26615,66240,3670,66240,66240
160,2005.0,Thesis,101836,5926,95910,44513,3869,1231,1117,1234,3869,101836,101836,101836,101836,22393,61619,61619,12287,0,0,0,0,2163,124,90,89,90,124,5926,5926,5926,5926,1843,4544,4544,848,0,0,0,0,42350,3745,1141,1028,1144,3745,95910,95910,95910,95910,20550,57075,57075,11439,0,0,0,0
161,2004.0,,1922349,265793,1656556,658347,284935,159303,152710,160498,284935,1922349,1922349,1922349,1922349,335327,916629,916629,240065,0,0,0,0,137613,114620,76280,72866,76825,114620,265793,265793,265793,265793,100831,191462,191462,87465,0,0,0,0,520734,170315,83023,79844,83673,170315,1656556,1656556,1656556,1656556,234496,725167,725167,152600,0,0,0,0
162,2004.0,Book,85394,8430,76964,31899,4989,3001,2843,3008,4989,85394,85394,85394,85394,48054,59846,59846,3899,0,0,0,0,3103,1029,779,748,781,1029,8430,8430,8430,8430,6506,5767,5767,837,0,0,0,0,28796,3960,2222,2095,2227,3960,76964,76964,76964,76964,41548,54079,54079,3062,0,0,0,0
163,2004.0,BookChapter,78921,65218,13703,9882,5853,4396,4259,4410,5853,78921,78921,78921,78921,20664,51526,51526,13028,0,0,0,0,7276,5020,3993,3874,4007,5020,65218,65218,65218,65218,15981,42733,42733,11884,0,0,0,0,2606,833,403,385,403,833,13703,13703,13703,13703,4683,8793,8793,1144,0,0,0,0
164,2004.0,Conference,134197,108617,25580,118557,114943,94303,90691,95042,114943,134197,134197,134197,134197,99434,132086,132086,110116,0,0,0,0,104619,104251,85873,82620,86545,104251,108617,108617,108617,108617,87258,108016,108016,98435,0,0,0,0,13938,10692,8430,8071,8497,10692,25580,25580,25580,25580,12176,24070,24070,11681,0,0,0,0
165,2004.0,Dataset,2311,2153,158,215,1,0,0,0,1,2310,2310,2310,2310,107,2222,2222,1,0,0,0,0,129,0,0,0,0,0,2153,2153,2153,2153,77,2088,2088,0,0,0,0,0,86,1,0,0,0,1,157,157,157,157,30,134,134,1,0,0,0,0
166,2004.0,Journal,1954304,1294734,659570,1500413,1379607,1011535,981055,1017280,1379607,1954304,1954304,1954304,1954304,1211004,1827389,1827389,994485,1954304,1591337,1954304,1954304,1029543,1012152,864732,839496,869377,1012152,1294734,1294734,1294734,1294734,1034256,1231489,1231489,951045,1294734,1212080,1294734,1294734,470870,367455,146803,141559,147903,367455,659570,659570,659570,659570,176748,595900,595900,43440,659570,379257,659570,659570
167,2004.0,Patent,1377221,937,1376284,1148604,351514,178676,149610,180061,351514,1377221,1377221,1377221,1377221,649299,1125457,1125457,437023,923,885,923,923,932,899,498,445,505,899,937,937,937,937,918,932,932,930,874,870,874,874,1147672,350615,178178,149165,179556,350615,1376284,1376284,1376284,1376284,648381,1124525,1124525,436093,49,15,49,49
168,2004.0,Repository,114043,42686,71357,99603,59181,51325,49221,51489,59181,114043,114043,114043,114043,49572,106268,106268,52372,99234,18638,99234,99234,36638,33928,28413,27324,28521,33928,42686,42686,42686,42686,18181,42261,42261,28498,40858,15392,40858,40858,62965,25253,22912,21897,22968,25253,71357,71357,71357,71357,31391,64007,64007,23874,58376,3246,58376,58376
169,2004.0,Thesis,89801,5835,83966,37081,2814,771,713,776,2814,89801,89801,89801,89801,19890,54359,54359,9310,0,0,0,0,1837,95,65,64,65,95,5835,5835,5835,5835,1822,4561,4561,680,0,0,0,0,35244,2719,706,649,711,2719,83966,83966,83966,83966,18068,49798,49798,8630,0,0,0,0
170,2003.0,,1777857,267844,1510013,562796,276314,143421,136640,144459,276314,1777857,1777857,1777857,1777857,313719,836669,836669,210474,0,0,0,0,136341,123602,74515,70693,75014,123602,267844,267844,267844,267844,95540,188289,188289,82388,0,0,0,0,426455,152712,68906,65947,69445,152712,1510013,1510013,1510013,1510013,218179,648380,648380,128086,0,0,0,0
171,2003.0,Book,83475,8504,74971,32681,5590,3644,3465,3653,5590,83475,83475,83475,83475,47630,59662,59662,4484,0,0,0,0,3568,1729,1371,1319,1376,1729,8504,8504,8504,8504,6598,6144,6144,1535,0,0,0,0,29113,3861,2273,2146,2277,3861,74971,74971,74971,74971,41032,53518,53518,2949,0,0,0,0
172,2003.0,BookChapter,66680,55400,11280,10065,6251,4699,4524,4712,6251,66680,66680,66680,66680,18901,43497,43497,12117,0,0,0,0,7725,5561,4350,4183,4363,5561,55400,55400,55400,55400,14805,35888,35888,11160,0,0,0,0,2340,690,349,341,349,690,11280,11280,11280,11280,4096,7609,7609,957,0,0,0,0
173,2003.0,Conference,112691,93723,18968,100159,98470,78539,75476,79250,98470,112691,112691,112691,112691,84382,110660,110660,91778,0,0,0,0,90406,90448,72299,69428,72982,90448,93723,93723,93723,93723,74722,93267,93267,83293,0,0,0,0,9753,8022,6240,6048,6268,8022,18968,18968,18968,18968,9660,17393,17393,8485,0,0,0,0
174,2003.0,Dataset,2687,2598,89,87,1,0,0,0,1,2686,2686,2686,2686,102,2617,2617,1,0,0,0,0,39,0,0,0,0,0,2598,2598,2598,2598,70,2538,2538,0,0,0,0,0,48,1,0,0,0,1,88,88,88,88,32,79,79,1,0,0,0,0
175,2003.0,Journal,1771370,1179573,591797,1345539,1226797,893352,864855,898463,1226797,1771370,1771370,1771370,1771370,1129865,1671077,1671077,918888,1771370,1453927,1771370,1771370,934023,918067,791490,767103,795684,918067,1179573,1179573,1179573,1179573,964050,1134601,1134601,882654,1179573,1104932,1179573,1179573,411516,308730,101862,97752,102779,308730,591797,591797,591797,591797,165815,536476,536476,36234,591797,348995,591797,591797
176,2003.0,Patent,1300634,967,1299667,1076531,348912,161861,135196,163053,348912,1300634,1300634,1300634,1300634,627852,1073048,1073048,412126,1015,958,1015,1015,964,936,497,436,500,936,967,967,967,967,954,966,966,962,913,910,913,913,1075567,347976,161364,134760,162553,347976,1299667,1299667,1299667,1299667,626898,1072082,1072082,411164,102,48,102,102
177,2003.0,Repository,103401,41529,61872,88729,54949,47497,45660,47678,54949,103401,103401,103401,103401,45744,95047,95047,47968,89640,18906,89640,89640,35499,33736,28320,27318,28459,33736,41529,41529,41529,41529,17988,41176,41176,27834,39792,16057,39792,39792,53230,21213,19177,18342,19219,21213,61872,61872,61872,61872,27756,53871,53871,20134,49848,2849,49848,49848
178,2003.0,Thesis,79395,4787,74608,32267,2299,544,482,552,2299,79395,79395,79395,79395,17472,47571,47571,7111,0,0,0,0,1352,61,30,30,30,61,4787,4787,4787,4787,1562,3707,3707,567,0,0,0,0,30915,2238,514,452,522,2238,74608,74608,74608,74608,15910,43864,43864,6544,0,0,0,0
179,2002.0,,1633223,256587,1376636,492420,249613,132134,126060,133181,249613,1633223,1633223,1633223,1633223,294206,766781,766781,188125,0,0,0,0,128543,117633,73124,69639,73644,117633,256587,256587,256587,256587,95333,183644,183644,81666,0,0,0,0,363877,131980,59010,56421,59537,131980,1376636,1376636,1376636,1376636,198873,583137,583137,106459,0,0,0,0
180,2002.0,Book,81794,7690,74104,32635,4892,3223,3007,3232,4892,81794,81794,81794,81794,47634,58954,58954,3733,0,0,0,0,2829,1039,791,753,794,1039,7690,7690,7690,7690,5999,5325,5325,928,0,0,0,0,29806,3853,2432,2254,2438,3853,74104,74104,74104,74104,41635,53629,53629,2805,0,0,0,0
181,2002.0,BookChapter,59456,49122,10334,7956,4827,3712,3586,3716,4827,59456,59456,59456,59456,16506,38065,38065,9989,0,0,0,0,5840,4270,3454,3338,3457,4270,49122,49122,49122,49122,12766,31300,31300,9224,0,0,0,0,2116,557,258,248,259,557,10334,10334,10334,10334,3740,6765,6765,765,0,0,0,0
182,2002.0,Conference,98027,83456,14571,87242,85274,68016,64949,68619,85274,98027,98027,98027,98027,73524,96742,96742,78387,0,0,0,0,79791,79492,63426,60616,64001,79492,83456,83456,83456,83456,65447,83030,83030,72653,0,0,0,0,7451,5782,4590,4333,4618,5782,14571,14571,14571,14571,8077,13712,13712,5734,0,0,0,0
183,2002.0,Dataset,1302,1266,36,37,0,0,0,0,0,1300,1300,1300,1300,51,1275,1275,1,0,0,0,0,24,0,0,0,0,0,1266,1266,1266,1266,45,1247,1247,0,0,0,0,0,13,0,0,0,0,0,34,34,34,34,6,28,28,1,0,0,0,0
184,2002.0,Journal,1636253,1106858,529395,1237528,1124865,820917,794122,825575,1124865,1636253,1636253,1636253,1636253,1069278,1543822,1543822,859311,1636253,1365342,1636253,1636253,879351,857984,737308,714481,741251,857984,1106858,1106858,1106858,1106858,913225,1065937,1065937,827341,1106858,1040925,1106858,1106858,358177,266881,83609,79641,84324,266881,529395,529395,529395,529395,156053,477885,477885,31970,529395,324417,529395,529395
185,2002.0,Patent,1300166,973,1299193,1049002,343811,151560,126767,152761,343811,1300166,1300166,1300166,1300166,615562,1073706,1073706,419819,1170,1016,1170,1170,968,940,476,437,479,940,973,973,973,973,957,968,968,959,917,915,917,917,1048034,342871,151084,126330,152282,342871,1299193,1299193,1299193,1299193,614605,1072738,1072738,418860,253,101,253,253
186,2002.0,Repository,92114,41083,51031,77722,49387,42185,40539,42330,49387,92114,92114,92114,92114,40578,86321,86321,45652,81801,19223,81801,81801,34174,32392,27044,26081,27154,32392,41083,41083,41083,41083,17670,40765,40765,29328,39636,16620,39636,39636,43548,16995,15141,14458,15176,16995,51031,51031,51031,51031,22908,45556,45556,16324,42165,2603,42165,42165
187,2002.0,Thesis,70947,4443,66504,26712,1835,421,361,423,1835,70947,70947,70947,70947,15595,43979,43979,5380,0,0,0,0,1070,53,31,29,31,53,4443,4443,4443,4443,1404,3588,3588,463,0,0,0,0,25642,1782,390,332,392,1782,66504,66504,66504,66504,14191,40391,40391,4917,0,0,0,0
188,2001.0,,1470279,224981,1245298,432055,219934,114916,109336,115878,219934,1470279,1470279,1470279,1470279,264395,668066,668066,159457,0,0,0,0,117537,104219,63569,60324,64077,104219,224981,224981,224981,224981,82543,159835,159835,71051,0,0,0,0,314518,115715,51347,49012,51801,115715,1245298,1245298,1245298,1245298,181852,508231,508231,88406,0,0,0,0
189,2001.0,Book,82121,7307,74814,32564,4900,3230,3064,3244,4900,82121,82121,82121,82121,47962,59838,59838,3452,0,0,0,0,2959,1214,958,916,962,1214,7307,7307,7307,7307,5681,5351,5351,1061,0,0,0,0,29605,3686,2272,2148,2282,3686,74814,74814,74814,74814,42281,54487,54487,2391,0,0,0,0
190,2001.0,BookChapter,59899,50384,9515,10096,7501,6220,6024,6234,7501,59899,59899,59899,59899,17795,39750,39750,12028,0,0,0,0,8334,6996,6000,5810,6014,6996,50384,50384,50384,50384,14245,33396,33396,11433,0,0,0,0,1762,505,220,214,220,505,9515,9515,9515,9515,3550,6354,6354,595,0,0,0,0
191,2001.0,Conference,80016,68253,11763,71738,70103,55724,53079,56300,70103,80016,80016,80016,80016,60720,78862,78862,65099,0,0,0,0,66287,65999,52431,49924,52982,65999,68253,68253,68253,68253,54522,67833,67833,60458,0,0,0,0,5451,4104,3293,3155,3318,4104,11763,11763,11763,11763,6198,11029,11029,4641,0,0,0,0
192,2001.0,Dataset,1310,1245,65,39,1,1,1,1,1,1310,1310,1310,1310,30,1273,1273,1,0,0,0,0,30,1,1,1,1,1,1245,1245,1245,1245,28,1222,1222,1,0,0,0,0,9,0,0,0,0,0,65,65,65,65,2,51,51,0,0,0,0,0
193,2001.0,Journal,1519168,1065958,453210,1140337,1054540,771679,746188,775997,1054540,1519168,1519168,1519168,1519168,1013688,1435096,1435096,809087,1519168,1284200,1519168,1519168,835036,823745,701174,679015,704838,823745,1065958,1065958,1065958,1065958,874835,1027403,1027403,780639,1065958,1001736,1065958,1065958,305301,230795,70505,67173,71159,230795,453210,453210,453210,453210,138853,407693,407693,28448,453210,282464,453210,453210
194,2001.0,Patent,1247075,1092,1245983,997624,342938,148919,124249,150064,342938,1247075,1247075,1247075,1247075,596017,1024500,1024500,405266,1482,1159,1482,1482,1091,1071,549,489,551,1071,1092,1092,1092,1092,1080,1091,1091,1088,1046,1038,1046,1046,996533,341867,148370,123760,149513,341867,1245983,1245983,1245983,1245983,594937,1023409,1023409,404178,436,121,436,436
195,2001.0,Repository,83691,38087,45604,70234,46374,38967,37504,39117,46374,83691,83691,83691,83691,36529,78344,78344,39117,74252,18210,74252,74252,30890,31316,25491,24579,25602,31316,38087,38087,38087,38087,16117,37803,37803,25900,36729,15792,36729,36729,39344,15058,13476,12925,13515,15058,45604,45604,45604,45604,20412,40541,40541,13217,37523,2418,37523,37523
196,2001.0,Thesis,63978,6341,57637,23637,1527,340,270,343,1527,63978,63978,63978,63978,14121,38900,38900,4497,0,0,0,0,806,63,30,30,31,63,6341,6341,6341,6341,1413,5134,5134,392,0,0,0,0,22831,1464,310,240,312,1464,57637,57637,57637,57637,12708,33766,33766,4105,0,0,0,0
197,2000.0,,1362270,202070,1160200,368570,188976,104491,99114,105301,188976,1362270,1362270,1362270,1362270,251925,627631,627631,142028,0,0,0,0,106050,88649,58800,55610,59238,88649,202070,202070,202070,202070,78446,145236,145236,67051,0,0,0,0,262520,100327,45691,43504,46063,100327,1160200,1160200,1160200,1160200,173479,482395,482395,74977,0,0,0,0
198,2000.0,Book,83887,6997,76890,32649,4392,2856,2680,2862,4392,83887,83887,83887,83887,49084,61412,61412,2661,0,0,0,0,2533,953,753,702,756,953,6997,6997,6997,6997,5465,5104,5104,689,0,0,0,0,30116,3439,2103,1978,2106,3439,76890,76890,76890,76890,43619,56308,56308,1972,0,0,0,0
199,2000.0,BookChapter,47436,39462,7974,6512,4237,3273,3136,3286,4237,47436,47436,47436,47436,14353,30194,30194,7995,0,0,0,0,5176,3882,3111,2979,3124,3882,39462,39462,39462,39462,11373,24903,24903,7559,0,0,0,0,1336,355,162,157,162,355,7974,7974,7974,7974,2980,5291,5291,436,0,0,0,0
200,2000.0,Conference,80531,67426,13105,70730,70951,54404,51678,54977,70951,80531,80531,80531,80531,59275,79378,79378,63991,0,0,0,0,64474,65788,50479,47951,51026,65788,67426,67426,67426,67426,52666,67098,67098,59226,0,0,0,0,6256,5163,3925,3727,3951,5163,13105,13105,13105,13105,6609,12280,12280,4765,0,0,0,0
201,2000.0,Dataset,1147,1117,30,43,0,0,0,0,0,1145,1145,1145,1145,54,1112,1112,0,0,0,0,0,31,0,0,0,0,0,1117,1117,1117,1117,49,1088,1088,0,0,0,0,0,12,0,0,0,0,0,28,28,28,28,5,24,24,0,0,0,0,0
202,2000.0,Journal,1456881,1040699,416182,1046892,984038,739042,714007,743094,984038,1456881,1456881,1456881,1456881,988189,1377217,1377217,770164,1456881,1263221,1456881,1456881,798119,790769,671126,649384,674536,790769,1040699,1040699,1040699,1040699,841863,1005761,1005761,743636,1040699,974520,1040699,1040699,248773,193269,67916,64623,68558,193269,416182,416182,416182,416182,146326,371456,371456,26528,416182,288701,416182,416182
203,2000.0,Patent,1133489,844,1132645,893024,282465,132558,110532,133521,282465,1133489,1133489,1133489,1133489,524472,925961,925961,323611,1313,892,1313,1313,843,833,419,373,421,833,844,844,844,844,838,842,842,840,807,802,807,807,892181,281632,132139,110159,133100,281632,1132645,1132645,1132645,1132645,523634,925119,925119,322771,506,90,506,506
204,2000.0,Repository,78192,35192,43000,63880,43086,35350,33938,35460,43086,78192,78192,78192,78192,32873,72617,72617,35959,69004,17768,69004,69004,27641,29387,23275,22397,23361,29387,35192,35192,35192,35192,14229,34881,34881,24051,33794,15756,33794,33794,36239,13699,12075,11541,12099,13699,43000,43000,43000,43000,18644,37736,37736,11908,35210,2012,35210,35210
205,2000.0,Thesis,58899,7678,51221,22165,1297,304,210,308,1297,58899,58899,58899,58899,13312,35428,35428,3593,0,0,0,0,756,54,29,28,29,54,7678,7678,7678,7678,1463,6188,6188,305,0,0,0,0,21409,1243,275,182,279,1243,51221,51221,51221,51221,11849,29240,29240,3288,0,0,0,0
206,1999.0,,1195609,177056,1018553,333346,161882,93416,88372,94126,161882,1195609,1195609,1195609,1195609,217623,523993,523993,118481,0,0,0,0,101814,82820,56667,53445,57044,82820,177056,177056,177056,177056,71151,128309,128309,62508,0,0,0,0,231532,79062,36749,34927,37082,79062,1018553,1018553,1018553,1018553,146472,395684,395684,55973,0,0,0,0
207,1999.0,Book,78218,5992,72226,30439,3392,2163,2028,2167,3392,78218,78218,78218,78218,45809,57246,57246,2054,0,0,0,0,1918,424,319,300,319,424,5992,5992,5992,5992,4642,4140,4140,385,0,0,0,0,28521,2968,1844,1728,1848,2968,72226,72226,72226,72226,41167,53106,53106,1669,0,0,0,0
208,1999.0,BookChapter,38578,32459,6119,4620,3060,2430,2291,2433,3060,38578,38578,38578,38578,11121,23487,23487,6559,0,0,0,0,3589,2799,2303,2168,2306,2799,32459,32459,32459,32459,9008,19579,19579,6213,0,0,0,0,1031,261,127,123,127,261,6119,6119,6119,6119,2113,3908,3908,346,0,0,0,0
209,1999.0,Conference,73041,61774,11267,63264,64587,49492,46914,50080,64587,73041,73041,73041,73041,53952,71890,71890,57320,0,0,0,0,58497,60434,46202,43799,46774,60434,61774,61774,61774,61774,47815,61308,61308,53525,0,0,0,0,4767,4153,3290,3115,3306,4153,11267,11267,11267,11267,6137,10582,10582,3795,0,0,0,0
210,1999.0,Dataset,773,750,23,36,1,1,1,1,1,773,773,773,773,48,739,739,2,0,0,0,0,33,1,1,1,1,1,750,750,750,750,44,729,729,2,0,0,0,0,3,0,0,0,0,0,23,23,23,23,4,10,10,0,0,0,0,0
211,1999.0,Journal,1318107,983391,334716,918951,867158,683764,659695,687296,867158,1318107,1318107,1318107,1318107,935127,1236490,1236490,721322,1318107,1192179,1318107,1318107,754824,733675,620515,599557,623559,733675,983391,983391,983391,983391,798643,949361,949361,697109,983391,921039,983391,983391,164127,133483,63249,60138,63737,133483,334716,334716,334716,334716,136484,287129,287129,24213,334716,271140,334716,334716
212,1999.0,Patent,1054298,620,1053678,785394,257954,122204,102283,123156,257954,1054298,1054298,1054298,1054298,486888,849987,849987,283051,1113,697,1113,1113,617,612,327,294,329,612,620,620,620,620,611,619,619,615,580,573,580,580,784777,257342,121877,101989,122827,257342,1053678,1053678,1053678,1053678,486277,849368,849368,282436,533,124,533,533
213,1999.0,Repository,69706,33067,36639,55598,39239,31194,29842,31312,39239,69706,69706,69706,69706,28168,65143,65143,33097,62240,18251,62240,62240,24901,27644,21039,20149,21139,27644,33067,33067,33067,33067,12124,32793,32793,23336,31825,16518,31825,31825,30697,11595,10155,9693,10173,11595,36639,36639,36639,36639,16044,32350,32350,9761,30415,1733,30415,30415
