,published_year,type,crossref_dois,mag_ids,mag_has_mag_type,mag_has_abstract,mag_has_affiliations,mag_has_affiliations_countrycode,mag_has_affiliations_grid,mag_has_affiliations_sourceid,mag_has_affiliations_string,mag_has_authors,mag_has_authors_sourceid,mag_has_authors_sequence,mag_has_authors_string,mag_has_citations,mag_has_fields,mag_has_fields_mag,mag_has_references,mag_has_venue,mag_has_venue_sourceid,mag_has_venue_issn,mag_has_venue_string,mag_abstract_adds_presence,mag_abstract_adds_counts,mag_affiliations_adds_presence,mag_affiliations_adds_counts,mag_affiliations_countrycode_adds_presence,mag_affiliations_countrycode_adds_counts,mag_affiliations_grid_adds_presence,mag_affiliations_grid_adds_counts,mag_affiliations_sourceid_adds_presence,mag_affiliations_sourceid_adds_counts,mag_affiliations_string_adds_presence,mag_affiliations_string_adds_counts,mag_authors_adds_presence,mag_authors_adds_counts,mag_authors_sourceid_adds_presence,mag_authors_sourceid_adds_counts,mag_authors_sequence_adds_presence,mag_authors_sequence_adds_counts,mag_authors_string_adds_presence,mag_authors_string_adds_counts,mag_citations_adds_presence,mag_citations_adds_counts,mag_fields_adds_presence,mag_fields_adds_counts,mag_fields_mag_adds_presence,mag_fields_mag_adds_counts,mag_references_adds_presence,mag_references_adds_counts,mag_venue_adds_presence,mag_venue_adds_counts,mag_venue_sourceid_adds_presence,mag_venue_sourceid_adds_counts,mag_venue_issn_adds_presence,mag_venue_issn_adds_counts,mag_venue_string_adds_presence,mag_venue_string_adds_counts,mag_referencesvsopen_adds_presence,mag_referencesvsopen_adds_counts,crossref_ids,crossref_has_crossref_type,crossref_has_abstract,crossref_has_affiliations,crossref_has_affiliations_string,crossref_has_authors,crossref_has_authors_orcid,crossref_has_authors_sequence,crossref_has_authors_string,crossref_has_citations,crossref_has_fields,crossref_has_references,crossref_has_references_open,crossref_has_venue,crossref_has_venue_issn,crossref_has_venue_string
778,1986.0,proceedings,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121,121,0,0,0,0,0,0,0,11,0,0,0,0,0,0
779,1986.0,proceedings-article,16434,15262,6668,9920,11833,8199,7356,8309,11833,15262,15262,15262,15262,9084,15101,15101,6044,1706,1706,1031,1706,9630,2,6555,6575,4644,4717,4138,4153,4702,4717,6555,6575,0,96,0,96,0,96,0,96,2003,6866,15101,0,15101,0,2318,2368,0,0,0,0,1031,13378,0,0,4275,4308,16434,16434,422,5843,5843,16173,0,16174,16173,8006,0,4830,2319,16433,867,16433
780,1986.0,proceedings-series,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
781,1986.0,reference-book,12,4,4,0,0,0,0,0,0,4,4,4,4,3,3,3,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,3,0,3,3,0,3,0,0,0,1,3,1,3,1,3,1,1,0,0,12,12,0,0,0,7,0,7,7,7,0,0,0,0,0,0
782,1986.0,report,7373,4826,810,2764,413,356,354,356,413,4826,4826,4826,4826,2010,4704,4704,569,789,789,91,789,2764,0,170,171,159,160,157,158,159,160,170,171,680,804,680,804,636,804,680,804,827,1574,4704,0,4704,0,569,569,789,4037,789,4037,91,4735,789,789,569,569,7373,7373,2,353,353,5585,28,6329,5585,1676,0,0,0,0,0,0
783,1986.0,report-series,43,6,6,6,4,4,4,4,4,6,6,6,6,6,5,5,0,6,6,0,6,6,0,4,4,4,4,4,4,4,4,4,4,6,6,6,6,6,6,6,6,2,5,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,43,43,0,0,0,31,0,32,31,29,0,0,0,43,43,43
784,1986.0,standard,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
785,1985.0,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
786,1985.0,book,4670,1686,1670,362,13,7,7,7,13,1686,1686,1686,1686,1398,1186,1186,28,102,102,98,102,360,0,13,13,7,7,7,7,7,7,13,13,956,1008,956,1008,950,1008,956,1008,189,1114,1186,0,1186,0,26,26,78,1200,78,1200,77,1220,78,78,26,26,4670,4670,6,9,9,2049,0,2168,2049,2925,0,6,6,1169,1120,1169
787,1985.0,book-chapter,84622,55198,17086,39441,31969,23186,21927,23248,31969,55198,55198,55198,55198,25267,43088,43088,32671,5157,5157,4325,5157,39441,0,31920,31921,23155,23218,21899,21900,23217,23218,31920,31921,4644,5506,4644,5506,4620,5506,4644,5506,5629,18631,43088,0,43088,0,326,1760,0,0,0,0,1327,40623,0,0,330,1764,84622,84622,0,761,761,65341,0,65768,65341,23922,0,40691,40426,84622,18317,84622
788,1985.0,component,252,12,2,1,0,0,0,0,0,12,12,12,12,7,10,10,1,2,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,4,1,4,1,0,1,4,1,6,7,10,0,10,0,1,1,2,10,2,10,2,10,2,2,1,1,252,252,0,0,0,30,0,252,30,11,0,0,0,0,0,0
789,1985.0,dataset,2539,199,2,0,2,2,2,2,2,199,199,199,199,41,165,165,4,2,2,2,2,0,0,2,2,2,2,2,2,2,2,2,2,0,1,0,1,0,1,0,1,12,23,165,0,165,0,4,4,0,0,0,0,2,197,0,0,4,4,2539,2539,0,0,0,1721,0,2235,1721,264,0,0,0,2539,0,2539
790,1985.0,journal-article,728030,579984,556001,386410,324767,254444,242182,255674,324767,579984,579984,579984,579984,430451,548625,548625,342297,554734,554734,518649,554734,348273,656,286824,287155,225566,226691,214552,214671,226556,226691,286824,287155,4352,18189,4352,18189,4267,18189,4352,18189,34251,284256,55772,46,55772,46,48952,58603,0,0,0,0,52,143,0,0,59283,68668,728030,728030,47693,51857,51857,637522,75,638480,637522,424448,635006,336439,324162,728030,727694,728030
791,1985.0,journal-issue,4813,3,0,0,1,1,1,1,1,3,3,3,3,0,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4813,4813,0,0,0,0,0,0,0,361,4300,0,0,4813,4787,4813
792,1985.0,monograph,1755,702,561,121,9,8,8,8,9,702,702,702,702,432,498,498,18,53,53,49,53,121,0,9,9,8,8,8,8,8,8,9,9,79,94,79,94,75,94,79,94,76,316,498,0,498,0,18,18,53,601,53,601,49,618,53,53,18,18,1755,1755,45,7,7,1060,1,1113,1060,784,0,5,5,92,69,92
793,1985.0,other,1867,870,67,76,20,19,19,19,20,870,870,870,870,396,857,857,252,21,21,18,21,76,0,20,20,19,19,19,19,19,19,20,20,149,150,149,150,148,150,149,150,151,348,857,0,857,0,234,234,0,0,0,0,18,146,0,0,234,234,1867,1867,0,30,30,1124,45,1221,1124,516,0,43,21,1867,1337,1867
794,1985.0,posted-content,24,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,24,24,1,18,18,24,0,24,24,6,0,0,0,0,0,0
795,1985.0,proceedings,92,1,0,1,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,92,92,0,0,0,0,0,0,0,6,0,0,0,0,0,0
796,1985.0,proceedings-article,12388,11135,5068,7110,8743,5954,5231,6021,8743,11135,11135,11135,11135,6362,11014,11014,4674,1188,1188,983,1188,6707,1,5053,5065,3502,3558,3076,3085,3549,3558,5053,5065,15,107,15,107,14,107,15,107,1316,4749,11014,0,11014,0,1149,1195,341,0,341,0,982,9581,341,341,3167,3187,12388,12388,560,4156,4156,12120,0,12121,12120,5825,0,4560,2111,12033,584,12033
797,1985.0,proceedings-series,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
798,1985.0,reference-book,8,2,0,0,0,0,0,0,0,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,0,0,2,0,2,0,0,0,0,2,0,2,0,2,0,0,0,0,8,8,0,0,0,3,0,3,3,4,0,0,0,0,0,0
799,1985.0,reference-entry,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,4,4,0,4,4,4,0,4,4,4,0,4,4,4,0,4
800,1985.0,report,6837,4627,808,2706,334,305,304,305,334,4627,4627,4627,4627,1876,4510,4510,477,762,762,77,762,2706,0,147,148,139,140,139,140,139,140,147,148,690,775,690,775,639,775,690,775,796,1497,4510,0,4510,0,477,477,762,3865,762,3865,77,4550,762,762,477,477,6837,6837,2,318,318,5196,21,5747,5196,1558,0,0,0,0,0,0
801,1985.0,report-series,31,9,9,9,9,9,9,9,9,9,9,9,9,5,4,4,1,9,9,0,9,9,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,0,4,4,0,4,0,1,1,0,0,0,0,0,0,0,0,1,1,31,31,0,0,0,19,0,19,19,17,0,0,0,31,31,31
802,1985.0,standard,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0
803,1984.0,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
804,1984.0,book,4583,1539,1522,287,8,3,3,3,8,1539,1539,1539,1539,1235,1061,1061,24,97,97,94,97,287,0,8,8,3,3,3,3,3,3,8,8,817,875,817,875,813,875,817,875,180,962,1061,0,1061,0,24,24,81,1066,81,1066,80,1078,81,81,24,24,4583,4583,10,2,2,2013,0,2146,2013,2820,0,9,9,1162,1110,1162
805,1984.0,book-chapter,85887,57871,19633,40373,33052,24062,22827,24132,33052,57871,57871,57871,57871,27029,45798,45798,34330,5268,5268,4750,5268,40373,0,33044,33045,24056,24127,22821,22822,24126,24127,33044,33045,4769,5778,4769,5778,4707,5778,4769,5778,6025,19969,45798,0,45798,0,294,1738,0,0,0,0,1305,42864,0,0,302,1746,85887,85887,79,657,657,67311,0,67814,67311,25132,0,42627,42428,85887,18761,85887
806,1984.0,component,141,18,12,3,1,1,1,1,1,18,18,18,18,6,14,14,2,2,2,2,2,3,0,1,1,1,1,1,1,1,1,1,1,11,2,11,2,0,2,11,2,5,6,14,0,14,0,2,2,2,16,2,16,2,16,2,2,2,2,141,141,0,0,0,29,0,141,29,6,0,0,0,0,0,0
807,1984.0,dataset,4510,197,5,5,2,1,1,1,2,197,197,197,197,48,164,164,6,2,2,2,2,5,0,2,2,1,1,1,1,1,1,2,2,0,0,0,0,0,0,0,0,9,18,164,0,164,0,6,6,0,0,0,0,2,195,0,0,6,6,4510,4510,0,0,0,2865,0,4248,2865,512,0,0,0,4510,0,4510
808,1984.0,journal-article,700067,553724,529033,362741,305336,237612,225966,238661,305336,553724,553724,553724,553724,410378,522511,522511,325173,527978,527978,495339,527978,326035,760,269621,269897,210649,211661,200317,200449,211518,211661,269621,269897,4217,17023,4217,17023,4166,17023,4217,17023,32992,269724,51294,43,51294,43,46776,55535,0,0,0,0,59,112,0,0,55444,63998,700067,700067,45832,49949,49949,614624,52,615495,614624,407310,612245,319783,309460,700067,699753,700067
809,1984.0,journal-issue,4585,3,1,1,0,0,0,0,0,3,3,3,3,2,2,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,3,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4585,4585,0,0,0,0,0,0,0,326,4045,0,0,4585,4562,4585
810,1984.0,monograph,1506,663,515,143,6,5,4,5,6,663,663,663,663,398,452,452,14,39,39,29,39,143,0,5,5,4,4,3,3,4,4,5,5,88,99,88,99,86,99,88,99,79,299,452,0,452,0,14,14,34,577,34,577,27,596,34,34,14,14,1506,1506,17,7,7,998,0,1060,998,718,0,8,8,103,73,103
811,1984.0,other,1932,1033,85,136,26,26,25,26,26,1033,1033,1033,1033,524,1010,1010,311,37,37,21,37,136,0,26,26,26,26,25,25,26,26,26,26,153,158,153,158,153,158,153,158,211,468,1010,0,1010,0,289,289,0,0,0,0,21,153,0,0,289,289,1932,1932,0,37,37,1279,36,1408,1279,563,0,51,30,1932,1510,1932
812,1984.0,posted-content,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,19,0,13,13,19,0,19,19,5,0,0,0,0,0,0
813,1984.0,proceedings,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,84,0,0,0,0,0,0,0,6,0,0,0,0,1,0
814,1984.0,proceedings-article,12075,11356,5247,7811,8088,5752,5063,5803,8088,11356,11356,11356,11356,6796,11266,11266,4583,1428,1428,946,1428,7382,1,4911,4924,3552,3595,3126,3132,3588,3595,4911,4924,26,116,26,116,25,116,26,116,1490,5027,11266,0,11266,0,1539,1574,0,20,0,20,946,9646,0,0,3042,3068,12075,12075,529,3723,3723,11831,0,11832,11831,5923,0,4012,2023,12054,778,12054
815,1984.0,proceedings-series,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0
816,1984.0,reference-book,9,2,0,0,0,0,0,0,0,2,2,2,2,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1,2,0,2,0,0,0,0,2,0,2,0,2,0,0,0,0,9,9,0,0,0,5,0,5,5,6,0,0,0,2,1,2
817,1984.0,reference-entry,4,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,4,4,0,4,4,4,0,4,4,4,0,4,4,4,0,4
818,1984.0,report,7141,5138,816,3398,344,283,283,283,344,5138,5138,5138,5138,2082,5052,5052,598,778,778,79,778,3398,0,153,154,139,140,139,140,139,140,153,154,666,787,666,787,627,787,666,787,883,1615,5052,0,5052,0,598,598,778,4360,778,4360,79,5059,778,778,598,598,7141,7141,3,309,309,5610,11,6059,5610,1703,0,0,0,0,0,0
819,1984.0,report-series,26,5,5,5,3,3,3,3,3,5,5,5,5,2,2,2,0,5,5,0,5,5,0,3,3,3,3,3,3,3,3,3,3,5,5,5,5,5,5,5,5,0,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,26,26,0,0,0,19,0,19,19,18,0,0,0,26,26,26
820,1984.0,standard,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0
821,1983.0,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,1,1,0,0,0,0,0,0
822,1983.0,book,4289,1513,1491,277,9,8,8,8,9,1513,1513,1513,1513,1220,1031,1031,31,94,94,89,94,275,0,9,9,8,8,8,8,8,8,9,9,812,869,812,869,809,869,812,869,180,942,1031,0,1031,0,29,29,78,1090,78,1090,74,1114,78,78,29,29,4289,4289,20,3,3,1850,0,1969,1850,2570,0,4,4,1021,972,1021
823,1983.0,book-chapter,76360,50457,17151,34278,27842,20440,19367,20519,27842,50457,50457,50457,50457,24071,40238,40238,29582,4669,4669,4296,4669,34278,0,27812,27812,20413,20492,19344,19344,20492,20492,27812,27812,4471,5662,4471,5662,4425,5662,4471,5662,5254,18008,40238,0,40238,0,324,1482,0,0,0,0,1208,37711,0,0,328,1486,76360,76360,15,714,714,59188,0,59522,59188,22495,0,37685,37456,76360,16112,76360
824,1983.0,book-part,3,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,3,0,3
825,1983.0,component,284,24,13,3,0,0,0,0,0,24,24,24,24,11,18,18,1,3,3,2,3,3,0,0,0,0,0,0,0,0,0,0,0,13,2,13,2,0,2,13,2,8,9,18,0,18,0,1,1,3,21,3,21,2,22,3,3,1,1,284,284,0,0,0,51,0,284,51,19,0,0,0,0,0,0
826,1983.0,dataset,2211,182,5,1,5,3,3,3,5,182,182,182,182,46,165,165,7,5,5,5,5,1,0,5,5,3,3,3,3,3,3,5,5,1,3,1,3,0,3,1,3,9,28,165,0,165,0,7,7,0,0,0,0,5,177,0,0,7,7,2211,2211,0,21,21,1612,0,1904,1612,240,0,0,0,2211,0,2211
827,1983.0,journal-article,668122,524256,501761,336827,288796,225097,214130,226049,288796,524256,524256,524256,524256,389332,494911,494911,308209,500818,500818,471125,500818,302644,608,253972,254234,198472,199374,188770,188877,199258,199374,253972,254234,3786,16707,3786,16707,3717,16707,3786,16707,31681,253660,48896,65,48896,65,44840,53067,0,0,0,0,76,139,0,0,53999,62013,668122,668122,43473,48165,48165,584551,69,585433,584551,385747,582971,305058,294237,668122,667768,668122
828,1983.0,journal-issue,4406,3,0,1,1,1,1,1,1,3,3,3,3,1,2,2,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4406,4406,0,0,0,0,0,0,0,310,3856,0,0,4406,4382,4406
829,1983.0,monograph,1487,614,493,104,1,0,0,0,1,614,614,614,614,394,445,445,8,31,31,28,31,104,0,1,1,0,0,0,0,0,0,1,1,78,100,78,100,78,100,78,100,73,278,445,0,445,0,8,8,28,530,28,530,26,542,28,28,8,8,1487,1487,14,2,2,915,0,979,915,667,0,8,8,100,88,100
830,1983.0,other,1949,1087,93,127,41,38,36,38,41,1087,1087,1087,1087,531,1072,1072,285,49,49,40,49,127,0,41,41,38,38,36,36,38,38,41,41,116,121,116,121,116,121,116,121,202,463,1072,0,1072,0,245,245,0,0,0,0,40,117,0,0,245,245,1949,1949,0,33,33,1429,54,1502,1429,611,0,75,50,1949,1552,1949
831,1983.0,posted-content,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,18,0,15,15,18,0,18,18,6,0,0,0,0,0,0
832,1983.0,proceedings,90,1,0,0,0,0,0,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,90,90,0,0,0,0,0,0,0,8,0,0,0,0,0,0
833,1983.0,proceedings-article,12002,11213,4632,8445,8646,5908,5191,5976,8646,11213,11213,11213,11213,6282,11137,11137,4657,889,889,698,889,7965,3,6671,6683,4504,4567,3998,4006,4559,4567,6671,6683,4,88,4,88,4,88,4,88,1379,4732,11137,0,11137,0,1428,1481,0,22,0,22,696,10108,0,0,3184,3219,12002,12002,574,2475,2475,11761,0,11762,11761,5543,0,4238,1968,11978,419,11978
834,1983.0,proceedings-series,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
835,1983.0,reference-book,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,1,0,1,1,4,0,0,0,0,0,0
836,1983.0,reference-entry,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,3,3,0,3,3,3,0,3,3,3,0,3,3,3,0,3
837,1983.0,report,6500,4596,769,3003,249,225,224,226,249,4596,4596,4596,4596,1871,4521,4521,448,736,736,71,736,3003,0,111,111,99,99,98,98,99,99,111,111,655,739,655,739,629,739,655,739,785,1462,4521,0,4521,0,448,448,736,3860,736,3860,71,4525,736,736,448,448,6500,6500,2,229,229,5065,13,5526,5065,1567,0,0,0,0,0,0
838,1983.0,report-series,26,5,5,5,4,3,3,3,4,5,5,5,5,1,0,0,0,5,5,0,5,5,0,4,4,3,3,3,3,3,3,4,4,5,5,5,5,5,5,5,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,26,0,0,0,16,0,16,16,16,0,0,0,26,26,26
839,1983.0,standard,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
840,1982.0,book,4292,1383,1362,197,9,6,6,6,9,1383,1383,1383,1383,1072,937,937,16,111,111,107,111,197,0,9,9,6,6,6,6,6,6,9,9,699,758,699,758,695,758,699,758,155,818,937,0,937,0,14,14,91,956,91,956,89,975,91,91,14,14,4292,4292,17,2,2,1867,0,1991,1867,2463,0,8,8,1071,1004,1071
841,1982.0,book-chapter,76144,49427,18896,31466,25357,18575,17540,18627,25357,49427,49427,49427,49427,22922,39476,39476,27743,4898,4898,4296,4898,31466,0,25355,25355,18574,18626,17539,17539,18626,18626,25355,25355,4265,4725,4265,4725,4206,4725,4265,4725,4932,16731,39476,0,39476,0,334,1285,0,0,0,0,895,36761,0,0,345,1296,76144,76144,4,786,786,58417,0,58900,58417,21523,0,36452,36263,76144,16934,76144
842,1982.0,component,254,12,3,1,0,0,0,0,0,12,12,12,12,7,12,12,1,3,3,1,3,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,6,7,12,0,12,0,1,1,3,9,3,9,1,11,3,3,1,1,254,254,0,0,0,45,0,254,45,17,0,0,0,0,0,0
843,1982.0,dataset,2217,162,3,0,0,0,0,0,0,162,162,162,162,35,139,139,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7,0,0,0,7,0,9,20,139,0,139,0,3,3,0,0,0,0,3,159,0,0,3,3,2217,2217,0,0,0,1510,0,1868,1510,204,0,0,0,2217,0,2217
844,1982.0,journal-article,636199,499700,478693,309464,272817,211707,201441,212584,272817,499700,499700,499700,499700,369669,470748,470748,290463,477807,477807,448277,477807,277631,730,239307,239552,185912,186703,176839,176947,186588,186703,239307,239552,4116,15707,4116,15707,4035,15707,4116,15707,29710,238330,47821,48,47821,48,41951,50024,0,0,0,0,64,103,0,0,50243,58114,636199,636199,41253,47076,47076,558020,44,558906,558020,367788,553099,288571,278629,636199,635853,636199
845,1982.0,journal-issue,4271,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4271,4271,0,0,0,0,0,0,0,286,3741,0,0,4271,4247,4271
846,1982.0,monograph,1606,690,541,90,14,10,6,10,14,690,690,690,690,437,497,497,18,38,38,33,38,89,1,14,14,10,10,6,6,10,10,14,14,78,89,78,89,76,89,78,89,82,298,497,0,497,0,17,17,38,594,38,594,33,609,38,38,17,17,1606,1606,8,5,5,970,1,1020,970,668,0,5,5,82,72,82
847,1982.0,other,1877,1104,38,88,8,5,5,5,8,1104,1104,1104,1104,537,1079,1079,259,9,9,1,9,88,0,8,8,5,5,5,5,5,5,8,8,111,109,111,109,103,109,111,109,219,480,1079,0,1079,0,258,258,0,0,0,0,0,100,0,0,258,258,1877,1877,0,37,37,1383,40,1510,1383,525,0,22,5,1877,1615,1877
848,1982.0,posted-content,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,11,0,10,10,11,0,11,11,7,0,0,0,0,0,0
849,1982.0,proceedings,79,1,0,1,0,0,0,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,79,79,0,0,0,0,0,0,0,8,0,0,0,0,0,0
850,1982.0,proceedings-article,11444,10549,4576,7020,7632,5471,4809,5519,7632,10549,10549,10549,10549,6148,10459,10459,4187,790,790,645,790,6584,7,6052,6058,4327,4369,3839,3844,4364,4369,6052,6058,10,47,10,47,10,47,10,47,1309,4549,10459,0,10459,0,1562,1592,0,135,0,135,645,9421,0,0,3030,3049,11444,11444,556,1985,1985,11225,0,11225,11225,5479,0,3643,1677,11308,499,11308
851,1982.0,reference-book,2,1,0,0,0,0,0,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,2,2,0,0,0,1,0,1,1,1,0,0,0,0,0,0
