,published_year,type,num_objects,num_dois,num_non_dois,objects_has_abstract,objects_has_affiliations,objects_has_affiliations_id_ror,objects_has_affiliations_string,objects_has_authors,objects_has_authors_id_orcid,objects_has_authors_sequence,objects_has_authors_string,objects_has_citations,objects_has_fields,objects_has_references,objects_has_venue,objects_has_venue_id_issn,objects_has_venue_string,dois_has_abstract,dois_has_affiliations,dois_has_affiliations_id_ror,dois_has_affiliations_string,dois_has_authors,dois_has_authors_id_orcid,dois_has_authors_sequence,dois_has_authors_string,dois_has_citations,dois_has_fields,dois_has_references,dois_has_venue,dois_has_venue_id_issn,dois_has_venue_string,non_dois_has_abstract,non_dois_has_affiliations,non_dois_has_affiliations_id_ror,non_dois_has_affiliations_string,non_dois_has_authors,non_dois_has_authors_id_orcid,non_dois_has_authors_sequence,non_dois_has_authors_string,non_dois_has_citations,non_dois_has_fields,non_dois_has_references,non_dois_has_venue,non_dois_has_venue_id_issn,non_dois_has_venue_string
558,2003,monograph,7424,7424,0,562,189,0,189,5304,18,5409,5304,4703,0,279,734,407,734,562,189,0,189,5304,18,5409,5304,4703,0,279,734,407,734,0,0,0,0,0,0,0,0,0,0,0,0,0,0
559,2003,other,8956,8956,0,0,54,0,54,4406,265,4559,4406,1456,0,1549,8956,1933,8956,0,54,0,54,4406,265,4559,4406,1456,0,1549,8956,1933,8956,0,0,0,0,0,0,0,0,0,0,0,0,0,0
560,2003,posted-content,242,242,0,180,15,0,15,241,0,242,241,158,0,0,0,0,0,180,15,0,15,241,0,242,241,158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
561,2003,proceedings,792,792,0,0,0,0,0,0,0,0,0,139,0,0,15,14,15,0,0,0,0,0,0,0,0,139,0,0,15,14,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0
562,2003,proceedings-article,76384,76384,0,8329,19131,0,19131,74194,1,74196,74194,37768,0,20259,76384,24768,76384,8329,19131,0,19131,74194,1,74196,74194,37768,0,20259,76384,24768,76384,0,0,0,0,0,0,0,0,0,0,0,0,0,0
563,2003,reference-book,11711,11711,0,1,0,0,0,9867,1,9867,9867,851,0,0,10990,1,10990,1,0,0,0,9867,1,9867,9867,851,0,0,10990,1,10990,0,0,0,0,0,0,0,0,0,0,0,0,0,0
564,2003,reference-entry,28759,28759,0,0,2337,0,2337,23245,0,23250,23245,2582,0,5393,28759,222,28759,0,2337,0,2337,23245,0,23250,23245,2582,0,5393,28759,222,28759,0,0,0,0,0,0,0,0,0,0,0,0,0,0
565,2003,report,13105,13105,0,181,778,7,778,11999,155,12244,11999,3341,0,45,0,0,0,181,778,7,778,11999,155,12244,11999,3341,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
566,2003,report-component,8,8,0,0,0,0,0,8,3,8,8,4,0,0,8,8,8,0,0,0,0,8,3,8,8,4,0,0,8,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
567,2003,report-series,420,420,0,12,0,0,0,198,0,198,198,217,0,0,420,420,420,12,0,0,0,198,0,198,198,217,0,0,420,420,420,0,0,0,0,0,0,0,0,0,0,0,0,0,0
568,2003,standard,17,17,0,0,0,0,0,0,0,9,0,4,0,3,0,0,0,0,0,0,0,0,0,9,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
569,2002,,17,17,0,0,0,0,0,13,0,13,13,0,0,0,0,0,0,0,0,0,0,13,0,13,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
570,2002,book,14171,14171,0,451,249,0,249,7214,9,7908,7214,10103,0,157,3040,2740,3040,451,249,0,249,7214,9,7908,7214,10103,0,157,3040,2740,3040,0,0,0,0,0,0,0,0,0,0,0,0,0,0
571,2002,book-chapter,248499,248499,0,3247,3773,0,3773,141583,54,142739,141583,54765,0,87990,248499,46102,248499,3247,3773,0,3773,141583,54,142739,141583,54765,0,87990,248499,46102,248499,0,0,0,0,0,0,0,0,0,0,0,0,0,0
572,2002,book-part,61,61,0,0,0,0,0,6,0,6,6,2,0,0,61,0,61,0,0,0,0,6,0,6,6,2,0,0,61,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0
573,2002,book-section,356,356,0,15,0,0,0,14,0,14,14,0,0,210,356,0,356,15,0,0,0,14,0,14,14,0,0,210,356,0,356,0,0,0,0,0,0,0,0,0,0,0,0,0,0
574,2002,component,3874,3874,0,0,107,0,107,3397,0,3874,3397,136,0,0,0,0,0,0,107,0,107,3397,0,3874,3397,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
575,2002,dataset,19373,19373,0,0,7410,0,7410,14336,712,17080,14336,1243,0,0,19373,0,19373,0,7410,0,7410,14336,712,17080,14336,1243,0,0,19373,0,19373,0,0,0,0,0,0,0,0,0,0,0,0,0,0
576,2002,edited-book,77,77,0,10,4,0,4,47,0,47,47,37,0,3,4,3,4,10,4,0,4,47,0,47,47,37,0,3,4,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
577,2002,grant,1748,1748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
578,2002,journal-article,1386871,1386871,0,137371,196111,5,196111,1240992,1145,1243029,1240992,939329,1271823,719847,1386871,1385571,1386871,137371,196111,5,196111,1240992,1145,1243029,1240992,939329,1271823,719847,1386871,1385571,1386871,0,0,0,0,0,0,0,0,0,0,0,0,0,0
579,2002,journal-issue,11067,11067,0,0,0,0,0,23,0,23,23,1069,10101,0,11067,11005,11067,0,0,0,0,23,0,23,23,1069,10101,0,11067,11005,11067,0,0,0,0,0,0,0,0,0,0,0,0,0,0
580,2002,monograph,6531,6531,0,434,169,0,169,5044,20,5145,5044,4298,0,187,914,377,914,434,169,0,169,5044,20,5145,5044,4298,0,187,914,377,914,0,0,0,0,0,0,0,0,0,0,0,0,0,0
581,2002,other,9279,9279,0,0,109,0,109,5730,265,5812,5730,1399,0,3599,9279,1852,9279,0,109,0,109,5730,265,5812,5730,1399,0,3599,9279,1852,9279,0,0,0,0,0,0,0,0,0,0,0,0,0,0
582,2002,posted-content,130,130,0,81,13,0,13,130,0,130,130,76,0,0,0,0,0,81,13,0,13,130,0,130,130,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
583,2002,proceedings,746,746,0,0,0,0,0,0,0,0,0,107,0,0,18,21,18,0,0,0,0,0,0,0,0,107,0,0,18,21,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0
584,2002,proceedings-article,62053,62053,0,7694,17824,0,17824,60306,2,60316,60306,30688,0,14220,62053,21152,62053,7694,17824,0,17824,60306,2,60316,60306,30688,0,14220,62053,21152,62053,0,0,0,0,0,0,0,0,0,0,0,0,0,0
585,2002,reference-book,8222,8222,0,1,0,0,0,7219,0,7219,7219,579,0,0,7600,0,7600,1,0,0,0,7219,0,7219,7219,579,0,0,7600,0,7600,0,0,0,0,0,0,0,0,0,0,0,0,0,0
586,2002,reference-entry,9472,9472,0,0,249,0,249,5755,0,5757,5755,1158,0,2239,9472,182,9472,0,249,0,249,5755,0,5757,5755,1158,0,2239,9472,182,9472,0,0,0,0,0,0,0,0,0,0,0,0,0,0
587,2002,report,12741,12741,0,175,844,8,844,11692,182,11962,11692,3231,0,72,0,0,0,175,844,8,844,11692,182,11962,11692,3231,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
588,2002,report-component,18,18,0,0,0,0,0,15,5,18,15,8,0,0,18,18,18,0,0,0,0,15,5,18,15,8,0,0,18,18,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0
589,2002,report-series,362,362,0,1,1,0,1,172,0,172,172,189,0,0,362,362,362,1,1,0,1,172,0,172,172,189,0,0,362,362,362,0,0,0,0,0,0,0,0,0,0,0,0,0,0
590,2002,standard,23,23,0,0,0,0,0,0,0,19,0,5,0,1,0,0,0,0,0,0,0,0,0,19,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
591,2001,,38,38,0,0,0,0,0,15,0,15,15,7,0,0,0,0,0,0,0,0,0,15,0,15,15,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
592,2001,book,10889,10889,0,446,228,0,228,5206,9,5951,5206,7865,0,128,2604,2516,2604,446,228,0,228,5206,9,5951,5206,7865,0,128,2604,2516,2604,0,0,0,0,0,0,0,0,0,0,0,0,0,0
593,2001,book-chapter,222644,222644,0,2813,2914,0,2914,143944,21,144919,143944,55551,0,87130,222644,45399,222644,2813,2914,0,2914,143944,21,144919,143944,55551,0,87130,222644,45399,222644,0,0,0,0,0,0,0,0,0,0,0,0,0,0
594,2001,book-part,44,44,0,0,0,0,0,0,0,0,0,4,0,19,44,0,44,0,0,0,0,0,0,0,0,4,0,19,44,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0
595,2001,book-section,264,264,0,17,0,0,0,17,0,17,17,2,0,175,264,0,264,17,0,0,0,17,0,17,17,2,0,175,264,0,264,0,0,0,0,0,0,0,0,0,0,0,0,0,0
596,2001,component,3782,3782,0,0,88,0,88,3047,0,3782,3047,166,0,0,0,0,0,0,88,0,88,3047,0,3782,3047,166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
597,2001,dataset,12964,12964,0,0,2604,0,2604,9008,198,10994,9008,1084,0,0,12964,0,12964,0,2604,0,2604,9008,198,10994,9008,1084,0,0,12964,0,12964,0,0,0,0,0,0,0,0,0,0,0,0,0,0
598,2001,edited-book,55,55,0,4,1,0,1,35,0,35,35,32,0,1,0,0,0,4,1,0,1,35,0,35,35,32,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
599,2001,grant,1520,1520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
600,2001,journal-article,1339571,1339571,0,132455,183646,0,183646,1208420,751,1210123,1208420,897771,1235321,691852,1339571,1338169,1339571,132455,183646,0,183646,1208420,751,1210123,1208420,897771,1235321,691852,1339571,1338169,1339571,0,0,0,0,0,0,0,0,0,0,0,0,0,0
601,2001,journal-issue,10389,10389,0,0,0,0,0,24,1,24,24,908,9502,0,10389,10348,10389,0,0,0,0,24,1,24,24,908,9502,0,10389,10348,10389,0,0,0,0,0,0,0,0,0,0,0,0,0,0
602,2001,monograph,5370,5370,0,512,180,0,180,4106,7,4192,4106,3582,0,118,364,309,364,512,180,0,180,4106,7,4192,4106,3582,0,118,364,309,364,0,0,0,0,0,0,0,0,0,0,0,0,0,0
603,2001,other,9032,9032,0,0,134,0,134,5045,226,5123,5045,1919,0,3705,9032,2048,9032,0,134,0,134,5045,226,5123,5045,1919,0,3705,9032,2048,9032,0,0,0,0,0,0,0,0,0,0,0,0,0,0
604,2001,posted-content,88,88,0,14,19,0,19,88,0,88,88,25,0,0,0,0,0,14,19,0,19,88,0,88,88,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
605,2001,proceedings,680,680,0,0,0,0,0,0,0,0,0,103,0,0,11,11,11,0,0,0,0,0,0,0,0,103,0,0,11,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0
606,2001,proceedings-article,58464,58464,0,5610,13934,0,13934,56973,0,56973,56973,27017,0,13680,58464,22150,58464,5610,13934,0,13934,56973,0,56973,56973,27017,0,13680,58464,22150,58464,0,0,0,0,0,0,0,0,0,0,0,0,0,0
607,2001,reference-book,21513,21513,0,2,0,0,0,18949,0,18951,18949,1155,0,0,21038,3,21038,2,0,0,0,18949,0,18951,18949,1155,0,0,21038,3,21038,0,0,0,0,0,0,0,0,0,0,0,0,0,0
608,2001,reference-entry,14059,14059,0,0,26,0,26,12970,0,12977,12970,1201,0,3591,14059,166,14059,0,26,0,26,12970,0,12977,12970,1201,0,3591,14059,166,14059,0,0,0,0,0,0,0,0,0,0,0,0,0,0
609,2001,report,12776,12776,0,142,1121,18,1121,11731,135,12019,11731,3029,0,21,0,0,0,142,1121,18,1121,11731,135,12019,11731,3029,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
610,2001,report-component,22,22,0,0,0,0,0,22,15,22,22,5,0,0,22,22,22,0,0,0,0,22,15,22,22,5,0,0,22,22,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0
611,2001,report-series,346,346,0,1,0,0,0,149,0,149,149,174,0,0,346,346,346,1,0,0,0,149,0,149,149,174,0,0,346,346,346,0,0,0,0,0,0,0,0,0,0,0,0,0,0
612,2001,standard,22,22,0,0,0,0,0,0,0,16,0,1,0,4,0,0,0,0,0,0,0,0,0,16,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
613,2000,,10,10,0,0,0,0,0,5,0,5,5,4,0,0,0,0,0,0,0,0,0,5,0,5,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
614,2000,book,10557,10557,0,386,162,0,162,5133,6,5771,5133,7674,0,82,2451,2356,2451,386,162,0,162,5133,6,5771,5133,7674,0,82,2451,2356,2451,0,0,0,0,0,0,0,0,0,0,0,0,0,0
615,2000,book-chapter,222025,222025,0,1666,2587,0,2587,148239,46,149252,148239,50516,0,77102,222025,40615,222025,1666,2587,0,2587,148239,46,149252,148239,50516,0,77102,222025,40615,222025,0,0,0,0,0,0,0,0,0,0,0,0,0,0
616,2000,book-part,18,18,0,0,0,0,0,0,0,0,0,3,0,0,18,0,18,0,0,0,0,0,0,0,0,3,0,0,18,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0
617,2000,book-section,147,147,0,3,0,0,0,2,0,3,2,0,0,86,147,0,147,3,0,0,0,2,0,3,2,0,0,86,147,0,147,0,0,0,0,0,0,0,0,0,0,0,0,0,0
618,2000,component,3259,3259,0,0,87,0,87,2884,0,3259,2884,118,0,0,0,0,0,0,87,0,87,2884,0,3259,2884,118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
619,2000,database,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
620,2000,dataset,100695,100695,0,0,0,0,0,6223,1,8514,6223,1533,0,0,100695,0,100695,0,0,0,0,6223,1,8514,6223,1533,0,0,100695,0,100695,0,0,0,0,0,0,0,0,0,0,0,0,0,0
621,2000,edited-book,56,56,0,4,1,0,1,33,0,33,33,25,0,0,3,2,3,4,1,0,1,33,0,33,33,25,0,0,3,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
622,2000,grant,1278,1278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
623,2000,journal-article,1346060,1346060,0,130080,179433,0,179433,1174730,650,1177289,1174730,866607,1195681,664055,1346060,1344956,1346060,130080,179433,0,179433,1174730,650,1177289,1174730,866607,1195681,664055,1346060,1344956,1346060,0,0,0,0,0,0,0,0,0,0,0,0,0,0
624,2000,journal-issue,9005,9005,0,0,1,0,1,15,1,15,15,772,8240,2,9005,8965,9005,0,1,0,1,15,1,15,15,772,8240,2,9005,8965,9005,0,0,0,0,0,0,0,0,0,0,0,0,0,0
625,2000,monograph,11408,11408,0,390,182,0,182,3854,10,3932,3854,3552,0,21,323,287,323,390,182,0,182,3854,10,3932,3854,3552,0,21,323,287,323,0,0,0,0,0,0,0,0,0,0,0,0,0,0
626,2000,other,5798,5798,0,0,39,0,39,2506,267,2572,2506,1251,0,785,5798,1978,5798,0,39,0,39,2506,267,2572,2506,1251,0,785,5798,1978,5798,0,0,0,0,0,0,0,0,0,0,0,0,0,0
627,2000,posted-content,43,43,0,0,25,0,25,43,1,43,43,13,0,0,0,0,0,0,25,0,25,43,1,43,43,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
628,2000,proceedings,750,750,0,0,0,0,0,0,0,0,0,122,0,0,18,18,18,0,0,0,0,0,0,0,0,122,0,0,18,18,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0
629,2000,proceedings-article,53857,53857,0,5489,13121,0,13121,52253,18,52255,52253,26432,0,13923,53857,20916,53857,5489,13121,0,13121,52253,18,52255,52253,26432,0,13923,53857,20916,53857,0,0,0,0,0,0,0,0,0,0,0,0,0,0
630,2000,reference-book,17477,17477,0,6,0,0,0,17163,0,17166,17163,681,0,0,17013,1,17013,6,0,0,0,17163,0,17166,17163,681,0,0,17013,1,17013,0,0,0,0,0,0,0,0,0,0,0,0,0,0
631,2000,reference-entry,3386,3386,0,0,297,0,297,3345,0,3347,3345,1124,0,1515,3386,149,3386,0,297,0,297,3345,0,3347,3345,1124,0,1515,3386,149,3386,0,0,0,0,0,0,0,0,0,0,0,0,0,0
632,2000,report,17803,17803,0,120,596,6,596,16736,95,17058,16736,3281,0,18,0,0,0,120,596,6,596,16736,95,17058,16736,3281,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
633,2000,report-component,18,18,0,0,0,0,0,17,4,18,17,10,0,0,18,18,18,0,0,0,0,17,4,18,17,10,0,0,18,18,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0
634,2000,report-series,354,354,0,2,0,0,0,144,0,144,144,170,0,0,354,354,354,2,0,0,0,144,0,144,144,170,0,0,354,354,354,0,0,0,0,0,0,0,0,0,0,0,0,0,0
635,2000,standard,70,70,0,0,0,0,0,0,0,67,0,4,0,0,0,0,0,0,0,0,0,0,0,67,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
636,1999,,5,5,0,0,0,0,0,4,0,4,4,1,0,0,0,0,0,0,0,0,0,4,0,4,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
637,1999,book,10500,10500,0,291,117,0,117,5745,4,6285,5745,7539,0,71,3206,3105,3206,291,117,0,117,5745,4,6285,5745,7539,0,71,3206,3105,3206,0,0,0,0,0,0,0,0,0,0,0,0,0,0
638,1999,book-chapter,168761,168761,0,1298,1681,0,1681,114567,20,115505,114567,44166,0,68718,168761,37345,168761,1298,1681,0,1681,114567,20,115505,114567,44166,0,68718,168761,37345,168761,0,0,0,0,0,0,0,0,0,0,0,0,0,0
639,1999,book-part,15,15,0,0,0,0,0,0,0,0,0,1,0,0,15,0,15,0,0,0,0,0,0,0,0,1,0,0,15,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0
640,1999,book-section,86,86,0,2,0,0,0,1,0,1,1,0,0,63,86,0,86,2,0,0,0,1,0,1,1,0,0,63,86,0,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0
641,1999,component,2941,2941,0,0,61,0,61,2514,0,2941,2514,115,0,0,0,0,0,0,61,0,61,2514,0,2941,2514,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
642,1999,dataset,8006,8006,0,0,0,0,0,5089,0,6553,5089,796,0,0,8006,0,8006,0,0,0,0,5089,0,6553,5089,796,0,0,8006,0,8006,0,0,0,0,0,0,0,0,0,0,0,0,0,0
643,1999,edited-book,82,82,0,3,0,0,0,43,0,43,43,41,0,1,1,0,1,3,0,0,0,43,0,43,43,41,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
644,1999,grant,592,592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
645,1999,journal-article,1217133,1217133,0,122992,162618,11,162618,1092201,502,1093547,1092201,816060,1128268,612666,1217133,1216113,1217133,122992,162618,11,162618,1092201,502,1093547,1092201,816060,1128268,612666,1217133,1216113,1217133,0,0,0,0,0,0,0,0,0,0,0,0,0,0
646,1999,journal-issue,8204,8204,0,0,0,0,0,1,0,1,1,718,7484,0,8204,8169,8204,0,0,0,0,1,0,1,1,718,7484,0,8204,8169,8204,0,0,0,0,0,0,0,0,0,0,0,0,0,0
647,1999,monograph,4311,4311,0,344,194,0,194,3192,9,3266,3192,2773,0,10,311,298,311,344,194,0,194,3192,9,3266,3192,2773,0,10,311,298,311,0,0,0,0,0,0,0,0,0,0,0,0,0,0
648,1999,other,4858,4858,0,0,115,0,115,2201,201,2338,2201,1061,0,392,4858,1987,4858,0,115,0,115,2201,201,2338,2201,1061,0,392,4858,1987,4858,0,0,0,0,0,0,0,0,0,0,0,0,0,0
649,1999,posted-content,52,52,0,1,21,0,21,51,1,51,51,10,0,0,0,0,0,1,21,0,21,51,1,51,51,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
650,1999,proceedings,643,643,0,0,0,0,0,0,0,0,0,81,0,0,11,11,11,0,0,0,0,0,0,0,0,81,0,0,11,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0
651,1999,proceedings-article,56141,56141,0,4430,9165,0,9165,54205,1,54226,54205,27971,0,17552,56141,18557,56141,4430,9165,0,9165,54205,1,54226,54205,27971,0,17552,56141,18557,56141,0,0,0,0,0,0,0,0,0,0,0,0,0,0
652,1999,reference-book,268,268,0,0,1,0,1,166,0,168,166,179,0,0,40,1,40,0,1,0,1,166,0,168,166,179,0,0,40,1,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0
653,1999,reference-entry,2259,2259,0,0,13,0,13,2253,0,2255,2253,551,0,1541,2259,62,2259,0,13,0,13,2253,0,2255,2253,551,0,1541,2259,62,2259,0,0,0,0,0,0,0,0,0,0,0,0,0,0
654,1999,report,12433,12433,0,94,602,8,602,11037,118,11564,11037,2855,0,21,0,0,0,94,602,8,602,11037,118,11564,11037,2855,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
655,1999,report-component,14,14,0,0,0,0,0,13,5,13,13,5,0,0,14,14,14,0,0,0,0,13,5,13,13,5,0,0,14,14,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0
656,1999,report-series,287,287,0,1,0,0,0,108,0,108,108,135,0,0,287,287,287,1,0,0,0,108,0,108,108,135,0,0,287,287,287,0,0,0,0,0,0,0,0,0,0,0,0,0,0
657,1999,standard,62,62,0,0,0,0,0,0,0,58,0,1,0,2,0,0,0,0,0,0,0,0,0,58,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
658,1998,,10,10,0,0,0,0,0,6,0,6,6,2,0,0,0,0,0,0,0,0,0,6,0,6,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
659,1998,book,9152,9152,0,304,123,0,123,4768,5,5313,4768,6604,0,60,2115,2033,2115,304,123,0,123,4768,5,5313,4768,6604,0,60,2115,2033,2115,0,0,0,0,0,0,0,0,0,0,0,0,0,0
660,1998,book-chapter,166604,166604,0,2038,1899,0,1899,117129,10,118248,117129,43582,0,70419,166604,35363,166604,2038,1899,0,1899,117129,10,118248,117129,43582,0,70419,166604,35363,166604,0,0,0,0,0,0,0,0,0,0,0,0,0,0
661,1998,book-part,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
662,1998,book-section,81,81,0,3,0,0,0,3,0,3,3,0,0,64,81,0,81,3,0,0,0,3,0,3,3,0,0,64,81,0,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0
663,1998,component,2392,2392,0,0,55,0,55,2196,0,2392,2196,68,0,0,0,0,0,0,55,0,55,2196,0,2392,2196,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
664,1998,dataset,13012,13012,0,0,1,0,1,3388,0,11817,3388,921,0,0,13012,0,13012,0,1,0,1,3388,0,11817,3388,921,0,0,13012,0,13012,0,0,0,0,0,0,0,0,0,0,0,0,0,0
665,1998,edited-book,86,86,0,6,0,0,0,51,0,51,51,38,0,0,3,2,3,6,0,0,0,51,0,51,51,38,0,0,3,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
666,1998,grant,436,436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
667,1998,journal-article,1202428,1202428,0,115290,153721,2,153721,1078010,431,1079387,1078010,791150,1116712,576564,1202428,1201161,1202428,115290,153721,2,153721,1078010,431,1079387,1078010,791150,1116712,576564,1202428,1201161,1202428,0,0,0,0,0,0,0,0,0,0,0,0,0,0
668,1998,journal-issue,8441,8441,0,0,0,0,0,1,0,1,1,784,7828,1,8441,8402,8441,0,0,0,0,1,0,1,1,784,7828,1,8441,8402,8441,0,0,0,0,0,0,0,0,0,0,0,0,0,0
669,1998,monograph,3960,3960,0,304,187,0,187,2966,10,3066,2966,2634,0,13,276,236,276,304,187,0,187,2966,10,3066,2966,2634,0,13,276,236,276,0,0,0,0,0,0,0,0,0,0,0,0,0,0
670,1998,other,4162,4162,0,0,116,0,116,1729,262,1796,1729,906,0,316,4162,1840,4162,0,116,0,116,1729,262,1796,1729,906,0,316,4162,1840,4162,0,0,0,0,0,0,0,0,0,0,0,0,0,0
671,1998,posted-content,131,131,0,0,28,0,28,131,1,131,131,14,0,0,0,0,0,0,28,0,28,131,1,131,131,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
672,1998,proceedings,638,638,0,0,0,0,0,0,0,0,0,87,0,0,11,12,11,0,0,0,0,0,0,0,0,87,0,0,11,12,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0
673,1998,proceedings-article,45692,45692,0,4941,10028,0,10028,44372,0,44376,44372,22245,0,10871,45692,18979,45692,4941,10028,0,10028,44372,0,44376,44372,22245,0,10871,45692,18979,45692,0,0,0,0,0,0,0,0,0,0,0,0,0,0
674,1998,reference-book,181,181,0,0,0,0,0,112,0,112,112,134,0,0,4,2,4,0,0,0,0,112,0,112,112,134,0,0,4,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
675,1998,reference-entry,271,271,0,0,20,0,20,270,0,271,270,129,0,102,271,30,271,0,20,0,20,270,0,271,270,129,0,102,271,30,271,0,0,0,0,0,0,0,0,0,0,0,0,0,0
676,1998,report,12541,12541,0,91,623,11,623,10511,110,11777,10511,2984,0,14,0,0,0,91,623,11,623,10511,110,11777,10511,2984,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
677,1998,report-component,12,12,0,0,0,0,0,10,7,12,10,6,0,0,12,12,12,0,0,0,0,10,7,12,10,6,0,0,12,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
678,1998,report-series,273,273,0,2,1,1,1,117,0,117,117,149,0,0,273,273,273,2,1,1,1,117,0,117,117,149,0,0,273,273,273,0,0,0,0,0,0,0,0,0,0,0,0,0,0
679,1998,standard,51,51,0,0,0,0,0,0,0,47,0,2,0,2,0,0,0,0,0,0,0,0,0,47,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
680,1997,,9,9,0,0,0,0,0,7,0,7,7,1,0,0,0,0,0,0,0,0,0,7,0,7,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
681,1997,book,8489,8489,0,198,94,0,94,4492,1,4718,4492,6182,0,39,1903,1795,1903,198,94,0,94,4492,1,4718,4492,6182,0,39,1903,1795,1903,0,0,0,0,0,0,0,0,0,0,0,0,0,0
682,1997,book-chapter,153735,153735,0,652,1506,0,1506,111286,5,112022,111286,41731,0,66169,153735,33340,153735,652,1506,0,1506,111286,5,112022,111286,41731,0,66169,153735,33340,153735,0,0,0,0,0,0,0,0,0,0,0,0,0,0
