,published_year,type,num_objects,num_dois,num_non_dois,objects_has_abstract,objects_has_affiliations,objects_has_affiliations_id_countrycode,objects_has_affiliations_id_ror,objects_has_affiliations_id_source,objects_has_affiliations_string,objects_has_authors,objects_has_authors_id_orcid,objects_has_authors_id_source,objects_has_authors_sequence,objects_has_authors_string,objects_has_citations,objects_has_fields,objects_has_funders,objects_has_funders_id_source,objects_has_funders_string,objects_has_references,objects_has_venue,objects_has_venue_id_issn,objects_has_venue_id_issnl,objects_has_venue_id_source,objects_has_venue_string,dois_has_abstract,dois_has_affiliations,dois_has_affiliations_id_countrycode,dois_has_affiliations_id_ror,dois_has_affiliations_id_source,dois_has_affiliations_string,dois_has_authors,dois_has_authors_id_orcid,dois_has_authors_id_source,dois_has_authors_sequence,dois_has_authors_string,dois_has_citations,dois_has_fields,dois_has_funders,dois_has_funders_id_source,dois_has_funders_string,dois_has_references,dois_has_venue,dois_has_venue_id_issn,dois_has_venue_id_issnl,dois_has_venue_id_source,dois_has_venue_string,non_dois_has_abstract,non_dois_has_affiliations,non_dois_has_affiliations_id_countrycode,non_dois_has_affiliations_id_ror,non_dois_has_affiliations_id_source,non_dois_has_affiliations_string,non_dois_has_authors,non_dois_has_authors_id_orcid,non_dois_has_authors_id_source,non_dois_has_authors_sequence,non_dois_has_authors_string,non_dois_has_citations,non_dois_has_fields,non_dois_has_funders,non_dois_has_funders_id_source,non_dois_has_funders_string,non_dois_has_references,non_dois_has_venue,non_dois_has_venue_id_issn,non_dois_has_venue_id_issnl,non_dois_has_venue_id_source,non_dois_has_venue_string
418,2004,letter,1003,875,128,280,517,517,517,517,517,931,501,931,931,931,463,1003,0,0,0,509,912,881,881,912,912,259,506,506,506,506,506,803,436,803,803,803,452,875,0,0,0,497,868,853,853,868,868,21,11,11,11,11,11,128,65,128,128,128,11,128,0,0,0,12,44,28,28,44,44
419,2004,other,24731,21952,2779,13084,6436,6436,6436,6436,6436,17500,7513,17500,17500,17500,5244,24728,0,0,0,6262,10743,2104,2104,10743,10743,12836,5372,5372,5372,5372,5372,15571,6953,15571,15571,15571,5080,21952,0,0,0,6203,8059,2104,2104,8059,8059,248,1064,1064,1064,1064,1064,1929,560,1929,1929,1929,164,2776,0,0,0,59,2684,0,0,2684,2684
420,2004,paratext,36406,35198,1208,3092,639,639,639,639,639,6572,4829,6572,6572,6572,2343,36352,0,0,0,413,30648,25430,25430,30648,30648,2572,406,406,406,406,406,5371,4250,5371,5371,5371,2150,35197,0,0,0,249,29506,25420,25420,29506,29506,520,233,233,233,233,233,1201,579,1201,1201,1201,193,1155,0,0,0,164,1142,10,10,1142,1142
421,2004,proceedings-series,9,9,0,2,0,0,0,0,0,4,1,4,4,4,3,9,0,0,0,0,1,0,0,1,1,2,0,0,0,0,0,4,1,4,4,4,3,9,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
422,2004,reference-entry,94494,94494,0,18117,1577,1577,1577,1577,1577,8037,2164,8037,8037,8037,1852,94485,0,0,0,16778,92903,684,684,92903,92903,18117,1577,1577,1577,1577,1577,8037,2164,8037,8037,8037,1852,94485,0,0,0,16778,92903,684,684,92903,92903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
423,2004,report,13279,12544,735,9212,2187,2187,2187,2187,2187,12776,4908,12776,12776,12776,4501,13278,32,32,32,3157,776,1,1,776,776,9076,1678,1678,1678,1678,1678,12041,4661,12041,12041,12041,4446,12544,32,32,32,3122,57,1,1,57,57,136,509,509,509,509,509,735,247,735,735,735,55,734,0,0,0,35,719,0,0,719,719
424,2004,standard,8,8,0,0,0,0,0,0,0,1,0,1,1,1,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
425,2003,article,3803245,1812754,1990491,2076358,1428111,1428097,1428111,1428111,1428111,3654201,1633269,3654201,3654201,3654201,1482833,3802995,7087,7087,7087,1266888,3017102,1830556,1830556,3017102,3017102,1274074,1112253,1112252,1112253,1112253,1112253,1669876,1011004,1669876,1669876,1669876,1195254,1812626,7087,7087,7087,1112389,1609371,1533571,1533571,1609371,1609371,802284,315858,315845,315858,315858,315858,1984325,622265,1984325,1984325,1984325,287579,1990369,0,0,0,154499,1407731,296985,296985,1407731,1407731
426,2003,book,97917,33356,64561,30839,5049,5049,5049,5049,5049,91718,19514,91718,91718,91718,44871,97904,0,0,0,3487,52367,2164,2164,52367,52367,8747,2292,2292,2292,2292,2292,27163,6816,27163,27163,27163,16645,33353,0,0,0,1446,24422,2120,2120,24422,24422,22092,2757,2757,2757,2757,2757,64555,12698,64555,64555,64555,28226,64551,0,0,0,2041,27945,44,44,27945,27945
427,2003,book-chapter,298637,283522,15115,80629,76459,76459,76459,76459,76459,224833,89780,224833,224833,224833,84940,298618,35,35,35,97096,247520,27923,27923,247520,247520,78189,73900,73900,73900,73900,73900,209724,84856,209724,209724,209724,81979,283512,35,35,35,96204,236185,27699,27699,236185,236185,2440,2559,2559,2559,2559,2559,15109,4924,15109,15109,15109,2961,15106,0,0,0,892,11335,224,224,11335,11335
428,2003,book-part,16,16,0,0,0,0,0,0,0,0,0,0,0,0,3,16,0,0,0,1,16,0,0,16,16,0,0,0,0,0,0,0,0,0,0,0,3,16,0,0,0,1,16,0,0,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
429,2003,book-series,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8,0,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8,0,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
430,2003,dataset,123532,123449,83,2675,102540,102540,102540,102540,102540,116648,106453,116648,116648,116648,1616,123524,0,0,0,91204,119827,1,1,119827,119827,2631,102540,102540,102540,102540,102540,116566,106429,116566,116566,116566,1601,123441,0,0,0,91203,119826,1,1,119826,119826,44,0,0,0,0,0,82,24,82,82,82,15,83,0,0,0,1,1,0,0,1,1
431,2003,dissertation,71358,3610,67748,28561,1824,1822,1824,1824,1824,71351,12106,71351,71351,71351,12172,71353,0,0,0,6852,4833,50,50,4833,4833,1250,30,30,30,30,30,3610,782,3610,3610,3610,914,3610,0,0,0,503,76,1,1,76,76,27311,1794,1792,1794,1794,1794,67741,11324,67741,67741,67741,11258,67743,0,0,0,6349,4757,49,49,4757,4757
432,2003,editorial,5394,5136,258,1315,1220,1220,1220,1220,1220,4389,1678,4389,4389,4389,1127,5394,0,0,0,613,5302,5153,5153,5302,5302,1283,1182,1182,1182,1182,1182,4131,1595,4131,4131,4131,1084,5136,0,0,0,597,5125,5053,5053,5125,5125,32,38,38,38,38,38,258,83,258,258,258,43,258,0,0,0,16,177,100,100,177,177
433,2003,erratum,3486,3232,254,727,1077,1077,1077,1077,1077,2166,1482,2166,2166,2166,1080,3486,0,0,0,254,3411,3379,3379,3411,3411,719,994,994,994,994,994,1913,1286,1913,1913,1913,1024,3232,0,0,0,251,3215,3196,3196,3215,3215,8,83,83,83,83,83,253,196,253,253,253,56,254,0,0,0,3,196,183,183,196,196
434,2003,grant,3103,3103,0,71,0,0,0,0,0,0,0,0,0,0,3,3103,0,0,0,0,0,0,0,0,0,71,0,0,0,0,0,0,0,0,0,0,3,3103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
435,2003,letter,885,725,160,252,323,323,323,323,323,805,326,805,805,805,305,885,0,0,0,312,790,750,750,790,790,244,311,311,311,311,311,647,254,647,647,647,301,725,0,0,0,303,723,706,706,723,723,8,12,12,12,12,12,158,72,158,158,158,4,160,0,0,0,9,67,44,44,67,67
436,2003,other,24020,21052,2968,14113,7499,7499,7499,7499,7499,16973,6171,16973,16973,16973,5584,24018,0,0,0,7773,10577,4279,4279,10577,10577,13895,6678,6678,6678,6678,6678,15050,5730,15050,15050,15050,5396,21052,0,0,0,7735,7663,4279,4279,7663,7663,218,821,821,821,821,821,1923,441,1923,1923,1923,188,2966,0,0,0,38,2914,0,0,2914,2914
437,2003,paratext,33300,32174,1126,2900,409,409,409,409,409,5397,3708,5397,5397,5397,1863,33245,0,0,0,373,28643,23839,23839,28643,28643,2371,294,294,294,294,294,4284,3193,4284,4284,4284,1717,32171,0,0,0,221,27549,23825,23825,27549,27549,529,115,115,115,115,115,1113,515,1113,1113,1113,146,1074,0,0,0,152,1094,14,14,1094,1094
438,2003,proceedings-series,8,8,0,2,1,1,1,1,1,3,2,3,3,3,3,8,0,0,0,1,1,0,0,1,1,2,1,1,1,1,1,3,2,3,3,3,3,8,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
439,2003,reference-entry,23115,23115,0,1419,1192,1192,1192,1192,1192,20848,3272,20848,20848,20848,1319,23111,0,0,0,1402,22402,566,566,22402,22402,1419,1192,1192,1192,1192,1192,20848,3272,20848,20848,20848,1319,23111,0,0,0,1402,22402,566,566,22402,22402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440,2003,report,14026,13291,735,9743,1941,1941,1941,1941,1941,13472,5168,13472,13472,13472,4550,14025,31,31,31,3235,771,0,0,771,771,9606,1449,1449,1449,1449,1449,12738,4930,12738,12738,12738,4506,13291,31,31,31,3209,61,0,0,61,61,137,492,492,492,492,492,734,238,734,734,734,44,734,0,0,0,26,710,0,0,710,710
441,2003,standard,14,14,0,0,0,0,0,0,0,0,0,0,0,0,2,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
442,2002,article,3674793,1876302,1798491,2031987,1430712,1430698,1430712,1430712,1430712,3533113,1564440,3533113,3533113,3533113,1533141,3674549,6344,6344,6344,1319873,2779024,1701813,1701813,2779024,2779024,1348099,1165474,1165474,1165474,1165474,1165474,1741519,1019085,1741519,1741519,1741519,1267047,1876181,6343,6343,6343,1191571,1519069,1439140,1439140,1519069,1519069,683888,265238,265224,265238,265238,265238,1791594,545355,1791594,1791594,1791594,266094,1798368,1,1,1,128302,1259955,262673,262673,1259955,1259955
443,2002,book,92607,29166,63441,30452,4575,4575,4575,4575,4575,87921,18484,87921,87921,87921,44323,92590,0,0,0,3062,49336,2040,2040,49336,49336,8331,1990,1990,1990,1990,1990,24487,6350,24487,24487,24487,16066,29163,0,0,0,1173,21395,2011,2011,21395,21395,22121,2585,2585,2585,2585,2585,63434,12134,63434,63434,63434,28257,63427,0,0,0,1889,27941,29,29,27941,27941
444,2002,book-chapter,268371,254098,14273,65591,59552,59552,59552,59552,59552,195521,71605,195521,195521,195521,69925,268341,27,27,27,77636,218957,26405,26405,218957,218957,63401,57323,57323,57323,57323,57323,181251,67146,181251,181251,181251,67215,254086,27,27,27,76980,208122,26165,26165,208122,208122,2190,2229,2229,2229,2229,2229,14270,4459,14270,14270,14270,2710,14255,0,0,0,656,10835,240,240,10835,10835
445,2002,book-part,61,61,0,2,1,1,1,1,1,8,0,8,8,8,1,61,0,0,0,0,59,0,0,59,59,2,1,1,1,1,1,8,0,8,8,8,1,61,0,0,0,0,59,0,0,59,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
446,2002,dataset,20689,20663,26,904,7114,7114,7114,7114,7114,15977,8447,15977,15977,15977,1144,20687,1,1,1,147,18384,1,1,18384,18384,896,7114,7114,7114,7114,7114,15951,8437,15951,15951,15951,1140,20661,1,1,1,146,18384,1,1,18384,18384,8,0,0,0,0,0,26,10,26,26,26,4,26,0,0,0,1,0,0,0,0,0
447,2002,dissertation,64221,3228,60993,24156,1462,1461,1462,1462,1462,64217,10954,64217,64217,64217,10816,64220,0,0,0,5169,5881,44,44,5881,5881,988,17,17,17,17,17,3228,718,3228,3228,3228,809,3228,0,0,0,397,82,0,0,82,82,23168,1445,1444,1445,1445,1445,60989,10236,60989,60989,60989,10007,60992,0,0,0,4772,5799,44,44,5799,5799
448,2002,editorial,5106,4872,234,1231,1005,1005,1005,1005,1005,4173,1601,4173,4173,4173,1071,5106,0,0,0,575,5025,4882,4882,5025,5025,1198,972,972,972,972,972,3940,1507,3940,3940,3940,1029,4872,0,0,0,552,4860,4806,4806,4860,4860,33,33,33,33,33,33,233,94,233,233,233,42,234,0,0,0,23,165,76,76,165,165
449,2002,erratum,3201,2926,275,702,934,934,934,934,934,1996,1378,1996,1996,1996,1004,3200,0,0,0,264,3143,3106,3106,3143,3143,696,827,827,827,827,827,1727,1158,1727,1727,1727,953,2925,0,0,0,260,2920,2911,2911,2920,2920,6,107,107,107,107,107,269,220,269,269,269,51,275,0,0,0,4,223,195,195,223,223
450,2002,grant,5754,5754,0,137,0,0,0,0,0,0,0,0,0,0,4,5754,0,0,0,0,0,0,0,0,0,137,0,0,0,0,0,0,0,0,0,0,4,5754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
451,2002,journal-article,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
452,2002,letter,684,579,105,190,242,242,242,242,242,595,232,595,595,595,231,684,0,0,0,233,637,599,599,637,637,182,235,235,235,235,235,490,187,490,490,490,224,579,0,0,0,229,578,568,568,578,578,8,7,7,7,7,7,105,45,105,105,105,7,105,0,0,0,4,59,31,31,59,59
453,2002,other,20055,16896,3159,11219,7146,7146,7146,7146,7146,14105,5312,14105,14105,14105,3994,20053,0,0,0,6113,9333,1950,1950,9333,9333,11020,6160,6160,6160,6160,6160,12033,4901,12033,12033,12033,3828,16896,0,0,0,6081,6306,1943,1943,6306,6306,199,986,986,986,986,986,2072,411,2072,2072,2072,166,3157,0,0,0,32,3027,7,7,3027,3027
454,2002,paratext,25979,24712,1267,2482,476,476,476,476,476,4741,3081,4741,4741,4741,1929,25929,0,0,0,443,22135,17343,17343,22135,22135,1749,264,264,264,264,264,3482,2526,3482,3482,3482,1687,24707,0,0,0,202,20934,17336,17336,20934,20934,733,212,212,212,212,212,1259,555,1259,1259,1259,242,1222,0,0,0,241,1201,7,7,1201,1201
455,2002,proceedings-series,12,12,0,5,0,0,0,0,0,7,2,7,7,7,6,12,0,0,0,0,2,0,0,2,2,5,0,0,0,0,0,7,2,7,7,7,6,12,0,0,0,0,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
456,2002,reference-entry,4922,4922,0,1103,910,910,910,910,910,4409,1170,4409,4409,4409,840,4921,0,0,0,991,4613,451,451,4613,4613,1103,910,910,910,910,910,4409,1170,4409,4409,4409,840,4921,0,0,0,991,4613,451,451,4613,4613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
457,2002,report,13585,12906,679,9304,1893,1893,1893,1893,1893,13072,4844,13072,13072,13072,4463,13584,64,64,64,2933,712,0,0,712,712,9165,1458,1458,1458,1458,1458,12401,4641,12401,12401,12401,4413,12906,64,64,64,2905,47,0,0,47,47,139,435,435,435,435,435,671,203,671,671,671,50,678,0,0,0,28,665,0,0,665,665
458,2002,standard,23,23,0,0,0,0,0,0,0,2,0,2,2,2,4,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2,2,4,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
459,2001,article,3120344,1506866,1613478,1579611,1101309,1101302,1101309,1101309,1101309,2988578,1262683,2988578,2988578,2988578,1237537,3120163,5863,5863,5863,975886,2591585,1639542,1639542,2591585,2591585,991970,874080,874080,874080,874080,874080,1380953,791785,1380953,1380953,1380953,995212,1506803,5860,5860,5860,867918,1458359,1410185,1410185,1458359,1458359,587641,227229,227222,227229,227229,227229,1607625,470898,1607625,1607625,1607625,242325,1613360,3,3,3,107968,1133226,229357,229357,1133226,1133226
460,2001,book,102167,38293,63874,28294,4249,4249,4249,4249,4249,96360,19208,96360,96360,96360,41956,102157,0,0,0,2528,59778,1968,1968,59778,59778,6220,1931,1931,1931,1931,1931,32523,6958,32523,32523,32523,13151,38291,0,0,0,887,31493,1938,1938,31493,31493,22074,2318,2318,2318,2318,2318,63837,12250,63837,63837,63837,28805,63866,0,0,0,1641,28285,30,30,28285,28285
461,2001,book-chapter,240087,227140,12947,61478,62344,62344,62344,62344,62344,188441,69145,188441,188441,188441,68183,240064,32,32,32,76623,196964,27520,27520,196964,196964,59585,60377,60377,60377,60377,60377,175494,65120,175494,175494,175494,65552,227132,32,32,32,76094,187169,27314,27314,187169,187169,1893,1967,1967,1967,1967,1967,12947,4025,12947,12947,12947,2631,12932,0,0,0,529,9795,206,206,9795,9795
462,2001,book-part,44,44,0,1,0,0,0,0,0,18,10,18,18,18,8,44,0,0,0,19,43,0,0,43,43,1,0,0,0,0,0,18,10,18,18,18,8,44,0,0,0,19,43,0,0,43,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
463,2001,dataset,14301,14237,64,445,2515,2515,2515,2515,2515,10604,4887,10604,10604,10604,1016,14301,3,3,3,122,12182,0,0,12182,12182,436,2515,2515,2515,2515,2515,10540,4872,10540,10540,10540,1015,14237,3,3,3,122,12182,0,0,12182,12182,9,0,0,0,0,0,64,15,64,64,64,1,64,0,0,0,0,0,0,0,0,0
464,2001,dissertation,57893,5194,52699,21576,1134,1134,1134,1134,1134,57892,9756,57892,57892,57892,9797,57892,0,0,0,4314,3811,40,40,3811,3811,726,17,17,17,17,17,5194,654,5194,5194,5194,853,5194,0,0,0,335,143,2,2,143,143,20850,1117,1117,1117,1117,1117,52698,9102,52698,52698,52698,8944,52698,0,0,0,3979,3668,38,38,3668,3668
465,2001,editorial,4726,4526,200,1089,867,867,867,867,867,3701,1241,3701,3701,3701,946,4726,0,0,0,441,4674,4554,4554,4674,4674,1063,848,848,848,848,848,3503,1182,3503,3503,3503,924,4526,0,0,0,421,4523,4479,4479,4523,4523,26,19,19,19,19,19,198,59,198,198,198,22,200,0,0,0,20,151,75,75,151,151
466,2001,erratum,3037,2801,236,571,822,822,822,822,822,1749,1150,1749,1749,1749,895,3037,0,0,0,212,2968,2920,2920,2968,2968,560,741,741,741,741,741,1520,975,1520,1520,1520,838,2801,0,0,0,208,2784,2758,2758,2784,2784,11,81,81,81,81,81,229,175,229,229,229,57,236,0,0,0,4,184,162,162,184,184
467,2001,grant,1522,1522,0,74,0,0,0,0,0,0,0,0,0,0,0,1522,0,0,0,0,0,0,0,0,0,74,0,0,0,0,0,0,0,0,0,0,0,1522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
468,2001,letter,782,658,124,211,283,283,283,283,283,684,220,684,684,684,235,782,0,0,0,238,704,675,675,704,704,192,281,281,281,281,281,560,197,560,560,560,231,658,0,0,0,232,654,646,646,654,654,19,2,2,2,2,2,124,23,124,124,124,4,124,0,0,0,6,50,29,29,50,50
469,2001,other,15970,13512,2458,7860,4375,4375,4375,4375,4375,9183,3543,9183,9183,9183,3555,15966,0,0,0,3536,6011,1672,1672,6011,6011,7673,3750,3750,3750,3750,3750,7753,3204,7753,7753,7753,3369,13509,0,0,0,3487,3626,1672,1672,3626,3626,187,625,625,625,625,625,1430,339,1430,1430,1430,186,2457,0,0,0,49,2385,0,0,2385,2385
470,2001,paratext,22761,21435,1326,2028,446,446,446,446,446,4403,2826,4403,4403,4403,1650,22706,0,0,0,373,19394,14970,14970,19394,19394,1349,214,214,214,214,214,3082,2257,3082,3082,3082,1430,21434,0,0,0,168,18106,14961,14961,18106,18106,679,232,232,232,232,232,1321,569,1321,1321,1321,220,1272,0,0,0,205,1288,9,9,1288,1288
471,2001,proceedings-series,8,8,0,4,0,0,0,0,0,3,0,3,3,3,1,8,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0,3,0,3,3,3,1,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
472,2001,reference-entry,15611,15611,0,3871,3405,3405,3405,3405,3405,14705,3461,14705,14705,14705,1415,15605,0,0,0,4500,14452,425,425,14452,14452,3871,3405,3405,3405,3405,3405,14705,3461,14705,14705,14705,1415,15605,0,0,0,4500,14452,425,425,14452,14452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
473,2001,report,13629,12910,719,9157,2098,2098,2098,2098,2098,13123,4745,13123,13123,13123,4167,13628,119,119,119,2647,751,2,2,751,751,9041,1649,1649,1649,1649,1649,12407,4532,12407,12407,12407,4128,12909,119,119,119,2625,47,2,2,47,47,116,449,449,449,449,449,716,213,716,716,716,39,719,0,0,0,22,704,0,0,704,704
474,2001,standard,23,23,0,0,0,0,0,0,0,1,0,1,1,1,2,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,2,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
475,2000,article,2992005,1493530,1498475,1433626,1051603,1051594,1051603,1051603,1051603,2827417,1174511,2827417,2827417,2827417,1205740,2991815,4972,4972,4972,924287,2479606,1636967,1636966,2479606,2479606,953039,845397,845396,845397,845397,845397,1335368,753617,1335368,1335368,1335368,962090,1493440,4970,4970,4970,828539,1449889,1411612,1411611,1449889,1449889,480587,206206,206198,206206,206206,206206,1492049,420894,1492049,1492049,1492049,243650,1498375,2,2,2,95748,1029717,225355,225355,1029717,1029717
476,2000,book,105308,39829,65479,28252,4004,4004,4004,4004,4004,95605,17622,95605,95605,95605,41974,105299,0,0,0,1846,56130,1862,1862,56130,56130,6022,1815,1815,1815,1815,1815,30142,5436,30142,30142,30142,12281,39827,0,0,0,615,27085,1835,1835,27085,27085,22230,2189,2189,2189,2189,2189,65463,12186,65463,65463,65463,29693,65472,0,0,0,1231,29045,27,27,29045,29045
477,2000,book-chapter,219212,207564,11648,56493,52999,52999,52999,52999,52999,169906,57388,169906,169906,169906,61401,219183,28,28,28,68154,181096,23666,23666,181096,181096,54932,51144,51144,51144,51144,51144,158258,54156,158258,158258,158258,59204,207556,28,28,28,67762,172153,23447,23447,172153,172153,1561,1855,1855,1855,1855,1855,11648,3232,11648,11648,11648,2197,11627,0,0,0,392,8943,219,219,8943,8943
478,2000,book-part,18,18,0,0,0,0,0,0,0,3,3,3,3,3,2,18,0,0,0,0,15,0,0,15,15,0,0,0,0,0,0,3,3,3,3,3,2,18,0,0,0,0,15,0,0,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
479,2000,dataset,101870,101852,18,880,51,51,51,51,51,7625,3497,7625,7625,7625,1158,101863,0,0,0,137,100138,0,0,100138,100138,870,51,51,51,51,51,7607,3492,7607,7607,7607,1157,101845,0,0,0,137,100138,0,0,100138,100138,10,0,0,0,0,0,18,5,18,18,18,1,18,0,0,0,0,0,0,0,0,0
480,2000,dissertation,54135,6514,47621,20662,951,950,951,951,951,54135,8827,54135,54135,54135,9145,54133,0,0,0,3488,3740,26,26,3740,3740,659,17,17,17,17,17,6514,578,6514,6514,6514,860,6514,0,0,0,256,176,1,1,176,176,20003,934,933,934,934,934,47621,8249,47621,47621,47621,8285,47619,0,0,0,3232,3564,25,25,3564,3564
481,2000,editorial,4953,4799,154,1066,830,830,830,830,830,3610,1156,3610,3610,3610,1067,4953,0,0,0,489,4922,4818,4818,4922,4922,1048,815,815,815,815,815,3458,1118,3458,3458,3458,1053,4799,0,0,0,479,4797,4753,4753,4797,4797,18,15,15,15,15,15,152,38,152,152,152,14,154,0,0,0,10,125,65,65,125,125
482,2000,erratum,2830,2602,228,590,667,667,667,667,667,1548,941,1548,1548,1548,852,2830,0,0,0,204,2786,2725,2725,2786,2786,582,587,587,587,587,587,1339,782,1339,1339,1339,813,2602,0,0,0,202,2591,2568,2568,2591,2591,8,80,80,80,80,80,209,159,209,209,209,39,228,0,0,0,2,195,157,157,195,195
483,2000,grant,1279,1279,0,34,0,0,0,0,0,0,0,0,0,0,0,1279,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,1279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
484,2000,letter,820,727,93,228,305,305,305,305,305,711,206,711,711,711,268,820,0,0,0,268,783,731,731,783,783,217,298,298,298,298,298,620,184,620,620,620,263,727,0,0,0,263,723,700,700,723,723,11,7,7,7,7,7,91,22,91,91,91,5,93,0,0,0,5,60,31,31,60,60
485,2000,other,13636,11277,2359,6962,4131,4131,4131,4131,4131,9046,2877,9046,9046,9046,3406,13634,0,0,0,3752,6239,1750,1750,6239,6239,6804,3623,3623,3623,3623,3623,7700,2630,7700,7700,7700,3257,11276,0,0,0,3741,3914,1750,1750,3914,3914,158,508,508,508,508,508,1346,247,1346,1346,1346,149,2358,0,0,0,11,2325,0,0,2325,2325
486,2000,paratext,24572,23238,1334,2149,320,320,320,320,320,4247,2409,4247,4247,4247,1648,24546,0,0,0,342,21415,17256,17256,21415,21415,1522,194,194,194,194,194,2922,1954,2922,2922,2922,1435,23234,0,0,0,159,20122,17252,17252,20122,20122,627,126,126,126,126,126,1325,455,1325,1325,1325,213,1312,0,0,0,183,1293,4,4,1293,1293
487,2000,proceedings-series,14,14,0,7,9,9,9,9,9,13,4,13,13,13,9,14,0,0,0,0,1,0,0,1,1,7,9,9,9,9,9,13,4,13,13,13,9,14,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
488,2000,reference-entry,2192,2192,0,761,639,639,639,639,639,2171,558,2171,2171,2171,681,2192,0,0,0,848,2078,311,311,2078,2078,761,639,639,639,639,639,2171,558,2171,2171,2171,681,2192,0,0,0,848,2078,311,311,2078,2078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
489,2000,report,18601,17967,634,11659,2121,2121,2121,2121,2121,18071,4725,18071,18071,18071,4863,18601,124,124,124,4296,666,0,0,666,666,11542,1775,1775,1775,1775,1775,17440,4533,17440,17440,17440,4826,17967,124,124,124,4279,45,0,0,45,45,117,346,346,346,346,346,631,192,631,631,631,37,634,0,0,0,17,621,0,0,621,621
490,2000,standard,70,70,0,0,0,0,0,0,0,5,0,5,5,5,3,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,5,5,3,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
491,1999,article,2587341,1349628,1237713,1256474,957033,957027,957033,957033,957033,2471023,994106,2471023,2471023,2471023,1115694,2587173,4329,4329,4329,847172,2160298,1451022,1451022,2160298,2160298,895189,789212,789212,789212,789212,789212,1240440,686369,1240440,1240440,1240440,908906,1349562,4326,4326,4326,772106,1306407,1273678,1273678,1306407,1306407,361285,167821,167815,167821,167821,167821,1230583,307737,1230583,1230583,1230583,206788,1237611,3,3,3,75066,853891,177344,177344,853891,853891
