,published_year,type,num_objects,num_dois,num_non_dois,objects_has_abstract,objects_has_affiliations,objects_has_affiliations_id_countrycode,objects_has_affiliations_id_ror,objects_has_affiliations_id_source,objects_has_affiliations_string,objects_has_authors,objects_has_authors_id_orcid,objects_has_authors_id_source,objects_has_authors_sequence,objects_has_authors_string,objects_has_citations,objects_has_fields,objects_has_funders,objects_has_funders_id_source,objects_has_funders_string,objects_has_references,objects_has_venue,objects_has_venue_id_issn,objects_has_venue_id_issnl,objects_has_venue_id_source,objects_has_venue_string,dois_has_abstract,dois_has_affiliations,dois_has_affiliations_id_countrycode,dois_has_affiliations_id_ror,dois_has_affiliations_id_source,dois_has_affiliations_string,dois_has_authors,dois_has_authors_id_orcid,dois_has_authors_id_source,dois_has_authors_sequence,dois_has_authors_string,dois_has_citations,dois_has_fields,dois_has_funders,dois_has_funders_id_source,dois_has_funders_string,dois_has_references,dois_has_venue,dois_has_venue_id_issn,dois_has_venue_id_issnl,dois_has_venue_id_source,dois_has_venue_string,non_dois_has_abstract,non_dois_has_affiliations,non_dois_has_affiliations_id_countrycode,non_dois_has_affiliations_id_ror,non_dois_has_affiliations_id_source,non_dois_has_affiliations_string,non_dois_has_authors,non_dois_has_authors_id_orcid,non_dois_has_authors_id_source,non_dois_has_authors_sequence,non_dois_has_authors_string,non_dois_has_citations,non_dois_has_fields,non_dois_has_funders,non_dois_has_funders_id_source,non_dois_has_funders_string,non_dois_has_references,non_dois_has_venue,non_dois_has_venue_id_issn,non_dois_has_venue_id_issnl,non_dois_has_venue_id_source,non_dois_has_venue_string
1544,1913,book-chapter,10268,10023,245,432,723,723,723,723,723,4266,160,4266,4266,4266,380,10267,0,0,0,377,8937,18,18,8937,8937,354,723,723,723,723,723,4021,157,4021,4021,4021,377,10022,0,0,0,376,8694,17,17,8694,8694,78,0,0,0,0,0,245,3,245,245,245,3,245,0,0,0,1,243,1,1,243,243
1545,1913,dataset,215,215,0,0,0,0,0,0,0,167,6,167,167,167,14,215,0,0,0,0,211,0,0,211,211,0,0,0,0,0,0,167,6,167,167,167,14,215,0,0,0,0,211,0,0,211,211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1546,1913,dissertation,206,25,181,30,1,1,1,1,1,206,10,206,206,206,9,206,0,0,0,0,2,0,0,2,2,0,1,1,1,1,1,25,1,25,25,25,4,25,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,181,9,181,181,181,5,181,0,0,0,0,2,0,0,2,2
1547,1913,editorial,66,64,2,12,0,0,0,0,0,16,0,16,16,16,6,66,0,0,0,1,66,64,64,66,66,12,0,0,0,0,0,16,0,16,16,16,6,64,0,0,0,1,64,64,64,64,64,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,2,2
1548,1913,erratum,102,100,2,13,9,9,9,9,9,44,2,44,44,44,1,102,0,0,0,0,73,57,57,73,73,11,9,9,9,9,9,44,2,44,44,44,1,100,0,0,0,0,71,57,57,71,71,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,2,2
1549,1913,letter,37,6,31,5,1,1,1,1,1,36,2,36,36,36,0,37,0,0,0,0,5,2,2,5,5,1,0,0,0,0,0,5,0,5,5,5,0,6,0,0,0,0,5,2,2,5,5,4,1,1,1,1,1,31,2,31,31,31,0,31,0,0,0,0,0,0,0,0,0
1550,1913,other,6,4,2,4,1,1,1,1,1,4,0,4,4,4,3,6,0,0,0,0,5,3,3,5,5,3,0,0,0,0,0,3,0,3,3,3,3,4,0,0,0,0,3,3,3,3,3,1,1,1,1,1,1,1,0,1,1,1,0,2,0,0,0,0,2,0,0,2,2
1551,1913,paratext,1075,1074,1,147,0,0,0,0,0,20,3,20,20,20,10,1075,0,0,0,0,1072,1022,1022,1072,1072,147,0,0,0,0,0,19,3,19,19,19,10,1074,0,0,0,0,1072,1022,1022,1072,1072,0,0,0,0,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0
1552,1913,report,254,254,0,4,0,0,0,0,0,197,4,197,197,197,49,254,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,197,4,197,197,197,49,254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1553,1912,article,73442,59054,14388,16760,5504,5504,5504,5504,5504,52317,2916,52317,52317,52317,15330,73437,0,0,0,3415,66369,60203,60203,66369,66369,15756,5148,5148,5148,5148,5148,39378,2260,39378,39378,39378,14242,59051,0,0,0,3408,58572,58223,58223,58572,58572,1004,356,356,356,356,356,12939,656,12939,12939,12939,1088,14386,0,0,0,7,7797,1980,1980,7797,7797
1554,1912,book,8278,3046,5232,148,38,38,38,38,38,7607,300,7607,7607,7607,2048,8277,0,0,0,11,3261,11,11,3261,3261,37,36,36,36,36,36,2376,98,2376,2376,2376,782,3046,0,0,0,5,413,10,10,413,413,111,2,2,2,2,2,5231,202,5231,5231,5231,1266,5231,0,0,0,6,2848,1,1,2848,2848
1555,1912,book-chapter,9346,9075,271,312,338,338,338,338,338,3177,230,3177,3177,3177,272,9346,0,0,0,237,8551,34,34,8551,8551,248,336,336,336,336,336,2906,228,2906,2906,2906,267,9075,0,0,0,237,8282,34,34,8282,8282,64,2,2,2,2,2,271,2,271,271,271,5,271,0,0,0,0,269,0,0,269,269
1556,1912,dataset,290,289,1,0,0,0,0,0,0,241,7,241,241,241,10,290,0,0,0,0,285,0,0,285,285,0,0,0,0,0,0,240,7,240,240,240,10,289,0,0,0,0,285,0,0,285,285,0,0,0,0,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0
1557,1912,dissertation,191,19,172,37,0,0,0,0,0,191,5,191,191,191,9,191,0,0,0,0,5,0,0,5,5,0,0,0,0,0,0,19,0,19,19,19,5,19,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,172,5,172,172,172,4,172,0,0,0,0,5,0,0,5,5
1558,1912,editorial,93,89,4,10,0,0,0,0,0,10,1,10,10,10,3,93,0,0,0,0,93,89,89,93,93,10,0,0,0,0,0,10,1,10,10,10,3,89,0,0,0,0,89,89,89,89,89,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,4,4
1559,1912,erratum,57,55,2,7,6,6,6,6,6,19,0,19,19,19,1,57,0,0,0,0,50,40,40,50,50,5,6,6,6,6,6,19,0,19,19,19,1,55,0,0,0,0,48,40,40,48,48,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,2,2
1560,1912,letter,56,2,54,6,0,0,0,0,0,56,1,56,56,56,0,56,0,0,0,0,4,2,2,4,4,1,0,0,0,0,0,2,0,2,2,2,0,2,0,0,0,0,2,2,2,2,2,5,0,0,0,0,0,54,1,54,54,54,0,54,0,0,0,0,2,0,0,2,2
1561,1912,other,13,4,9,3,2,2,2,2,2,11,0,11,11,11,3,13,0,0,0,0,13,4,4,13,13,1,0,0,0,0,0,4,0,4,4,4,3,4,0,0,0,0,4,4,4,4,4,2,2,2,2,2,2,7,0,7,7,7,0,9,0,0,0,0,9,0,0,9,9
1562,1912,paratext,1039,1039,0,179,0,0,0,0,0,12,1,12,12,12,6,1039,0,0,0,0,1039,990,990,1039,1039,179,0,0,0,0,0,12,1,12,12,12,6,1039,0,0,0,0,1039,990,990,1039,1039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1563,1912,report,257,256,1,6,0,0,0,0,0,225,6,225,225,225,50,257,0,0,0,0,1,1,1,1,1,6,0,0,0,0,0,224,6,224,224,224,50,256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,0,0,0,0,1,1,1,1,1
1564,1911,article,72266,58911,13355,16986,5338,5338,5338,5338,5338,50979,2697,50979,50979,50979,14365,72262,0,0,0,3282,65762,60057,60057,65762,65762,15929,4964,4964,4964,4964,4964,39117,2050,39117,39117,39117,13316,58907,0,0,0,3277,58429,58078,58078,58429,58429,1057,374,374,374,374,374,11862,647,11862,11862,11862,1049,13355,0,0,0,5,7333,1979,1979,7333,7333
1565,1911,book,7932,2801,5131,139,20,20,20,20,20,7303,287,7303,7303,7303,1907,7932,0,0,0,7,3173,7,7,3173,3173,35,15,15,15,15,15,2172,81,2172,2172,2172,668,2801,0,0,0,3,393,5,5,393,393,104,5,5,5,5,5,5131,206,5131,5131,5131,1239,5131,0,0,0,4,2780,2,2,2780,2780
1566,1911,book-chapter,9280,8863,417,222,373,373,373,373,373,2956,100,2956,2956,2956,260,9280,0,0,0,320,8654,0,0,8654,8654,140,373,373,373,373,373,2539,94,2539,2539,2539,257,8863,0,0,0,320,8242,0,0,8242,8242,82,0,0,0,0,0,417,6,417,417,417,3,417,0,0,0,0,412,0,0,412,412
1567,1911,dataset,225,225,0,0,0,0,0,0,0,164,10,164,164,164,3,225,0,0,0,0,219,0,0,219,219,0,0,0,0,0,0,164,10,164,164,164,3,225,0,0,0,0,219,0,0,219,219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1568,1911,dissertation,179,16,163,17,0,0,0,0,0,179,3,179,179,179,6,179,0,0,0,0,2,0,0,2,2,1,0,0,0,0,0,16,0,16,16,16,2,16,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,163,3,163,163,163,4,163,0,0,0,0,2,0,0,2,2
1569,1911,editorial,77,71,6,21,0,0,0,0,0,15,4,15,15,15,3,77,0,0,0,0,77,71,71,77,77,21,0,0,0,0,0,15,4,15,15,15,3,71,0,0,0,0,71,71,71,71,71,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,0,0,6,6
1570,1911,erratum,63,61,2,6,7,7,7,7,7,25,0,25,25,25,1,63,0,0,0,0,54,38,38,54,54,5,7,7,7,7,7,24,0,24,24,24,1,61,0,0,0,0,52,38,38,52,52,1,0,0,0,0,0,1,0,1,1,1,0,2,0,0,0,0,2,0,0,2,2
1571,1911,letter,57,5,52,4,1,1,1,1,1,55,0,55,55,55,0,57,0,0,0,0,8,5,5,8,8,0,0,0,0,0,0,3,0,3,3,3,0,5,0,0,0,0,5,5,5,5,5,4,1,1,1,1,1,52,0,52,52,52,0,52,0,0,0,0,3,0,0,3,3
1572,1911,other,9,1,8,1,4,4,4,4,4,9,0,9,9,9,1,9,0,0,0,0,8,1,1,8,8,1,0,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,1,1,1,1,1,0,4,4,4,4,4,8,0,8,8,8,0,8,0,0,0,0,7,0,0,7,7
1573,1911,paratext,1030,1029,1,189,0,0,0,0,0,10,1,10,10,10,7,1030,0,0,0,0,1030,988,988,1030,1030,189,0,0,0,0,0,9,1,9,9,9,7,1029,0,0,0,0,1029,988,988,1029,1029,0,0,0,0,0,0,1,0,1,1,1,0,1,0,0,0,0,1,0,0,1,1
1574,1911,report,211,211,0,4,0,0,0,0,0,175,5,175,175,175,35,211,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,175,5,175,175,175,35,211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1575,1910,article,72911,57877,15034,17715,4939,4939,4939,4939,4939,51092,2579,51092,51092,51092,14090,72909,0,0,0,3021,64560,58904,58904,64560,64560,15528,4503,4503,4503,4503,4503,37479,1902,37479,37479,37479,13030,57876,0,0,0,3013,57298,56981,56981,57298,57298,2187,436,436,436,436,436,13613,677,13613,13613,13613,1060,15033,0,0,0,8,7262,1923,1923,7262,7262
1576,1910,book,7818,2810,5008,138,20,20,20,20,20,7166,286,7166,7166,7166,1847,7816,0,0,0,7,3018,15,15,3018,3018,40,16,16,16,16,16,2158,79,2158,2158,2158,655,2809,0,0,0,7,343,14,14,343,343,98,4,4,4,4,4,5008,207,5008,5008,5008,1192,5007,0,0,0,0,2675,1,1,2675,2675
1577,1910,book-chapter,8171,7764,407,325,535,535,535,535,535,3460,72,3460,3460,3460,216,8171,0,0,0,100,7450,13,13,7450,7450,197,535,535,535,535,535,3053,59,3053,3053,3053,215,7764,0,0,0,100,7048,12,12,7048,7048,128,0,0,0,0,0,407,13,407,407,407,1,407,0,0,0,0,402,1,1,402,402
1578,1910,dataset,218,218,0,0,0,0,0,0,0,175,8,175,175,175,2,217,0,0,0,0,216,0,0,216,216,0,0,0,0,0,0,175,8,175,175,175,2,217,0,0,0,0,216,0,0,216,216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1579,1910,dissertation,208,7,201,23,0,0,0,0,0,208,6,208,208,208,8,208,0,0,0,0,10,0,0,10,10,0,0,0,0,0,0,7,0,7,7,7,0,7,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,201,6,201,201,201,8,201,0,0,0,0,10,0,0,10,10
1580,1910,editorial,69,60,9,15,0,0,0,0,0,5,1,5,5,5,6,69,0,0,0,0,69,60,60,69,69,15,0,0,0,0,0,5,1,5,5,5,6,60,0,0,0,0,60,60,60,60,60,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9,0,0,9,9
1581,1910,erratum,53,50,3,8,11,11,11,11,11,22,1,22,22,22,1,53,0,0,0,0,41,29,29,41,41,5,11,11,11,11,11,22,1,22,22,22,1,50,0,0,0,0,38,29,29,38,38,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,3,3
1582,1910,letter,64,4,60,3,1,1,1,1,1,64,3,64,64,64,0,64,0,0,0,0,5,2,2,5,5,2,1,1,1,1,1,4,0,4,4,4,0,4,0,0,0,0,4,2,2,4,4,1,0,0,0,0,0,60,3,60,60,60,0,60,0,0,0,0,1,0,0,1,1
1583,1910,other,30,4,26,1,12,12,12,12,12,27,0,27,27,27,1,30,0,0,0,0,26,1,1,26,26,0,0,0,0,0,0,1,0,1,1,1,1,4,0,0,0,0,1,1,1,1,1,1,12,12,12,12,12,26,0,26,26,26,0,26,0,0,0,0,25,0,0,25,25
1584,1910,paratext,885,885,0,120,0,0,0,0,0,3,1,3,3,3,7,885,0,0,0,0,885,852,852,885,885,120,0,0,0,0,0,3,1,3,3,3,7,885,0,0,0,0,885,852,852,885,885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1585,1910,report,230,230,0,6,0,0,0,0,0,202,5,202,202,202,50,230,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,202,5,202,202,202,50,230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1586,1909,article,70772,57659,13113,16863,4949,4949,4949,4949,4949,48535,2508,48535,48535,48535,13660,70767,0,0,0,3088,64716,58817,58817,64716,64716,15766,4608,4608,4608,4608,4608,36912,1885,36912,36912,36912,12727,57654,0,0,0,3084,57265,57055,57055,57265,57265,1097,341,341,341,341,341,11623,623,11623,11623,11623,933,13113,0,0,0,4,7451,1762,1762,7451,7451
1587,1909,book,6992,2417,4575,105,13,13,13,13,13,6483,260,6483,6483,6483,1712,6991,0,0,0,5,2740,9,9,2740,2740,9,9,9,9,9,9,1908,67,1908,1908,1908,590,2417,0,0,0,1,273,9,9,273,273,96,4,4,4,4,4,4575,193,4575,4575,4575,1122,4574,0,0,0,4,2467,0,0,2467,2467
1588,1909,book-chapter,6062,5772,290,191,220,220,220,220,220,1702,40,1702,1702,1702,194,6062,0,0,0,129,5609,0,0,5609,5609,119,220,220,220,220,220,1412,34,1412,1412,1412,191,5772,0,0,0,129,5332,0,0,5332,5332,72,0,0,0,0,0,290,6,290,290,290,3,290,0,0,0,0,277,0,0,277,277
1589,1909,dataset,184,184,0,0,0,0,0,0,0,168,6,168,168,168,2,184,0,0,0,0,175,0,0,175,175,0,0,0,0,0,0,168,6,168,168,168,2,184,0,0,0,0,175,0,0,175,175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1590,1909,dissertation,190,7,183,24,0,0,0,0,0,190,8,190,190,190,6,190,0,0,0,0,7,0,0,7,7,1,0,0,0,0,0,7,0,7,7,7,0,7,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,183,8,183,183,183,6,183,0,0,0,0,7,0,0,7,7
1591,1909,editorial,71,65,6,16,0,0,0,0,0,11,0,11,11,11,4,71,0,0,0,0,71,65,65,71,71,16,0,0,0,0,0,11,0,11,11,11,4,65,0,0,0,0,65,65,65,65,65,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,0,0,6,6
1592,1909,erratum,81,81,0,1,0,0,0,0,0,37,0,37,37,37,3,81,0,0,0,0,64,46,46,64,64,1,0,0,0,0,0,37,0,37,37,37,3,81,0,0,0,0,64,46,46,64,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1593,1909,letter,58,2,56,9,0,0,0,0,0,57,2,57,57,57,0,58,0,0,0,0,2,2,2,2,2,1,0,0,0,0,0,1,0,1,1,1,0,2,0,0,0,0,2,2,2,2,2,8,0,0,0,0,0,56,2,56,56,56,0,56,0,0,0,0,0,0,0,0,0
1594,1909,other,26,10,16,3,7,7,7,7,7,19,0,19,19,19,4,26,0,0,0,0,20,4,4,20,20,1,0,0,0,0,0,4,0,4,4,4,4,10,0,0,0,0,4,4,4,4,4,2,7,7,7,7,7,15,0,15,15,15,0,16,0,0,0,0,16,0,0,16,16
1595,1909,paratext,1002,1001,1,174,0,0,0,0,0,6,2,6,6,6,6,1002,0,0,0,0,1000,976,976,1000,1000,174,0,0,0,0,0,5,2,5,5,5,6,1001,0,0,0,0,1000,976,976,1000,1000,0,0,0,0,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0
1596,1909,report,213,213,0,17,0,0,0,0,0,182,15,182,182,182,55,213,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,182,15,182,182,182,55,213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1597,1908,article,67814,54971,12843,16006,4773,4773,4773,4773,4773,45834,2291,45834,45834,45834,12914,67810,0,0,0,2800,62066,56065,56065,62066,62066,15032,4430,4430,4430,4430,4430,34537,1685,34537,34537,34537,11985,54967,0,0,0,2793,54571,54425,54425,54571,54571,974,343,343,343,343,343,11297,606,11297,11297,11297,929,12843,0,0,0,7,7495,1640,1640,7495,7495
1598,1908,book,6514,2202,4312,108,15,15,15,15,15,6027,253,6027,6027,6027,1583,6512,0,0,0,5,2553,10,10,2553,2553,13,11,11,11,11,11,1715,69,1715,1715,1715,523,2201,0,0,0,1,306,9,9,306,306,95,4,4,4,4,4,4312,184,4312,4312,4312,1060,4311,0,0,0,4,2247,1,1,2247,2247
1599,1908,book-chapter,7068,6765,303,167,327,327,327,327,327,1733,25,1733,1733,1733,148,7067,0,0,0,153,6701,0,0,6701,6701,66,327,327,327,327,327,1430,21,1430,1430,1430,145,6764,0,0,0,153,6399,0,0,6399,6399,101,0,0,0,0,0,303,4,303,303,303,3,303,0,0,0,0,302,0,0,302,302
1600,1908,dataset,257,257,0,0,0,0,0,0,0,201,8,201,201,201,6,257,0,0,0,0,251,0,0,251,251,0,0,0,0,0,0,201,8,201,201,201,6,257,0,0,0,0,251,0,0,251,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1601,1908,dissertation,152,2,150,13,0,0,0,0,0,152,4,152,152,152,6,152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2,2,0,2,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,150,4,150,150,150,6,150,0,0,0,0,0,0,0,0,0
1602,1908,editorial,92,88,4,21,0,0,0,0,0,19,0,19,19,19,7,92,0,0,0,0,92,88,88,92,92,21,0,0,0,0,0,19,0,19,19,19,7,88,0,0,0,0,88,88,88,88,88,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,4,4
1603,1908,erratum,63,62,1,10,3,3,3,3,3,18,0,18,18,18,4,63,0,0,0,1,56,46,46,56,56,9,3,3,3,3,3,17,0,17,17,17,4,62,0,0,0,1,55,46,46,55,55,1,0,0,0,0,0,1,0,1,1,1,0,1,0,0,0,0,1,0,0,1,1
1604,1908,letter,33,3,30,3,0,0,0,0,0,32,1,32,32,32,2,33,0,0,0,0,13,3,3,13,13,3,0,0,0,0,0,2,0,2,2,2,0,3,0,0,0,0,3,3,3,3,3,0,0,0,0,0,0,30,1,30,30,30,2,30,0,0,0,0,10,0,0,10,10
1605,1908,other,16,4,12,3,5,5,5,5,5,14,0,14,14,14,4,16,0,0,0,0,16,4,4,16,16,0,0,0,0,0,0,4,0,4,4,4,4,4,0,0,0,0,4,4,4,4,4,3,5,5,5,5,5,10,0,10,10,10,0,12,0,0,0,0,12,0,0,12,12
1606,1908,paratext,1020,1020,0,197,0,0,0,0,0,4,1,4,4,4,6,1020,0,0,0,0,1020,980,980,1020,1020,197,0,0,0,0,0,4,1,4,4,4,6,1020,0,0,0,0,1020,980,980,1020,1020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1607,1908,report,153,153,0,4,0,0,0,0,0,140,7,140,140,140,36,153,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,140,7,140,140,140,36,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1608,1907,article,65296,53688,11608,15274,4801,4801,4801,4801,4801,43181,2193,43181,43181,43181,12297,65293,0,0,0,2785,59792,54642,54642,59792,59792,14399,4374,4374,4374,4374,4374,33243,1681,33243,33243,33243,11495,53685,0,0,0,2783,53332,53229,53229,53332,53332,875,427,427,427,427,427,9938,512,9938,9938,9938,802,11608,0,0,0,2,6460,1413,1413,6460,6460
1609,1907,book,6207,2225,3982,113,11,11,11,11,11,5727,212,5727,5727,5727,1509,6207,0,0,0,5,2308,4,4,2308,2308,19,8,8,8,8,8,1745,68,1745,1745,1745,564,2225,0,0,0,4,235,4,4,235,235,94,3,3,3,3,3,3982,144,3982,3982,3982,945,3982,0,0,0,1,2073,0,0,2073,2073
1610,1907,book-chapter,6165,5848,317,176,172,172,172,172,172,1959,33,1959,1959,1959,93,6163,0,0,0,64,5785,7,7,5785,5785,75,172,172,172,172,172,1642,29,1642,1642,1642,89,5846,0,0,0,64,5472,7,7,5472,5472,101,0,0,0,0,0,317,4,317,317,317,4,317,0,0,0,0,313,0,0,313,313
1611,1907,dataset,221,221,0,0,0,0,0,0,0,168,4,168,168,168,1,221,0,0,0,0,213,0,0,213,213,0,0,0,0,0,0,168,4,168,168,168,1,221,0,0,0,0,213,0,0,213,213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1612,1907,dissertation,119,1,118,15,0,0,0,0,0,119,4,119,119,119,4,119,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,118,4,118,118,118,3,118,0,0,0,0,1,0,0,1,1
1613,1907,editorial,92,88,4,16,0,0,0,0,0,10,0,10,10,10,3,92,0,0,0,0,92,88,88,92,92,16,0,0,0,0,0,10,0,10,10,10,3,88,0,0,0,0,88,88,88,88,88,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,4,4
1614,1907,erratum,72,71,1,7,5,5,5,5,5,19,0,19,19,19,1,72,0,0,0,0,64,54,54,64,64,6,5,5,5,5,5,19,0,19,19,19,1,71,0,0,0,0,63,54,54,63,63,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1
1615,1907,letter,23,6,17,4,0,0,0,0,0,22,3,22,22,22,0,23,0,0,0,0,6,6,6,6,6,2,0,0,0,0,0,5,1,5,5,5,0,6,0,0,0,0,6,6,6,6,6,2,0,0,0,0,0,17,2,17,17,17,0,17,0,0,0,0,0,0,0,0,0
1616,1907,other,6,1,5,2,1,1,1,1,1,5,0,5,5,5,1,6,0,0,0,0,6,1,1,6,6,0,0,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,1,1,1,1,1,2,1,1,1,1,1,4,0,4,4,4,0,5,0,0,0,0,5,0,0,5,5
1617,1907,paratext,1016,1016,0,193,0,0,0,0,0,2,1,2,2,2,7,1016,0,0,0,0,1016,984,984,1016,1016,193,0,0,0,0,0,2,1,2,2,2,7,1016,0,0,0,0,1016,984,984,1016,1016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1618,1907,report,176,176,0,6,0,0,0,0,0,157,7,157,157,157,48,175,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,157,7,157,157,157,48,175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1619,1906,article,64830,52211,12619,14479,4283,4283,4283,4283,4283,43528,2201,43528,43528,43528,11446,64829,0,0,0,2596,58695,53184,53184,58695,58695,13662,3910,3910,3910,3910,3910,32226,1603,32226,32226,32226,10694,52211,0,0,0,2592,51879,51787,51787,51879,51879,817,373,373,373,373,373,11302,598,11302,11302,11302,752,12618,0,0,0,4,6816,1397,1397,6816,6816
1620,1906,book,6007,2065,3942,103,12,12,12,12,12,5595,232,5595,5595,5595,1453,6006,0,0,0,6,2266,10,10,2266,2266,13,6,6,6,6,6,1653,69,1653,1653,1653,521,2064,0,0,0,3,265,9,9,265,265,90,6,6,6,6,6,3942,163,3942,3942,3942,932,3942,0,0,0,3,2001,1,1,2001,2001
1621,1906,book-chapter,6991,6620,371,222,98,98,98,98,98,2609,44,2609,2609,2609,131,6991,0,0,0,97,6502,1,1,6502,6502,114,98,98,98,98,98,2238,38,2238,2238,2238,125,6620,0,0,0,97,6134,0,0,6134,6134,108,0,0,0,0,0,371,6,371,371,371,6,371,0,0,0,0,368,1,1,368,368
1622,1906,dataset,2,2,0,0,0,0,0,0,0,1,0,1,1,1,0,2,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,1,1,1,0,2,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1623,1906,dissertation,113,2,111,3,0,0,0,0,0,113,8,113,113,113,4,113,0,0,0,0,6,0,0,6,6,0,0,0,0,0,0,2,0,2,2,2,1,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,111,8,111,111,111,3,111,0,0,0,0,6,0,0,6,6
1624,1906,editorial,84,80,4,25,0,0,0,0,0,16,0,16,16,16,6,84,0,0,0,0,84,80,80,84,84,25,0,0,0,0,0,16,0,16,16,16,6,80,0,0,0,0,80,80,80,80,80,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,4,4
1625,1906,erratum,94,94,0,10,7,7,7,7,7,43,0,43,43,43,2,94,0,0,0,0,71,53,53,71,71,10,7,7,7,7,7,43,0,43,43,43,2,94,0,0,0,0,71,53,53,71,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1626,1906,letter,34,2,32,4,0,0,0,0,0,34,0,34,34,34,0,34,0,0,0,0,4,2,2,4,4,2,0,0,0,0,0,2,0,2,2,2,0,2,0,0,0,0,2,2,2,2,2,2,0,0,0,0,0,32,0,32,32,32,0,32,0,0,0,0,2,0,0,2,2
1627,1906,other,17,11,6,10,3,3,3,3,3,15,0,15,15,15,9,17,0,0,0,0,16,10,10,16,16,9,0,0,0,0,0,10,0,10,10,10,9,11,0,0,0,0,10,10,10,10,10,1,3,3,3,3,3,5,0,5,5,5,0,6,0,0,0,0,6,0,0,6,6
