,published_year,type,crossref_dois,mag_ids,mag_has_mag_type,mag_has_abstract,mag_has_affiliations,mag_has_affiliations_countrycode,mag_has_affiliations_grid,mag_has_affiliations_sourceid,mag_has_affiliations_string,mag_has_authors,mag_has_authors_sourceid,mag_has_authors_sequence,mag_has_authors_string,mag_has_citations,mag_has_fields,mag_has_fields_mag,mag_has_references,mag_has_venue,mag_has_venue_sourceid,mag_has_venue_issn,mag_has_venue_string,mag_abstract_adds_presence,mag_abstract_adds_counts,mag_affiliations_adds_presence,mag_affiliations_adds_counts,mag_affiliations_countrycode_adds_presence,mag_affiliations_countrycode_adds_counts,mag_affiliations_grid_adds_presence,mag_affiliations_grid_adds_counts,mag_affiliations_sourceid_adds_presence,mag_affiliations_sourceid_adds_counts,mag_affiliations_string_adds_presence,mag_affiliations_string_adds_counts,mag_authors_adds_presence,mag_authors_adds_counts,mag_authors_sourceid_adds_presence,mag_authors_sourceid_adds_counts,mag_authors_sequence_adds_presence,mag_authors_sequence_adds_counts,mag_authors_string_adds_presence,mag_authors_string_adds_counts,mag_citations_adds_presence,mag_citations_adds_counts,mag_fields_adds_presence,mag_fields_adds_counts,mag_fields_mag_adds_presence,mag_fields_mag_adds_counts,mag_references_adds_presence,mag_references_adds_counts,mag_venue_adds_presence,mag_venue_adds_counts,mag_venue_sourceid_adds_presence,mag_venue_sourceid_adds_counts,mag_venue_issn_adds_presence,mag_venue_issn_adds_counts,mag_venue_string_adds_presence,mag_venue_string_adds_counts,mag_referencesvsopen_adds_presence,mag_referencesvsopen_adds_counts,crossref_ids,crossref_has_crossref_type,crossref_has_abstract,crossref_has_affiliations,crossref_has_affiliations_string,crossref_has_authors,crossref_has_authors_orcid,crossref_has_authors_sequence,crossref_has_authors_string,crossref_has_citations,crossref_has_fields,crossref_has_references,crossref_has_references_open,crossref_has_venue,crossref_has_venue_issn,crossref_has_venue_string
548,2000.0,reference-entry,3433,799,102,745,780,503,439,511,780,799,799,799,799,545,792,792,620,90,90,86,90,745,0,542,543,318,324,269,269,324,324,542,543,1,9,1,9,0,9,1,9,189,499,792,0,792,0,16,31,0,0,0,0,66,702,0,0,16,31,3433,3433,0,299,299,3392,0,3394,3392,1087,0,1561,1561,3433,149,3433
549,2000.0,report,17645,13801,1030,7720,2046,1954,1939,1956,2046,13801,13801,13801,13801,4185,13530,13530,4034,885,885,145,885,7718,0,1675,1694,1631,1649,1617,1633,1633,1649,1675,1694,479,976,479,976,452,976,479,976,2268,3630,13530,0,13530,0,4034,4034,885,12916,885,12916,145,13656,885,885,4034,4034,17645,17645,7,551,551,16627,92,16913,16627,3096,0,0,0,0,0,0
550,2000.0,report-series,352,97,90,97,38,35,34,35,38,97,97,97,97,75,82,82,46,79,79,4,79,97,0,38,38,35,35,34,34,35,35,38,38,62,65,62,65,62,65,62,65,8,72,82,0,82,0,46,46,0,0,0,0,0,0,0,0,46,46,352,352,0,0,0,142,0,142,142,168,0,0,0,352,352,352
551,2000.0,standard,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,70,0,0,0,0,0,67,0,4,0,0,0,0,0,0
552,1999.0,,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,4,0,4,4,1,0,0,0,0,0,0
553,1999.0,book,10164,4873,4750,1903,696,605,584,610,696,4873,4873,4873,4873,4111,3563,3563,646,931,931,165,931,1897,2,690,690,600,605,579,579,605,605,690,690,2093,2224,2093,2224,2081,2224,2093,2224,603,3198,3563,0,3563,0,638,638,149,3123,149,3123,121,3185,149,149,638,638,10164,10164,63,69,69,5414,1,5948,5414,7068,0,29,29,3211,3109,3211
554,1999.0,book-chapter,158774,96185,41859,61943,46176,36566,34691,36705,46176,96185,96185,96185,96185,42559,72665,72665,50696,9133,9133,7386,9133,61922,1,46067,46068,36473,36613,34601,34602,36612,36613,46067,46068,15365,17151,15365,17151,15193,17151,15365,17151,10316,33558,72665,0,72665,0,1576,5835,0,0,0,0,2226,67827,0,0,1696,5955,158774,158774,501,1574,1574,110694,20,111632,110694,41204,0,67835,67006,158774,37318,158774
555,1999.0,book-part,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,0,0,0,0,0,0,0,1,0,0,0,15,0,15
556,1999.0,component,2939,1909,105,48,59,10,10,10,59,1909,1909,1909,1909,153,1863,1863,33,64,64,26,64,48,0,9,11,8,8,8,8,8,8,9,11,37,31,37,31,0,31,37,31,110,120,1863,0,1863,0,33,33,64,1845,64,1845,26,1883,64,64,33,33,2939,2939,0,61,61,2512,0,2939,2512,104,0,0,0,0,0,0
557,1999.0,dataset,8002,964,4,124,117,115,115,115,117,964,964,964,964,153,862,862,98,0,0,0,0,124,0,117,117,115,115,115,115,115,115,117,117,22,157,22,157,0,157,22,157,54,94,862,0,862,0,98,98,0,0,0,0,0,964,0,0,98,98,8002,8002,0,0,0,5085,0,6549,5085,748,0,0,0,8002,0,8002
558,1999.0,grant,454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,454,454,0,0,0,0,0,0,0,0,0,0,0,0,0,0
559,1999.0,journal-article,1205177,1002386,960247,759378,735262,621318,600370,624346,735262,1002386,1002386,1002386,1002386,804143,954450,954450,698658,955681,955681,895409,955681,675714,1851,610400,612831,514005,518017,496527,498068,516331,518017,610400,612831,7785,54972,7785,54972,7480,54972,7785,54972,47160,626147,65128,71,65128,71,146148,198249,0,0,0,0,42,271,0,0,171495,221187,1205177,1205177,99258,149766,149766,1082743,389,1084125,1082743,805602,1082463,601185,573482,1205177,1204473,1205177
560,1999.0,journal-issue,7279,17,3,6,3,3,3,3,3,17,17,17,17,6,7,7,0,2,2,2,2,6,0,3,3,3,3,3,3,3,3,3,3,17,17,17,17,17,17,17,17,4,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7279,7279,0,0,0,1,0,1,1,689,6208,0,0,7279,7247,7279
561,1999.0,monograph,4326,1701,1382,507,112,87,77,87,112,1701,1701,1701,1701,1157,1079,1079,75,108,108,74,108,505,2,109,109,84,84,74,74,84,84,109,109,294,335,294,335,288,335,294,335,197,853,1079,0,1079,0,73,73,105,1427,105,1427,72,1470,105,105,74,74,4326,4326,26,181,181,3133,5,3203,3133,2616,0,9,6,308,295,308
562,1999.0,other,4468,1193,158,115,186,148,144,148,186,1193,1193,1193,1193,557,1135,1135,340,44,44,35,44,115,0,181,181,144,144,140,140,144,144,181,181,410,408,410,408,407,408,410,408,168,469,1135,0,1135,0,199,199,0,0,0,0,33,583,0,0,199,199,4468,4468,0,113,113,2116,195,2253,2116,1018,0,292,231,4468,2007,4468
563,1999.0,posted-content,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,49,0,18,18,48,0,48,48,10,0,0,0,0,0,0
564,1999.0,proceedings,616,7,2,4,0,0,0,0,0,7,7,7,7,5,7,7,1,1,1,0,1,4,0,0,0,0,0,0,0,0,0,0,0,7,7,7,7,7,7,7,7,2,5,7,0,7,0,1,1,1,6,1,6,0,7,1,1,1,1,616,616,0,0,0,0,0,0,0,78,0,0,0,0,1,0
565,1999.0,proceedings-article,53260,51085,19443,37630,40991,31122,29104,31453,40991,51085,51085,51085,51085,32158,50461,50461,23600,4249,4249,3230,4249,36742,293,35154,35204,26529,26841,24972,24999,26811,26841,35154,35204,1145,2792,1145,2792,1125,2792,1145,2792,6497,25972,50461,0,50461,0,9503,10313,57,820,57,820,3229,47833,57,57,19682,19992,53260,53260,2635,7363,7363,51593,1,51614,51593,27023,0,16229,4642,52363,28,52363
566,1999.0,proceedings-series,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0
567,1999.0,reference-book,270,74,50,49,10,6,6,6,10,74,74,74,74,66,71,71,5,5,5,5,5,49,0,10,10,6,6,6,6,6,6,10,10,55,56,55,56,55,56,55,56,6,59,71,0,71,0,5,5,5,69,5,69,5,69,5,5,5,5,270,270,0,1,1,168,0,170,168,174,0,0,0,42,1,42
568,1999.0,reference-entry,2247,789,79,745,779,661,630,663,779,789,789,789,789,373,787,787,634,70,70,70,70,745,0,772,772,654,656,624,624,656,656,772,772,0,8,0,8,0,8,0,8,136,315,787,0,787,0,6,10,0,0,0,0,61,717,0,0,6,10,2247,2247,0,13,13,2241,0,2243,2241,521,0,1541,1541,2247,62,2247
569,1999.0,report,12316,8759,952,7067,835,717,700,718,835,8759,8759,8759,8759,3150,8635,8635,1794,837,837,98,837,7067,0,455,463,402,406,391,395,402,406,455,463,517,710,517,710,448,710,517,710,1426,2632,8635,0,8635,0,1794,1794,837,7922,837,7922,98,8661,837,837,1794,1794,12316,12316,9,587,587,10958,107,11474,10958,2765,0,0,0,0,0,0
570,1999.0,report-series,286,91,88,88,34,30,27,30,34,91,91,91,91,64,76,76,45,73,73,10,73,88,0,34,34,30,30,27,27,30,30,34,34,45,47,45,47,45,47,45,47,12,58,76,0,76,0,45,45,0,0,0,0,0,0,0,0,45,45,286,286,0,0,0,107,0,107,107,132,0,0,0,286,286,286
571,1999.0,standard,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,62,0,0,0,0,0,58,0,1,0,2,0,0,0,0
572,1998.0,,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,6,0,6,6,2,0,0,0,0,0,0
573,1998.0,book,8790,3967,3888,1110,144,81,76,81,144,3967,3967,3967,3967,3327,2713,2713,134,218,218,150,218,1094,1,142,142,79,79,75,75,79,79,142,142,2008,2095,2008,2095,1999,2095,2008,2095,456,2558,2713,0,2713,0,126,126,153,2983,153,2983,128,3043,153,153,126,126,8790,8790,55,86,86,4452,4,4971,4452,6180,0,20,20,2115,2031,2115
574,1998.0,book-chapter,158748,99251,40973,64916,49224,39070,37207,39275,49224,99251,99251,99251,99251,43116,75173,75173,52179,9593,9593,8211,9593,64911,0,49160,49163,39023,39230,37161,37163,39228,39230,49160,49163,14065,15662,14065,15662,13953,15662,14065,15662,10408,33753,75173,0,75173,0,1536,5240,0,0,0,0,2156,71699,0,0,1633,5337,158748,158748,1381,1899,1899,114759,10,115878,114759,41080,0,69692,68944,158748,35334,158748
575,1998.0,book-part,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
576,1998.0,component,2389,1604,57,36,53,9,9,9,53,1604,1604,1604,1604,111,1571,1571,29,49,49,13,49,36,0,8,10,7,7,7,7,7,7,8,10,6,25,6,25,0,25,6,25,83,94,1571,0,1571,0,29,29,49,1555,49,1555,13,1591,49,49,29,29,2389,2389,0,55,55,2193,0,2389,2193,59,0,0,0,0,0,0
577,1998.0,dataset,13004,621,0,9,8,6,6,6,8,621,621,621,621,100,539,539,9,0,0,0,0,9,0,7,7,5,5,5,5,5,5,7,7,2,5,2,5,0,5,2,5,26,46,539,0,539,0,9,9,0,0,0,0,0,621,0,0,9,9,13004,13004,0,1,1,3380,0,11809,3380,831,0,0,0,13004,0,13004
578,1998.0,grant,284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,284,284,0,0,0,0,0,0,0,0,0,0,0,0,0,0
579,1998.0,journal-article,1191387,986281,945863,730475,706183,593391,572567,596379,706183,986281,986281,986281,986281,781284,939399,939399,660540,942079,942079,884070,942079,653563,1663,590182,592367,492876,496724,475319,476705,495222,496724,590182,592367,7321,49839,7321,49839,7052,49839,7321,49839,48632,604247,63090,64,63090,64,142472,186177,0,0,0,0,97,171,0,0,164194,206077,1191387,1191387,93242,141353,141353,1069485,321,1070910,1069485,781537,1072311,566200,542315,1191387,1190437,1191387
580,1998.0,journal-issue,7875,6,1,1,2,1,1,1,2,6,6,6,6,1,3,3,1,1,1,1,1,1,0,2,2,1,1,1,1,1,1,2,2,6,6,6,6,6,6,6,6,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,7875,7875,0,0,0,1,0,1,1,751,6962,0,0,7875,7839,7875
581,1998.0,monograph,3961,1608,1309,416,85,63,59,66,85,1608,1608,1608,1608,1095,1032,1032,57,95,95,71,95,416,0,84,84,62,65,58,58,65,65,84,84,273,312,273,312,269,312,273,312,196,803,1032,0,1032,0,55,55,88,1358,88,1358,70,1406,88,88,55,55,3961,3961,13,174,174,2967,5,3065,2967,2491,0,13,11,274,234,274
582,1998.0,other,3832,1331,125,156,180,163,160,163,180,1331,1331,1331,1331,575,1278,1278,328,35,35,29,35,156,0,180,180,163,163,160,160,163,163,180,180,401,401,401,401,400,401,401,401,197,483,1278,0,1278,0,282,282,0,0,0,0,28,511,0,0,282,282,3832,3832,0,116,116,1683,263,1752,1683,817,0,210,162,3832,1811,3832
583,1998.0,posted-content,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,128,0,25,25,128,0,128,128,14,0,0,0,0,0,0
584,1998.0,proceedings,617,13,0,2,1,1,1,1,1,13,13,13,13,3,12,12,0,0,0,0,0,2,0,1,1,1,1,1,1,1,1,1,1,13,13,13,13,13,13,13,13,1,2,12,0,12,0,0,0,0,13,0,13,0,13,0,0,0,0,617,617,0,0,0,0,0,0,0,86,0,0,0,0,1,0
585,1998.0,proceedings-article,43038,40639,17323,30421,33398,24958,23385,25271,33398,40639,40639,40639,40639,25300,40207,40207,17024,7954,7954,5341,7954,29192,55,26343,26402,19621,19921,18594,18622,19891,19921,26343,26402,120,920,120,920,119,920,120,920,5199,19971,40207,0,40207,0,8142,8595,61,1058,61,1058,5331,35039,61,61,12955,13242,43038,43038,3599,8677,8677,41799,0,41803,41799,21285,0,10224,4599,41900,275,41900
586,1998.0,proceedings-series,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
587,1998.0,reference-book,181,59,35,35,4,2,2,2,4,59,59,59,59,49,54,54,2,8,8,3,8,35,0,4,4,2,2,2,2,2,2,4,4,39,40,39,40,39,40,39,40,6,44,54,0,54,0,2,2,8,49,8,49,3,54,8,8,2,2,181,181,0,0,0,112,0,112,112,128,0,0,0,4,2,4
588,1998.0,reference-entry,272,75,70,60,72,60,57,60,72,75,75,75,75,69,75,75,64,70,70,70,70,60,0,52,52,44,44,42,42,44,44,52,52,0,5,0,5,0,5,0,5,5,57,75,0,75,0,3,5,0,0,0,0,64,5,0,0,3,5,272,272,0,21,21,271,0,272,271,122,0,103,103,272,30,272
589,1998.0,report,12400,8518,886,7046,777,676,659,676,777,8518,8518,8518,8518,3068,8433,8433,1572,766,766,132,766,7046,0,476,480,417,419,402,404,417,419,476,480,479,675,479,675,418,675,479,675,1294,2549,8433,0,8433,0,1572,1572,766,7752,766,7752,132,8386,766,766,1572,1572,12400,12400,10,615,615,10433,96,11684,10433,2888,0,0,0,0,0,0
590,1998.0,report-series,272,74,70,73,17,17,17,17,17,74,74,74,74,63,68,68,30,63,63,7,63,73,0,17,17,17,17,17,17,17,17,17,17,42,43,42,43,42,43,42,43,13,55,68,0,68,0,30,30,0,0,0,0,0,0,0,0,30,30,272,272,0,0,0,116,0,116,116,143,0,0,0,272,272,272
591,1998.0,standard,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,51,0,0,0,0,0,47,0,2,0,2,0,0,0,0
592,1997.0,,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,7,0,7,7,1,0,0,0,0,0,0
593,1997.0,book,8214,3736,3651,1012,106,70,67,70,106,3736,3736,3736,3736,3069,2486,2486,109,239,239,185,239,1011,1,105,105,69,69,66,66,69,69,105,105,1854,1943,1854,1943,1846,1943,1854,1943,429,2383,2486,0,2486,0,105,105,176,2810,176,2810,159,2863,176,176,105,105,8214,8214,32,70,70,4248,1,4462,4248,5827,0,25,25,1904,1795,1904
594,1997.0,book-chapter,146642,93907,38558,63727,47976,37860,36003,38019,47976,93907,93907,93907,93907,41430,70480,70480,51096,8948,8948,7834,8948,63727,0,47925,47927,37818,37979,35961,35963,37977,37979,47925,47927,11873,14107,11873,14107,11718,14107,11873,14107,9572,32306,70480,0,70480,0,1388,4990,0,0,0,0,1854,67175,0,0,1418,5020,146642,146642,265,1481,1481,108794,5,109530,108794,39441,0,65748,65399,146642,33283,146642
595,1997.0,book-part,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,23,0,0,0,3,0,3,3,1,0,0,0,23,0,23
596,1997.0,component,1919,1285,58,43,64,13,12,13,64,1285,1285,1285,1285,100,1257,1257,30,56,56,13,56,43,0,10,13,10,13,9,12,10,13,10,13,3,18,3,18,0,18,3,18,70,80,1257,0,1257,0,30,30,56,1229,56,1229,13,1272,56,56,30,30,1919,1919,0,65,65,1707,0,1919,1707,57,0,0,0,0,0,0
597,1997.0,dataset,5706,658,4,9,8,7,7,7,8,658,658,658,658,98,566,566,14,3,3,3,3,9,0,7,7,6,6,6,6,6,6,7,7,1,6,1,6,0,6,1,6,28,50,566,0,566,0,14,14,0,0,0,0,3,655,0,0,14,14,5706,5706,0,1,1,3943,0,4799,3943,668,0,0,0,5706,0,5706
598,1997.0,grant,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0
599,1997.0,journal-article,1171740,957638,916980,699054,681016,569148,548800,572021,681016,957638,957638,957638,957638,749816,911002,911002,623649,913001,913001,856604,913001,625668,1310,569363,571089,473499,476978,456381,457516,475743,476978,569363,571089,7440,45171,7440,45171,7179,45171,7440,45171,46931,572492,61231,65,61231,65,124486,159784,0,0,0,0,36,194,0,0,145717,179329,1171740,1171740,88289,134936,134936,1040003,302,1041433,1040003,752578,1055447,546183,522983,1171740,1171201,1171740
600,1997.0,journal-issue,7700,17,3,4,2,2,2,2,2,17,17,17,17,3,7,7,0,3,3,3,3,4,0,2,2,2,2,2,2,2,2,2,2,17,17,17,17,17,17,17,17,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7700,7700,0,0,0,0,0,0,0,841,6798,0,0,7700,7667,7700
601,1997.0,monograph,3731,1519,1226,419,79,67,60,68,79,1519,1519,1519,1519,957,972,972,52,83,83,61,83,419,0,78,78,66,67,59,59,67,67,78,78,256,283,256,283,248,283,256,283,168,717,972,0,972,0,51,51,82,1319,82,1319,61,1361,82,82,52,52,3731,3731,18,117,117,2801,4,2902,2801,2244,0,12,10,221,193,221
602,1997.0,other,3695,1531,167,137,160,141,137,141,160,1531,1531,1531,1531,603,1480,1480,382,65,65,63,65,137,0,159,159,140,140,136,136,140,140,159,159,435,443,435,443,430,443,435,443,235,517,1480,0,1480,0,280,280,0,0,0,0,62,487,0,0,280,280,3695,3695,0,82,82,1818,237,1899,1818,806,0,177,145,3695,1949,3695
603,1997.0,posted-content,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,68,0,25,25,68,0,68,68,24,0,0,0,0,0,0
604,1997.0,proceedings,582,16,0,1,3,2,2,2,3,16,16,16,16,6,13,13,0,0,0,0,0,1,0,3,3,2,2,2,2,2,2,3,3,16,16,16,16,16,16,16,16,4,5,13,0,13,0,0,0,0,16,0,16,0,16,0,0,0,0,582,582,0,0,0,0,0,0,0,84,0,0,0,0,2,0
605,1997.0,proceedings-article,40484,37870,13026,27875,31311,23344,21723,23564,31311,37870,37870,37870,37870,23968,37311,37311,14785,3871,3871,2353,3871,26742,7,25020,25047,18541,18751,17422,17439,18732,18751,25020,25047,221,2561,221,2561,217,2561,221,2561,5104,18841,37311,0,37311,0,7072,7360,82,956,82,956,2353,34846,82,82,11428,11578,40484,40484,3139,7039,7039,39170,0,39227,39170,20020,0,9494,4172,39437,678,39437
606,1997.0,proceedings-series,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,0,0,0,0,0,0,0,1,0,0,0,0,0,0
607,1997.0,reference-book,108,36,24,23,1,1,0,1,1,36,36,36,36,30,31,31,3,3,3,3,3,23,0,1,1,1,1,0,0,1,1,1,1,27,27,27,27,27,27,27,27,4,29,31,0,31,0,3,3,3,32,3,32,3,32,3,3,3,3,108,108,0,0,0,55,0,55,55,80,0,0,0,3,1,3
608,1997.0,reference-entry,107,22,21,19,21,18,18,18,21,22,22,22,22,19,22,22,17,21,21,21,21,19,0,17,17,15,15,15,15,15,15,17,17,0,0,0,0,0,0,0,0,1,14,22,0,22,0,1,1,0,0,0,0,18,0,0,0,1,1,107,107,0,5,5,107,0,107,107,53,0,34,34,107,15,107
609,1997.0,report,13401,9642,973,8020,904,759,739,762,904,9642,9642,9642,9642,3259,9526,9526,1668,781,781,134,781,8020,0,530,535,435,439,416,417,438,439,530,535,523,662,523,662,438,662,523,662,1356,2603,9526,0,9526,0,1668,1668,781,8861,781,8861,134,9508,781,781,1668,1668,13401,13401,15,838,838,11230,94,12618,11230,2912,0,0,0,0,0,0
610,1997.0,report-series,242,66,63,65,18,17,16,17,18,66,66,66,66,58,64,64,35,57,57,9,57,65,0,18,18,17,17,16,16,17,17,18,18,32,33,32,33,32,33,32,33,16,54,64,0,64,0,35,35,0,0,0,0,0,0,0,0,35,35,242,242,0,0,0,118,0,118,118,121,0,0,0,242,242,242
611,1997.0,standard,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,27,0,0,0,0,0,25,0,2,0,1,0,0,0,0
612,1996.0,,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,2,0,2,2,0,0,0,0,0,0,0
613,1996.0,book,7873,3551,3474,925,103,62,60,62,103,3551,3551,3551,3551,2952,2409,2409,87,234,234,195,234,915,1,99,100,60,60,58,58,60,60,99,100,1746,1855,1746,1855,1739,1855,1746,1855,408,2275,2409,0,2409,0,84,84,179,2652,179,2652,159,2705,179,179,84,84,7873,7873,45,82,82,4111,1,4297,4111,5496,0,20,20,1828,1737,1828
614,1996.0,book-chapter,138357,88875,34917,59148,45416,35706,33882,35865,45416,88875,88875,88875,88875,40244,68491,68491,47503,8044,8044,7087,8044,59148,0,45359,45361,35662,35823,33838,33840,35821,35823,45359,45361,12363,13872,12363,13872,12244,13872,12363,13872,9254,31198,68491,0,68491,0,914,4101,0,0,0,0,2075,62175,0,0,979,4166,138357,138357,423,2157,2157,101335,3,102100,101335,38278,0,61704,61082,138357,32439,138357
615,1996.0,book-part,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,5,0,5
616,1996.0,component,1441,843,57,31,52,6,6,6,52,843,843,843,843,78,823,823,22,40,40,7,40,31,0,5,8,4,4,4,4,4,4,5,8,12,7,12,7,0,7,12,7,60,66,823,0,823,0,22,22,40,803,40,803,7,836,40,40,22,22,1441,1441,0,63,63,1290,0,1441,1290,45,0,0,0,0,0,0
617,1996.0,dataset,8147,554,11,12,14,12,12,12,14,554,554,554,554,100,482,482,17,10,10,10,10,12,0,14,14,12,12,12,12,12,12,14,14,2,11,2,11,0,11,2,11,34,64,482,0,482,0,17,17,0,0,0,0,10,544,0,0,17,17,8147,8147,0,0,0,3516,0,7349,3516,558,0,0,0,8147,0,8147
618,1996.0,grant,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0
619,1996.0,journal-article,1136990,919778,883618,666587,645819,537958,518367,540582,645819,919778,919778,919778,919778,719957,875522,875522,582726,879925,879925,828596,879925,596732,1172,543823,545096,451152,454123,434728,435557,453232,454123,543823,545096,7451,39820,7451,39820,7179,39820,7451,39820,46141,542934,58852,55,58852,55,96174,124762,0,0,0,0,33,208,0,0,114394,141970,1136990,1136990,85027,124293,124293,1001503,291,1003028,1001503,721504,1023795,537170,516884,1136990,1136472,1136990
620,1996.0,journal-issue,8043,8,2,1,1,1,1,1,1,8,8,8,8,4,1,1,0,2,2,1,2,1,0,1,1,1,1,1,1,1,1,1,1,8,8,8,8,8,8,8,8,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8043,8043,0,0,0,4,1,4,4,880,7150,0,0,8043,8012,8043
