,published_year,type,field,num_dois,num_objects,objects_with_abstract,objects_with_affiliations,objects_with_affiliations_countrycode,objects_with_affiliations_grid,objects_with_affiliations_ror,objects_with_affiliations_sourceid,objects_with_affiliations_string,objects_with_authors,objects_with_authors_orcid,objects_with_authors_sequence,objects_with_authors_sourceid,objects_with_authors_string,objects_with_citations,objects_with_fields,objects_with_fields_mag,objects_with_references,objects_with_venue,objects_with_venue_issn,objects_with_venue_sourceid,objects_with_venue_string
0,2203.0,Journal,Medicine,6,6,0,0,0,0,0,0,0,6,0,6,6,6,0,6,6,0,6,6,6,6
1,2203.0,Journal,Psychology,2,2,0,0,0,0,0,0,0,2,0,2,2,2,0,2,2,0,2,2,2,2
2,2121.0,Book,,1,1,1,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0
3,2121.0,Book,Political science,1,1,1,0,0,0,0,0,0,1,0,1,1,1,0,1,1,0,0,0,0,0
4,2121.0,Journal,Medicine,3,3,3,0,0,0,0,0,0,3,0,3,3,3,0,3,3,0,0,0,0,0
5,2121.0,Journal,Psychology,2,2,1,0,0,0,0,0,0,2,0,2,2,2,0,2,2,0,0,0,0,0
6,2121.0,Journal,Sociology,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0
7,2117.0,Journal,Business,5,5,0,0,0,0,0,0,0,5,0,5,5,5,0,5,5,0,0,0,0,0
8,2116.0,Journal,Business,9,9,0,0,0,0,0,0,0,9,0,9,9,9,0,9,9,0,0,0,0,0
9,2116.0,Journal,Political science,1,1,0,0,0,0,0,0,0,1,0,1,1,1,0,1,1,0,0,0,0,0
10,2116.0,Journal,Psychology,2,2,0,0,0,0,0,0,0,2,0,2,2,2,0,2,2,0,0,0,0,0
11,2116.0,Journal,Sociology,1,1,0,0,0,0,0,0,0,1,0,1,1,1,0,1,1,0,0,0,0,0
12,2115.0,Journal,Business,10,10,0,0,0,0,0,0,0,10,0,10,10,10,0,10,10,0,0,0,0,0
13,2115.0,Journal,Computer science,5,5,0,0,0,0,0,0,0,5,0,5,5,5,0,5,5,0,0,0,0,0
14,2115.0,Journal,Economics,1,1,0,0,0,0,0,0,0,1,0,1,1,1,0,1,1,0,0,0,0,0
15,2115.0,Journal,Geography,1,1,0,0,0,0,0,0,0,1,0,1,1,1,0,1,1,0,0,0,0,0
16,2115.0,Journal,Political science,1,1,0,0,0,0,0,0,0,1,0,1,1,1,0,1,1,0,0,0,0,0
17,2115.0,Journal,Psychology,3,3,0,0,0,0,0,0,0,3,0,3,3,3,0,3,3,0,0,0,0,0
18,2115.0,Journal,Sociology,2,2,0,0,0,0,0,0,0,2,0,2,2,2,0,2,2,0,0,0,0,0
19,2114.0,Journal,Business,9,9,0,0,0,0,0,0,0,9,0,9,9,9,0,9,9,0,0,0,0,0
20,2114.0,Journal,Computer science,8,8,0,0,0,0,0,0,0,8,0,8,8,8,0,8,8,0,0,0,0,0
21,2114.0,Journal,Economics,1,1,0,0,0,0,0,0,0,1,0,1,1,1,0,1,1,0,0,0,0,0
22,2114.0,Journal,Psychology,5,5,0,0,0,0,0,0,0,5,0,5,5,5,0,5,5,0,0,0,0,0
23,2114.0,Journal,Sociology,2,2,0,0,0,0,0,0,0,2,0,2,2,2,0,2,2,0,0,0,0,0
24,2109.0,Journal,Biology,1,1,0,0,0,0,0,0,0,1,0,1,1,1,0,1,1,0,1,1,1,1
25,2109.0,Journal,Medicine,1,1,0,0,0,0,0,0,0,1,0,1,1,1,0,1,1,0,0,0,0,0
26,2108.0,Journal,Art,1,1,0,0,0,0,0,0,0,1,0,1,1,1,0,1,1,0,0,0,0,0
27,2108.0,Journal,Biology,2,2,0,0,0,0,0,0,0,2,0,2,2,2,0,2,2,0,0,0,0,0
28,2108.0,Journal,Computer science,1,1,0,0,0,0,0,0,0,1,0,1,1,1,0,1,1,0,0,0,0,0
29,2108.0,Journal,History,1,1,0,0,0,0,0,0,0,1,0,1,1,1,0,1,1,0,0,0,0,0
30,2108.0,Journal,Philosophy,3,3,0,0,0,0,0,0,0,3,0,3,3,3,0,3,3,0,0,0,0,0
31,2108.0,Journal,Political science,1,1,0,0,0,0,0,0,0,1,0,1,1,1,0,1,1,0,0,0,0,0
32,2108.0,Journal,Psychology,2,2,0,0,0,0,0,0,0,2,0,2,2,2,0,2,2,0,0,0,0,0
33,2107.0,Journal,,1,1,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0
34,2107.0,Journal,Art,1,1,0,0,0,0,0,0,0,1,0,1,1,1,0,1,1,0,0,0,0,0
35,2107.0,Journal,Chemistry,1,1,0,0,0,0,0,0,0,1,0,1,1,1,0,1,1,0,0,0,0,0
36,2106.0,Journal,Art,1,1,0,0,0,0,0,0,0,1,0,1,1,1,0,1,1,0,0,0,0,0
37,2106.0,Journal,Biology,1,1,0,0,0,0,0,0,0,1,0,1,1,1,0,1,1,0,0,0,0,0
38,2106.0,Journal,Business,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0
39,2106.0,Journal,Computer science,2,2,0,0,0,0,0,0,0,2,0,2,2,2,0,2,2,0,0,0,0,0
40,2106.0,Journal,Geography,2,2,0,0,0,0,0,0,0,1,0,1,1,1,0,2,2,0,0,0,0,0
41,2106.0,Journal,Medicine,7,7,0,0,0,0,0,0,0,7,0,7,7,7,0,7,7,0,0,0,0,0
42,2106.0,Journal,Psychology,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0
43,2106.0,Journal,Sociology,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0
44,2105.0,BookChapter,,1,1,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0
45,2105.0,BookChapter,Art,2,2,0,0,0,0,0,0,0,1,0,1,1,1,0,2,2,0,0,0,0,0
46,2105.0,BookChapter,Philosophy,1,1,0,0,0,0,0,0,0,1,0,1,1,1,0,1,1,0,0,0,0,0
47,2105.0,BookChapter,Political science,3,3,0,0,0,0,0,0,0,1,0,1,1,1,0,3,3,0,0,0,0,0
48,2105.0,Journal,Medicine,2,2,0,0,0,0,0,0,0,2,0,2,2,2,0,2,2,0,1,1,1,1
49,2104.0,Journal,Business,1,1,0,0,0,0,0,0,0,1,0,1,1,1,0,1,1,0,0,0,0,0
50,2104.0,Journal,Medicine,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,1,1,1
51,2104.0,Journal,Political science,1,1,0,0,0,0,0,0,0,1,0,1,1,1,0,1,1,0,1,1,1,1
52,2104.0,Journal,Psychology,1,1,0,0,0,0,0,0,0,1,0,1,1,1,0,1,1,0,0,0,0,0
53,2103.0,Journal,Business,1,1,0,0,0,0,0,0,0,1,0,1,1,1,0,1,1,0,0,0,0,0
54,2103.0,Journal,Economics,1,1,0,0,0,0,0,0,0,1,0,1,1,1,0,1,1,0,0,0,0,0
55,2103.0,Journal,Mathematics,7,7,0,0,0,0,0,0,0,7,0,7,7,7,0,7,7,0,7,7,7,7
56,2103.0,Journal,Medicine,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1
57,2101.0,BookChapter,,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58,2101.0,BookChapter,Art,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0
59,2101.0,BookChapter,History,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0
60,2101.0,BookChapter,Materials science,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
61,2101.0,BookChapter,Medicine,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
62,2101.0,BookChapter,Political science,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
63,2101.0,Journal,Medicine,1,1,0,0,0,0,0,0,0,1,0,1,1,1,0,1,1,0,1,1,1,1
64,2100.0,Journal,Biology,1,1,0,0,0,0,0,0,0,1,0,1,1,1,0,1,1,0,1,1,1,1
65,2100.0,Journal,Business,2,2,0,0,0,0,0,0,0,2,0,2,2,2,0,2,2,0,0,0,0,0
66,2100.0,Journal,Chemistry,1,1,0,0,0,0,0,0,0,1,0,1,1,1,0,1,1,0,1,1,1,1
67,2100.0,Journal,Medicine,3,3,0,0,0,0,0,0,0,3,0,3,3,3,0,3,3,0,2,2,2,2
68,2100.0,Journal,Sociology,1,1,0,0,0,0,0,0,0,1,0,1,1,1,0,1,1,0,0,0,0,0
69,2099.0,,Materials science,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0
70,2099.0,Book,Sociology,1,1,0,0,0,0,0,0,0,1,0,1,1,1,0,1,1,0,0,0,0,0
71,2099.0,Journal,Medicine,1,1,1,0,0,0,0,0,0,1,0,1,1,1,0,1,1,0,1,1,1,1
72,2091.0,Journal,Psychology,1,1,0,0,0,0,0,0,0,1,0,1,1,1,0,1,1,0,0,0,0,0
73,2088.0,Journal,Computer science,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0
74,2088.0,Journal,Economics,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
75,2088.0,Journal,Political science,2,2,0,0,0,0,0,0,0,2,0,2,2,2,0,2,2,0,0,0,0,0
76,2088.0,Journal,Psychology,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
77,2088.0,Journal,Sociology,1,1,0,0,0,0,0,0,0,1,0,1,1,1,0,1,1,0,0,0,0,0
78,2086.0,Book,Art,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
79,2081.0,Journal,Mathematics,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1
80,2080.0,Journal,Computer science,8,8,0,0,0,0,0,0,0,8,0,8,8,8,0,8,8,0,0,0,0,0
81,2077.0,Journal,Political science,1,1,0,0,0,0,0,0,0,1,0,1,1,1,0,1,1,0,0,0,0,0
82,2059.0,Book,Art,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
83,2055.0,Repository,Political science,1,1,0,0,0,0,0,0,0,1,0,1,1,1,0,1,1,0,0,0,0,0
84,2051.0,Book,Art,1,1,0,0,0,0,0,0,0,1,0,1,1,1,0,1,1,0,0,0,0,0
85,2051.0,Journal,,6,6,0,0,0,0,0,0,0,6,0,6,6,6,0,0,0,0,0,0,0,0
86,2051.0,Journal,Art,1,1,0,0,0,0,0,0,0,1,0,1,1,1,0,1,1,0,0,0,0,0
87,2051.0,Journal,Computer science,1,1,0,0,0,0,0,0,0,1,0,1,1,1,0,1,1,0,0,0,0,0
88,2051.0,Journal,Philosophy,2,2,0,0,0,0,0,0,0,2,0,2,2,2,0,2,2,0,0,0,0,0
89,2051.0,Journal,Political science,3,3,0,0,0,0,0,0,0,1,0,1,1,1,0,3,3,0,0,0,0,0
90,2051.0,Journal,Psychology,2,2,0,0,0,0,0,0,0,2,0,2,2,2,0,2,2,0,0,0,0,0
91,2050.0,Book,Business,1,1,0,0,0,0,0,0,0,1,0,1,1,1,0,1,1,0,0,0,0,0
92,2049.0,Journal,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
93,2048.0,Journal,Economics,1,1,0,0,0,0,0,0,0,1,0,1,1,1,0,1,1,0,0,0,0,0
94,2047.0,Journal,Biology,1,1,0,0,0,0,0,0,0,1,0,1,1,1,0,1,1,0,1,1,1,1
95,2047.0,Journal,Chemistry,2,2,0,0,0,0,0,0,0,2,0,2,2,2,0,2,2,0,2,2,2,2
96,2047.0,Journal,Computer science,2,2,0,0,0,0,0,0,0,2,0,2,2,2,0,2,2,0,2,2,2,2
97,2047.0,Journal,Medicine,2,2,0,0,0,0,0,0,0,2,0,2,2,2,0,2,2,0,2,2,2,2
98,2044.0,Book,Art,49,49,0,0,0,0,0,0,0,0,0,0,0,0,0,49,49,0,0,0,0,0
99,2043.0,Book,Art,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
100,2042.0,Book,Art,23,23,0,0,0,0,0,0,0,0,0,0,0,0,0,23,23,0,0,0,0,0
101,2041.0,Book,Art,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0
102,2031.0,Journal,Art,9,9,0,0,0,0,0,0,0,9,0,9,9,9,0,9,9,0,0,0,0,0
103,2031.0,Journal,Computer science,6,6,0,0,0,0,0,0,0,6,0,6,6,6,0,6,6,0,0,0,0,0
104,2031.0,Journal,History,3,3,0,0,0,0,0,0,0,3,0,3,3,3,0,3,3,0,0,0,0,0
105,2031.0,Journal,Political science,1,1,0,0,0,0,0,0,0,1,0,1,1,1,0,1,1,0,0,0,0,0
106,2031.0,Journal,Psychology,4,4,2,0,0,0,0,0,0,4,0,4,4,4,0,4,4,0,0,0,0,0
107,2031.0,Journal,Sociology,1,1,0,0,0,0,0,0,0,1,0,1,1,1,0,1,1,0,0,0,0,0
108,2030.0,Conference,Computer science,1,1,0,0,0,0,0,0,0,1,0,1,1,1,0,1,1,0,0,0,0,0
109,2030.0,Journal,,1,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,1,1,1
110,2030.0,Journal,Art,1,1,0,0,0,0,0,0,0,1,0,1,1,1,0,1,1,0,1,1,1,1
111,2030.0,Journal,Business,2,2,0,0,0,0,0,0,0,2,0,2,2,2,0,2,2,0,1,1,1,1
112,2029.0,Journal,Psychology,1,1,0,0,0,0,0,0,0,1,0,1,1,1,0,1,1,0,0,0,0,0
113,2028.0,Book,Art,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
114,2028.0,Journal,Medicine,1,1,1,0,0,0,0,0,0,1,0,1,1,1,0,1,1,0,0,0,0,0
115,2026.0,Journal,Biology,1,1,1,0,0,0,0,0,0,1,0,1,1,1,0,1,1,0,1,1,1,1
116,2025.0,Journal,,2,2,1,0,0,0,0,0,0,2,0,2,2,2,0,0,0,0,0,0,0,0
117,2025.0,Journal,Business,2,2,0,2,1,1,1,1,2,2,0,2,2,2,0,2,2,0,0,0,0,0
118,2025.0,Journal,Chemistry,1,1,1,0,0,0,0,0,0,1,0,1,1,1,0,1,1,0,1,1,1,1
119,2025.0,Journal,Political science,5,5,0,0,0,0,0,0,0,5,0,5,5,5,0,5,5,0,1,1,1,1
120,2024.0,Journal,,10,10,2,3,1,1,1,1,3,10,2,10,10,10,0,0,0,0,2,2,2,2
121,2024.0,Journal,Art,2,2,0,0,0,0,0,0,0,2,0,2,2,2,0,2,2,0,0,0,0,0
122,2024.0,Journal,Biology,57,57,47,54,47,47,47,47,54,57,51,57,57,57,0,57,57,0,55,55,55,55
123,2024.0,Journal,Business,10,10,1,4,1,1,1,1,4,10,1,10,10,10,0,10,10,0,2,2,2,2
124,2024.0,Journal,Chemistry,1,1,0,0,0,0,0,0,0,1,0,1,1,1,0,1,1,0,0,0,0,0
125,2024.0,Journal,Computer science,30,30,0,14,0,0,0,0,14,30,0,30,30,30,0,30,30,0,4,4,4,4
126,2024.0,Journal,Economics,5,5,0,3,0,0,0,0,3,5,0,5,5,5,0,5,5,0,0,0,0,0
127,2024.0,Journal,Environmental science,2,2,2,2,1,1,1,1,2,2,2,2,2,2,0,2,2,0,2,2,2,2
128,2024.0,Journal,Geography,6,6,1,2,0,0,0,0,2,6,1,6,6,6,0,6,6,0,1,1,1,1
129,2024.0,Journal,History,19,19,0,0,0,0,0,0,0,19,0,19,19,19,0,19,19,0,0,0,0,0
130,2024.0,Journal,Mathematics,6,6,0,0,0,0,0,0,0,6,0,6,6,6,0,6,6,0,6,6,6,6
131,2024.0,Journal,Medicine,5,5,1,3,1,1,1,1,3,5,1,5,5,5,0,5,5,0,3,3,3,3
132,2024.0,Journal,Philosophy,2,2,0,0,0,0,0,0,0,2,0,2,2,2,0,2,2,0,0,0,0,0
133,2024.0,Journal,Political science,20,20,0,2,0,0,0,0,2,20,0,20,20,20,0,20,20,0,0,0,0,0
134,2024.0,Journal,Sociology,4,4,0,2,0,0,0,0,2,4,0,4,4,4,0,4,4,0,0,0,0,0
135,2023.0,Book,,1,1,0,1,1,0,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0
136,2023.0,Book,Art,13,14,1,1,0,0,0,0,1,11,0,11,11,11,0,14,14,0,0,0,0,0
137,2023.0,Book,Business,3,3,0,2,2,2,2,2,2,2,0,2,2,2,0,3,3,0,0,0,0,0
138,2023.0,Book,Chemistry,1,1,0,1,1,1,1,1,1,1,0,1,1,1,0,1,1,0,0,0,0,0
139,2023.0,Book,Computer science,9,9,0,7,7,7,7,7,7,8,0,8,8,8,0,9,9,0,0,0,0,0
140,2023.0,Book,Geography,2,2,0,1,1,1,1,1,1,2,0,2,2,2,0,2,2,0,0,0,0,0
141,2023.0,Book,History,1,1,0,0,0,0,0,0,0,1,0,1,1,1,0,1,1,0,0,0,0,0
142,2023.0,Book,Materials science,6,6,0,5,5,5,5,5,5,6,0,6,6,6,0,6,6,0,0,0,0,0
143,2023.0,Book,Mathematics,2,2,0,2,2,2,2,2,2,2,0,2,2,2,0,2,2,0,0,0,0,0
144,2023.0,Book,Medicine,4,4,0,2,1,1,1,1,2,2,0,2,2,2,0,4,4,0,0,0,0,0
145,2023.0,Book,Philosophy,5,5,0,0,0,0,0,0,0,5,0,5,5,5,0,5,5,0,0,0,0,0
146,2023.0,Book,Physics,5,5,0,5,3,3,3,3,5,5,0,5,5,5,0,5,5,0,0,0,0,0
147,2023.0,Book,Political science,7,7,0,2,1,1,1,1,2,7,0,7,7,7,0,7,7,0,0,0,0,0
148,2023.0,Book,Sociology,1,1,0,1,1,1,1,1,1,1,0,1,1,1,0,1,1,0,0,0,0,0
149,2023.0,BookChapter,,12,12,3,3,2,2,2,2,3,4,2,4,4,4,0,0,0,0,0,0,0,0
150,2023.0,BookChapter,Art,18,18,0,0,0,0,0,0,0,2,0,2,2,2,0,18,18,0,0,0,0,0
151,2023.0,BookChapter,Biology,3,3,3,3,2,2,2,2,3,3,2,3,3,3,0,3,3,0,0,0,0,0
152,2023.0,BookChapter,Business,8,8,7,7,7,7,7,7,7,8,1,8,8,8,0,8,8,0,0,0,0,0
153,2023.0,BookChapter,Chemistry,4,4,3,3,3,3,3,3,3,4,2,4,4,4,0,4,4,0,0,0,0,0
154,2023.0,BookChapter,Computer science,4,4,3,3,3,1,1,3,3,4,1,4,4,4,0,4,4,0,0,0,0,0
155,2023.0,BookChapter,Economics,13,13,12,12,12,11,11,12,12,12,0,12,12,12,0,13,13,0,0,0,0,0
156,2023.0,BookChapter,Environmental science,2,2,1,1,1,1,1,1,1,2,0,2,2,2,0,2,2,0,0,0,0,0
157,2023.0,BookChapter,Geography,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0
158,2023.0,BookChapter,Geology,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0
159,2023.0,BookChapter,History,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0
160,2023.0,BookChapter,Mathematics,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
161,2023.0,BookChapter,Medicine,10,10,1,1,1,1,1,1,1,10,0,10,10,10,0,10,10,0,0,0,0,0
162,2023.0,BookChapter,Physics,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
163,2023.0,BookChapter,Political science,10,10,3,3,3,3,3,3,3,6,0,6,6,6,0,10,10,0,0,0,0,0
164,2023.0,BookChapter,Psychology,7,7,0,0,0,0,0,0,0,1,1,1,1,1,0,7,7,0,0,0,0,0
165,2023.0,Dataset,Physics,5,5,0,0,0,0,0,0,0,0,0,5,5,0,0,5,5,0,0,0,0,0
166,2023.0,Journal,,6,6,0,0,0,0,0,0,0,6,1,6,6,6,0,0,0,0,3,3,3,3
167,2023.0,Journal,Art,15,15,0,0,0,0,0,0,0,15,0,15,15,15,0,15,15,0,15,15,15,15
168,2023.0,Journal,Biology,16,16,14,11,9,9,9,9,11,16,10,16,16,16,0,16,16,0,13,13,13,13
169,2023.0,Journal,Business,71,71,0,0,0,0,0,0,0,71,0,71,71,71,0,71,71,0,62,62,62,62
170,2023.0,Journal,Chemistry,5,5,0,0,0,0,0,0,0,5,0,5,5,5,0,5,5,0,5,5,5,5
171,2023.0,Journal,Computer science,149,149,24,25,19,18,18,20,25,149,20,149,149,149,0,149,149,0,113,113,113,113
172,2023.0,Journal,Economics,21,21,0,0,0,0,0,0,0,21,0,21,21,21,0,21,21,0,19,19,19,19
173,2023.0,Journal,Engineering,3,3,0,0,0,0,0,0,0,3,0,3,3,3,0,3,3,0,3,3,3,3
174,2023.0,Journal,Environmental science,14,14,0,0,0,0,0,0,0,14,0,14,14,14,0,14,14,0,14,14,14,14
175,2023.0,Journal,Geography,2,2,0,0,0,0,0,0,0,2,0,2,2,2,0,2,2,0,2,2,2,2
176,2023.0,Journal,Materials science,7,7,0,1,1,1,1,1,1,7,0,7,7,7,0,7,7,0,5,5,5,5
177,2023.0,Journal,Mathematics,58,58,0,0,0,0,0,0,0,58,0,58,58,58,0,58,58,0,58,58,58,58
178,2023.0,Journal,Medicine,13,13,0,1,0,0,0,0,1,13,0,13,13,13,0,13,13,0,6,6,6,6
179,2023.0,Journal,Physics,1,1,0,0,0,0,0,0,0,1,0,1,1,1,0,1,1,0,0,0,0,0
180,2023.0,Journal,Political science,6,6,0,0,0,0,0,0,0,6,0,6,6,6,0,6,6,0,4,4,4,4
181,2023.0,Journal,Psychology,27,27,1,1,0,0,0,0,1,27,0,27,27,27,0,27,27,0,24,24,24,24
182,2023.0,Journal,Sociology,5,5,1,0,0,0,0,0,0,5,0,5,5,5,0,5,5,0,5,5,5,5
183,2023.0,Repository,Art,0,2,0,2,0,0,0,0,2,2,0,2,2,2,0,2,2,0,0,0,0,0
184,2023.0,Repository,Political science,0,1,0,0,0,0,0,0,0,1,0,1,1,1,0,1,1,0,0,0,0,0
185,2022.0,,,2784,2885,1699,1043,623,586,597,625,1043,1591,113,1610,1610,1591,1,0,0,54,48,48,48,48
186,2022.0,,Art,488,617,131,180,120,112,117,120,180,457,51,457,457,457,2,617,617,28,2,2,2,2
187,2022.0,,Biology,538,567,199,292,253,245,249,255,292,465,260,471,471,465,7,567,567,202,102,102,102,102
188,2022.0,,Business,1384,1550,1002,985,762,711,725,765,985,1417,517,1424,1424,1417,43,1550,1550,737,1,1,1,1
189,2022.0,,Chemistry,780,825,330,399,328,320,325,329,399,700,397,733,733,700,14,825,825,306,65,65,65,65
190,2022.0,,Computer science,6028,6321,5013,5166,4215,3641,3725,4237,5166,5787,2757,5837,5837,5787,207,6321,6321,4108,22,22,22,22
191,2022.0,,Economics,266,289,151,127,98,92,94,99,127,216,85,216,216,216,7,289,289,74,1,1,1,1
192,2022.0,,Engineering,258,274,137,168,140,125,125,140,168,208,92,215,215,208,5,274,274,115,0,0,0,0
193,2022.0,,Environmental science,875,913,634,680,571,494,512,573,680,814,453,831,831,814,37,913,913,550,11,11,11,11
194,2022.0,,Geography,418,492,294,305,206,198,201,206,305,426,147,429,429,426,22,492,492,178,4,4,4,4
195,2022.0,,Geology,402,416,339,353,305,274,279,305,353,401,224,405,405,401,21,416,416,278,5,5,5,5
196,2022.0,,History,219,278,73,107,73,71,72,74,107,260,48,260,260,260,1,278,278,51,1,1,1,1
197,2022.0,,Materials science,1846,1884,1197,1448,1190,1066,1101,1194,1448,1688,1070,1787,1787,1688,62,1884,1884,1171,28,28,28,28
198,2022.0,,Mathematics,455,494,309,304,248,234,242,248,304,416,231,418,418,416,36,494,494,243,0,0,0,0
199,2022.0,,Medicine,2688,2871,1262,1549,1211,1169,1186,1216,1549,2450,1079,2455,2455,2450,37,2871,2871,1121,383,383,383,383
200,2022.0,,Philosophy,303,350,128,148,104,103,104,104,148,314,48,314,314,314,4,350,350,83,3,3,3,3
201,2022.0,,Physics,383,416,266,322,230,213,218,232,322,377,191,378,378,377,15,416,416,201,3,3,3,3
202,2022.0,,Political science,1558,1837,1101,986,727,712,717,727,986,1460,434,1464,1464,1460,27,1837,1837,607,3,3,3,3
203,2022.0,,Psychology,1067,1444,911,877,521,502,508,524,877,1358,433,1361,1361,1358,25,1444,1444,413,27,27,27,27
204,2022.0,,Sociology,573,765,440,508,357,347,350,361,508,723,272,723,723,723,18,765,765,293,3,3,3,3
205,2022.0,Book,,294,302,63,24,15,15,15,15,24,200,12,201,201,200,0,0,0,0,1,1,1,1
206,2022.0,Book,Art,749,819,300,39,21,19,19,22,39,601,27,613,613,601,11,819,819,3,1,1,1,1
207,2022.0,Book,Biology,188,191,9,11,10,10,10,10,11,50,9,51,51,50,1,191,191,1,0,0,0,0
208,2022.0,Book,Business,462,501,56,60,46,43,43,46,60,249,37,260,260,249,12,501,501,3,0,0,0,0
209,2022.0,Book,Chemistry,130,137,6,20,16,16,16,16,20,54,17,54,54,54,3,137,137,0,0,0,0,0
210,2022.0,Book,Computer science,1059,1134,123,110,95,93,94,95,110,570,81,579,579,570,23,1134,1134,4,77,77,77,77
211,2022.0,Book,Economics,85,98,16,24,15,14,14,15,24,77,5,79,79,77,1,98,98,1,1,1,1,1
212,2022.0,Book,Engineering,195,210,18,15,6,6,6,6,15,80,17,84,84,80,7,210,210,1,0,0,0,0
213,2022.0,Book,Environmental science,215,227,15,19,15,14,14,15,19,67,19,71,71,67,2,227,227,0,0,0,0,0
214,2022.0,Book,Geography,243,258,45,11,6,6,6,6,11,130,15,134,134,130,1,258,258,0,2,2,2,2
215,2022.0,Book,Geology,56,62,5,5,4,4,4,4,5,29,9,29,29,29,2,62,62,1,0,0,0,0
216,2022.0,Book,History,200,272,94,41,29,29,29,29,41,214,16,214,214,214,13,272,272,3,1,1,1,1
217,2022.0,Book,Materials science,298,316,17,37,33,32,32,33,37,126,39,126,126,126,8,316,316,0,0,0,0,0
218,2022.0,Book,Mathematics,65,70,10,30,20,20,20,20,30,58,9,58,58,58,2,70,70,1,0,0,0,0
219,2022.0,Book,Medicine,670,695,56,32,20,20,20,20,32,180,23,191,191,180,14,695,695,2,7,7,7,7
220,2022.0,Book,Philosophy,255,278,85,22,15,14,14,15,22,228,8,228,228,228,2,278,278,0,0,0,0,0
221,2022.0,Book,Physics,120,141,32,70,54,51,52,54,70,124,23,124,124,124,9,141,141,4,1,1,1,1
222,2022.0,Book,Political science,1010,1150,300,123,92,87,90,92,123,777,71,801,801,777,26,1150,1150,9,1,1,1,1
223,2022.0,Book,Psychology,368,411,98,28,20,19,19,20,28,264,22,265,265,264,16,411,411,3,3,3,3,3
224,2022.0,Book,Sociology,289,336,93,33,27,26,26,27,33,240,25,241,241,240,12,336,336,2,0,0,0,0
225,2022.0,BookChapter,,7695,7699,1671,1313,1087,1023,1029,1106,1313,3726,322,3749,3749,3726,3,0,0,79,33,33,33,33
226,2022.0,BookChapter,Art,8067,8094,1868,340,271,247,248,273,340,3574,147,3579,3579,3574,3,8094,8094,69,2,2,2,2
227,2022.0,BookChapter,Biology,1953,1954,990,873,753,729,738,756,873,1766,669,1766,1766,1766,14,1954,1954,584,34,34,34,34
228,2022.0,BookChapter,Business,4759,4771,2662,2331,1820,1696,1739,1832,2331,4000,1227,4013,4013,4000,31,4771,4771,1074,9,9,9,9
229,2022.0,BookChapter,Chemistry,2141,2142,1061,974,830,790,800,844,974,2055,882,2058,2058,2055,22,2142,2142,736,18,18,18,18
