id,primary_name,prefix,name,public_references,collection_date
9352,Tokyo University of Science,10.21889,Tokyo University of Science,False,2021-12-31 18:26:46.007492
9353,International Journal of Research in Education and Science,10.21890,International Journal of Research in Education and Science,False,2021-12-31 18:26:46.007492
9354,Corporacion Universitaria del Caribe - CECAR,10.21892,Corporacion Universitaria del Caribe - CECAR,True,2021-12-31 18:26:46.007492
9355,"Journal of Education in Science, Environment and Health",10.21891,"Journal of Education in Science, Environment and Health",False,2021-12-31 18:26:46.007492
9356,Scientific World Ltd.,10.21893,Scientific World Ltd.,False,2021-12-31 18:26:46.007492
9357,Universidad Catolica Los Angeles de Chimbote,10.21895,Universidad Catolica Los Angeles de Chimbote,False,2021-12-31 18:26:46.007492
9358,Malaysian Palm Oil Board,10.21894,Malaysian Palm Oil Board,False,2021-12-31 18:26:46.007492
9359,The Korean Society of Maternal and Child Health,10.21896,The Korean Society of Maternal and Child Health,True,2021-12-31 18:26:46.007492
9360,Dianoia Revista de Filosofia,10.21898,Dianoia Revista de Filosofia,False,2021-12-31 18:26:46.007492
9361,Universidad de Cordoba,10.21897,Universidad de Cordoba,False,2021-12-31 18:26:46.007492
9362,First Edition Design Publishing,10.21899,First Edition Design Publishing,False,2021-12-31 18:26:46.007492
9363,Instituto Junguiano de Sao Paulo (IJUSP),10.21901,Instituto Junguiano de Sao Paulo (IJUSP),False,2021-12-31 18:26:46.007492
9364,We Ken,10.21904,We Ken,False,2021-12-31 18:26:46.007492
9365,Akademik Bakis Uluslararasi Hakemli Sosyal Bilimler E-Dergisi,10.21903,Akademik Bakis Uluslararasi Hakemli Sosyal Bilimler E-Dergisi,False,2021-12-31 18:26:46.007492
9366,University of Illinois Main Library,10.21900,University of Illinois Main Library,False,2021-12-31 18:26:46.007492
9366,University of Illinois Main Library,10.53757,University of Illinois Undergraduate Journals,True,2021-12-31 18:26:46.007492
9367,International Journal of Professional Business Review,10.21902,International Journal of Professional Business Review,False,2021-12-31 18:26:46.007492
9368,Revista Brasileira de Sociologia do Direito,10.21910,Revista Brasileira de Sociologia do Direito,False,2021-12-31 18:26:46.007492
9369,Africa's Public Service Delivery and Performance Review,10.21912,Africa's Public Service Delivery and Performance Review,False,2021-12-31 18:26:46.007492
9370,Institute of Experimental Psychology,10.21909,Institute of Experimental Psychology,False,2021-12-31 18:26:46.007492
9371,SIRIM Industrial Research,10.21908,SIRIM Industrial Research,False,2021-12-31 18:26:46.007492
9372,Turkish National Society of Allergy and Clinical Immunology,10.21911,Turkish National Society of Allergy and Clinical Immunology,False,2021-12-31 18:26:46.007492
9373,"Roman House Productions, Ltd.",10.21907,"Roman House Productions, Ltd.",False,2021-12-31 18:26:46.007492
9374,Polskie Towarzystwo Teologiczne Sekcja Wydawnicza,10.21906,Polskie Towarzystwo Teologiczne Sekcja Wydawnicza,True,2021-12-31 18:26:46.007492
9375,Bindura University of Science Education,10.21905,Bindura University of Science Education,False,2021-12-31 18:26:46.007492
9376,University of South Australia Library,10.21913,University of South Australia Library,True,2021-12-31 18:26:46.007492
9377,"Institute of Mathematics, Academia Sinica",10.21915,"Institute of Mathematics, Academia Sinica",False,2021-12-31 18:26:46.007492
9378,"Australian Mathematical Publishing Association, Inc.",10.21914,"Australian Mathematical Publishing Association, Inc.",False,2021-12-31 18:26:46.007492
9379,Bureau of Labor Statistics,10.21916,Bureau of Labor Statistics,True,2021-12-31 18:26:46.007492
9380,ICT Academy,10.21917,ICT Academy,False,2021-12-31 18:26:46.007492
9381,"Instituto Mexicano de Ejecutivos de Finanzas, A.C. (IMEF)",10.21919,Instituto Mexicano de Ejecutivos de Finanzas,False,2021-12-31 18:26:46.007492
9382,Association for the Advancement of Artificial Intelligence (AAAI),10.1609,Association for the Advancement of Artificial Intelligence (AAAI),False,2021-12-31 18:26:46.007492
9382,Association for the Advancement of Artificial Intelligence (AAAI),10.21918,Association for the Advancement of Artificial Intelligence (AAAI),False,2021-12-31 18:26:46.007492
9383,University of Virginia,10.18130,University of Virginia,False,2021-12-31 18:26:46.007492
9384,Revista Eletronica Cientifica Ensino Interdisciplinar,10.21920,Revista Eletronica Cientifica Ensino Interdisciplinar,False,2021-12-31 18:26:46.007492
9385,Clinical Biotec,10.21931,Clinical Biotec,False,2021-12-31 18:26:46.007492
9386,Minneapolis Heart Institute Foundation,10.21925,Minneapolis Heart Institute Foundation,False,2021-12-31 18:26:46.007492
9387,LIDSEN Publishing Inc,10.21926,LIDSEN Publishing Inc,False,2021-12-31 18:26:46.007492
9388,Muhendislik Bilimleri ve Tasarim Dergisi,10.21923,Muhendislik Bilimleri ve Tasarim Dergisi,False,2021-12-31 18:26:46.007492
9389,Alma Ata University Press,10.21927,Alma Ata University Press,True,2021-12-31 18:26:46.007492
9390,ENES Unidad Leon UNAM,10.21933,ENES Unidad Leon UNAM,False,2021-12-31 18:26:46.007492
9391,University of Human Development,10.21928,University of Human Development,False,2021-12-31 18:26:46.007492
9392,Graduate Program Sriwijaya University,10.22135,Graduate Program Sriwijaya University,False,2021-12-31 18:26:46.007492
9393,Trace (Travaux et Recherches dans les Ameriques du Centre),10.22134,Trace (Travaux et Recherches dans les Ameriques du Centre),False,2021-12-31 18:26:46.007492
9394,Corporacion Colombiana de Investigacion Agropecuaria (Corpoica),10.21930,Corporacion Colombiana de Investigacion Agropecuaria (Corpoica),True,2021-12-31 18:26:46.007492
9395,Scholarly Research Journals,10.21922,Scholarly Research Journals,False,2021-12-31 18:26:46.007492
9396,Abanico,10.37114,Abanico Agroforestal,True,2021-12-31 18:26:46.007492
9396,Abanico,10.21929,Abanico Veterinario,True,2021-12-31 18:26:46.007492
9397,Komunitas Ilmuwan dan Profesional Muslim Indonesia (KIPMI),10.21924,Komunitas Ilmuwan dan Profesional Muslim Indonesia (KIPMI),False,2021-12-31 18:26:46.007492
9398,SACCoM - Sociedad Argentina para las Ciencias Cognitivas de la Musica,10.21932,SACCoM - Sociedad Argentina para las Ciencias Cognitivas de la Musica,False,2021-12-31 18:26:46.007492
9399,"El Colegio Mexiquense, A. C.",10.22136,El Colegio Mexiquense,False,2021-12-31 18:26:46.007492
9400,Central Luzon State University International Affairs Office,10.22137,Central Luzon State University International Affairs Office,False,2021-12-31 18:26:46.007492
9401,Rutgers University - Newark School of Public Affairs and Administration,10.22140,Rutgers University - Newark School of Public Affairs and Administration,False,2021-12-31 18:26:46.007492
9402,The Australian National University,10.22145,The Australian National University,False,2021-12-31 18:26:46.007492
9403,Asia Culture Academy of Incorporated Association,10.22143,Asia Culture Academy of Incorporated Association,False,2021-12-31 18:26:46.007492
9404,The Journal of Business Science,10.22139,The Journal of Business Science,False,2021-12-31 18:26:46.007492
9405,Publishing House Zaslavsky,10.22141,Publishing House Zaslavsky,True,2021-12-31 18:26:46.007492
9406,Institute of International Trade,10.22142,Institute of International Trade,False,2021-12-31 18:26:46.007492
9407,Can Tho University,10.22144,Can Tho University,True,2021-12-31 18:26:46.007492
9408,CA: Journal of Cultural Analytics,10.22148,CA: Journal of Cultural Analytics,False,2021-12-31 18:26:46.007492
9409,Bulletin of the Ural Medical Academie Science,10.22138,Bulletin of the Ural Medical Academie Science,True,2021-12-31 18:26:46.007492
9410,Ansari Education and Research Society,10.22147,Ansari Education and Research Society,False,2021-12-31 18:26:46.007492
9411,Universitas Gadjah Mada,10.22146,Universitas Gadjah Mada,False,2021-12-31 18:26:46.007492
9412,International Association for Political Science Students,10.22151,International Association for Political Science Students,False,2021-12-31 18:26:46.007492
9413,SlaveFree Today,10.22150,SlaveFree Today,False,2021-12-31 18:26:46.007492
9414,EEEIC International Publishing,10.22149,EEEIC International Publishing,True,2021-12-31 18:26:46.007492
9415,Aspect-Oriented Software Association (AOSA),10.22152,Aspect-Oriented Software Association (AOSA),False,2021-12-31 18:26:46.007492
9416,Al-Khwarizmi Engineering Journal,10.22153,Al-Khwarizmi Engineering Journal,False,2021-12-31 18:26:46.007492
9417,Korean Society of Children's Literature and Education,10.22154,Korean Society of Children's Literature and Education,False,2021-12-31 18:26:46.007492
9418,Association for Future Early Childhood Education,10.22155,Association for Future Early Childhood Education,False,2021-12-31 18:26:46.007492
9419,"Scholink Co, Ltd.",10.22158,"Scholink Co, Ltd.",False,2021-12-31 18:26:46.007492
9420,Kalmyk Institute for Humanities of the RAS,10.22162,Kalmyk Institute for Humanities of the RAS,False,2021-12-31 18:26:46.007492
9421,AI Publications,10.22161,AI Publications,False,2021-12-31 18:26:46.007492
9422,Innovare Academic Sciences Pvt Ltd,10.22159,Innovare Academic Sciences,False,2021-12-31 18:26:46.007492
9423,GDG,10.22157,GDG,False,2021-12-31 18:26:46.007492
9424,Convergence Society for SMB,10.22156,Convergence Society for SMB,False,2021-12-31 18:26:46.007492
9425,African Studies Association of Australasia and the Pacific (AFSAAP),10.22160,African Studies Association of Australasia and the Pacific (AFSAAP),False,2021-12-31 18:26:46.007492
9426,Austrian Platform for Research and Technology Policy Evaluation (FTEVAL),10.22163,Austrian Platform for Research and Technology Policy Evaluation (FTEVAL),False,2021-12-31 18:26:46.007492
9427,Indonesian Center for Social and Environmental Accounting Research and Development (ICSEARD),10.22164,Indonesian Center for Social and Environmental Accounting Research and Development (ICSEARD),False,2021-12-31 18:26:46.007492
9428,Ciencia e Cultura,10.22170,Ciencia e Cultura,False,2021-12-31 18:26:46.007492
9429,Revista Dissertatio de Filosofia,10.22166,Revista Dissertatio de Filosofia,False,2021-12-31 18:26:46.007492
9430,Korean Society For Cognitive and Biological Psychology,10.22172,Korean Society For Cognitive and Biological Psychology,False,2021-12-31 18:26:46.007492
9431,Korean Society for the Sociology of Sport,10.22173,Korean Society for the Sociology of Sport,False,2021-12-31 18:26:46.007492
9432,Revista Enfermagem Atual In Derme,10.22165,Revista Enfermagem Atual In Derme,False,2021-12-31 18:26:46.007492
9433,Institute of Communication Research,10.22174,Institute of Communication Research,False,2021-12-31 18:26:46.007492
9434,I-PECEGE,10.22167,I-PECEGE,False,2021-12-31 18:26:46.007492
9435,Revista Intersaberes,10.22169,Revista Intersaberes,False,2021-12-31 18:26:46.007492
9436,Programa de Extensao TEIA Entrepalavras,10.22168,Programa de Extensao TEIA Entrepalavras,False,2021-12-31 18:26:46.007492
9438,Revista de Estudos Juridicos UNESP,10.22171,Revista de Estudos Juridicos UNESP,False,2021-12-31 18:26:46.007492
9439,MayDay Group,10.22176,MayDay Group,False,2021-12-31 18:26:46.007492
9440,Pavilion Publications,10.22177,Pavilion Publications,False,2021-12-31 18:26:46.007492
9441,Museo Argentino de Ciencia Naturales,10.22179,Museo Argentino de Ciencia Naturales,False,2021-12-31 18:26:46.007492
9442,Publishing Center Dialog,10.22178,Publishing Center Dialog,False,2021-12-31 18:26:46.007492
9443,Technosphera JSC,10.22184,Technosphera JSC,False,2021-12-31 18:26:46.007492
9444,Nano Advances Publishing Office,10.22180,Nano Advances Publishing Office,False,2021-12-31 18:26:46.007492
9445,APESB - Associacao Portuguesa de Engenharia Sanitaria e Ambeintal,10.22181,APESB - Associacao Portuguesa de Engenharia Sanitaria e Ambeintal,False,2021-12-31 18:26:46.007492
9446,Institute for Political Studies,10.22182,Institute for Political Studies,False,2021-12-31 18:26:46.007492
9447,Papeles de Poblacion,10.22185,Papeles de Poblacion,False,2021-12-31 18:26:46.007492
9448,Research Nebula,10.22183,Research Nebula,False,2021-12-31 18:26:46.007492
9449,Journal of Young Investigators,10.22186,Journal of Young Investigators,False,2021-12-31 18:26:46.007492
9450,University of Nis,10.22190,University of Nis,False,2021-12-31 18:26:46.007492
9451,National Association of Directors of Nursing Administration in Long Term Care,10.22189,National Association of Directors of Nursing Administration in Long Term Care,False,2021-12-31 18:26:46.007492
9452,Makadam,10.22188,Makadam,True,2021-12-31 18:26:46.007492
9453,Revista de la Facultad de Derecho,10.22187,Revista de la Facultad de Derecho,False,2021-12-31 18:26:46.007492
9454,"Instituto Mexicano del Cemento y del Concreto, A.C.",10.22193,"Instituto Mexicano del Cemento y del Concreto, A.C.",False,2021-12-31 18:26:46.007492
9455,Journal of Global Innovations in Agricultural and Social Sciences (JGIASS),10.22194,Journal of Global Innovations in Agricultural and Social Sciences (JGIASS),False,2021-12-31 18:26:46.007492
9456,Darshan Publishers,10.22192,Darshan Publishers,False,2021-12-31 18:26:46.007492
9457,Binghamton University,10.22191,Binghamton University,False,2021-12-31 18:26:46.007492
9458,Revista Educacao em Foco (UFJF),10.22195,Revista Educacao em Foco (UFJF),False,2021-12-31 18:26:46.007492
9459,Revista Pedagogica,10.22196,Revista Pedagogica,False,2021-12-31 18:26:46.007492
9460,Instituto Brasileiro de Direito Processual Penal,10.22197,Instituto Brasileiro de Direito Processual Penal,False,2021-12-31 18:26:46.007492
9461,"Region y Sociedad, Revista de el Colegio de Sonora",10.22198,"Region y Sociedad, Revista de el Colegio de Sonora",False,2021-12-31 18:26:46.007492
9462,Russian Foundation for Basic Research,10.22204,Russian Foundation for Basic Research,True,2021-12-31 18:26:46.007492
9463,STKIP PGRI Sumatera Barat,10.22202,STKIP PGRI Sumatera Barat,False,2021-12-31 18:26:46.007492
9464,Pakistan Journal of Pharmaceutical Research,10.22200,Pakistan Journal of Pharmaceutical Research,False,2021-12-31 18:26:46.007492
9465,South Indian Journal of Biological Sciences,10.22205,South Indian Journal of Biological Sciences,False,2021-12-31 18:26:46.007492
9466,European Cells and Materials,10.22203,European Cells and Materials,False,2021-12-31 18:26:46.007492
9467,Universidad Nacional Autonoma de Mexico,10.37568,Universidad Nacional Autonoma de Mexico,True,2021-12-31 18:26:46.007492
9467,Universidad Nacional Autonoma de Mexico,10.22201,Universidad Nacional Autonoma de Mexico,True,2021-12-31 18:26:46.007492
9468,Universidad Catolica del Norte - Chile,10.22199,Universidad Catolica del Norte - Chile,True,2021-12-31 18:26:46.007492
9469,Lukasiewicz Research Network - Institute of Industrial Organic Chemistry,10.22211,Lukasiewicz Research Network - Institute of Industrial Organic Chemistry,False,2021-12-31 18:26:46.007492
9470,Kalashnikov Izhevsk State Technical University,10.22213,Kalashnikov Izhevsk State Technical University,False,2021-12-31 18:26:46.007492
9471,Journal of Dentomaxillofacial Science,10.22208,Journal of Dentomaxillofacial Science,False,2021-12-31 18:26:46.007492
9472,Instituto Tecnologico de Santo Domingo (INTEC),10.22206,Instituto Tecnologico de Santo Domingo (INTEC),False,2021-12-31 18:26:46.007492
9473,Hrvatsko filolosko drustvo (Croatian Philological Society),10.22210,Hrvatsko filolosko drustvo (Croatian Philological Society),False,2021-12-31 18:26:46.007492
9474,Journal of Pure and Applied Microbiology,10.22207,Journal of Pure and Applied Microbiology,True,2021-12-31 18:26:46.007492
9475,Journal of Economic and Public Policy,10.22212,Journal of Economic and Public Policy,False,2021-12-31 18:26:46.007492
9476,International Journal for Research in Applied Science and Engineering Technology (IJRASET),10.22214,International Journal for Research in Applied Science and Engineering Technology (IJRASET),False,2021-12-31 18:26:46.007492
9477,Lembaga Layanan Pendidikan Tinggi - LLDIKTI -  Wilayah X,10.22216,Lembaga Layanan Pendidikan Tinggi - LLDIKTI - Wilayah X,False,2021-12-31 18:26:46.007492
9478,Corporacion Universitaria Remington,10.22209,Corporacion Universitaria Remington,True,2021-12-31 18:26:46.007492
9479,Carleton University,10.22215,Carleton University,False,2021-12-31 18:26:46.007492
9480,Urban Planning International,10.22217,Urban Planning International,False,2021-12-31 18:26:46.007492
9481,Institute for Metals Superplasticity Problems of RAS,10.22226,Institute for Metals Superplasticity Problems of RAS,True,2021-12-31 18:26:46.007492
9483,Universitas Muhammadiyah Malang,10.22219,Universitas Muhammadiyah Malang,False,2021-12-31 18:26:46.007492
9484,Cairo Center for Development Benchmarking,10.22218,Cairo Center for Development Benchmarking,False,2021-12-31 18:26:46.007492
9485,University Consortium for Geographic Information Science (UCGIS),10.22224,University Consortium for Geographic Information Science (UCGIS),False,2021-12-31 18:26:46.007492
9486,Climate Modelling Laboratory,10.22221,Climate Modelling Laboratory,False,2021-12-31 18:26:46.007492
9487,"Physiology and Medicine Publishing, Pte. Ltd.",10.22220,"Physiology and Medicine Publishing, Pte. Ltd.",False,2021-12-31 18:26:46.007492
9488,Moscow State University of Civil Engineering,10.22227,Moscow State University of Civil Engineering,True,2021-12-31 18:26:46.007492
9489,Revista Territorios e Fronteiras,10.22228,Revista Territorios e Fronteiras,False,2021-12-31 18:26:46.007492
9491,Ohio Counseling Association,10.22229,Ohio Counseling Association,False,2021-12-31 18:26:46.007492
9492,CISP Journal Services,10.22230,CISP Journal Services,False,2021-12-31 18:26:46.007492
9494,Universidad Catolica de Uruguay,10.22235,Universidad Catolica de Uruguay,False,2021-12-31 18:26:46.007492
9495,British Small Animal Veterinary Association,10.22233,British Small Animal Veterinary Association,False,2021-12-31 18:26:46.007492
9496,Mizoram University,10.22232,Mizoram University,False,2021-12-31 18:26:46.007492
9497,Culturales,10.22234,Culturales,False,2021-12-31 18:26:46.007492
9498,University of Muhammadiyah Prof. Hamka (UHAMKA),10.22236,University of Muhammadiyah Prof. Hamka (UHAMKA),True,2021-12-31 18:26:46.007492
9499,Wayne State University Library System,10.22237,Wayne State University Library System,True,2021-12-31 18:26:46.007492
9500,"Vigilancia Sanitaria em Debate: Sociedade, Ciencia y Tecnologia",10.22239,"Vigilancia Sanitaria em Debate: Sociedade, Ciencia y Tecnologia",False,2021-12-31 18:26:46.007492
9501,Revista Cerrados,10.22238,Revista Cerrados,False,2021-12-31 18:26:46.007492
9502,International University of Japan,10.22248,International University of Japan,False,2021-12-31 18:26:46.007492
9504,The Society of Internal Korean Medicine,10.22246,The Society of Internal Korean Medicine,True,2021-12-31 18:26:46.007492
9505,Indian Association for Angiosperm Taxonomy (IAAT),10.22244,Indian Association for Angiosperm Taxonomy (IAAT),False,2021-12-31 18:26:46.007492
9506,Korean Academy of Leadership,10.22243,Korean Academy of Leadership,False,2021-12-31 18:26:46.007492
9507,The Korean Academy of New Religions,10.22245,The Korean Academy of New Religions,False,2021-12-31 18:26:46.007492
9508,Edra SpA,10.36138,Edra SpA,True,2021-12-31 18:26:46.007492
9508,Edra SpA,10.23822,Edra SpA,False,2021-12-31 18:26:46.007492
9508,Edra SpA,10.48286,Edra SpA,True,2021-12-31 18:26:46.007492
9508,Edra SpA,10.36164,Edra SpA,True,2021-12-31 18:26:46.007492
9508,Edra SpA,10.36129,Edra SpA,True,2021-12-31 18:26:46.007492
9508,Edra SpA,10.36130,Edra SpA,True,2021-12-31 18:26:46.007492
9508,Edra SpA,10.36118,Edra SpA,True,2021-12-31 18:26:46.007492
9508,Edra SpA,10.19256,Edra SpA,False,2021-12-31 18:26:46.007492
9508,Edra SpA,10.32098,Edra SpA,True,2021-12-31 18:26:46.007492
9508,Edra SpA,10.30435,Edra SpA,True,2021-12-31 18:26:46.007492
9509,Revista Tocantinense de Geografia,10.22241,Revista Tocantinense de Geografia,False,2021-12-31 18:26:46.007492
9510,The Korea Social Welfare Research Institute,10.22242,The Korea Social Welfare Research Institute,False,2021-12-31 18:26:46.007492
9511,EverScience Publications,10.22247,EverScience Publications,False,2021-12-31 18:26:46.007492
9512,Institute for the Future of Higher Education in Kyung Hee Cyber University,10.22249,Institute for the Future of Higher Education in Kyung Hee Cyber University,False,2021-12-31 18:26:46.007492
9513,Inonu Universitesi Kultur ve Sanat Dergisi/Inonu University Journal of Culture and Art,10.22252,Inonu Universitesi Kultur ve Sanat Dergisi/Inonu University Journal of Culture and Art,False,2021-12-31 18:26:46.007492
9514,Korean Association For Learner-Centered Curriculum And Instruction,10.22251,Korean Association For Learner-Centered Curriculum And Instruction,False,2021-12-31 18:26:46.007492
9515,Amur State University,10.22250,Amur State University,True,2021-12-31 18:26:46.007492
9516,PUBVET,10.22256,PUBVET,False,2021-12-31 18:26:46.007492
9517,Church History Society in Korea,10.22254,Church History Society in Korea,False,2021-12-31 18:26:46.007492
9518,The Korean Society for Seon Studies,10.22253,The Korean Society for Seon Studies,False,2021-12-31 18:26:46.007492
9519,Korean Association for Buddhist Studies,10.22255,Korean Association for Buddhist Studies,False,2021-12-31 18:26:46.007492
9520,Korean Psychological Association,10.22257,Korean Psychological Association,False,2021-12-31 18:26:46.007492
9521,Veruscript,10.22261,Veruscript,True,2021-12-31 18:26:46.007492
9522,The Open University of Israel,10.22262,The Open University of Israel,False,2021-12-31 18:26:46.007492
9523,International Association for Automation and Robotics in Construction (IAARC),10.22260,International Association for Automation and Robotics in Construction (IAARC),False,2021-12-31 18:26:46.007492
9524,Asociacion Civil Universidad de Ciencias y Humanidades,10.22258,Asociacion Civil Universidad de Ciencias y Humanidades,False,2021-12-31 18:26:46.007492
9525,Sryahwa Publications,10.22259,Sryahwa Publications,False,2021-12-31 18:26:46.007492
9526,CLIO: Revista de Pesquisa Historica,10.22264,CLIO: Revista de Pesquisa Historica,False,2021-12-31 18:26:46.007492
9527,The Intelligent Networks and Systems Society,10.22266,The Intelligent Networks and Systems Society,False,2021-12-31 18:26:46.007492
9528,Asociacion Colombiana de Nefrologia e Hipertension Arterial,10.22265,Asociacion Colombiana de Nefrologia,False,2021-12-31 18:26:46.007492
9530,Universidad de Narino,10.22267,Universidad de Narino,False,2021-12-31 18:26:46.007492
9531,AkiNik Publications,10.22271,AkiNik Publications,False,2021-12-31 18:26:46.007492
9532,Associacao Portuguesa de Estudos sobre as Mulheres - APEM,10.22355,Associacao Portuguesa de Estudos sobre as Mulheres - APEM,False,2021-12-31 18:26:46.007492
9533,Places Journal,10.22269,Places Journal,True,2021-12-31 18:26:46.007492
9534,Arab Society for Plant Protection,10.22268,Arab Society for Plant Protection,False,2021-12-31 18:26:46.007492
9535,Society of Pharmaceutical Tecnocrats,10.22270,Society of Pharmaceutical Tecnocrats,True,2021-12-31 18:26:46.007492
9536,The Korean Society of Emergency Medical Services,10.22285,The Korean Society of Emergency Medical Services,False,2021-12-31 18:26:46.007492
9537,Bryansk State University,10.22281,Bryansk State University,True,2021-12-31 18:26:46.007492
9538,Global English Teachers Association,10.22275,Global English Teachers Association,False,2021-12-31 18:26:46.007492
9539,Korean Nietzsche Society,10.22272,Korean Nietzsche Society,False,2021-12-31 18:26:46.007492
9540,Revinter,10.22280,Revinter,False,2021-12-31 18:26:46.007492
9541,The Academy of Qualitative Research,10.22284,The Academy of Qualitative Research,False,2021-12-31 18:26:46.007492
9542,Revista Gestao Organizacional,10.22277,Revista Gestao Organizacional,False,2021-12-31 18:26:46.007492
9543,Korean Association of Legal Philosophy,10.22286,Korean Association of Legal Philosophy,False,2021-12-31 18:26:46.007492
9544,The Society of Korean Oral Literature,10.22274,The Society of Korean Oral Literature,False,2021-12-31 18:26:46.007492
9545,Institute of Natural Science,10.22283,Institute of Natural Science,False,2021-12-31 18:26:46.007492
9546,Secretaria da Saude do Estado da Bahia,10.22278,Secretaria da Saude do Estado da Bahia,False,2021-12-31 18:26:46.007492
9547,Ethnoscientia,10.22276,Ethnoscientia,False,2021-12-31 18:26:46.007492
9548,Servico Nacional de Aprendizagem Comercial / SENAC SC,10.22279,Servico Nacional de Aprendizagem Comercial / SENAC SC,False,2021-12-31 18:26:46.007492
9549,The Society of Modern Literary Theory,10.22273,The Society of Modern Literary Theory,False,2021-12-31 18:26:46.007492
9550,Faculdade Damas da Instrucao Crista,10.22293,Faculdade Damas da Instrucao Crista,False,2021-12-31 18:26:46.007492
9551,Departamento de Educacao UFV,10.22294,Departamento de Educacao UFV,False,2021-12-31 18:26:46.007492
9552,The Online Journal of Recreation and Sport,10.22282,The Online Journal of Recreation and Sport,False,2021-12-31 18:26:46.007492
9553,Dialogo das Letras,10.22297,Dialogo das Letras,False,2021-12-31 18:26:46.007492
9554,Jornal Brasileiro de Neurocirurgia,10.22290,Jornal Brasileiro de Neurocirurgia,False,2021-12-31 18:26:46.007492
9555,Revista Fisisenectus,10.22298,Revista Fisisenectus,False,2021-12-31 18:26:46.007492
9556,Associacao Brasileira de Cefaleia,10.22291,Associacao Brasileira de Cefaleia,False,2021-12-31 18:26:46.007492
9557,Psicologia e Saude em Debate,10.22289,Psicologia e Saude em Debate,True,2021-12-31 18:26:46.007492
9558,Revista Brasileira de Estudos Urbanos e Regionais (RBEUR),10.22296,Revista Brasileira de Estudos Urbanos e Regionais (RBEUR),False,2021-12-31 18:26:46.007492
9559,Federacao Brasileira de Gastroenterologia,10.22288,Federacao Brasileira de Gastroenterologia,False,2021-12-31 18:26:46.007492
9560,Revista Meio Ambiente e Sustentabilidade,10.22292,Revista Meio Ambiente e Sustentabilidade,False,2021-12-31 18:26:46.007492
9561,Revistas Integradas Campos Salles,10.22287,Revistas Integradas Campos Salles,False,2021-12-31 18:26:46.007492
9562,IJHMCR ( International Journal Of Health Medicine and Current Research ),10.22301,IJHMCR ( International Journal Of Health Medicine and Current Research ),False,2021-12-31 18:26:46.007492
9563,Academia.edu,10.20935,Academia.edu,False,2021-12-31 18:26:46.007492
9564,Riset Perkebunan Nusantara,10.22302,Riset Perkebunan Nusantara,False,2021-12-31 18:26:46.007492
9565,Khon Kaen University,10.22299,Khon Kaen University,False,2021-12-31 18:26:46.007492
9566,University of Potensi Utama Medan,10.22303,University of Potensi Utama Medan,False,2021-12-31 18:26:46.007492
9567,Padjadjaran Jurnal Ilmu Hukum,10.22304,Padjadjaran Jurnal Ilmu Hukum,False,2021-12-31 18:26:46.007492
9568,American Real Estate Society,10.22300,American Real Estate Society ,False,2021-12-31 18:26:46.007492
9569,Edicions UIB,10.22307,Edicions UIB,False,2021-12-31 18:26:46.007492
9570,"4S go, s.r.o.",10.22306,"4S go, s.r.o.",False,2021-12-31 18:26:46.007492
9571,AWSELVA,10.22308,AWSELVA,False,2021-12-31 18:26:46.007492
9574,Cadernos de Pos-Graduacao em Disturbios do Desenvolvimento,10.22310,Cadernos de Pos-Graduacao em Disturbios do Desenvolvimento,False,2021-12-31 18:26:46.007492
9575,Residential Environment Institute Of Korea,10.22313,Residential Environment Institute Of Korea,False,2021-12-31 18:26:46.007492
9576,Medina Publishing Ltd.,10.22311,Medina Publishing Ltd.,True,2021-12-31 18:26:46.007492
9578,FSBI All Russian Research Institute for Mechanization in Agriculture (VIM),10.22314,FSBI All Russian Research Institute for Mechanization in Agriculture (VIM),True,2021-12-31 18:26:46.007492
9579,Pedagogiatorteneti Szemle,10.22309,Pedagogiatorteneti Szemle,False,2021-12-31 18:26:46.007492
9580,SDU Journal of Health Sciences,10.22312,SDU Journal of Health Sciences,False,2021-12-31 18:26:46.007492
9581,Korea Distribution and Logistics Policy Association,10.22321,Korea Distribution and Logistics Policy Association,False,2021-12-31 18:26:46.007492
9582,Universidad del Bio Bio,10.22320,Universidad del Bio Bio,False,2021-12-31 18:26:46.007492
9583,Philosophy of Coaching,10.22316,Philosophy of Coaching,False,2021-12-31 18:26:46.007492
9584,"The International Journal of Human Resource Development: Practice, Policy and Research",10.22324,"The International Journal of Human Resource Development: Practice, Policy and Research",False,2021-12-31 18:26:46.007492
9585,Center for Handicraft and Batik,10.22322,Center for Handicraft and Batik,False,2021-12-31 18:26:46.007492
9586,International Society of the Learning Sciences,10.22318,International Society of the Learning Sciences,False,2021-12-31 18:26:46.007492
9587,Naba'a Al-Hayat Foundation for Medical Sciences and Health Care,10.22317,Naba'a Al-Hayat Foundation for Medical Sciences and Health Care,False,2021-12-31 18:26:46.007492
9588,Sissa Medialab Srl,10.22323,Sissa Medialab Srl,False,2021-12-31 18:26:46.007492
9589,Revista Mexicana de Ciencias Pecuarias,10.22319,Revista Mexicana de Ciencias Pecuarias,False,2021-12-31 18:26:46.007492
9590,Federacion Espanola de Sociologia,10.22325,Federacion Espanola de Sociologia,False,2021-12-31 18:26:46.007492
9591,Center for Civil Integration and Inter-Ethnic Relations,10.22333,Center for Civil Integration and Inter-Ethnic Relations,False,2021-12-31 18:26:46.007492
