,published_year,type,crossref_dois,mag_ids,mag_has_mag_type,mag_has_abstract,mag_has_affiliations,mag_has_affiliations_countrycode,mag_has_affiliations_grid,mag_has_affiliations_sourceid,mag_has_affiliations_string,mag_has_authors,mag_has_authors_sourceid,mag_has_authors_1,mag_has_authors_sequence,mag_has_authors_string,mag_has_citations,mag_has_fields,mag_has_fields_mag,mag_has_references,mag_has_references_1,mag_abstract_adds_presence,mag_abstract_adds_counts,mag_affiliations_adds_presence,mag_affiliations_adds_counts,mag_affiliations_countrycode_adds_presence,mag_affiliations_countrycode_adds_counts,mag_affiliations_grid_adds_presence,mag_affiliations_grid_adds_counts,mag_affiliations_sourceid_adds_presence,mag_affiliations_sourceid_adds_counts,mag_affiliations_string_adds_presence,mag_affiliations_string_adds_counts,mag_authors_adds_presence,mag_authors_adds_counts,mag_authors_sourceid_adds_presence,mag_authors_sourceid_adds_counts,mag_authors_orcid_adds_presence,mag_authors_orcid_adds_counts,mag_authors_sequence_adds_presence,mag_authors_sequence_adds_counts,mag_authors_string_adds_presence,mag_authors_string_adds_counts,mag_citations_adds_presence,mag_citations_adds_counts,mag_fields_adds_presence,mag_fields_adds_counts,mag_fields_mag_adds_presence,mag_fields_mag_adds_counts,mag_references_adds_presence,mag_references_adds_counts,mag_references_open_adds_presence,mag_references_open_adds_counts,openalex_ids,openalex_has_openalex_type,openalex_has_abstract,openalex_has_affiliations,openalex_has_affiliations_countrycode,openalex_has_affiliations_grid,openalex_has_affiliations_ror,openalex_has_affiliations_sourceid,openalex_has_affiliations_string,openalex_has_authors,openalex_has_authors_sourceid,openalex_has_authors_orcid,openalex_has_authors_sequence,openalex_has_authors_string,openalex_has_citations,openalex_has_fields,openalex_has_fields_mag,openalex_has_references,openalex_has_references_1,openalex_abstract_adds_presence,openalex_abstract_adds_counts,openalex_affiliations_adds_presence,openalex_affiliations_adds_counts,openalex_affiliations_countrycode_adds_presence,openalex_affiliations_countrycode_adds_counts,openalex_affiliations_grid_adds_presence,openalex_affiliations_grid_adds_counts,openalex_affiliations_ror_adds_presence,openalex_affiliations_ror_adds_counts,openalex_affiliations_sourceid_adds_presence,openalex_affiliations_sourceid_adds_counts,openalex_affiliations_string_adds_presence,openalex_affiliations_string_adds_counts,openalex_authors_adds_presence,openalex_authors_adds_counts,openalex_authors_sourceid_adds_presence,openalex_authors_sourceid_adds_counts,openalex_authors_orcid_adds_presence,openalex_authors_orcid_adds_counts,openalex_authors_sequence_adds_presence,openalex_authors_sequence_adds_counts,openalex_authors_string_adds_presence,openalex_authors_string_adds_counts,openalex_citations_adds_presence,openalex_citations_adds_counts,openalex_fields_adds_presence,openalex_fields_adds_counts,openalex_fields_mag_adds_presence,openalex_fields_mag_adds_counts,openalex_references_adds_presence,openalex_references_adds_counts,openalex_references_open_adds_presence,openalex_references_open_adds_counts,crossref_ids,crossref_has_crossref_type,crossref_has_abstract,crossref_has_affiliations,crossref_has_affiliations_string,crossref_has_authors,crossref_has_authors_orcid,crossref_has_authors_sequence,crossref_has_authors_string,crossref_has_citations,crossref_has_fields,crossref_has_references,crossref_has_references_open
143,2019,other,41365,10762,1015,941,3649,3102,3013,3116,3649,10762,10762,10762,10762,10762,2786,9450,9450,5045,5045,941,0,3585,3585,3062,3074,2974,2974,3074,3074,3585,3585,835,1466,835,1466,10179,10385,830,1466,835,1466,648,1455,9450,0,9450,0,105,154,5045,5045,11707,1018,1079,3651,3110,3014,3048,3117,3651,10790,10790,4398,10790,10790,2866,10953,10953,5045,5045,957,0,3586,3586,3069,3074,2974,2974,3008,3008,3074,3074,3586,3586,835,1466,835,1466,3817,3905,830,1466,835,1466,683,1549,10953,0,10953,0,105,154,5045,5045,41365,41365,4907,310,310,12997,613,13177,12997,3111,0,9987,0
144,2019,peer-review,20638,7619,4979,1,2485,2415,2389,2420,2485,7619,7619,7619,7619,7619,553,7290,7290,2,2,1,0,2,4,2,4,2,4,2,4,2,4,1,572,1,572,5704,7255,1,572,1,572,68,93,7290,0,7290,0,2,2,2,2,7784,4979,1,2487,2422,2391,2404,2422,2487,7629,7629,3790,7629,7629,559,7617,7617,2,2,1,0,2,4,2,4,2,4,2,4,2,4,2,4,1,573,1,573,1875,3211,1,573,1,573,70,99,7617,0,7617,0,2,2,2,2,20638,20638,0,2622,2622,8987,2033,8987,8987,611,0,0,0
145,2019,posted-content,114749,41755,36593,34960,33827,32896,32427,32956,33827,41755,41755,41755,41755,41755,16916,41022,41022,30903,30903,439,469,32092,32573,31316,31839,30885,31340,31370,31839,32092,32573,16,9878,16,9878,13096,38233,13,9878,16,9878,3181,8781,41022,0,41022,0,1423,8451,30903,30903,42665,37503,35496,34008,33097,32576,32915,33110,34008,42664,42664,38875,42664,42664,17000,42401,42401,30897,30897,439,469,32109,32590,31371,31852,30896,31351,31207,31674,31383,31852,32109,32590,16,9811,16,9811,10781,30975,13,9811,16,9811,3197,8882,42401,0,42401,0,1422,8446,30897,30897,114749,114749,86772,18596,18596,114437,62206,114445,114437,20143,0,32350,0
146,2019,proceedings,4158,111,42,43,36,30,27,30,36,111,111,111,111,111,26,81,81,10,10,43,0,36,36,30,30,27,27,30,30,36,36,111,111,111,111,111,111,111,111,111,111,8,14,81,0,81,0,10,10,10,10,141,72,43,37,30,27,28,30,37,112,112,63,112,112,28,132,132,10,10,43,0,37,37,30,30,27,27,28,28,30,30,37,37,112,112,112,112,63,63,112,112,112,112,8,14,132,0,132,0,10,10,10,10,4158,4158,0,0,0,0,0,0,0,205,0,0,0
147,2019,proceedings-article,466292,438968,216747,299678,318963,283557,272471,285666,318963,438968,438968,438968,438968,438968,169061,409163,409163,259143,259143,297522,197,243173,243308,219817,221683,211205,211282,221592,221683,243173,243308,1405,5977,1405,5977,435605,437677,1361,5977,1405,5977,28492,91661,409163,0,409163,0,37846,40183,259143,259143,439173,216950,299714,318987,284999,272481,277890,285679,318987,439121,439123,257350,439123,439121,170801,434461,434461,259141,259141,297521,197,243190,243326,221019,221692,211213,211290,215349,215434,221601,221692,243190,243326,1407,5971,1409,5971,254104,254803,1362,5971,1407,5971,28906,94325,434461,0,434461,0,37844,40181,259141,259141,466292,466292,16946,78015,78015,448924,3431,448977,448924,155703,0,260498,0
148,2019,reference-book,1820,1188,111,160,157,106,102,106,157,1188,1188,1188,1188,1188,352,1071,1071,112,112,160,0,156,156,105,105,101,101,105,105,156,156,265,275,265,275,1185,1186,263,275,265,275,92,218,1071,0,1071,0,112,112,112,112,1195,111,160,157,106,102,104,106,157,1190,1190,467,1190,1190,355,1181,1181,112,112,160,0,156,156,105,105,101,101,103,103,105,105,156,156,265,275,265,275,464,464,263,275,265,275,94,225,1181,0,1181,0,112,112,112,112,1820,1820,2,1,1,1379,3,1384,1379,548,0,0,0
149,2019,reference-entry,16512,5008,360,334,3199,2910,2842,2914,3199,5008,5008,5008,5008,5008,1368,4803,4803,516,516,19,21,2956,2956,2672,2676,2607,2607,2676,2676,2956,2956,24,43,24,43,4977,4977,24,43,24,43,455,765,4803,0,4803,0,216,218,516,516,5030,360,342,3199,2913,2842,2874,2914,3199,5027,5027,2081,5027,5027,1409,4988,4988,516,516,19,21,2956,2956,2675,2676,2607,2607,2640,2640,2676,2676,2956,2956,24,43,24,43,2050,2050,24,43,24,43,465,806,4988,0,4988,0,216,218,516,516,16512,16512,6017,972,972,12995,56,13747,12995,1438,0,3908,0
150,2019,report,14322,10796,1453,2540,5047,4003,3940,4009,5047,10796,10796,10796,10796,10796,2576,8691,8691,847,847,2515,0,1105,1210,960,981,947,966,962,981,1105,1210,263,658,263,658,8768,9940,174,658,263,658,592,1349,8691,0,8691,0,760,764,847,847,10897,1453,2539,5069,4018,3951,3970,4022,5069,10847,10890,5337,10890,10847,2623,10493,10493,846,846,2512,0,1104,1209,962,980,947,965,959,977,962,980,1104,1209,263,656,306,656,3355,3897,174,656,263,656,606,1419,10493,0,10493,0,759,763,846,846,14322,14322,214,4441,4441,12338,2272,13032,12338,2940,0,295,0
151,2019,report-series,898,650,379,530,265,250,198,250,265,650,650,650,650,650,319,602,602,101,101,478,0,231,234,216,219,186,187,216,219,231,234,340,373,340,373,611,639,340,373,340,373,101,208,602,0,602,0,70,75,101,101,653,379,530,267,252,200,250,252,267,652,652,269,652,652,332,652,652,101,101,478,0,231,234,216,219,186,187,214,217,216,219,231,234,340,375,340,375,231,248,340,375,340,375,109,218,652,0,652,0,70,75,101,101,898,898,120,49,49,364,54,378,364,324,0,44,0
152,2018,,455,72,1,4,5,5,5,5,5,72,72,72,72,72,6,60,60,3,3,4,0,0,0,0,0,0,0,0,0,0,0,3,7,3,7,22,23,3,7,3,7,3,3,60,0,60,0,3,3,3,3,72,1,4,5,5,5,5,5,5,72,72,57,72,72,6,71,71,3,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,3,7,7,7,3,7,3,7,3,4,71,0,71,0,3,3,3,3,455,0,0,9,9,94,65,95,94,24,0,0,0
153,2018,book,68317,30982,28159,4346,4037,3101,3009,3109,4037,30982,30982,30982,30982,30982,11191,21699,21699,1225,1225,3627,146,3864,3871,2979,2991,2897,2902,2986,2991,3864,3871,6319,6634,6319,6634,30700,30827,6010,6634,6319,6634,2785,6459,21699,0,21699,0,1148,1148,1225,1225,31111,28288,4355,4066,3114,3019,3052,3120,4066,31076,31078,9003,31078,31076,11356,30239,30239,1225,1225,3627,146,3893,3900,2992,3002,2907,2912,2940,2945,2997,3002,3893,3900,6346,6662,6348,6662,8749,8776,6037,6662,6346,6662,2833,6723,30239,0,30239,0,1148,1148,1225,1225,68317,68317,22015,551,551,45774,316,48127,45774,25063,0,200,0
154,2018,book-chapter,825215,462640,214557,217473,215348,177541,170136,178330,215348,462640,462640,462640,462640,462640,128683,361471,361471,231527,231527,217099,24,202521,202550,166373,167156,159502,159515,167138,167156,202521,202550,21983,32609,21983,32609,454308,458282,21799,32609,21983,32609,27487,71182,361471,0,361471,0,2045,15277,231527,231527,464580,216496,217508,215369,178035,170148,173443,178344,215369,463563,463596,161420,463596,463563,130209,447536,447536,231508,231508,217124,24,202540,202570,166847,167169,159513,159526,162596,162614,167151,167169,202540,202570,21986,32609,22019,32609,153295,155374,21802,32609,21986,32609,28057,73863,447536,0,447536,0,2044,15263,231508,231508,825215,825215,27525,18383,18383,607593,9076,612283,607593,128943,0,396211,0
155,2018,book-part,463,183,0,2,3,2,2,2,3,183,183,183,183,183,5,103,103,22,22,2,0,3,3,2,2,2,2,2,2,3,3,4,4,4,4,183,183,4,4,4,4,4,4,103,0,103,0,1,1,22,22,183,0,2,3,2,2,2,2,3,183,183,10,183,183,6,163,163,22,22,2,0,3,3,2,2,2,2,2,2,2,2,3,3,4,4,4,4,10,10,4,4,4,4,5,5,163,0,163,0,1,1,22,22,463,463,0,0,0,296,0,296,296,10,0,174,0
156,2018,book-section,395,196,1,0,0,0,0,0,0,196,196,196,196,196,16,129,129,21,21,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,196,196,1,1,1,1,12,14,129,0,129,0,2,6,21,21,196,1,0,0,0,0,0,0,0,196,196,42,196,196,16,180,180,21,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,42,42,1,1,1,1,12,14,180,0,180,0,2,6,21,21,395,395,0,0,0,328,0,328,328,8,0,149,0
157,2018,component,53981,8350,439,307,247,196,193,198,247,8350,8350,8350,8350,8350,337,7949,7949,185,185,307,0,193,193,182,184,179,179,184,184,193,193,29,284,29,284,8350,8350,0,284,29,284,262,274,7949,0,7949,0,185,185,185,185,8352,439,307,247,198,193,196,198,247,8350,8350,2430,8350,8350,339,8265,8265,185,185,307,0,193,193,184,184,179,179,182,182,184,184,193,193,29,284,29,284,2430,2430,0,284,29,284,262,275,8265,0,8265,0,185,185,185,185,53981,53981,0,71,71,22312,111,53714,22312,582,0,0,0
158,2018,dataset,65277,7409,114,67,241,223,220,223,241,7409,7409,7409,7409,7409,351,6688,6688,26,26,67,0,41,42,23,24,22,23,23,24,41,42,39,36,39,36,6275,6404,0,36,39,36,114,158,6688,0,6688,0,25,25,26,26,7686,391,67,245,227,224,225,227,245,7434,7685,4473,7685,7434,354,7456,7456,26,26,67,0,41,42,23,24,22,23,22,23,23,24,41,42,39,36,290,36,3507,3578,0,36,39,36,115,160,7456,0,7456,0,25,25,26,26,65277,65277,0,16552,16552,40373,7206,63598,40373,1264,0,3,0
159,2018,grant,1329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1329,1329,0,0,0,0,0,0,0,0,0,0,0
160,2018,journal-article,3933776,3594499,2784500,2497392,2619301,2264320,2213423,2277513,2619301,3594499,3594499,3594499,3594499,3594499,2210372,3207319,3207319,2210789,2210789,1889131,48891,1695138,1700671,1445876,1459131,1410002,1413752,1455025,1459131,1695138,1700671,19506,351542,19506,351542,2700683,3462639,16703,351542,19506,351542,123766,836850,717415,91,717415,91,216149,369999,2210789,2210789,3599516,2789504,2498283,2620660,2275025,2214196,2245611,2278359,2620660,3597357,3597474,2351381,3597474,3597357,2224232,3539098,3539098,2210752,2210752,1889080,48932,1695760,1701294,1452843,1459479,1410320,1414068,1432394,1436325,1455375,1459479,1695760,1701294,19519,350559,19635,350559,1465743,2067997,16715,350559,19519,350559,128869,994099,934426,1001195,934426,1001195,216143,369972,2210752,2210752,3933776,3933776,793982,956805,956805,3708718,903768,3716361,3708718,2186985,2821285,2247011,0
161,2018,journal-issue,57196,1689,1042,1313,881,545,519,550,881,1689,1689,1689,1689,1689,609,1268,1268,138,138,1313,0,879,879,543,548,517,517,548,548,879,879,1674,1674,1674,1674,1688,1689,1674,1674,1674,1674,389,531,433,0,433,0,111,116,138,138,1705,1055,1314,892,552,521,533,555,892,1703,1703,630,1703,1703,613,1642,1642,138,138,1314,0,890,890,550,553,519,519,531,531,553,553,890,890,1688,1688,1688,1688,629,629,1688,1688,1688,1688,391,535,629,655,629,655,111,116,138,138,57196,57196,0,4,4,40,2,42,40,3786,25766,248,0
162,2018,monograph,23049,9234,2026,1882,1217,816,775,820,1217,9234,9234,9234,9234,9234,3350,3954,3954,358,358,1741,39,843,849,584,586,560,561,585,586,843,849,1218,1581,1218,1581,8981,9062,1190,1581,1218,1581,698,1597,3954,0,3954,0,248,250,358,358,9287,2079,1901,1220,820,776,799,821,1220,9277,9278,1787,9278,9277,3435,8383,8383,358,358,1742,39,845,851,585,587,561,562,572,573,586,587,845,851,1218,1582,1219,1582,1566,1577,1190,1582,1218,1582,730,1724,8383,0,8383,0,248,250,358,358,23049,23049,1545,973,973,18274,296,18383,18274,9783,0,649,0
163,2018,other,23992,5195,744,637,1499,1231,1199,1235,1499,5195,5195,5195,5195,5195,1641,4494,4494,1701,1701,637,0,1437,1437,1200,1201,1172,1172,1201,1201,1437,1437,235,529,235,529,4655,4831,226,529,235,529,389,1002,4494,0,4494,0,92,130,1701,1701,5505,752,642,1500,1231,1199,1213,1235,1500,5205,5205,2054,5205,5205,1657,5252,5252,1701,1701,642,0,1438,1438,1200,1201,1172,1172,1186,1186,1201,1201,1438,1438,235,529,235,529,1514,1572,226,529,235,529,398,1033,5252,0,5252,0,92,130,1701,1701,23992,23992,4988,407,407,7191,559,7359,7191,1876,0,3645,0
164,2018,peer-review,8214,3049,2710,0,1563,1525,1507,1526,1563,3049,3049,3049,3049,3049,428,2923,2923,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,507,0,507,1524,2698,0,507,0,507,18,43,2923,0,2923,0,1,1,1,1,3051,2710,0,1563,1526,1507,1519,1526,1563,3049,3049,1771,3049,3049,435,2999,2999,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,504,0,504,247,1288,0,504,0,504,23,52,2999,0,2999,0,1,1,1,1,8214,8214,0,1664,1664,3704,1639,3704,3704,539,0,0,0
165,2018,posted-content,88118,29470,28305,24687,23967,23273,22986,23322,23967,29470,29470,29470,29470,29470,12348,29090,29090,21225,21225,215,429,23006,23091,22401,22531,22135,22217,22449,22531,23006,23091,24,3253,24,3253,11661,27074,23,3253,24,3253,2549,6762,29090,0,29090,0,1915,5292,21225,21225,29537,28372,24714,23968,23306,22983,23166,23319,23968,29537,29537,27191,29537,29537,12361,29464,29464,21223,21223,215,429,23005,23090,22432,22527,22131,22213,22306,22388,22445,22527,23005,23090,24,3218,24,3218,9808,22255,23,3218,24,3218,2526,6753,29464,0,29464,0,1915,5290,21223,21223,88118,88118,48991,2918,2918,87266,35975,87272,87266,14928,0,21891,0
166,2018,proceedings,3641,117,26,21,27,18,17,19,27,117,117,117,117,117,31,86,86,6,6,21,0,27,27,18,19,17,17,19,19,27,27,117,117,117,117,117,117,117,117,117,117,10,16,86,0,86,0,6,6,6,6,119,28,21,28,18,17,17,19,28,118,118,61,118,118,32,112,112,6,6,21,0,28,28,18,19,17,17,17,17,19,19,28,28,118,118,118,118,61,61,118,118,118,118,11,17,112,0,112,0,6,6,6,6,3641,3641,0,0,0,0,0,0,0,264,0,0,0
167,2018,proceedings-article,441115,415736,218821,286935,294901,269392,257983,271487,294901,415736,415736,415736,415736,415736,185563,388066,388066,242674,242674,284426,166,226501,226700,212746,214607,203889,204011,214469,214607,226501,226700,1680,6440,1680,6440,414032,414921,1649,6440,1680,6440,27897,104130,388066,0,388066,0,90732,93597,242674,242674,415751,218834,286926,294901,270829,257981,263116,271486,294901,415749,415749,245355,415749,415749,185937,411629,411629,242663,242663,284420,167,226505,226704,213915,214608,203889,204011,207719,207848,214470,214608,226505,226704,1682,6415,1682,6415,243788,244116,1651,6415,1682,6415,27523,104682,411629,0,411629,0,90728,93587,242663,242663,441115,441115,16205,70601,70601,421421,1728,421461,421421,172495,0,187574,0
168,2018,reference-book,2535,1433,786,235,262,132,128,133,262,1433,1433,1433,1433,1433,489,1287,1287,118,118,235,0,262,262,132,133,128,128,133,133,262,262,310,320,310,320,1428,1432,309,320,310,320,91,313,1287,0,1287,0,118,118,118,118,1435,787,235,263,133,128,128,133,263,1435,1435,575,1435,1435,490,1419,1419,118,118,235,0,263,263,133,133,128,128,128,128,133,133,263,263,311,321,311,321,570,571,310,321,311,321,91,318,1419,0,1419,0,118,118,118,118,2535,2535,0,0,0,2059,5,2061,2059,910,0,0,0
169,2018,reference-entry,40352,4631,451,329,3388,3111,3047,3120,3388,4631,4631,4631,4631,4631,1680,4435,4435,1534,1534,90,12,2065,2070,1863,1871,1828,1830,1866,1871,2065,2070,33,91,33,91,4618,4624,30,91,33,91,581,1070,4435,0,4435,0,151,164,1534,1534,4637,453,329,3390,3114,3047,3094,3120,3390,4634,4634,2075,4634,4634,1701,4587,4587,1534,1534,90,12,2066,2071,1865,1871,1828,1830,1856,1861,1866,1871,2066,2071,33,91,33,91,2062,2067,30,91,33,91,588,1104,4587,0,4587,0,151,164,1534,1534,40352,40352,3827,3549,3549,13689,32,13693,13689,2752,0,5632,0
170,2018,report,14269,10550,1366,2398,5558,4390,4341,4394,5558,10550,10550,10550,10550,10550,2984,9029,9029,767,767,2363,0,840,953,674,713,669,707,674,713,840,953,300,666,300,666,9473,10184,196,666,300,666,661,1657,9029,0,9029,0,663,671,767,767,10673,1367,2402,5579,4405,4356,4370,4409,5579,10599,10623,4847,10623,10599,3014,10344,10344,767,767,2363,0,842,955,676,715,671,709,675,713,676,715,842,955,300,666,324,666,3806,4120,196,666,300,666,670,1713,10344,0,10344,0,663,671,767,767,14269,14269,209,5502,5502,12190,1212,12929,12190,3441,0,356,0
171,2018,report-series,1237,961,410,643,368,345,325,349,368,961,961,961,961,961,421,877,877,130,130,451,6,354,357,331,338,321,321,335,338,354,357,377,392,377,392,949,959,377,392,377,392,120,275,877,0,877,0,119,120,130,130,961,410,643,368,347,325,343,349,368,961,961,422,961,961,422,954,954,130,130,451,6,354,357,333,338,321,321,329,332,335,338,354,357,377,392,377,392,410,415,377,392,377,392,120,276,954,0,954,0,119,120,130,130,1237,1237,501,24,24,653,20,672,653,499,0,24,0
172,2017,,1745,28,3,1,0,0,0,0,0,28,28,28,28,28,7,18,18,2,2,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,19,19,1,1,1,1,5,5,18,0,18,0,2,2,2,2,31,3,1,0,0,0,0,0,0,28,28,12,28,28,7,29,29,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,3,1,1,1,1,5,5,29,0,29,0,2,2,2,2,1745,0,0,0,0,231,173,231,231,161,0,0,0
173,2017,book,64608,23432,18569,4702,4997,3991,3891,3993,4997,23432,23432,23432,23432,23432,13777,17716,17716,1331,1331,4265,78,4919,4920,3953,3956,3863,3864,3955,3956,4919,4920,10699,11047,10699,11047,23288,23363,10470,11047,10699,11047,2685,8277,17716,0,17716,0,1201,1230,1331,1331,23517,18654,4725,5013,4002,3897,3944,4004,5013,23488,23489,8581,23489,23488,13896,22961,22961,1331,1331,4265,76,4935,4936,3964,3967,3869,3870,3916,3917,3966,3967,4935,4936,10712,11064,10713,11064,8451,8475,10483,11064,10712,11064,2728,8553,22961,0,22961,0,1201,1230,1331,1331,64608,64608,21393,566,566,44079,154,46225,44079,25937,0,498,0
174,2017,book-chapter,820976,461335,219803,218616,212637,173456,167289,174205,212637,461335,461335,461335,461335,461335,136101,359297,359297,224669,224669,218138,57,201485,201514,163877,164614,158120,158135,164596,164614,201485,201514,58139,73898,58139,73898,458963,460101,57709,73898,58139,73898,30355,80226,359297,0,359297,0,4669,19496,224669,224669,463963,222431,218592,212657,173952,167304,170470,174221,212657,462824,462833,156159,462833,462824,137153,446013,446013,224647,224647,218116,58,201500,201529,164356,164627,158132,158147,161144,161160,164609,164627,201500,201529,58138,73900,58147,73900,154114,154630,57708,73900,58138,73900,30699,82269,446013,0,446013,0,4667,19484,224647,224647,820976,820976,21362,17508,17508,562353,2862,567704,562353,135322,0,377558,0
175,2017,book-part,484,205,17,2,6,5,5,5,6,205,205,205,205,205,9,115,115,14,14,2,0,6,6,5,5,5,5,5,5,6,6,16,16,16,16,205,205,16,16,16,16,6,6,115,0,115,0,0,0,14,14,205,17,2,6,5,5,5,5,6,205,205,27,205,205,9,180,180,14,14,2,0,6,6,5,5,5,5,5,5,5,5,6,6,16,16,16,16,27,27,16,16,16,16,6,6,180,0,180,0,0,0,14,14,484,484,0,0,0,267,0,267,267,9,0,181,0
176,2017,book-section,473,183,7,0,0,0,0,0,0,183,183,183,183,183,4,112,112,12,12,0,0,0,0,0,0,0,0,0,0,0,0,9,9,9,9,183,183,9,9,9,9,4,4,112,0,112,0,0,2,12,12,183,7,0,0,0,0,0,0,0,183,183,34,183,183,4,174,174,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,9,9,34,34,9,9,9,9,4,4,174,0,174,0,0,2,12,12,473,473,0,0,0,252,0,252,252,11,0,248,0
177,2017,component,51269,7716,385,83,36,10,10,10,36,7716,7716,7716,7716,7716,139,7374,7374,12,12,83,0,3,3,3,3,3,3,3,3,3,3,276,308,276,308,7716,7716,0,308,276,308,57,62,7374,0,7374,0,12,12,12,12,7718,385,83,36,10,10,10,10,36,7716,7716,1903,7716,7716,139,7633,7633,12,12,83,0,3,3,3,3,3,3,3,3,3,3,3,3,276,308,276,308,1903,1903,0,308,276,308,56,62,7633,0,7633,0,12,12,12,12,51269,51269,0,57,57,16899,89,51101,16899,713,0,0,0
178,2017,dataset,44458,4393,90,72,192,170,169,170,192,4393,4393,4393,4393,4393,245,3390,3390,9,9,72,0,27,27,9,9,9,9,9,9,27,27,54,52,54,52,4228,4266,15,52,54,52,85,122,3390,0,3390,0,9,9,9,9,4480,177,72,198,175,173,174,175,198,4409,4475,2208,4475,4409,255,4182,4182,9,9,72,0,27,27,9,9,9,9,9,9,9,9,27,27,54,52,120,54,2084,2114,17,54,54,52,89,129,4182,0,4182,0,9,9,9,9,44458,44458,0,16509,16509,31120,6496,39215,31120,1415,0,1,0
179,2017,grant,1125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1125,1125,0,0,0,0,0,0,0,0,0,0,0
180,2017,journal-article,3657541,3325929,2717208,2396381,2415294,2106140,2057910,2118167,2415294,3325929,3325929,3325929,3325929,3325929,2159929,3006631,3006631,2154886,2154886,1905129,42214,1655054,1660896,1422415,1435339,1386585,1390614,1430871,1435339,1655054,1660896,20973,315248,20973,315248,2775158,3260653,18836,315248,20973,315248,120382,899408,640952,137,640952,137,218291,401021,2154886,2154886,3330350,2721620,2397212,2416257,2115924,2058428,2087568,2118752,2416257,3328562,3328667,2157105,3328667,3328562,2168505,3278410,3278410,2154814,2154814,1904852,42249,1655424,1661262,1428889,1435562,1386785,1390808,1408072,1412272,1431101,1435562,1655424,1661262,20980,314240,21085,314242,1610832,2003742,18842,314242,20980,314240,123334,1017559,818365,978925,818365,978925,218285,400960,2154814,2154814,3657541,3657541,610423,842490,842490,3432509,556822,3439372,3432509,2134119,2671945,2104916,0
181,2017,journal-issue,49325,1508,968,1270,975,623,597,630,975,1508,1508,1508,1508,1508,601,1098,1098,103,103,1270,0,973,973,621,628,595,595,628,628,973,973,1505,1505,1505,1505,1506,1508,1505,1505,1505,1505,381,547,387,0,387,0,99,99,103,103,1518,977,1271,982,629,599,612,633,982,1518,1518,534,1518,1518,601,1445,1445,103,103,1271,0,980,980,627,631,597,597,610,610,631,631,980,980,1515,1515,1515,1515,532,532,1515,1515,1515,1515,381,550,613,519,613,519,99,99,103,103,49325,49325,0,2,2,15,2,16,15,4137,23318,222,0
182,2017,monograph,25131,9497,5665,2341,1064,722,698,725,1064,9497,9497,9497,9497,9497,4283,4687,4687,320,320,2206,51,968,973,656,661,633,635,659,661,968,973,1864,2288,1864,2288,9313,9367,1838,2288,1864,2288,984,2439,4687,0,4687,0,234,234,320,320,9580,5748,2364,1066,723,698,707,725,1066,9572,9574,1757,9574,9572,4358,8962,8962,320,320,2206,50,970,975,657,661,633,635,641,643,659,661,970,975,1865,2289,1867,2289,1610,1621,1839,2289,1865,2289,1015,2568,8962,0,8962,0,234,234,320,320,25131,25131,2097,753,753,19884,213,20017,19884,11649,0,284,0
183,2017,other,24171,3850,747,531,1305,1084,1052,1087,1305,3850,3850,3850,3850,3850,1439,3478,3478,1819,1819,531,0,1282,1282,1067,1069,1035,1035,1069,1069,1282,1282,318,379,318,379,3371,3596,311,379,318,379,354,881,3478,0,3478,0,92,132,1819,1819,4053,750,530,1310,1089,1055,1080,1090,1310,3856,3856,1748,3856,3856,1446,3883,3883,1819,1819,530,0,1287,1287,1072,1072,1038,1038,1063,1063,1072,1072,1287,1287,318,380,318,380,1272,1388,311,380,318,380,355,914,3883,0,3883,0,92,132,1819,1819,24171,24171,4879,294,294,6639,516,6892,6639,1939,0,3734,0
