,published_year,type,num_objects,num_dois,num_non_dois,objects_has_type,dois_has_type,non_dois_has_type,objects_has_abstract,objects_has_affiliations,objects_has_affiliations_countrycode,objects_has_affiliations_ror,objects_has_affiliations_sourceid,objects_has_affiliations_string,objects_has_authors,objects_has_authors_orcid,objects_has_authors_sequence,objects_has_authors_sourceid,objects_has_authors_string,objects_has_citations,objects_has_fields,objects_has_fields_mag,objects_has_references,objects_has_venue,objects_has_venue_issn,objects_has_venue_issnl,objects_has_venue_sourceid,objects_has_venue_string,dois_has_abstract,dois_has_affiliations,dois_has_affiliations_countrycode,dois_has_affiliations_ror,dois_has_affiliations_sourceid,dois_has_affiliations_string,dois_has_authors,dois_has_authors_orcid,dois_has_authors_sequence,dois_has_authors_sourceid,dois_has_authors_string,dois_has_citations,dois_has_fields,dois_has_fields_mag,dois_has_references,dois_has_venue,dois_has_venue_issn,dois_has_venue_issnl,dois_has_venue_sourceid,dois_has_venue_string,non_dois_has_abstract,non_dois_has_affiliations,non_dois_has_affiliations_countrycode,non_dois_has_affiliations_ror,non_dois_has_affiliations_sourceid,non_dois_has_affiliations_string,non_dois_has_authors,non_dois_has_authors_orcid,non_dois_has_authors_sequence,non_dois_has_authors_sourceid,non_dois_has_authors_string,non_dois_has_citations,non_dois_has_fields,non_dois_has_fields_mag,non_dois_has_references,non_dois_has_venue,non_dois_has_venue_issn,non_dois_has_venue_issnl,non_dois_has_venue_sourceid,non_dois_has_venue_string
322,2010.0,component,6282,6281,1,6282,6281,1,160,105,33,32,33,105,6282,1581,6282,6282,6282,316,6171,6171,73,295,237,239,295,403,160,104,33,32,33,104,6281,1581,6281,6281,6281,316,6170,6170,73,294,236,238,294,402,0,1,0,0,0,1,1,0,1,1,1,0,1,1,0,1,1,1,1,1
323,2010.0,dataset,6659,6441,218,6659,6441,218,504,810,581,571,584,810,6012,2273,6076,6076,6012,257,6455,6455,30,122,2,3,122,3576,403,808,579,569,582,808,5794,2212,5858,5858,5794,229,6269,6269,24,122,2,3,122,3560,101,2,2,2,2,2,218,61,218,218,218,28,186,186,6,0,0,0,0,16
324,2010.0,dissertation,233532,19086,214446,233532,19086,214446,118377,6984,2316,2269,2323,6984,233532,7141,233532,233532,233532,37330,226458,226458,34415,80,37,43,80,18554,4853,618,497,495,497,618,19086,1092,19086,19086,19086,4917,18092,18092,4094,80,37,43,80,1884,113524,6366,1819,1774,1826,6366,214446,6049,214446,214446,214446,32413,208366,208366,30321,0,0,0,0,16670
325,2010.0,journal,207,131,76,207,131,76,139,88,72,71,72,88,156,66,156,156,156,85,199,199,59,120,119,119,120,194,70,47,36,36,36,47,80,47,80,80,80,54,129,129,38,100,99,99,100,119,69,41,36,35,36,41,76,19,76,76,76,31,70,70,21,20,20,20,20,75
326,2010.0,journal-article,3139478,2148490,990988,3139478,2148490,990988,2429696,2302194,1765789,1735886,1769191,2302194,3132038,1423373,3132171,3132171,3132038,1789396,3105044,3105044,1647101,2974784,2017388,2354512,2974784,3132998,1667825,1679769,1439186,1417046,1441217,1679769,2141069,1270909,2141202,2141202,2141069,1556764,2123853,2123853,1551870,1988085,1785042,1831055,1988085,2143284,761871,622425,326603,318840,327974,622425,990969,152464,990969,990969,990969,232632,981191,981191,95231,986699,232346,523457,986699,989714
327,2010.0,journal-issue,1281,301,980,1281,301,980,1031,1039,986,956,986,1039,1274,829,1274,1274,1274,983,1261,1261,956,1105,1071,1076,1105,1237,225,172,160,159,160,172,294,206,294,294,294,181,283,283,142,196,162,167,196,258,806,867,826,797,826,867,980,623,980,980,980,802,978,978,814,909,909,909,909,979
328,2010.0,monograph,6369,6210,159,6369,6210,159,1727,662,474,428,474,662,6302,1003,6314,6314,6302,3886,5999,5999,408,122,20,24,122,698,1705,623,446,400,446,623,6143,948,6155,6155,6143,3804,5845,5845,389,122,20,24,122,687,22,39,28,28,28,39,159,55,159,159,159,82,154,154,19,0,0,0,0,11
329,2010.0,other,5854,5725,129,5854,5725,129,1086,1392,1060,1012,1062,1392,5640,2233,5670,5670,5640,2750,5661,5661,1194,1351,409,428,1351,3277,1085,1268,1016,974,1016,1268,5511,2231,5541,5541,5511,2747,5539,5539,1194,1349,409,428,1349,3270,1,124,44,38,46,124,129,2,129,129,129,3,122,122,0,2,0,0,2,7
330,2010.0,posted-content,132101,4184,127917,132101,4184,127917,119625,48857,44091,42937,44178,48857,132100,53131,132100,132100,132100,51052,130570,130570,48013,103437,2388,6542,103437,128334,3353,1350,1182,1170,1184,1350,4183,1865,4183,4183,4183,2158,4126,4126,2306,2780,262,958,2780,4116,116272,47507,42909,41767,42994,47507,127917,51266,127917,127917,127917,48894,126444,126444,45707,100657,2126,5584,100657,124218
331,2010.0,proceedings,79,76,3,79,76,3,11,8,6,6,6,8,38,17,38,38,38,23,79,79,1,0,0,0,0,13,11,7,5,5,5,7,35,17,35,35,35,23,76,76,1,0,0,0,0,13,0,1,1,1,1,1,3,0,3,3,3,0,3,3,0,0,0,0,0,0
332,2010.0,proceedings-article,348300,303329,44971,348300,303329,44971,299760,303319,267837,261557,268443,303319,347766,173984,347766,347766,347766,212381,347674,347674,254261,24575,21043,21154,24575,346466,273334,272020,239982,234298,240542,272020,302795,155448,302795,302795,302795,191481,302911,302911,231697,24456,21043,21154,24456,302583,26426,31299,27855,27259,27901,31299,44971,18536,44971,44971,44971,20900,44763,44763,22564,119,0,0,119,43883
333,2010.0,proceedings-series,2,2,0,2,2,0,1,0,0,0,0,0,1,1,1,1,1,1,2,2,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,1,1,1,2,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
334,2010.0,reference-book,431,364,67,431,364,67,169,107,84,84,84,107,428,180,428,428,428,254,419,419,83,19,3,6,19,68,159,66,52,52,52,66,361,135,361,361,361,215,352,352,54,19,3,6,19,61,10,41,32,32,32,41,67,45,67,67,67,39,67,67,29,0,0,0,0,7
335,2010.0,reference-entry,4330,4329,1,4330,4329,1,3327,3635,3150,3078,3155,3635,4203,1962,4203,4203,4203,2344,4252,4252,3436,669,111,347,669,3617,3326,3634,3149,3077,3154,3634,4202,1961,4202,4202,4202,2343,4251,4251,3436,669,111,347,669,3616,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1
336,2010.0,report,7512,7407,105,7512,7407,105,5362,1799,1538,1530,1539,1799,7445,1997,7461,7461,7445,2852,7437,7437,2452,1021,113,133,1021,1502,5360,1704,1508,1502,1509,1704,7341,1996,7357,7357,7341,2848,7338,7338,2447,1020,113,133,1020,1501,2,95,30,28,30,95,104,1,104,104,104,4,99,99,5,1,0,0,1,1
337,2010.0,report-series,407,395,12,407,395,12,389,323,294,291,296,323,402,108,402,402,402,320,401,401,213,284,8,9,284,369,377,314,285,282,287,314,390,108,390,390,390,314,390,390,212,284,8,9,284,369,12,9,9,9,9,9,12,0,12,12,12,6,11,11,1,0,0,0,0,0
338,2010.0,standard,20,20,0,20,20,0,0,0,0,0,0,0,9,7,17,17,9,3,20,20,0,0,0,0,0,9,0,0,0,0,0,0,9,7,17,17,9,3,20,20,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
339,2009.0,,2757838,86574,2671264,0,0,0,1020539,316510,168656,163959,169074,316510,2757837,340704,2757837,2757837,2757837,327045,1955768,1955768,294237,0,0,0,0,1808590,39269,34011,11157,10853,11186,34011,86573,11367,86573,86573,86573,16604,63273,63273,12812,0,0,0,0,67590,981270,282499,157499,153106,157888,282499,2671264,329337,2671264,2671264,2671264,310441,1892495,1892495,281425,0,0,0,0,1741000
340,2009.0,book,122338,11407,110931,122338,11407,110931,42271,9050,5570,5321,5592,9050,122116,14041,122142,122142,122116,61180,119087,119087,6226,861,340,376,861,4990,3791,2206,1713,1678,1719,2206,11185,3420,11211,11211,11185,8349,11023,11023,1272,849,339,375,849,2447,38480,6844,3857,3643,3873,6844,110931,10621,110931,110931,110931,52831,108064,108064,4954,12,1,1,12,2543
341,2009.0,book-chapter,314752,292628,22124,314752,292628,22124,119353,123423,103508,101688,103700,123423,306383,94614,306509,306509,306383,118066,299759,299759,121458,12105,7251,7471,12105,90189,114042,121444,102540,100757,102731,121444,284259,87902,284385,284385,284259,111865,278852,278852,119342,12085,7247,7467,12085,82579,5311,1979,968,931,969,1979,22124,6712,22124,22124,22124,6201,20907,20907,2116,20,4,4,20,7610
342,2009.0,book-part,2,2,0,2,2,0,1,1,1,1,1,1,1,0,1,1,1,0,2,2,1,0,0,0,0,0,1,1,1,1,1,1,1,0,1,1,1,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
343,2009.0,book-section,1,1,0,1,1,0,1,0,0,0,0,0,1,0,1,1,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
344,2009.0,book-series,157,157,0,157,157,0,0,0,0,0,0,0,0,0,0,0,0,0,131,131,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,131,131,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
345,2009.0,component,5715,5715,0,5715,5715,0,131,87,37,35,37,87,5715,1399,5715,5715,5715,243,5634,5634,51,242,196,199,242,292,131,87,37,35,37,87,5715,1399,5715,5715,5715,243,5634,5634,51,242,196,199,242,292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
346,2009.0,dataset,5269,5031,238,5269,5031,238,236,792,519,511,521,792,4935,1573,5004,5004,4935,223,5095,5095,23,76,8,10,76,2986,176,790,518,510,520,790,4698,1527,4767,4767,4698,197,4867,4867,20,76,8,10,76,2979,60,2,1,1,1,2,237,46,237,237,237,26,228,228,3,0,0,0,0,7
347,2009.0,dissertation,203048,17953,185095,203048,17953,185095,100361,6547,2228,2181,2232,6547,203048,6144,203048,203048,203048,35091,196990,196990,29592,91,58,63,91,15029,4383,562,450,449,451,562,17953,901,17953,17953,17953,4807,16885,16885,3641,91,58,63,91,1411,95978,5985,1778,1732,1781,5985,185095,5243,185095,185095,185095,30284,180105,180105,25951,0,0,0,0,13618
348,2009.0,journal,207,53,154,207,53,154,172,76,67,67,67,76,189,42,189,189,189,88,193,193,38,32,30,30,32,196,26,24,20,20,20,24,35,20,35,35,35,25,48,48,9,26,24,24,26,42,146,52,47,47,47,52,154,22,154,154,154,63,145,145,29,6,6,6,6,154
349,2009.0,journal-article,3020720,2058830,961890,3020720,2058830,961890,2312769,2200012,1677719,1648120,1680999,2200012,3012632,1330940,3012725,3012725,3012632,1745344,2989829,2989829,1568236,2875108,1940857,2265519,2875108,3014535,1581966,1599592,1361364,1339010,1363305,1599592,2050762,1182247,2050855,2050855,2050762,1513867,2037402,2037402,1479960,1916372,1709373,1750356,1916372,2053820,730803,600420,316355,309110,317694,600420,961870,148693,961870,961870,961870,231477,952427,952427,88276,958736,231484,515163,958736,960715
350,2009.0,journal-issue,1824,375,1449,1824,375,1449,1527,1526,1443,1397,1447,1526,1816,1164,1816,1816,1816,1467,1803,1803,1455,1530,1508,1508,1530,1768,300,244,232,231,232,244,367,279,367,367,367,272,357,357,237,262,240,240,262,319,1227,1282,1211,1166,1215,1282,1449,885,1449,1449,1449,1195,1446,1446,1218,1268,1268,1268,1268,1449
351,2009.0,monograph,5984,5865,119,5984,5865,119,1728,660,428,395,429,660,5938,970,5946,5946,5938,3748,5713,5713,409,99,19,22,99,690,1711,616,400,367,401,616,5819,930,5827,5827,5819,3681,5597,5597,405,99,19,22,99,686,17,44,28,28,28,44,119,40,119,119,119,67,116,116,4,0,0,0,0,4
352,2009.0,other,4746,4648,98,4746,4648,98,719,983,738,714,738,983,4469,1786,4527,4527,4469,2142,4494,4494,918,968,355,368,968,2546,719,886,698,681,698,886,4372,1786,4430,4430,4372,2142,4403,4403,918,968,355,368,968,2546,0,97,40,33,40,97,97,0,97,97,97,0,91,91,0,0,0,0,0,0
353,2009.0,posted-content,121022,3741,117281,121022,3741,117281,109429,46567,41794,40796,41867,46567,121022,48353,121022,121022,121022,48229,119687,119687,43734,94995,2115,5575,94995,117666,3136,1297,1176,1164,1177,1297,3741,1682,3741,3741,3741,2047,3700,3700,2209,2526,198,793,2526,3682,106293,45270,40618,39632,40690,45270,117281,46671,117281,117281,117281,46182,115987,115987,41525,92469,1917,4782,92469,113984
354,2009.0,proceedings,76,74,2,76,74,2,9,10,7,6,7,10,34,11,34,34,34,18,76,76,1,0,0,0,0,10,9,10,7,6,7,10,32,11,32,32,32,18,74,74,1,0,0,0,0,10,0,0,0,0,0,0,2,0,2,2,2,0,2,2,0,0,0,0,0,0
355,2009.0,proceedings-article,303242,264851,38391,303242,264851,38391,255997,261781,231742,226455,232213,261781,302761,152307,302761,302761,302761,192586,302570,302570,221489,14868,11575,11911,14868,301388,234997,236124,209092,204457,209511,236124,264370,136163,264370,264370,264370,175223,264372,264372,204411,14843,11575,11911,14843,263896,21000,25657,22650,21998,22702,25657,38391,16144,38391,38391,38391,17363,38198,38198,17078,25,0,0,25,37492
356,2009.0,proceedings-series,2,2,0,2,2,0,1,1,1,1,1,1,1,0,1,1,1,1,2,2,1,0,0,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,2,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
357,2009.0,reference-book,363,338,25,363,338,25,151,73,51,50,51,73,360,116,360,360,360,210,352,352,44,23,5,9,23,58,147,65,45,44,45,65,335,101,335,335,335,194,327,327,35,23,5,9,23,52,4,8,6,6,6,8,25,15,25,25,25,16,25,25,9,0,0,0,0,6
358,2009.0,reference-entry,2822,2807,15,2822,2807,15,2064,2233,1945,1917,1950,2233,2733,1336,2733,2733,2733,1295,2702,2702,2314,878,55,236,878,2253,2062,2219,1931,1903,1936,2219,2718,1327,2718,2718,2718,1293,2688,2688,2312,877,55,236,877,2250,2,14,14,14,14,14,15,9,15,15,15,2,14,14,2,1,0,0,1,3
359,2009.0,report,6714,6660,54,6714,6660,54,5256,1362,1238,1227,1239,1362,6649,1735,6667,6667,6649,2546,6621,6621,2199,814,102,128,814,1333,5256,1310,1216,1206,1217,1310,6595,1734,6613,6613,6595,2545,6570,6570,2198,813,102,128,813,1332,0,52,22,21,22,52,54,1,54,54,54,1,51,51,1,1,0,0,1,1
360,2009.0,report-series,380,365,15,380,365,15,363,292,270,268,270,292,376,87,376,376,376,300,374,374,216,253,7,9,253,335,348,280,258,256,258,280,361,83,361,361,361,290,360,360,215,253,7,9,253,335,15,12,12,12,12,12,15,4,15,15,15,10,14,14,1,0,0,0,0,0
361,2009.0,standard,16,16,0,16,16,0,2,2,1,1,1,2,8,4,14,14,8,4,15,15,0,0,0,0,0,8,2,2,1,1,1,2,8,4,14,14,8,4,15,15,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
362,2008.0,,2490412,80749,2409663,0,0,0,896204,282515,149723,145610,150085,282515,2490314,314622,2490314,2490314,2490314,318502,1729840,1729840,269326,0,0,0,0,1650072,33889,31703,9994,9664,10010,31703,80651,10771,80651,80651,80651,16308,58007,58007,11587,0,0,0,0,64788,862315,250812,139729,135946,140075,250812,2409663,303851,2409663,2409663,2409663,302194,1671833,1671833,257739,0,0,0,0,1585284
363,2008.0,book,106114,9776,96338,106114,9776,96338,40124,8537,5199,4984,5205,8537,105870,13489,105906,105906,105870,54320,103125,103125,5640,704,150,185,704,3955,3509,2372,1890,1848,1891,2372,9532,3116,9568,9568,9532,7434,9497,9497,1230,686,150,184,686,1702,36615,6165,3309,3136,3314,6165,96338,10373,96338,96338,96338,46886,93628,93628,4410,18,0,1,18,2253
364,2008.0,book-chapter,303828,282770,21058,303828,282770,21058,98980,111900,92901,90853,93054,111900,289184,83762,289307,289307,289184,111565,290182,290182,111703,10971,6829,7075,10971,88481,93931,110238,92024,90003,92172,110238,268126,77366,268249,268249,268126,105321,270194,270194,109648,10957,6825,7071,10957,81412,5049,1662,877,850,882,1662,21058,6396,21058,21058,21058,6244,19988,19988,2055,14,4,4,14,7069
365,2008.0,book-part,6,6,0,6,6,0,0,0,0,0,0,0,6,0,6,6,6,0,6,6,4,0,0,0,0,0,0,0,0,0,0,0,6,0,6,6,6,0,6,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
366,2008.0,book-section,1,1,0,1,1,0,1,0,0,0,0,0,1,0,1,1,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
367,2008.0,component,5485,5485,0,5485,5485,0,167,137,79,79,79,137,5485,1583,5485,5485,5485,325,5406,5406,85,295,238,238,295,359,167,137,79,79,79,137,5485,1583,5485,5485,5485,325,5406,5406,85,295,238,238,295,359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
368,2008.0,dataset,6662,6373,289,6662,6373,289,266,789,506,492,507,789,6273,1859,6301,6301,6273,256,5697,5697,12,86,6,7,86,4208,178,787,506,492,507,787,5986,1804,6014,6014,5986,236,5417,5417,12,86,6,7,86,4202,88,2,0,0,0,2,287,55,287,287,287,20,280,280,0,0,0,0,0,6
369,2008.0,dissertation,172987,15898,157089,172987,15898,157089,80376,6027,2236,2176,2244,6027,172987,5285,172987,172987,172987,32122,167641,167641,24057,74,28,34,74,13180,3990,539,460,459,460,539,15898,780,15898,15898,15898,4566,15032,15032,3185,74,28,34,74,1208,76386,5488,1776,1717,1784,5488,157089,4505,157089,157089,157089,27556,152609,152609,20872,0,0,0,0,11972
370,2008.0,journal,142,44,98,142,44,98,117,62,59,58,59,62,132,50,132,132,132,64,117,117,43,42,40,42,42,138,29,22,20,20,20,22,34,25,34,34,34,27,40,40,15,26,24,26,26,40,88,40,39,38,39,40,98,25,98,98,98,37,77,77,28,16,16,16,16,98
371,2008.0,journal-article,2796846,1886295,910551,2796846,1886295,910551,2155897,2045679,1557279,1529609,1560625,2045679,2790102,1223458,2790190,2790190,2790102,1614118,2766912,2766912,1429944,2673355,1815525,2109762,2673355,2791337,1453836,1459217,1249040,1228311,1250993,1459217,1879583,1086151,1879671,1879671,1879583,1397864,1867493,1867493,1354138,1765702,1597064,1627108,1765702,1882072,702061,586462,308239,301298,309632,586462,910519,137307,910519,910519,910519,216254,899419,899419,75806,907653,218461,482654,907653,909265
372,2008.0,journal-issue,1586,335,1251,1586,335,1251,1389,1449,1373,1327,1373,1449,1577,1032,1577,1577,1577,1319,1567,1567,1311,1352,1348,1349,1352,1535,237,217,203,203,203,217,326,244,326,326,326,243,317,317,196,231,228,228,231,284,1152,1232,1170,1124,1170,1232,1251,788,1251,1251,1251,1076,1250,1250,1115,1121,1120,1121,1121,1251
373,2008.0,monograph,4928,4800,128,4928,4800,128,1364,535,371,344,371,535,4888,782,4891,4891,4888,3169,4695,4695,333,83,30,34,83,530,1349,503,356,329,356,503,4760,754,4763,4763,4760,3085,4574,4574,327,83,30,34,83,526,15,32,15,15,15,32,128,28,128,128,128,84,121,121,6,0,0,0,0,4
374,2008.0,other,5235,5122,113,5235,5122,113,763,1035,662,627,662,1035,4858,1716,4884,4884,4858,2132,4986,4986,1118,961,361,377,961,3376,763,925,621,587,621,925,4746,1715,4772,4772,4746,2130,4878,4878,1118,961,361,377,961,3374,0,110,41,40,41,110,112,1,112,112,112,2,108,108,0,0,0,0,0,2
375,2008.0,peer-review,1,1,0,1,1,0,0,1,0,0,0,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
376,2008.0,posted-content,111637,3985,107652,111637,3985,107652,100479,42260,38078,37173,38152,42260,111637,44962,111637,111637,111637,45584,110267,110267,40154,87644,1981,4711,87644,108413,3386,1149,1047,1035,1048,1149,3985,1756,3985,3985,3985,2096,3910,3910,2102,2565,197,612,2565,3926,97093,41111,37031,36138,37104,41111,107652,43206,107652,107652,107652,43488,106357,106357,38052,85079,1784,4099,85079,104487
377,2008.0,proceedings,62,55,7,62,55,7,10,5,3,3,3,5,36,14,36,36,36,19,59,59,1,2,2,2,2,10,10,4,2,2,2,4,29,12,29,29,29,19,54,54,1,2,2,2,2,8,0,1,1,1,1,1,7,2,7,7,7,0,5,5,0,0,0,0,0,2
378,2008.0,proceedings-article,281285,250497,30788,281285,250497,30788,248211,228431,194604,190015,195006,228431,280804,136426,280804,280804,280804,183328,280566,280566,203783,13907,7987,8140,13907,279839,228598,206402,175692,171532,176045,206402,250016,121945,250016,250016,250016,168141,249965,249965,187791,13760,7987,8140,13760,249870,19613,22029,18912,18483,18961,22029,30788,14481,30788,30788,30788,15187,30601,30601,15992,147,0,0,147,29969
379,2008.0,reference-book,276,261,15,276,261,15,106,52,40,38,41,52,271,86,271,271,271,170,264,264,39,10,2,2,10,32,106,44,34,32,35,44,256,81,256,256,256,161,249,249,37,10,2,2,10,32,0,8,6,6,6,8,15,5,15,15,15,9,15,15,2,0,0,0,0,0
380,2008.0,reference-entry,3968,3961,7,3968,3961,7,2103,3543,2964,2928,2966,3543,3878,1425,3878,3878,3878,1479,3812,3812,2228,235,43,213,235,3300,2103,3536,2958,2922,2960,3536,3871,1421,3871,3871,3871,1474,3805,3805,2228,235,43,213,235,3297,0,7,6,6,6,7,7,4,7,7,7,5,7,7,0,0,0,0,0,3
381,2008.0,report,6728,6682,46,6728,6682,46,5329,1355,1225,1216,1225,1355,6675,1558,6692,6692,6675,2532,6661,6661,2102,809,78,88,809,1349,5327,1313,1213,1204,1213,1313,6629,1557,6646,6646,6629,2531,6619,6619,2101,809,78,88,809,1348,2,42,12,12,12,42,46,1,46,46,46,1,42,42,1,0,0,0,0,1
382,2008.0,report-series,368,354,14,368,354,14,347,294,268,263,268,294,365,73,365,365,365,249,359,359,155,245,5,6,245,324,333,284,258,253,258,284,351,71,351,351,351,242,346,346,155,245,5,6,245,323,14,10,10,10,10,10,14,2,14,14,14,7,13,13,0,0,0,0,0,1
383,2008.0,standard,68,68,0,68,68,0,0,0,0,0,0,0,8,8,49,49,8,5,68,68,1,0,0,0,0,8,0,0,0,0,0,0,8,8,49,49,8,5,68,68,1,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
384,2007.0,,2198959,73253,2125706,0,0,0,790247,259754,132499,128925,132899,259754,2198941,276295,2198941,2198941,2198941,296073,1490723,1490723,247731,0,0,0,0,1527154,29591,28952,7444,7227,7456,28952,73235,8305,73235,73235,73235,13398,51768,51768,9471,0,0,0,0,57985,760656,230802,125055,121698,125443,230802,2125706,267990,2125706,2125706,2125706,282675,1438955,1438955,238260,0,0,0,0,1469169
385,2007.0,book,100296,8325,91971,100296,8325,91971,36560,7290,4229,4046,4237,7290,100009,11862,100034,100034,100009,54160,97563,97563,4790,548,148,158,548,3640,3168,1393,1026,1002,1026,1393,8038,2438,8063,8063,8038,6359,8072,8072,878,543,148,158,543,1394,33392,5897,3203,3044,3211,5897,91971,9424,91971,91971,91971,47801,89491,89491,3912,5,0,0,5,2246
386,2007.0,book-chapter,276233,257179,19054,276233,257179,19054,94105,100845,85374,83664,85534,100845,262781,74018,262837,262837,262781,102966,264578,264578,109608,12427,8347,8578,12427,86558,89875,99484,84686,83014,84845,99484,243727,68586,243783,243783,243727,97233,246390,246390,107176,12415,8346,8576,12415,80704,4230,1361,688,650,689,1361,19054,5432,19054,19054,19054,5733,18188,18188,2432,12,1,2,12,5854
387,2007.0,book-part,12,12,0,12,12,0,1,0,0,0,0,0,11,9,11,11,11,0,12,12,7,0,0,0,0,0,1,0,0,0,0,0,11,9,11,11,11,0,12,12,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
388,2007.0,book-section,4,4,0,4,4,0,0,0,0,0,0,0,4,0,4,4,4,0,4,4,1,0,0,0,0,0,0,0,0,0,0,0,4,0,4,4,4,0,4,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
389,2007.0,book-series,1,1,0,1,1,0,0,0,0,0,0,0,1,0,1,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
390,2007.0,component,5220,5220,0,5220,5220,0,96,72,29,29,29,72,5220,1514,5220,5220,5220,284,5139,5139,62,168,129,130,168,188,96,72,29,29,29,72,5220,1514,5220,5220,5220,284,5139,5139,62,168,129,130,168,188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
391,2007.0,dataset,7012,6750,262,7012,6750,262,233,593,463,449,463,593,6523,1273,6541,6541,6523,207,6436,6436,13,36,4,5,36,3576,154,590,461,447,461,590,6261,1251,6279,6279,6261,177,6183,6183,13,36,4,5,36,3559,79,3,2,2,2,3,262,22,262,262,262,30,253,253,0,0,0,0,0,17
392,2007.0,dissertation,150411,15015,135396,150411,15015,135396,68646,5636,2023,1966,2028,5636,150411,4780,150411,150411,150411,30429,145939,145939,20432,92,40,45,92,11984,3470,520,468,466,468,520,15015,738,15015,15015,15015,4439,14197,14197,2855,92,40,45,92,1012,65176,5116,1555,1500,1560,5116,135396,4042,135396,135396,135396,25990,131742,131742,17577,0,0,0,0,10972
393,2007.0,journal,117,31,86,117,31,86,86,51,45,45,45,51,115,32,115,115,115,52,112,112,38,30,29,29,30,106,24,18,17,17,17,18,29,13,29,29,29,20,30,30,11,21,20,20,21,30,62,33,28,28,28,33,86,19,86,86,86,32,82,82,27,9,9,9,9,76
394,2007.0,journal-article,2630529,1756884,873645,2630529,1756884,873645,2014010,1916719,1448494,1422199,1451604,1916719,2624161,1130422,2624275,2624275,2624161,1517781,2601175,2601175,1337229,2514758,1706352,1990287,2514758,2625488,1350230,1356823,1157661,1138013,1159491,1356823,1750521,997311,1750634,1750634,1750521,1306047,1738203,1738203,1268333,1643397,1490629,1519433,1643397,1752957,663780,559896,290833,284186,292113,559896,873640,133111,873641,873641,873640,211734,862972,862972,68896,871361,215723,470854,871361,872531
395,2007.0,journal-issue,1602,323,1279,1602,323,1279,1391,1458,1382,1337,1383,1458,1596,971,1596,1596,1596,1050,1585,1585,713,1371,1370,1370,1371,1554,251,215,206,206,206,215,317,241,317,317,317,231,307,307,111,231,230,230,231,275,1140,1243,1176,1131,1177,1243,1279,730,1279,1279,1279,819,1278,1278,602,1140,1140,1140,1140,1279
396,2007.0,monograph,4663,4585,78,4663,4585,78,1423,496,325,283,325,496,4621,720,4628,4628,4621,2985,4451,4451,288,97,44,54,97,512,1415,481,316,275,316,481,4543,702,4550,4550,4543,2942,4379,4379,284,97,44,54,97,510,8,15,9,8,9,15,78,18,78,78,78,43,72,72,4,0,0,0,0,2
397,2007.0,other,4769,4655,114,4769,4655,114,908,899,613,588,614,899,4468,1803,4497,4497,4468,2359,4643,4643,1032,1136,389,419,1136,2978,903,793,572,552,572,793,4355,1798,4384,4384,4355,2353,4539,4539,1027,1134,389,419,1134,2971,5,106,41,36,42,106,113,5,113,113,113,6,104,104,5,2,0,0,2,7
