,published_year,type,num_dois,num_objects,objects_has_abstract,objects_has_affiliations,objects_has_affiliations_countrycode,objects_has_affiliations_grid,objects_has_affiliations_sourceid,objects_has_affiliations_string,objects_has_authors,objects_has_authors_sequence,objects_has_authors_sourceid,objects_has_authors_string,objects_has_citations,objects_has_fields,objects_has_fields_mag,objects_has_references,objects_has_venue,objects_has_venue_issn,objects_has_venue_sourceid,objects_has_venue_string,dois_has_abstract,dois_has_affiliations,dois_has_affiliations_countrycode,dois_has_affiliations_grid,dois_has_affiliations_sourceid,dois_has_affiliations_string,dois_has_authors,dois_has_authors_sequence,dois_has_authors_sourceid,dois_has_authors_string,dois_has_citations,dois_has_fields,dois_has_fields_mag,dois_has_references,dois_has_venue,dois_has_venue_issn,dois_has_venue_sourceid,dois_has_venue_string,non_dois_has_abstract,non_dois_has_affiliations,non_dois_has_affiliations_countrycode,non_dois_has_affiliations_grid,non_dois_has_affiliations_sourceid,non_dois_has_affiliations_string,non_dois_has_authors,non_dois_has_authors_sequence,non_dois_has_authors_sourceid,non_dois_has_authors_string,non_dois_has_citations,non_dois_has_fields,non_dois_has_fields_mag,non_dois_has_references,non_dois_has_venue,non_dois_has_venue_issn,non_dois_has_venue_sourceid,non_dois_has_venue_string
704,1944.0,Conference,0,5,2,0,0,0,0,0,5,5,5,5,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,5,5,5,5,0,4,4,0,0,0,0,0
705,1944.0,Journal,43176,49605,10464,14257,7685,7218,8068,14257,49605,49605,49605,49605,25695,42584,42584,10526,49605,44327,49605,49605,10029,13510,7280,6841,7649,13510,43176,43176,43176,43176,23448,37414,37414,10371,43176,39035,43176,43176,435,747,405,377,419,747,6429,6429,6429,6429,2247,5170,5170,155,6429,5292,6429,6429
706,1944.0,Patent,5,34067,17238,12415,3011,1871,3056,12415,34067,34067,34067,34067,21113,23842,23842,12594,3,1,3,3,3,2,1,0,1,2,5,5,5,5,5,5,5,4,3,1,3,3,17235,12413,3010,1871,3055,12413,34062,34062,34062,34062,21108,23837,23837,12590,0,0,0,0
707,1944.0,Repository,110,385,14,92,74,74,74,92,385,385,385,385,52,297,297,0,258,133,258,258,12,91,74,74,74,91,110,110,110,110,21,103,103,0,105,95,105,105,2,1,0,0,0,1,275,275,275,275,31,194,194,0,153,38,153,153
708,1944.0,Thesis,94,495,94,1,0,0,0,1,495,495,495,495,43,367,367,0,0,0,0,0,18,0,0,0,0,0,94,94,94,94,17,48,48,0,0,0,0,0,76,1,0,0,0,1,401,401,401,401,26,319,319,0,0,0,0,0
709,1943.0,,7163,26952,3901,2096,764,716,806,2096,26952,26952,26952,26952,3717,16612,16612,946,0,0,0,0,1202,1833,594,549,608,1833,7163,7163,7163,7163,1739,3820,3820,844,0,0,0,0,2699,263,170,167,198,263,19789,19789,19789,19789,1978,12792,12792,102,0,0,0,0
710,1943.0,Book,226,4371,153,39,29,28,29,39,4371,4371,4371,4371,1941,2902,2902,17,0,0,0,0,13,5,1,1,1,5,226,226,226,226,126,125,125,5,0,0,0,0,140,34,28,27,28,34,4145,4145,4145,4145,1815,2777,2777,12,0,0,0,0
711,1943.0,BookChapter,648,648,7,8,7,6,8,8,648,648,648,648,55,269,269,26,0,0,0,0,7,8,7,6,8,8,648,648,648,648,55,269,269,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
712,1943.0,Conference,2,12,1,1,1,1,1,1,12,12,12,12,3,9,9,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,1,1,1,0,0,0,0,0,1,1,1,1,1,1,10,10,10,10,2,8,8,0,0,0,0,0
713,1943.0,Dataset,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0
714,1943.0,Journal,45563,52004,11096,15137,7901,7516,8229,15137,52004,52004,52004,52004,26988,44292,44292,11601,52004,46696,52004,52004,10723,14474,7525,7159,7852,14474,45563,45563,45563,45563,24827,39049,39049,11424,45563,41435,45563,45563,373,663,376,357,377,663,6441,6441,6441,6441,2161,5243,5243,177,6441,5261,6441,6441
715,1943.0,Patent,4,39405,16272,11231,2803,1769,2854,11231,39405,39405,39405,39405,21748,22531,22531,6526,4,3,4,4,4,3,1,0,1,3,4,4,4,4,4,4,4,2,3,2,3,3,16268,11228,2802,1769,2853,11228,39401,39401,39401,39401,21744,22527,22527,6524,1,1,1,1
716,1943.0,Repository,124,316,52,111,80,80,82,111,316,316,316,316,46,254,254,0,223,133,223,223,27,107,80,80,82,107,124,124,124,124,21,117,117,0,115,107,115,115,25,4,0,0,0,4,192,192,192,192,25,137,137,0,108,26,108,108
717,1943.0,Thesis,109,579,108,1,1,1,1,1,579,579,579,579,57,445,445,5,0,0,0,0,20,1,1,1,1,1,109,109,109,109,23,75,75,1,0,0,0,0,88,0,0,0,0,0,470,470,470,470,34,370,370,4,0,0,0,0
718,1942.0,,7429,28310,3651,2149,775,728,820,2149,28310,28310,28310,28310,4186,17286,17286,1066,0,0,0,0,1201,1830,578,534,579,1830,7429,7429,7429,7429,2037,3905,3905,944,0,0,0,0,2450,319,197,194,241,319,20881,20881,20881,20881,2149,13381,13381,122,0,0,0,0
719,1942.0,Book,270,4695,193,48,26,26,26,48,4695,4695,4695,4695,2108,3098,3098,30,0,0,0,0,29,22,6,6,6,22,270,270,270,270,139,140,140,22,0,0,0,0,164,26,20,20,20,26,4425,4425,4425,4425,1969,2958,2958,8,0,0,0,0
720,1942.0,BookChapter,833,838,16,0,0,0,0,0,838,838,838,838,90,411,411,69,0,0,0,0,15,0,0,0,0,0,833,833,833,833,89,407,407,69,0,0,0,0,1,0,0,0,0,0,5,5,5,5,1,4,4,0,0,0,0,0
721,1942.0,Conference,10,17,0,0,0,0,0,0,17,17,17,17,3,6,6,0,0,0,0,0,0,0,0,0,0,0,10,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,7,7,3,6,6,0,0,0,0,0
722,1942.0,Dataset,3,3,0,0,0,0,0,0,3,3,3,3,0,2,2,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
723,1942.0,Journal,50046,56702,12431,17214,9169,8755,9369,17214,56702,56702,56702,56702,29901,48520,48520,12706,56702,51092,56702,56702,12023,16384,8678,8283,8876,16384,50046,50046,50046,50046,27617,42950,42950,12506,50046,45604,50046,50046,408,830,491,472,493,830,6656,6656,6656,6656,2284,5570,5570,200,6656,5488,6656,6656
724,1942.0,Patent,9,38694,16990,11659,2883,1812,2950,11659,38694,38694,38694,38694,21756,22757,22757,2344,6,4,6,6,9,9,7,6,7,9,9,9,9,9,9,9,9,6,6,4,6,6,16981,11650,2876,1806,2943,11650,38685,38685,38685,38685,21747,22748,22748,2338,0,0,0,0
725,1942.0,Repository,130,459,39,108,84,83,84,108,459,459,459,459,76,384,384,0,301,135,301,301,14,104,81,80,81,104,130,130,130,130,32,124,124,0,119,104,119,119,25,4,3,3,3,4,329,329,329,329,44,260,260,0,182,31,182,182
726,1942.0,Thesis,114,735,158,0,0,0,0,0,735,735,735,735,64,615,615,5,0,0,0,0,26,0,0,0,0,0,114,114,114,114,19,76,76,1,0,0,0,0,132,0,0,0,0,0,621,621,621,621,45,539,539,4,0,0,0,0
727,1941.0,,8104,27901,3489,2494,956,909,977,2494,27901,27901,27901,27901,4494,16643,16643,1266,0,0,0,0,1409,2166,718,675,719,2166,8104,8104,8104,8104,2303,4380,4380,1099,0,0,0,0,2080,328,238,234,258,328,19797,19797,19797,19797,2191,12263,12263,167,0,0,0,0
728,1941.0,Book,337,5020,203,48,23,21,23,48,5020,5020,5020,5020,2226,3305,3305,28,0,0,0,0,32,21,4,3,4,21,337,337,337,337,150,162,162,21,0,0,0,0,171,27,19,18,19,27,4683,4683,4683,4683,2076,3143,3143,7,0,0,0,0
729,1941.0,BookChapter,1184,1190,3,0,0,0,0,0,1190,1190,1190,1190,77,450,450,39,0,0,0,0,2,0,0,0,0,0,1184,1184,1184,1184,75,445,445,39,0,0,0,0,1,0,0,0,0,0,6,6,6,6,2,5,5,0,0,0,0,0
730,1941.0,Conference,5,11,1,1,1,1,1,1,11,11,11,11,1,4,4,0,0,0,0,0,0,0,0,0,0,0,5,5,5,5,0,0,0,0,0,0,0,0,1,1,1,1,1,1,6,6,6,6,1,4,4,0,0,0,0,0
731,1941.0,Dataset,1,1,0,0,0,0,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
732,1941.0,Journal,52847,59683,13216,18042,9795,9374,9985,18042,59683,59683,59683,59683,31577,50552,50552,13611,59683,53877,59683,59683,12766,17109,9269,8873,9458,17109,52847,52847,52847,52847,29266,44920,44920,13436,52847,48204,52847,52847,450,933,526,501,527,933,6836,6836,6836,6836,2311,5632,5632,175,6836,5673,6836,6836
733,1941.0,Patent,4,42068,19142,12189,2719,1708,2773,12189,42068,42068,42068,42068,23518,25190,25190,977,4,2,4,4,3,3,0,0,0,3,4,4,4,4,4,4,4,1,4,2,4,4,19139,12186,2719,1708,2773,12186,42064,42064,42064,42064,23514,25186,25186,976,0,0,0,0
734,1941.0,Repository,147,391,39,120,101,100,101,120,391,391,391,391,81,316,316,1,268,157,268,268,12,114,100,99,100,114,147,147,147,147,35,135,135,1,135,114,135,135,27,6,1,1,1,6,244,244,244,244,46,181,181,0,133,43,133,133
735,1941.0,Thesis,90,929,191,0,0,0,0,0,929,929,929,929,101,824,824,7,0,0,0,0,20,0,0,0,0,0,90,90,90,90,13,61,61,0,0,0,0,0,171,0,0,0,0,0,839,839,839,839,88,763,763,7,0,0,0,0
736,1940.0,,8792,55565,4220,2677,939,898,962,2677,55565,55565,55565,55565,5800,42819,42819,1422,0,0,0,0,1534,2360,722,684,729,2360,8792,8792,8792,8792,2496,4579,4579,1289,0,0,0,0,2686,317,217,214,233,317,46773,46773,46773,46773,3304,38240,38240,133,0,0,0,0
737,1940.0,Book,398,5819,237,52,25,25,25,52,5819,5819,5819,5819,2610,3859,3859,37,0,0,0,0,36,26,2,2,2,26,398,398,398,398,182,200,200,22,0,0,0,0,201,26,23,23,23,26,5421,5421,5421,5421,2428,3659,3659,15,0,0,0,0
738,1940.0,BookChapter,998,1002,17,17,16,13,16,17,1002,1002,1002,1002,96,457,457,50,0,0,0,0,17,17,16,13,16,17,998,998,998,998,95,454,454,50,0,0,0,0,0,0,0,0,0,0,4,4,4,4,1,3,3,0,0,0,0,0
739,1940.0,Conference,7,26,3,0,0,0,0,0,26,26,26,26,5,14,14,0,0,0,0,0,0,0,0,0,0,0,7,7,7,7,1,1,1,0,0,0,0,0,3,0,0,0,0,0,19,19,19,19,4,13,13,0,0,0,0,0
740,1940.0,Dataset,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0
741,1940.0,Journal,54389,64391,13670,18573,9997,9600,10147,18573,64391,64391,64391,64391,34066,55222,55222,13621,64391,56792,64391,64391,13162,17528,9432,9052,9580,17528,54389,54389,54389,54389,30652,46445,46445,13505,54389,49111,54389,54389,508,1045,565,548,567,1045,10002,10002,10002,10002,3414,8777,8777,116,10002,7681,10002,10002
742,1940.0,Patent,1,43359,21781,13557,3003,1984,3060,13557,43359,43359,43359,43359,25315,27549,27549,551,0,0,0,0,1,1,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,21780,13556,3003,1984,3060,13556,43358,43358,43358,43358,25314,27548,27548,551,0,0,0,0
743,1940.0,Repository,168,577,52,146,114,112,114,146,577,577,577,577,80,458,458,3,383,184,383,383,29,134,114,112,114,134,168,168,168,168,44,160,160,3,148,137,148,148,23,12,0,0,0,12,409,409,409,409,36,298,298,0,235,47,235,235
744,1940.0,Thesis,128,1014,249,2,1,1,1,2,1014,1014,1014,1014,85,900,900,9,0,0,0,0,48,2,1,1,1,2,128,128,128,128,19,87,87,1,0,0,0,0,201,0,0,0,0,0,886,886,886,886,66,813,813,8,0,0,0,0
745,1939.0,,9709,34747,5024,3120,967,908,986,3120,34747,34747,34747,34747,5385,19893,19893,1718,0,0,0,0,1973,2744,767,718,769,2744,9709,9709,9709,9709,2924,4737,4737,1581,0,0,0,0,3051,376,200,190,217,376,25038,25038,25038,25038,2461,15156,15156,137,0,0,0,0
746,1939.0,Book,454,7128,249,50,21,20,21,50,7128,7128,7128,7128,3134,4503,4503,39,0,0,0,0,43,31,5,4,5,31,454,454,454,454,228,221,221,27,0,0,0,0,206,19,16,16,16,19,6674,6674,6674,6674,2906,4282,4282,12,0,0,0,0
747,1939.0,BookChapter,955,973,1,3,3,3,3,3,973,973,973,973,81,435,435,17,0,0,0,0,0,3,3,3,3,3,955,955,955,955,73,420,420,17,0,0,0,0,1,0,0,0,0,0,18,18,18,18,8,15,15,0,0,0,0,0
748,1939.0,Conference,14,19,0,1,1,1,1,1,19,19,19,19,2,3,3,0,0,0,0,0,0,0,0,0,0,0,14,14,14,14,0,0,0,0,0,0,0,0,0,1,1,1,1,1,5,5,5,5,2,3,3,0,0,0,0,0
749,1939.0,Dataset,3,3,2,0,0,0,0,0,3,3,3,3,0,3,3,0,0,0,0,0,2,0,0,0,0,0,3,3,3,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
750,1939.0,Journal,57682,65163,14020,20193,10267,9795,10396,20193,65163,65163,65163,65163,34917,55060,55060,14852,65163,58342,65163,65163,13575,19143,9685,9240,9813,19143,57682,57682,57682,57682,32603,48896,48896,14770,57682,52134,57682,57682,445,1050,582,555,583,1050,7481,7481,7481,7481,2314,6164,6164,82,7481,6208,7481,7481
751,1939.0,Patent,0,46154,22238,13504,2819,1952,2879,13504,46154,46154,46154,46154,25977,28201,28201,367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22238,13504,2819,1952,2879,13504,46154,46154,46154,46154,25977,28201,28201,367,0,0,0,0
752,1939.0,Repository,155,401,56,142,103,103,103,142,401,401,401,401,89,317,317,0,267,126,267,267,34,125,103,103,103,125,155,155,155,155,47,144,144,0,137,125,137,137,22,17,0,0,0,17,246,246,246,246,42,173,173,0,130,1,130,130
753,1939.0,Thesis,103,873,153,0,0,0,0,0,873,873,873,873,67,759,759,10,0,0,0,0,34,0,0,0,0,0,103,103,103,103,21,65,65,2,0,0,0,0,119,0,0,0,0,0,770,770,770,770,46,694,694,8,0,0,0,0
754,1938.0,,10031,33351,4102,3180,1047,1008,1064,3180,33351,33351,33351,33351,5606,18482,18482,1708,0,0,0,0,1980,2825,855,823,861,2825,10031,10031,10031,10031,2948,5050,5050,1578,0,0,0,0,2122,355,192,185,203,355,23320,23320,23320,23320,2658,13432,13432,130,0,0,0,0
755,1938.0,Book,439,7678,235,39,21,21,21,39,7678,7678,7678,7678,3402,4734,4734,36,0,0,0,0,32,20,6,6,6,20,439,439,439,439,225,205,205,15,0,0,0,0,203,19,15,15,15,19,7239,7239,7239,7239,3177,4529,4529,21,0,0,0,0
756,1938.0,BookChapter,1239,1250,41,0,0,0,0,0,1250,1250,1250,1250,59,453,453,24,0,0,0,0,38,0,0,0,0,0,1239,1239,1239,1239,56,444,444,24,0,0,0,0,3,0,0,0,0,0,11,11,11,11,3,9,9,0,0,0,0,0
757,1938.0,Conference,7,15,0,4,4,4,4,4,15,15,15,15,1,3,3,0,0,0,0,0,0,0,0,0,0,0,7,7,7,7,0,0,0,0,0,0,0,0,0,4,4,4,4,4,8,8,8,8,1,3,3,0,0,0,0,0
758,1938.0,Dataset,43,43,42,0,0,0,0,0,43,43,43,43,1,42,42,0,0,0,0,0,42,0,0,0,0,0,43,43,43,43,1,42,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
759,1938.0,Journal,57794,65734,13521,20094,9721,9306,9863,20094,65734,65734,65734,65734,34441,54866,54866,14300,65734,58467,65734,65734,12967,18971,9127,8738,9261,18971,57794,57794,57794,57794,32074,48493,48493,14214,57794,52031,57794,57794,554,1123,594,568,602,1123,7940,7940,7940,7940,2367,6373,6373,86,7940,6436,7940,7940
760,1938.0,Patent,5,43663,21894,13130,2757,1915,2789,13130,43663,43663,43663,43663,24171,27170,27170,228,5,4,5,5,5,4,1,0,1,4,5,5,5,5,5,5,5,2,5,4,5,5,21889,13126,2756,1915,2788,13126,43658,43658,43658,43658,24166,27165,27165,226,0,0,0,0
761,1938.0,Repository,162,438,42,135,103,101,103,135,438,438,438,438,87,372,372,1,288,128,288,288,25,124,103,101,103,124,162,162,162,162,42,155,155,1,150,128,150,150,17,11,0,0,0,11,276,276,276,276,45,217,217,0,138,0,138,138
762,1938.0,Thesis,103,743,140,1,0,0,0,1,743,743,743,743,67,651,651,3,0,0,0,0,38,0,0,0,0,0,103,103,103,103,23,74,74,1,0,0,0,0,102,1,0,0,0,1,640,640,640,640,44,577,577,2,0,0,0,0
763,1937.0,,9751,31906,3574,3115,1001,931,1018,3115,31906,31906,31906,31906,5659,17509,17509,1615,0,0,0,0,1874,2654,765,720,772,2654,9751,9751,9751,9751,2984,4915,4915,1440,0,0,0,0,1700,461,236,211,246,461,22155,22155,22155,22155,2675,12594,12594,175,0,0,0,0
764,1937.0,Book,359,7879,221,30,18,18,18,30,7879,7879,7879,7879,3286,4795,4795,21,0,0,0,0,19,7,2,2,2,7,359,359,359,359,167,165,165,10,0,0,0,0,202,23,16,16,16,23,7520,7520,7520,7520,3119,4630,4630,11,0,0,0,0
765,1937.0,BookChapter,814,824,7,7,5,5,5,7,824,824,824,824,52,307,307,31,0,0,0,0,6,7,5,5,5,7,814,814,814,814,49,302,302,31,0,0,0,0,1,0,0,0,0,0,10,10,10,10,3,5,5,0,0,0,0,0
766,1937.0,Conference,11,15,0,0,0,0,0,0,15,15,15,15,2,3,3,1,0,0,0,0,0,0,0,0,0,0,11,11,11,11,2,1,1,1,0,0,0,0,0,0,0,0,0,0,4,4,4,4,0,2,2,0,0,0,0,0
767,1937.0,Dataset,38,38,34,0,0,0,0,0,38,38,38,38,0,37,37,0,0,0,0,0,34,0,0,0,0,0,38,38,38,38,0,37,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
768,1937.0,Journal,57102,64409,13030,19729,9227,8870,9376,19729,64409,64409,64409,64409,34104,53726,53726,13962,64409,56798,64409,64409,12625,18902,8786,8446,8935,18902,57102,57102,57102,57102,31857,47838,47838,13864,57102,50747,57102,57102,405,827,441,424,441,827,7307,7307,7307,7307,2247,5888,5888,98,7307,6051,7307,7307
769,1937.0,Patent,3,40960,20668,12327,2564,1854,2598,12327,40960,40960,40960,40960,22333,25720,25720,160,3,2,3,3,3,2,1,1,1,2,3,3,3,3,3,3,3,0,3,2,3,3,20665,12325,2563,1853,2597,12325,40957,40957,40957,40957,22330,25717,25717,160,0,0,0,0
770,1937.0,Repository,184,490,23,159,116,111,117,159,490,490,490,490,91,393,393,0,326,149,326,326,15,143,114,109,115,143,184,184,184,184,50,175,175,0,170,147,170,170,8,16,2,2,2,16,306,306,306,306,41,218,218,0,156,2,156,156
771,1937.0,Thesis,92,623,101,2,1,1,1,2,623,623,623,623,61,521,521,7,0,0,0,0,32,2,1,1,1,2,92,92,92,92,15,63,63,2,0,0,0,0,69,0,0,0,0,0,531,531,531,531,46,458,458,5,0,0,0,0
772,1936.0,,10001,33217,4191,3057,950,860,967,3057,33217,33217,33217,33217,5496,17638,17638,1604,0,0,0,0,1968,2664,728,681,744,2664,10001,10001,10001,10001,2916,4802,4802,1488,0,0,0,0,2223,393,222,179,223,393,23216,23216,23216,23216,2580,12836,12836,116,0,0,0,0
773,1936.0,Book,377,7760,236,29,14,14,14,29,7760,7760,7760,7760,3198,4703,4703,16,0,0,0,0,13,6,0,0,0,6,377,377,377,377,175,174,174,3,0,0,0,0,223,23,14,14,14,23,7383,7383,7383,7383,3023,4529,4529,13,0,0,0,0
774,1936.0,BookChapter,1099,1109,6,4,4,4,4,4,1109,1109,1109,1109,68,442,442,35,0,0,0,0,2,4,4,4,4,4,1099,1099,1099,1099,65,435,435,35,0,0,0,0,4,0,0,0,0,0,10,10,10,10,3,7,7,0,0,0,0,0
775,1936.0,Conference,13,17,1,0,0,0,0,0,17,17,17,17,2,2,2,0,0,0,0,0,0,0,0,0,0,0,13,13,13,13,2,1,1,0,0,0,0,0,1,0,0,0,0,0,4,4,4,4,0,1,1,0,0,0,0,0
776,1936.0,Dataset,2,3,2,0,0,0,0,0,3,3,3,3,0,2,2,0,0,0,0,0,2,0,0,0,0,0,2,2,2,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0
777,1936.0,Journal,56153,63799,13010,19337,8673,8329,8844,19337,63799,63799,63799,63799,33359,52819,52819,13203,63799,56469,63799,63799,12572,18568,8242,7916,8412,18568,56153,56153,56153,56153,31000,46663,46663,13123,56153,50236,56153,56153,438,769,431,413,432,769,7646,7646,7646,7646,2359,6156,6156,80,7646,6233,7646,7646
778,1936.0,Patent,4,43881,20597,12102,2326,1642,2340,12102,43881,43881,43881,43881,21866,25579,25579,132,4,3,4,4,4,4,0,0,1,4,4,4,4,4,4,4,4,1,4,3,4,4,20593,12098,2326,1642,2339,12098,43877,43877,43877,43877,21862,25575,25575,131,0,0,0,0
779,1936.0,Repository,156,393,18,130,83,83,84,130,393,393,393,393,64,312,312,1,260,119,260,260,5,115,83,83,84,115,156,156,156,156,30,146,146,1,145,118,145,145,13,15,0,0,0,15,237,237,237,237,34,166,166,0,115,1,115,115
780,1936.0,Thesis,94,614,74,2,0,0,0,2,614,614,614,614,59,507,507,11,0,0,0,0,27,0,0,0,0,0,94,94,94,94,21,59,59,1,0,0,0,0,47,2,0,0,0,2,520,520,520,520,38,448,448,10,0,0,0,0
781,1935.0,,8658,32033,3652,3017,1005,883,1014,3017,32033,32033,32033,32033,5189,16630,16630,1554,0,0,0,0,1809,2556,763,707,767,2556,8658,8658,8658,8658,2637,4127,4127,1430,0,0,0,0,1843,461,242,176,247,461,23375,23375,23375,23375,2552,12503,12503,124,0,0,0,0
782,1935.0,Book,380,7667,178,18,12,10,12,18,7667,7667,7667,7667,3107,4556,4556,22,0,0,0,0,17,6,2,2,2,6,380,380,380,380,182,186,186,6,0,0,0,0,161,12,10,8,10,12,7287,7287,7287,7287,2925,4370,4370,16,0,0,0,0
783,1935.0,BookChapter,1522,1525,12,0,0,0,0,0,1525,1525,1525,1525,82,637,637,83,0,0,0,0,11,0,0,0,0,0,1522,1522,1522,1522,82,637,637,83,0,0,0,0,1,0,0,0,0,0,3,3,3,3,0,0,0,0,0,0,0,0
784,1935.0,Conference,9,10,0,0,0,0,0,0,10,10,10,10,0,1,1,0,0,0,0,0,0,0,0,0,0,0,9,9,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,0,0,0,0,0
785,1935.0,Dataset,6,6,3,0,0,0,0,0,6,6,6,6,0,5,5,0,0,0,0,0,3,0,0,0,0,0,6,6,6,6,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
786,1935.0,Journal,54929,62602,12555,18586,8226,7939,8373,18586,62602,62602,62602,62602,32378,52216,52216,12329,62602,55302,62602,62602,12148,17803,7792,7516,7937,17803,54929,54929,54929,54929,30073,45968,45968,12242,54929,48972,54929,54929,407,783,434,423,436,783,7673,7673,7673,7673,2305,6248,6248,87,7673,6330,7673,7673
787,1935.0,Patent,2,43930,17451,11192,1999,1394,2028,11192,43930,43930,43930,43930,21257,24665,24665,105,1,1,1,1,2,1,0,0,0,1,2,2,2,2,2,2,2,0,1,1,1,1,17449,11191,1999,1394,2028,11191,43928,43928,43928,43928,21255,24663,24663,105,0,0,0,0
788,1935.0,Repository,127,317,29,114,79,79,80,114,317,317,317,317,61,259,259,1,222,112,222,222,18,108,79,79,80,108,127,127,127,127,28,119,119,1,118,112,118,118,11,6,0,0,0,6,190,190,190,190,33,140,140,0,104,0,104,104
789,1935.0,Thesis,98,554,53,0,0,0,0,0,554,554,554,554,66,462,462,2,0,0,0,0,26,0,0,0,0,0,98,98,98,98,32,66,66,0,0,0,0,0,27,0,0,0,0,0,456,456,456,456,34,396,396,2,0,0,0,0
790,1934.0,,8827,29957,3443,2865,789,712,797,2865,29957,29957,29957,29957,5136,14679,14679,1407,0,0,0,0,1795,2545,594,564,597,2545,8827,8827,8827,8827,2728,3868,3868,1301,0,0,0,0,1648,320,195,148,200,320,21130,21130,21130,21130,2408,10811,10811,106,0,0,0,0
791,1934.0,Book,354,7356,203,20,7,7,7,20,7356,7356,7356,7356,3057,4368,4368,16,0,0,0,0,16,4,0,0,0,4,354,354,354,354,172,165,165,5,0,0,0,0,187,16,7,7,7,16,7002,7002,7002,7002,2885,4203,4203,11,0,0,0,0
792,1934.0,BookChapter,1293,1303,20,9,16,16,16,9,1303,1303,1303,1303,104,661,661,21,0,0,0,0,19,9,16,16,16,9,1293,1293,1293,1293,103,657,657,21,0,0,0,0,1,0,0,0,0,0,10,10,10,10,1,4,4,0,0,0,0,0
793,1934.0,Conference,8,12,0,2,2,2,2,2,12,12,12,12,3,3,3,0,0,0,0,0,0,0,0,0,0,0,8,8,8,8,2,1,1,0,0,0,0,0,0,2,2,2,2,2,4,4,4,4,1,2,2,0,0,0,0,0
794,1934.0,Dataset,2,2,1,0,0,0,0,0,2,2,2,2,0,2,2,0,0,0,0,0,1,0,0,0,0,0,2,2,2,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
795,1934.0,Journal,52869,60016,12204,18183,7958,7624,8126,18183,60016,60016,60016,60016,31039,49795,49795,11599,60016,53238,60016,60016,11772,17203,7424,7113,7591,17203,52869,52869,52869,52869,28964,44014,44014,11545,52869,47322,52869,52869,432,980,534,511,535,980,7147,7147,7147,7147,2075,5781,5781,54,7147,5916,7147,7147
796,1934.0,Patent,1,46184,10737,10365,1939,1332,1975,10365,46184,46184,46184,46184,20835,24221,24221,71,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,10736,10364,1939,1332,1975,10364,46183,46183,46183,46183,20834,24220,24220,71,0,0,0,0
797,1934.0,Repository,151,506,19,117,85,85,85,117,506,506,506,506,100,436,436,1,324,125,324,324,13,117,85,85,85,117,151,151,151,151,37,142,142,0,139,124,139,139,6,0,0,0,0,0,355,355,355,355,63,294,294,1,185,1,185,185
798,1934.0,Thesis,88,572,58,1,0,0,0,1,572,572,572,572,50,484,484,2,0,0,0,0,27,0,0,0,0,0,88,88,88,88,22,62,62,0,0,0,0,0,31,1,0,0,0,1,484,484,484,484,28,422,422,2,0,0,0,0
799,1933.0,,8910,31333,4230,3018,846,788,852,3018,31333,31333,31333,31333,5400,16411,16411,1532,0,0,0,0,1716,2709,662,619,664,2709,8910,8910,8910,8910,2826,4250,4250,1431,0,0,0,0,2514,309,184,169,188,309,22423,22423,22423,22423,2574,12161,12161,101,0,0,0,0
800,1933.0,Book,348,7266,207,22,14,14,15,22,7266,7266,7266,7266,3021,4288,4288,15,0,0,0,0,15,10,4,4,4,10,348,348,348,348,173,173,173,6,0,0,0,0,192,12,10,10,11,12,6918,6918,6918,6918,2848,4115,4115,9,0,0,0,0
