,published_year,type,num_dois,num_objects,objects_has_abstract,objects_has_affiliations,objects_has_affiliations_countrycode,objects_has_affiliations_grid,objects_has_affiliations_sourceid,objects_has_affiliations_string,objects_has_authors,objects_has_authors_sequence,objects_has_authors_sourceid,objects_has_authors_string,objects_has_citations,objects_has_fields,objects_has_fields_mag,objects_has_references,objects_has_venue,objects_has_venue_issn,objects_has_venue_sourceid,objects_has_venue_string,dois_has_abstract,dois_has_affiliations,dois_has_affiliations_countrycode,dois_has_affiliations_grid,dois_has_affiliations_sourceid,dois_has_affiliations_string,dois_has_authors,dois_has_authors_sequence,dois_has_authors_sourceid,dois_has_authors_string,dois_has_citations,dois_has_fields,dois_has_fields_mag,dois_has_references,dois_has_venue,dois_has_venue_issn,dois_has_venue_sourceid,dois_has_venue_string,non_dois_has_abstract,non_dois_has_affiliations,non_dois_has_affiliations_countrycode,non_dois_has_affiliations_grid,non_dois_has_affiliations_sourceid,non_dois_has_affiliations_string,non_dois_has_authors,non_dois_has_authors_sequence,non_dois_has_authors_sourceid,non_dois_has_authors_string,non_dois_has_citations,non_dois_has_fields,non_dois_has_fields_mag,non_dois_has_references,non_dois_has_venue,non_dois_has_venue_issn,non_dois_has_venue_sourceid,non_dois_has_venue_string
247,1995.0,Dataset,374,411,15,0,0,0,0,0,410,410,410,410,13,391,391,0,0,0,0,0,9,0,0,0,0,0,374,374,374,374,11,361,361,0,0,0,0,0,6,0,0,0,0,0,36,36,36,36,2,30,30,0,0,0,0,0
248,1995.0,Journal,868840,1129308,755417,705946,554845,532811,557583,705946,1129308,1129308,1129308,1129308,807151,1065851,1065851,552180,1129308,1037358,1129308,1129308,633283,608620,499626,480211,502108,608620,868840,868840,868840,868840,687613,837953,837953,539583,868840,816299,868840,868840,122134,97326,55219,52600,55475,97326,260468,260468,260468,260468,119538,227898,227898,12597,260468,221059,260468,260468
249,1995.0,Patent,899,777469,578434,198387,87458,70403,88252,198387,777469,777469,777469,777469,377431,634913,634913,238293,1465,934,1465,1465,899,888,491,399,494,888,899,899,899,899,893,899,899,891,870,869,870,870,577535,197499,86967,70004,87758,197499,776570,776570,776570,776570,376538,634014,634014,237402,595,65,595,595
250,1995.0,Repository,22706,42676,26779,24293,16042,15203,16139,24293,42676,42676,42676,42676,14684,39687,39687,20242,38840,16664,38840,38840,12738,19497,11823,11203,11912,19497,22706,22706,22706,22706,6164,22643,22643,16207,22163,15231,22163,22163,14041,4796,4219,4000,4227,4796,19970,19970,19970,19970,8520,17044,17044,4035,16677,1433,16677,16677
251,1995.0,Thesis,5861,41403,15638,704,297,207,298,704,41403,41403,41403,41403,8865,24339,24339,2109,0,0,0,0,368,47,29,28,29,47,5861,5861,5861,5861,965,4603,4603,102,0,0,0,0,15270,657,268,179,269,657,35542,35542,35542,35542,7900,19736,19736,2007,0,0,0,0
252,1994.0,,145353,809754,254490,125540,74929,70673,75543,125540,809754,809754,809754,809754,162655,402538,402538,83822,0,0,0,0,85179,70245,46489,43644,46830,70245,145353,145353,145353,145353,59486,108076,108076,50947,0,0,0,0,169311,55295,28440,27029,28713,55295,664401,664401,664401,664401,103169,294462,294462,32875,0,0,0,0
253,1994.0,Book,4353,71689,25123,2645,1833,1739,1839,2645,71689,71689,71689,71689,42255,53572,53572,1179,0,0,0,0,1298,200,140,131,141,200,4353,4353,4353,4353,3202,2933,2933,223,0,0,0,0,23825,2445,1693,1608,1698,2445,67336,67336,67336,67336,39053,50639,50639,956,0,0,0,0
254,1994.0,BookChapter,23821,27064,3985,3363,2688,2566,2701,3363,27064,27064,27064,27064,7381,16642,16642,5463,0,0,0,0,3480,3283,2655,2537,2668,3283,23821,23821,23821,23821,6333,14693,14693,5360,0,0,0,0,505,80,33,29,33,80,3243,3243,3243,3243,1048,1949,1949,103,0,0,0,0
255,1994.0,Conference,44791,53426,43638,44958,34070,31892,34309,44958,53426,53426,53426,53426,37188,52781,52781,39680,0,0,0,0,40114,42122,31775,29727,31990,42122,44791,44791,44791,44791,33046,44426,44426,37777,0,0,0,0,3524,2836,2295,2165,2319,2836,8635,8635,8635,8635,4142,8355,8355,1903,0,0,0,0
256,1994.0,Dataset,369,397,21,0,0,0,0,0,396,396,396,396,21,381,381,0,0,0,0,0,13,0,0,0,0,0,369,369,369,369,15,367,367,0,0,0,0,0,8,0,0,0,0,0,27,27,27,27,6,14,14,0,0,0,0,0
257,1994.0,Journal,826733,1081126,721959,676811,530402,508747,533045,676811,1081126,1081126,1081126,1081126,776278,1023963,1023963,521330,1081126,991568,1081126,1081126,604751,579150,474293,455274,476676,579150,826733,826733,826733,826733,657136,798041,798041,509896,826733,774331,826733,826733,117208,97661,56109,53473,56369,97661,254393,254393,254393,254393,119142,225922,225922,11434,254393,217237,254393,254393
258,1994.0,Patent,872,757995,562809,182715,78218,62795,78944,182715,757995,757995,757995,757995,363406,608429,608429,232411,1313,899,1313,1313,871,847,453,382,457,847,872,872,872,872,868,871,871,867,849,846,849,849,561938,181868,77765,62413,78487,181868,757123,757123,757123,757123,362538,607558,607558,231544,464,53,464,464
259,1994.0,Repository,21310,38064,22724,21791,13866,13098,13969,21791,38064,38064,38064,38064,12097,35503,35503,18501,34487,16497,34487,34487,11674,18340,10735,10176,10832,18340,21310,21310,21310,21310,5085,21264,21264,15311,20777,15256,20777,20777,11050,3451,3131,2922,3137,3451,16754,16754,16754,16754,7012,14239,14239,3190,13710,1241,13710,13710
260,1994.0,Thesis,5569,38635,15286,754,313,203,314,754,38635,38635,38635,38635,8240,21864,21864,1932,0,0,0,0,303,54,21,21,21,54,5569,5569,5569,5569,869,4345,4345,113,0,0,0,0,14983,700,292,182,293,700,33066,33066,33066,33066,7371,17519,17519,1819,0,0,0,0
261,1993.0,,138275,742596,223067,122874,75533,71193,76130,122874,742596,742596,742596,742596,154565,384869,384869,83039,0,0,0,0,81699,68112,46141,43324,46484,68112,138275,138275,138275,138275,56567,103199,103199,53099,0,0,0,0,141368,54762,29392,27869,29646,54762,604321,604321,604321,604321,97998,281670,281670,29940,0,0,0,0
262,1993.0,Book,4209,69272,23597,2692,1897,1795,1901,2692,69272,69272,69272,69272,40796,51699,51699,1301,0,0,0,0,1266,233,177,169,179,233,4209,4209,4209,4209,3095,2856,2856,292,0,0,0,0,22331,2459,1720,1626,1722,2459,65063,65063,65063,65063,37701,48843,48843,1009,0,0,0,0
263,1993.0,BookChapter,21351,23836,3083,2578,2062,1964,2067,2578,23836,23836,23836,23836,7070,14931,14931,5424,0,0,0,0,2641,2494,2021,1926,2026,2494,21351,21351,21351,21351,6218,13405,13405,5331,0,0,0,0,442,84,41,38,41,84,2485,2485,2485,2485,852,1526,1526,93,0,0,0,0
264,1993.0,Conference,39127,47629,36688,38012,28825,26827,29017,38012,47629,47629,47629,47629,32994,47133,47133,34584,0,0,0,0,33959,35762,27085,25216,27268,35762,39127,39127,39127,39127,28874,38900,38900,33160,0,0,0,0,2729,2250,1740,1611,1749,2250,8502,8502,8502,8502,4120,8233,8233,1424,0,0,0,0
265,1993.0,Dataset,283,297,14,0,0,0,0,0,297,297,297,297,11,281,281,0,0,0,0,0,10,0,0,0,0,0,283,283,283,283,9,274,274,0,0,0,0,0,4,0,0,0,0,0,14,14,14,14,2,7,7,0,0,0,0,0
266,1993.0,Journal,793835,1050313,700334,652424,507848,486294,510249,652424,1050313,1050313,1050313,1050313,746189,995198,995198,496279,1050313,962858,1050313,1050313,583024,555146,452194,433343,454365,555146,793835,793835,793835,793835,628811,766528,766528,485793,793835,745141,793835,793835,117310,97278,55654,52951,55884,97278,256478,256478,256478,256478,117378,228670,228670,10486,256478,217717,256478,256478
267,1993.0,Patent,744,659399,452294,165527,69238,54774,69825,165527,659399,659399,659399,659399,301006,518161,518161,212591,1021,747,1021,1021,744,720,381,320,383,720,744,744,744,744,742,743,743,741,719,715,719,719,451550,164807,68857,54454,69442,164807,658655,658655,658655,658655,300264,517418,517418,211850,302,32,302,302
268,1993.0,Repository,20491,34591,19088,20413,12701,11990,12795,20413,34591,34591,34591,34591,10063,32358,32358,18024,31558,17112,31558,31558,10619,18015,10526,9940,10616,18015,20491,20491,20491,20491,4337,20441,20441,15580,19879,15824,19879,19879,8469,2398,2175,2050,2179,2398,14100,14100,14100,14100,5726,11917,11917,2444,11679,1288,11679,11679
269,1993.0,Thesis,4772,34721,13356,599,231,159,232,599,34721,34721,34721,34721,7253,19775,19775,1409,0,0,0,0,225,41,20,19,20,41,4772,4772,4772,4772,759,3689,3689,70,0,0,0,0,13131,558,211,140,212,558,29949,29949,29949,29949,6494,16086,16086,1339,0,0,0,0
270,1992.0,,134615,693239,203162,112167,69050,65077,69617,112167,693239,693239,693239,693239,144182,363809,363809,80629,0,0,0,0,79901,64721,43483,40666,43774,64721,134615,134615,134615,134615,54261,99971,99971,52302,0,0,0,0,123261,47446,25567,24411,25843,47446,558624,558624,558624,558624,89921,263838,263838,28327,0,0,0,0
271,1992.0,Book,4411,69207,22672,2852,2021,1929,2029,2852,69207,69207,69207,69207,40549,51779,51779,1356,0,0,0,0,1463,412,313,297,316,412,4411,4411,4411,4411,3211,3163,3163,490,0,0,0,0,21209,2440,1708,1632,1713,2440,64796,64796,64796,64796,37338,48616,48616,866,0,0,0,0
272,1992.0,BookChapter,20975,23443,3482,3154,2573,2375,2587,3154,23443,23443,23443,23443,6818,14934,14934,5014,0,0,0,0,3122,3083,2554,2359,2568,3083,20975,20975,20975,20975,5987,13435,13435,4918,0,0,0,0,360,71,19,16,19,71,2468,2468,2468,2468,831,1499,1499,96,0,0,0,0
273,1992.0,Conference,37491,43717,32741,34606,26736,24832,26913,34606,43717,43717,43717,43717,29406,43249,43249,31715,0,0,0,0,30529,32888,25402,23607,25567,32888,37491,37491,37491,37491,26429,37218,37218,30737,0,0,0,0,2212,1718,1334,1225,1346,1718,6226,6226,6226,6226,2977,6031,6031,978,0,0,0,0
274,1992.0,Dataset,668,692,39,1,1,1,1,1,692,692,692,692,20,663,663,3,0,0,0,0,34,1,1,1,1,1,668,668,668,668,17,647,647,3,0,0,0,0,5,0,0,0,0,0,24,24,24,24,3,16,16,0,0,0,0,0
275,1992.0,Journal,762612,1004043,658227,624542,484097,462840,486288,624542,1004043,1004043,1004043,1004043,711566,952876,952876,490948,1004043,919703,1004043,1004043,549555,528629,429639,410958,431600,528629,762612,762612,762612,762612,600553,735398,735398,480961,762612,714580,762612,762612,108672,95913,54458,51882,54688,95913,241431,241431,241431,241431,111013,217478,217478,9987,241431,205123,241431,241431
276,1992.0,Patent,765,745248,513862,160495,67082,53083,67681,160495,745248,745248,745248,745248,329424,610813,610813,224812,894,760,894,894,763,746,401,350,403,746,765,765,765,765,759,764,764,762,743,741,743,743,513099,159749,66681,52733,67278,159749,744483,744483,744483,744483,328665,610049,610049,224050,151,19,151,151
277,1992.0,Repository,19030,31686,15728,19186,11664,11097,11712,19186,31686,31686,31686,31686,8944,29466,29466,16954,28725,17058,28725,28725,8818,17250,9886,9411,9933,17250,19030,19030,19030,19030,3891,18969,18969,15132,18357,15787,18357,18357,6910,1936,1778,1686,1779,1936,12656,12656,12656,12656,5053,10497,10497,1822,10368,1271,10368,10368
278,1992.0,Thesis,4403,32777,12526,610,284,205,288,610,32777,32777,32777,32777,7034,18511,18511,1447,0,0,0,0,227,56,25,25,25,56,4403,4403,4403,4403,712,3303,3303,59,0,0,0,0,12299,554,259,180,263,554,28374,28374,28374,28374,6322,15208,15208,1388,0,0,0,0
279,1991.0,,133810,658544,197131,113295,71378,67156,71810,113295,658544,658544,658544,658544,137845,348231,348231,79544,0,0,0,0,81472,69769,46443,43526,46717,69769,133810,133810,133810,133810,54742,100309,100309,55137,0,0,0,0,115659,43526,24935,23630,25093,43526,524734,524734,524734,524734,83103,247922,247922,24407,0,0,0,0
280,1991.0,Book,4113,66846,20967,2484,1796,1703,1802,2484,66846,66846,66846,66846,39240,50106,50106,1322,0,0,0,0,1306,297,233,216,233,297,4113,4113,4113,4113,3128,2958,2958,499,0,0,0,0,19661,2187,1563,1487,1569,2187,62733,62733,62733,62733,36112,47148,47148,823,0,0,0,0
281,1991.0,BookChapter,20139,22175,3502,3173,2401,2257,2411,3173,22175,22175,22175,22175,6375,14321,14321,4598,0,0,0,0,3189,3098,2369,2225,2379,3098,20139,20139,20139,20139,5736,13116,13116,4544,0,0,0,0,313,75,32,32,32,75,2036,2036,2036,2036,639,1205,1205,54,0,0,0,0
282,1991.0,Conference,33750,39677,30934,33268,25210,23419,25394,33268,39677,39677,39677,39677,27093,39197,39197,28998,0,0,0,0,28748,31431,23716,22021,23890,31431,33750,33750,33750,33750,24164,33469,33469,27999,0,0,0,0,2186,1837,1494,1398,1504,1837,5927,5927,5927,5927,2929,5728,5728,999,0,0,0,0
283,1991.0,Dataset,537,560,20,0,0,0,0,0,560,560,560,560,18,527,527,2,0,0,0,0,18,0,0,0,0,0,537,537,537,537,16,515,515,2,0,0,0,0,2,0,0,0,0,0,23,23,23,23,2,12,12,0,0,0,0,0
284,1991.0,Journal,732996,976289,629222,602188,463968,443336,465931,602188,976289,976289,976289,976289,683629,927776,927776,467499,976289,894262,976289,976289,521937,505867,408879,390881,410654,505867,732996,732996,732996,732996,575008,706163,706163,458350,732996,685254,732996,732996,107285,96321,55089,52455,55277,96321,243293,243293,243293,243293,108621,221613,221613,9149,243293,209008,243293,243293
285,1991.0,Patent,667,662923,430670,154163,63082,49789,63705,154163,662923,662923,662923,662923,300141,534551,534551,219601,723,655,723,723,665,650,328,291,330,650,667,667,667,667,659,667,667,663,645,640,645,645,430005,153513,62754,49498,63375,153513,662256,662256,662256,662256,299482,533884,533884,218938,78,15,78,78
286,1991.0,Repository,17781,28966,12830,18354,10368,9771,10397,18354,28966,28966,28966,28966,7909,26927,26927,15533,26366,17307,26366,26366,6897,16497,8680,8169,8707,16497,17781,17781,17781,17781,3348,17749,17749,14183,17244,16142,17244,17244,5933,1857,1688,1602,1690,1857,11185,11185,11185,11185,4561,9178,9178,1350,9122,1165,9122,9122
287,1991.0,Thesis,4115,29973,11314,474,187,99,188,474,29973,29973,29973,29973,6200,16970,16970,1313,0,0,0,0,193,31,9,9,9,31,4115,4115,4115,4115,609,3041,3041,57,0,0,0,0,11121,443,178,90,179,443,25858,25858,25858,25858,5591,13929,13929,1256,0,0,0,0
288,1990.0,,128158,672299,192450,108522,68056,64159,68441,108522,672299,672299,672299,672299,143038,376498,376498,77829,0,0,0,0,78585,66634,44849,42122,45055,66634,128158,128158,128158,128158,54580,97745,97745,54289,0,0,0,0,113865,41888,23207,22037,23386,41888,544141,544141,544141,544141,88458,278753,278753,23540,0,0,0,0
289,1990.0,Book,3903,67132,18866,2509,1867,1789,1871,2509,67132,67132,67132,67132,39126,50515,50515,1401,0,0,0,0,1268,426,343,328,344,426,3903,3903,3903,3903,3002,2864,2864,503,0,0,0,0,17598,2083,1524,1461,1527,2083,63229,63229,63229,63229,36124,47651,47651,898,0,0,0,0
290,1990.0,BookChapter,18094,19874,2409,2042,1527,1405,1544,2042,19874,19874,19874,19874,5574,12633,12633,3760,0,0,0,0,2094,1994,1507,1386,1524,1994,18094,18094,18094,18094,4991,11477,11477,3709,0,0,0,0,315,48,20,19,20,48,1780,1780,1780,1780,583,1156,1156,51,0,0,0,0
291,1990.0,Conference,28736,34664,26343,27076,20607,18952,20733,27076,34664,34664,34664,34664,23836,34231,34231,24172,0,0,0,0,24299,25482,19385,17827,19496,25482,28736,28736,28736,28736,21026,28492,28492,23319,0,0,0,0,2044,1594,1222,1125,1237,1594,5928,5928,5928,5928,2810,5739,5739,853,0,0,0,0
292,1990.0,Dataset,496,517,20,0,0,0,0,0,516,516,516,516,20,498,498,2,0,0,0,0,15,0,0,0,0,0,496,496,496,496,18,480,480,2,0,0,0,0,5,0,0,0,0,0,20,20,20,20,2,18,18,0,0,0,0,0
293,1990.0,Journal,704787,958918,614455,583489,445807,425996,447607,583489,958918,958918,958918,958918,661893,911293,911293,445141,958918,873686,958918,958918,498275,480154,387322,370310,388941,480154,704787,704787,704787,704787,548698,677541,677541,435967,704787,658397,704787,704787,116180,103335,58485,55686,58666,103335,254131,254131,254131,254131,113195,233752,233752,9174,254131,215289,254131,254131
294,1990.0,Patent,709,645661,418310,153998,61684,48301,62327,153998,645661,645661,645661,645661,295048,521659,521659,232243,727,692,727,727,708,687,357,300,362,687,709,709,709,709,704,709,709,702,691,686,691,691,417602,153311,61327,48001,61965,153311,644952,644952,644952,644952,294344,520950,520950,231541,36,6,36,36
295,1990.0,Repository,20303,30524,12976,7322,5689,5373,5710,7322,30524,30524,30524,30524,5815,28439,28439,17290,27692,19916,27692,27692,7647,5716,4237,3996,4256,5716,20303,20303,20303,20303,1924,20270,20270,16197,19585,18854,19585,19585,5329,1606,1452,1377,1454,1606,10221,10221,10221,10221,3891,8169,8169,1093,8107,1062,8107,8107
296,1990.0,Thesis,2477,28860,10623,456,188,109,190,456,28860,28860,28860,28860,5953,16604,16604,1154,0,0,0,0,158,31,9,7,9,31,2477,2477,2477,2477,524,1909,1909,45,0,0,0,0,10465,425,179,102,181,425,26383,26383,26383,26383,5429,14695,14695,1109,0,0,0,0
297,1989.0,,120249,586625,181921,97734,61213,57796,61629,97734,586625,586625,586625,586625,122543,312403,312403,70917,0,0,0,0,73637,62153,41472,38919,41705,62153,120249,120249,120249,120249,50429,91009,91009,50236,0,0,0,0,108284,35581,19741,18877,19924,35581,466376,466376,466376,466376,72114,221394,221394,20681,0,0,0,0
298,1989.0,Book,3633,64979,16125,2344,1719,1634,1725,2344,64979,64979,64979,64979,36571,48448,48448,1233,0,0,0,0,1130,390,308,296,310,390,3633,3633,3633,3633,2695,2622,2622,475,0,0,0,0,14995,1954,1411,1338,1415,1954,61346,61346,61346,61346,33876,45826,45826,758,0,0,0,0
299,1989.0,BookChapter,19430,20837,3478,3096,2351,2186,2366,3096,20837,20837,20837,20837,5724,12998,12998,4869,0,0,0,0,3230,3068,2336,2174,2350,3068,19430,19430,19430,19430,5267,12128,12128,4829,0,0,0,0,248,28,15,12,16,28,1407,1407,1407,1407,457,870,870,40,0,0,0,0
300,1989.0,Conference,25429,31124,24029,25050,18886,17398,19010,25050,31124,31124,31124,31124,21161,30677,30677,20826,0,0,0,0,21991,23495,17671,16259,17788,23495,25429,25429,25429,25429,18418,25181,25181,20043,0,0,0,0,2038,1555,1215,1139,1222,1555,5695,5695,5695,5695,2743,5496,5496,783,0,0,0,0
301,1989.0,Dataset,464,479,18,0,0,0,0,0,478,478,478,478,17,463,463,0,0,0,0,0,13,0,0,0,0,0,464,464,464,464,17,453,453,0,0,0,0,0,5,0,0,0,0,0,14,14,14,14,0,10,10,0,0,0,0,0
302,1989.0,Journal,667289,894318,585441,520686,406337,388351,408052,520686,894318,894318,894318,894318,617980,847547,847547,421540,894318,814366,894318,894318,472595,457071,367123,350987,368709,457071,667289,667289,667289,667289,520302,641275,641275,413303,667289,623188,667289,667289,112846,63615,39214,37364,39343,63615,227029,227029,227029,227029,97678,206272,206272,8237,227029,191178,227029,227029
303,1989.0,Patent,760,628898,406057,143160,54599,42695,55100,143160,628898,628898,628898,628898,287706,507526,507526,224546,756,737,756,756,759,732,362,313,363,732,760,760,760,760,757,759,759,755,733,729,733,733,405298,142428,54237,42382,54737,142428,628138,628138,628138,628138,286949,506767,506767,223791,23,8,23,23
304,1989.0,Repository,20377,29813,11325,9365,6404,6059,6418,9365,29813,29813,29813,29813,5480,28014,28014,17019,27227,19943,27227,27227,6602,7868,5032,4754,5046,7868,20377,20377,20377,20377,1880,20343,20343,15955,19646,18926,19646,19646,4723,1497,1372,1305,1372,1497,9436,9436,9436,9436,3600,7671,7671,1064,7581,1017,7581,7581
305,1989.0,Thesis,1741,26833,9691,247,57,41,57,247,26833,26833,26833,26833,5426,15211,15211,1038,0,0,0,0,145,29,10,10,10,29,1741,1741,1741,1741,431,1438,1438,53,0,0,0,0,9546,218,47,31,47,218,25092,25092,25092,25092,4995,13773,13773,985,0,0,0,0
306,1988.0,,110323,537185,156234,92555,57357,54048,57681,92555,537185,537185,537185,537185,116300,298582,298582,67302,0,0,0,0,67015,57845,38421,36021,38592,57845,110323,110323,110323,110323,47540,82381,82381,48001,0,0,0,0,89219,34710,18936,18027,19089,34710,426862,426862,426862,426862,68760,216201,216201,19301,0,0,0,0
307,1988.0,Book,3268,62551,13782,2432,1832,1763,1845,2432,62551,62551,62551,62551,35515,46484,46484,1109,0,0,0,0,1041,409,318,298,321,409,3268,3268,3268,3268,2504,2378,2378,474,0,0,0,0,12741,2023,1514,1465,1524,2023,59283,59283,59283,59283,33011,44106,44106,635,0,0,0,0
308,1988.0,BookChapter,17003,18424,3302,2935,2077,1961,2116,2935,18424,18424,18424,18424,5047,11545,11545,4376,0,0,0,0,3071,2905,2060,1944,2099,2905,17003,17003,17003,17003,4623,10702,10702,4347,0,0,0,0,231,30,17,17,17,30,1421,1421,1421,1421,424,843,843,29,0,0,0,0
309,1988.0,Conference,20483,24519,19682,21017,15791,14314,15902,21017,24519,24519,24519,24519,16709,24138,24138,16598,0,0,0,0,17912,19279,14450,13086,14549,19279,20483,20483,20483,20483,14870,20250,20250,16016,0,0,0,0,1770,1738,1341,1228,1353,1738,4036,4036,4036,4036,1839,3888,3888,582,0,0,0,0
310,1988.0,Dataset,182,196,12,0,0,0,0,0,195,195,195,195,6,187,187,0,0,0,0,0,4,0,0,0,0,0,182,182,182,182,6,180,180,0,0,0,0,0,8,0,0,0,0,0,13,13,13,13,0,7,7,0,0,0,0,0
311,1988.0,Journal,639662,857447,516117,493407,382962,365837,384561,493407,857447,857447,857447,857447,584496,810277,810277,399708,857447,778325,857447,857447,441850,433102,346333,330850,347820,433102,639662,639662,639662,639662,495260,613978,613978,392264,639662,595622,639662,639662,74267,60305,36629,34987,36741,60305,217785,217785,217785,217785,89236,196299,196299,7444,217785,182703,217785,217785
312,1988.0,Patent,724,606990,338473,135247,50020,38927,50535,135247,606990,606990,606990,606990,277981,480236,480236,220701,721,703,721,721,723,709,363,308,367,709,724,724,724,724,717,723,723,718,697,689,697,697,337750,134538,49657,38619,50168,134538,606266,606266,606266,606266,277264,479513,479513,219983,24,14,24,24
313,1988.0,Repository,20725,28885,10644,8225,5764,5489,5782,8225,28885,28885,28885,28885,4853,27211,27211,17187,26762,20403,26762,26762,6631,6910,4566,4356,4583,6910,20725,20725,20725,20725,1744,20672,20672,16344,20096,19451,20096,20096,4013,1315,1198,1133,1199,1315,8160,8160,8160,8160,3109,6539,6539,843,6666,952,6666,6666
314,1988.0,Thesis,1398,25299,8817,231,66,37,67,231,25299,25299,25299,25299,5094,14259,14259,1065,0,0,0,0,170,28,9,9,9,28,1398,1398,1398,1398,395,1136,1136,58,0,0,0,0,8647,203,57,28,58,203,23901,23901,23901,23901,4699,13123,13123,1007,0,0,0,0
315,1987.0,,102229,511838,144413,85552,53309,50188,53789,85552,511838,511838,511838,511838,109487,286499,286499,59734,0,0,0,0,59517,53885,35460,33225,35741,53885,102229,102229,102229,102229,42621,76703,76703,42215,0,0,0,0,84896,31667,17849,16963,18048,31667,409609,409609,409609,409609,66866,209796,209796,17519,0,0,0,0
316,1987.0,Book,2639,59590,11547,1970,1426,1369,1430,1970,59590,59590,59590,59590,33883,43781,43781,765,0,0,0,0,659,180,134,130,134,180,2639,2639,2639,2639,2006,1831,1831,198,0,0,0,0,10888,1790,1292,1239,1296,1790,56951,56951,56951,56951,31877,41950,41950,567,0,0,0,0
317,1987.0,BookChapter,16220,17417,3144,2384,1697,1573,1716,2384,17417,17417,17417,17417,4881,11029,11029,3852,0,0,0,0,2803,2349,1674,1553,1693,2349,16220,16220,16220,16220,4499,10226,10226,3829,0,0,0,0,341,35,23,20,23,35,1197,1197,1197,1197,382,803,803,23,0,0,0,0
318,1987.0,Conference,10255,15256,9936,10538,8463,7708,8526,10538,15256,15256,15256,15256,9706,14845,14845,8254,0,0,0,0,7945,8828,7136,6499,7176,8828,10255,10255,10255,10255,7196,10005,10005,7334,0,0,0,0,1991,1710,1327,1209,1350,1710,5001,5001,5001,5001,2510,4840,4840,920,0,0,0,0
319,1987.0,Dataset,179,187,16,1,1,1,1,1,187,187,187,187,11,178,178,0,0,0,0,0,15,1,1,1,1,1,179,179,179,179,11,176,176,0,0,0,0,0,1,0,0,0,0,0,8,8,8,8,0,2,2,0,0,0,0,0
320,1987.0,Journal,610340,823742,489057,419819,325120,310292,326623,419819,823742,823742,823742,823742,557995,779276,779276,375713,823742,749299,823742,823742,417736,379749,301407,287646,302847,379749,610340,610340,610340,610340,470786,585458,585458,368613,610340,569159,610340,610340,71321,40070,23713,22646,23776,40070,213402,213402,213402,213402,87209,193818,193818,7100,213402,180140,213402,213402
321,1987.0,Patent,732,570772,304513,123916,44507,34382,45018,123916,570772,570772,570772,570772,264761,447824,447824,204794,734,703,734,734,730,718,327,271,334,718,732,732,732,732,725,731,731,726,716,695,716,716,303783,123198,44180,34111,44684,123198,570040,570040,570040,570040,264036,447093,447093,204068,18,8,18,18
322,1987.0,Repository,20940,27527,10300,7432,5210,4934,5231,7432,27527,27527,27527,27527,4157,26238,26238,17297,25675,20718,25675,25675,6888,6422,4285,4067,4305,6422,20940,20940,20940,20940,1624,20917,20917,16619,20360,19793,20360,20360,3412,1010,925,867,926,1010,6587,6587,6587,6587,2533,5321,5321,678,5315,925,5315,5315
323,1987.0,Thesis,1305,23159,9495,246,68,54,68,246,23159,23159,23159,23159,4869,13018,13018,892,0,0,0,0,149,24,8,8,8,24,1305,1305,1305,1305,343,1054,1054,45,0,0,0,0,9346,222,60,46,60,222,21854,21854,21854,21854,4526,11964,11964,847,0,0,0,0
324,1986.0,,94528,485068,135578,75202,45709,42929,46111,75202,485068,485068,485068,485068,100806,269070,269070,54136,0,0,0,0,54013,47251,30371,28423,30560,47251,94528,94528,94528,94528,40313,70295,70295,38473,0,0,0,0,81565,27951,15338,14506,15551,27951,390540,390540,390540,390540,60493,198775,198775,15663,0,0,0,0
325,1986.0,Book,2644,56981,9943,1701,1283,1217,1291,1701,56981,56981,56981,56981,32162,42259,42259,700,0,0,0,0,717,237,193,185,193,237,2644,2644,2644,2644,2023,1882,1882,183,0,0,0,0,9226,1464,1090,1032,1098,1464,54337,54337,54337,54337,30139,40377,40377,517,0,0,0,0
326,1986.0,BookChapter,15350,16307,3023,2477,1769,1600,1776,2477,16307,16307,16307,16307,4947,10661,10661,4116,0,0,0,0,2832,2451,1758,1590,1765,2451,15350,15350,15350,15350,4595,10050,10050,4076,0,0,0,0,191,26,11,10,11,26,957,957,957,957,352,611,611,40,0,0,0,0
327,1986.0,Conference,9537,13211,7938,8395,6631,6064,6686,8395,13211,13211,13211,13211,8358,12972,12972,7370,0,0,0,0,6941,7550,5990,5482,6039,7550,9537,9537,9537,9537,6541,9447,9447,7007,0,0,0,0,997,845,641,582,647,845,3674,3674,3674,3674,1817,3525,3525,363,0,0,0,0
328,1986.0,Dataset,240,243,9,0,0,0,0,0,243,243,243,243,9,240,240,0,0,0,0,0,8,0,0,0,0,0,240,240,240,240,9,237,237,0,0,0,0,0,1,0,0,0,0,0,3,3,3,3,0,3,3,0,0,0,0,0
329,1986.0,Journal,579620,785127,464842,359375,280559,267524,281880,359375,785127,785127,785127,785127,531444,741071,741071,356435,785127,712556,785127,785127,395714,341040,269742,257096,270992,341040,579620,579620,579620,579620,447300,555385,555385,349700,579620,539428,579620,579620,69128,18335,10817,10428,10888,18335,205507,205507,205507,205507,84144,185686,185686,6735,205507,173128,205507,205507
