,published_year,type,crossref_dois,openalex_native_ids,openalex_native_has_openalex_native_type,openalex_native_has_abstract,openalex_native_has_affiliations,openalex_native_has_affiliations_countrycode,openalex_native_has_affiliations_ror,openalex_native_has_affiliations_sourceid,openalex_native_has_affiliations_string,openalex_native_has_authors,openalex_native_has_authors_sourceid,openalex_native_has_authors_orcid,openalex_native_has_authors_sequence,openalex_native_has_authors_string,openalex_native_has_citations,openalex_native_has_fields,openalex_native_has_fields_mag,openalex_native_has_references,openalex_native_has_venue,openalex_native_has_venue_issnl,openalex_native_has_venue_sourceid,openalex_native_has_venue_issn,openalex_native_has_venue_string,openalex_native_abstract_adds_presence,openalex_native_abstract_adds_counts,openalex_native_affiliations_adds_presence,openalex_native_affiliations_adds_counts,openalex_native_affiliations_countrycode_adds_presence,openalex_native_affiliations_countrycode_adds_counts,openalex_native_affiliations_ror_adds_presence,openalex_native_affiliations_ror_adds_counts,openalex_native_affiliations_sourceid_adds_presence,openalex_native_affiliations_sourceid_adds_counts,openalex_native_affiliations_string_adds_presence,openalex_native_affiliations_string_adds_counts,openalex_native_authors_adds_presence,openalex_native_authors_adds_counts,openalex_native_authors_sourceid_adds_presence,openalex_native_authors_sourceid_adds_counts,openalex_native_authors_orcid_adds_presence,openalex_native_authors_orcid_adds_counts,openalex_native_authors_sequence_adds_presence,openalex_native_authors_sequence_adds_counts,openalex_native_authors_string_adds_presence,openalex_native_authors_string_adds_counts,openalex_native_citations_adds_presence,openalex_native_citations_adds_counts,openalex_native_fields_adds_presence,openalex_native_fields_adds_counts,openalex_native_fields_mag_adds_presence,openalex_native_fields_mag_adds_counts,openalex_native_references_adds_presence,openalex_native_references_adds_counts,openalex_native_venue_adds_presence,openalex_native_venue_adds_counts,openalex_native_venue_issnl_adds_presence,openalex_native_venue_issnl_adds_counts,openalex_native_venue_sourceid_adds_presence,openalex_native_venue_sourceid_adds_counts,openalex_native_venue_issn_adds_presence,openalex_native_venue_issn_adds_counts,openalex_native_venue_string_adds_presence,openalex_native_venue_string_adds_counts,openalex_native_referencesvsopen_adds_presence,openalex_native_referencesvsopen_adds_counts,crossref_ids,crossref_has_crossref_type,crossref_has_abstract,crossref_has_affiliations,crossref_has_affiliations_string,crossref_has_authors,crossref_has_authors_orcid,crossref_has_authors_sequence,crossref_has_authors_string,crossref_has_citations,crossref_has_fields,crossref_has_references,crossref_has_references_open,crossref_has_venue,crossref_has_venue_issn,crossref_has_venue_string
245,2014.0,component,40333,7584,7584,142,48,19,18,19,48,7403,7404,1932,7404,7403,224,7430,7430,38,160,138,160,137,302,142,0,16,19,15,15,15,15,15,15,16,19,216,217,217,217,1932,1932,0,217,216,217,125,132,7430,0,7430,0,38,38,160,160,138,138,160,160,137,137,302,302,38,38,40333,40333,0,73,73,10380,0,40305,10380,838,0,0,0,0,0,0
246,2014.0,dataset,43863,7346,7341,52,220,179,177,179,220,7177,7346,4310,7346,7177,327,7229,7229,19,1,1,1,1,6800,52,0,38,38,22,22,22,22,22,22,38,38,108,28,277,28,4238,4239,0,28,108,28,124,166,7229,0,7229,0,19,19,0,0,0,0,0,0,1,1,0,0,19,19,43863,43863,0,13344,13344,34633,4340,42167,34633,1298,0,6,6,43863,0,43863
247,2014.0,grant,1302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1302,1302,0,0,0,0,0,0,0,0,0,0,0,0,0,0
248,2014.0,journal-article,3089319,2801311,2800117,2247033,2202392,1938389,1911707,1941061,2202392,2797975,2798057,1794473,2798057,2797975,1984473,2764477,2764477,2064925,2481294,2302326,2481294,2287538,2796486,1848940,3216,1615749,1623377,1415577,1421335,1395206,1400653,1417627,1423411,1615749,1623377,20938,55876,21019,55877,1716183,1772626,18309,55877,20938,55876,116468,1081083,503262,2109245,503262,2109245,268225,562958,0,0,0,0,0,0,129,1075554,0,0,410611,682986,3089319,3089319,451770,638315,638315,2888877,79439,2897402,2888877,1936752,2461328,1912547,1751398,3089319,3086681,3089319
249,2014.0,journal-issue,31792,416,416,249,196,148,147,148,196,416,416,188,416,416,175,396,396,107,196,148,196,147,308,249,0,196,196,148,148,147,147,148,148,196,196,416,416,416,416,188,188,416,416,416,416,114,158,228,124,228,124,100,101,0,0,0,0,0,0,0,51,0,0,103,103,31792,31792,0,0,0,47,0,47,47,5118,19728,138,12,31792,31661,31792
250,2014.0,monograph,17837,6906,6829,2026,682,464,437,467,682,6852,6853,1146,6853,6852,3625,6416,6416,493,159,38,159,34,748,1893,0,618,618,408,408,381,381,411,411,618,618,1118,1260,1119,1260,1074,1077,1105,1260,1118,1260,660,2159,6416,0,6416,0,402,403,148,148,37,37,148,148,34,34,571,571,411,412,17837,17837,650,542,542,14343,91,14464,14343,10190,0,187,168,1143,1109,1143
251,2014.0,other,20681,5892,5892,2058,2984,2695,2655,2697,2984,5798,5800,2502,5800,5798,2144,5668,5668,4033,414,386,414,323,5181,2058,0,2542,2556,2280,2293,2242,2254,2280,2293,2542,2556,457,504,459,504,1866,2077,457,504,457,504,825,1647,5668,0,5668,0,403,482,0,0,0,0,0,0,0,310,0,0,403,482,20681,20681,0,691,691,10294,653,10520,10294,2536,0,7618,7517,20681,4611,20681
252,2014.0,peer-review,2255,519,519,0,517,514,512,514,517,519,519,508,519,519,215,519,519,0,516,516,516,516,517,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,416,501,0,0,0,0,7,21,519,0,519,0,0,0,516,516,516,516,516,516,516,516,517,517,0,0,2255,2255,0,540,540,1059,95,1059,1059,254,0,0,0,0,0,0
253,2014.0,posted-content,5622,2157,2157,1435,1540,1438,1432,1439,1540,2157,2157,1845,2157,2157,1239,2144,2144,1908,1413,362,1413,138,1810,22,0,1245,1250,1172,1176,1171,1175,1173,1177,1245,1250,0,18,0,18,1021,1597,0,18,0,18,255,737,2144,0,2144,0,973,1029,1413,1413,362,362,1413,1413,138,138,1810,1810,973,1029,5622,5622,4799,779,779,5621,3121,5622,5621,2670,0,3177,3177,0,0,0
254,2014.0,proceedings,2502,105,105,37,16,12,12,12,16,78,78,38,78,78,38,101,101,8,2,1,2,1,46,37,0,16,16,12,12,12,12,12,12,16,16,78,78,78,78,38,38,78,78,78,78,11,27,101,0,101,0,8,8,2,2,1,1,2,2,1,1,40,40,8,8,2502,2502,0,0,0,0,0,0,0,272,0,0,0,135,135,135
255,2014.0,proceedings-article,307167,285681,285680,230088,247497,218410,211472,218891,247497,285600,285600,175509,285600,285600,179441,284722,284722,224753,23359,21482,23359,20999,285140,221393,0,215356,215564,189748,189882,183812,183937,190131,190265,215356,215564,1943,3238,1943,3238,175453,175485,1926,3238,1943,3238,23257,114398,284722,0,284722,0,24438,36630,0,0,0,0,0,0,9362,20354,0,0,185964,189646,307167,307167,14487,40120,40120,292345,62,292367,292345,164692,0,210861,41013,307167,44147,307167
256,2014.0,reference-book,3191,1042,1042,268,110,70,70,70,110,1040,1040,371,1040,1040,519,1018,1018,110,17,12,17,8,108,268,0,110,110,70,70,70,70,70,70,110,110,328,333,328,333,371,371,328,333,328,333,110,399,1018,0,1018,0,110,110,17,17,12,12,17,17,8,8,107,107,110,110,3191,3191,1,1,1,2644,1,2645,2644,788,0,0,0,1600,1,1600
257,2014.0,reference-entry,17365,3527,3527,1782,2867,2591,2561,2598,2867,3414,3414,1400,3414,3414,1240,3391,3391,2345,364,233,364,111,2731,1739,0,564,655,522,610,521,609,523,611,564,655,111,127,111,127,1400,1400,111,127,111,127,444,866,3391,0,3391,0,49,116,0,0,0,0,0,0,111,111,0,0,49,116,17365,17365,885,4846,4846,12147,0,12148,12147,1864,0,8259,8259,17365,0,17365
258,2014.0,report,13394,8734,8704,5189,2270,2035,2030,2036,2270,8705,8717,3072,8717,8705,2797,8569,8569,2273,706,142,706,130,1396,5154,0,739,754,672,685,670,683,672,685,739,754,76,173,88,173,2840,2889,53,173,76,173,736,1897,8569,0,8569,0,2226,2228,706,706,142,142,706,706,130,130,1396,1396,2226,2228,13394,13394,69,3484,3484,12606,295,12861,12606,3687,0,62,58,0,0,0
259,2014.0,report-series,719,330,330,317,272,262,259,262,272,330,330,98,330,330,267,327,327,201,251,7,251,7,306,312,0,271,271,261,261,258,258,261,261,271,271,290,298,290,298,95,95,290,298,290,298,68,234,327,0,327,0,201,201,0,0,0,0,0,0,0,7,0,0,201,201,719,719,19,51,51,220,6,220,220,358,0,1,0,719,719,719
260,2014.0,standard,26,1,1,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,26,0,0,0,0,0,23,0,1,0,0,0,0,0,0
261,2013.0,,484,1,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,484,0,0,1,1,15,0,16,15,25,0,0,0,0,0,0
262,2013.0,book,44866,22497,22496,6895,5276,4421,4351,4424,5276,22144,22196,6909,22196,22144,15559,21921,21921,1664,1047,476,1047,403,2843,6682,0,5264,5264,4414,4414,4345,4345,4417,4417,5264,5264,10177,10677,10229,10677,6878,6882,10118,10677,10177,10677,3020,11279,21921,0,21921,0,1598,1605,584,584,355,355,584,584,289,332,1869,1869,1598,1605,44866,44866,2096,163,163,27121,45,28214,27121,25587,0,138,136,10545,6045,10545
263,2013.0,book-chapter,735825,367728,367689,173889,176530,144562,141370,144825,176530,360323,360607,115241,360607,360323,128632,348996,348996,182383,13113,7521,13113,7194,94985,173451,1,172952,172962,141446,141452,138325,138331,141705,141711,172952,172962,75182,77314,75466,77314,114990,115049,75002,77314,75182,77314,30289,89116,348996,0,348996,0,13145,39392,0,0,0,0,0,0,1116,4834,0,0,14215,40460,735825,735825,8753,6697,6697,383780,392,389597,383780,124187,0,245579,241526,735825,115137,735825
264,2013.0,book-part,68,6,6,0,0,0,0,0,0,5,5,0,5,5,0,6,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,68,0,0,0,8,0,8,8,0,0,3,3,68,0,68
265,2013.0,component,44274,7969,7969,619,73,25,25,25,73,7740,7742,2131,7742,7740,377,7804,7804,61,237,203,237,202,730,619,0,25,29,21,22,21,22,21,22,25,29,348,298,350,298,2131,2131,0,298,348,298,229,268,7804,0,7804,0,61,61,237,237,203,203,237,237,202,202,730,730,61,61,44274,44274,0,112,112,10318,0,44270,10318,942,0,0,0,0,0,0
266,2013.0,dataset,52721,6699,6698,47,845,663,655,663,845,6608,6685,3367,6685,6608,319,6623,6623,21,2,2,2,0,5003,47,0,42,42,21,21,21,21,21,21,42,42,1,19,76,19,3099,3105,0,19,1,19,117,166,6623,0,6623,0,21,21,0,0,0,0,0,0,0,0,0,0,21,21,52721,52721,0,19341,19341,45792,5207,51032,45792,1672,0,1,0,52721,0,52721
267,2013.0,grant,1097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1097,1097,0,0,0,0,0,0,0,0,0,0,0,0,0,0
268,2013.0,journal-article,2925891,2649087,2647990,2118003,2088925,1830639,1804963,1833162,2088925,2641155,2641329,1671554,2641329,2641155,1909335,2616221,2616221,1959879,2380500,2210781,2380500,2196422,2643802,1756137,1740,1562424,1578104,1368477,1380144,1348618,1359860,1370408,1382118,1562424,1578104,17529,48163,17698,48164,1649959,1661253,15761,48164,17529,48163,115493,1146292,437720,2033373,437720,2033373,240738,525845,0,0,0,0,0,0,52,1043805,0,0,374704,638314,2925891,2925891,410751,569711,569711,2730306,22344,2736557,2730306,1857128,2374935,1832219,1682393,2925891,2923652,2925891
269,2013.0,journal-issue,28479,301,300,159,111,76,74,77,111,298,298,118,298,298,93,282,282,67,107,74,107,73,195,159,0,111,111,76,76,74,74,77,77,111,111,298,298,298,298,118,118,298,298,298,298,58,80,165,69,165,69,67,67,0,0,0,0,0,0,0,42,0,0,67,67,28479,28479,0,0,0,42,0,42,42,5127,18883,4,3,28479,28367,28479
270,2013.0,monograph,20428,7638,7570,2441,867,581,563,581,867,7492,7496,1215,7496,7492,4196,7071,7071,364,202,103,202,98,787,2241,0,799,799,519,519,501,501,519,519,799,799,1550,1728,1554,1728,1122,1124,1537,1728,1550,1728,911,2770,7071,0,7071,0,324,324,196,196,101,101,196,196,96,98,623,623,327,327,20428,20428,593,445,445,15098,109,15217,15098,11057,0,104,96,832,817,832
271,2013.0,other,17178,3648,3648,487,1314,1173,1159,1175,1314,3378,3394,1636,3394,3378,1411,3492,3492,1845,373,357,373,305,2876,487,0,711,721,609,616,605,612,610,617,711,721,501,518,517,518,1072,1256,501,518,501,518,387,1046,3492,0,3492,0,340,388,0,0,0,0,0,0,40,287,0,0,340,388,17178,17178,0,951,951,5115,640,5501,5115,1885,0,2322,2183,17178,4577,17178
272,2013.0,peer-review,898,217,217,0,215,214,214,214,215,217,217,214,217,217,69,217,217,0,215,215,215,215,215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,214,214,0,0,0,0,2,9,217,0,217,0,0,0,215,215,215,215,215,215,215,215,215,215,0,0,898,898,0,226,226,412,0,412,412,87,0,0,0,0,0,0
273,2013.0,posted-content,4095,1128,1127,539,526,487,480,487,526,1128,1128,918,1128,1128,745,1118,1118,1016,618,374,618,129,969,9,0,437,437,418,418,414,414,418,418,437,437,0,5,0,5,333,754,0,5,0,5,78,407,1118,0,1118,0,159,192,618,618,374,374,618,618,129,129,969,969,159,192,4095,4095,3451,243,243,4095,2709,4095,4095,2300,0,3063,3063,0,0,0
274,2013.0,proceedings,2148,76,76,13,9,7,7,7,9,35,35,16,35,35,21,71,71,3,1,1,1,0,17,13,0,9,9,7,7,7,7,7,7,9,9,35,35,35,35,16,16,35,35,35,35,5,12,71,0,71,0,3,3,1,1,1,1,1,1,0,0,15,15,3,3,2148,2148,0,0,0,0,0,0,0,219,0,0,0,94,94,94
275,2013.0,proceedings-article,282202,260405,260404,235535,229375,194251,188484,194723,229375,259935,259935,158828,259935,259935,166215,259860,259860,197006,23752,21509,23752,21336,259575,226159,0,202674,202983,170864,171048,166023,166188,171254,171439,202674,202983,1629,2912,1629,2912,158807,158817,1544,2912,1629,2912,24152,113110,259860,0,259860,0,30769,42913,0,0,0,0,0,0,11600,20790,0,0,176281,179130,282202,282202,14806,30867,30867,268447,26,268547,268447,150155,0,174251,21857,282202,36373,282202
276,2013.0,reference-book,2676,668,668,200,65,49,48,49,65,654,654,177,654,654,339,635,635,40,25,15,25,11,74,200,0,65,65,49,49,48,48,49,49,65,65,321,325,321,325,177,177,321,325,321,325,57,297,635,0,635,0,40,40,25,25,15,15,25,25,11,11,72,72,40,40,2676,2676,0,0,0,2118,0,2120,2118,689,0,0,0,1533,2,1533
277,2013.0,reference-entry,22218,4026,4026,2558,1486,1332,1325,1334,1486,3839,3839,1109,3839,3839,1462,3809,3809,2733,526,271,526,72,3012,2513,0,879,887,779,782,774,777,781,784,879,887,96,108,96,108,1109,1109,96,108,96,108,535,1058,3809,0,3809,0,25,88,0,0,0,0,0,0,72,72,0,0,25,88,22218,22218,1412,1492,1492,17527,0,17527,17527,2408,0,9097,9097,22218,0,22218
278,2013.0,report,14568,9980,9950,6456,2323,2073,2059,2074,2323,9925,9939,3246,9939,9925,3255,9823,9823,2731,805,198,805,177,1668,6419,0,1005,1018,912,922,901,910,913,923,1005,1018,112,305,126,305,3007,3050,56,305,112,305,889,2272,9823,0,9823,0,2715,2716,805,805,198,198,805,805,177,177,1668,1668,2715,2716,14568,14568,54,2789,2789,13597,321,13933,13597,3996,0,22,22,0,0,0
279,2013.0,report-series,638,382,382,370,340,324,320,326,340,379,379,103,379,379,315,380,380,245,304,12,304,11,362,361,0,337,337,321,321,317,317,323,323,337,337,330,338,330,338,100,101,330,338,330,338,62,286,380,0,380,0,245,245,0,0,0,0,0,0,0,11,0,0,245,245,638,638,18,21,21,169,5,170,169,400,0,1,0,638,638,638
280,2013.0,standard,57,5,5,2,0,0,0,0,0,2,5,1,5,2,2,5,5,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,2,5,2,1,1,2,2,2,2,0,2,5,0,5,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,57,57,0,0,0,0,0,44,0,14,0,0,0,0,0,0
281,2012.0,,156,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,156,0,0,0,0,23,1,24,23,22,0,0,0,0,0,0
282,2012.0,book,36399,19935,19934,5034,5467,4652,4591,4657,5467,19652,19687,6053,19687,19652,13849,19356,19356,1693,841,275,841,190,2333,4860,0,5451,5452,4641,4642,4581,4582,4646,4647,5451,5452,8616,8817,8651,8817,6021,6029,8524,8817,8616,8817,2685,10234,19356,0,19356,0,1630,1631,387,387,181,181,387,387,102,138,1352,1352,1632,1633,36399,36399,1766,237,237,20607,44,21615,20607,21315,0,103,99,10387,5168,10387
283,2012.0,book-chapter,569848,323080,323050,166274,149616,122866,120239,123145,149616,319884,320025,106727,320025,319884,124246,308216,308216,168098,14100,7223,14100,6913,83198,165845,22,146223,146239,119839,119849,117272,117282,120113,120123,146223,146239,61071,63958,61212,63958,106535,106581,60876,63958,61071,63958,29552,88961,308216,0,308216,0,19720,45066,0,0,0,0,0,0,916,5039,0,0,20365,45704,569848,569848,8035,6661,6661,351788,442,355648,351788,118174,0,210488,207525,569848,108382,569848
284,2012.0,book-part,56,18,18,0,0,0,0,0,0,16,16,9,16,16,1,17,17,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,0,0,0,0,1,1,17,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,56,0,0,0,21,0,21,21,3,0,6,6,56,0,56
285,2012.0,book-section,12,6,6,0,0,0,0,0,0,6,6,0,6,6,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,0,0,0,7,0,7,7,0,0,5,5,12,0,12
286,2012.0,component,30466,6822,6822,138,55,15,15,15,55,6740,6755,1888,6755,6740,233,6675,6675,33,222,192,222,192,321,138,0,15,18,12,12,12,12,12,12,15,18,270,259,285,259,1888,1888,0,259,270,259,134,148,6675,0,6675,0,33,33,222,222,192,192,222,222,192,192,321,321,33,33,30466,30466,0,83,83,9060,0,30459,9060,673,0,0,0,0,0,0
287,2012.0,dataset,71962,6717,6716,58,866,667,655,670,866,6258,6370,2855,6370,6258,279,6410,6410,19,8,8,8,7,4573,58,0,71,72,43,43,43,43,44,44,71,72,51,29,158,29,2631,2633,20,29,51,29,96,134,6410,0,6410,0,19,19,0,0,0,0,0,0,7,7,0,0,19,19,71962,71962,0,17308,17308,46819,4423,62140,46819,2337,0,0,0,71962,0,71962
288,2012.0,grant,1172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1172,1172,0,0,0,0,0,0,0,0,0,0,0,0,0,0
289,2012.0,journal-article,2710274,2434666,2434017,1926413,1904215,1673170,1648810,1675325,1904215,2427621,2427829,1518930,2427829,2427621,1771984,2407739,2407739,1793555,2216461,2055551,2216461,2038550,2429728,1603855,1608,1485895,1500660,1307260,1318548,1287710,1298590,1308996,1320326,1485895,1500660,13113,45080,13314,45081,1510495,1514394,11993,45081,13113,45080,110914,1143069,383735,1884116,383735,1884116,216478,473913,0,0,0,0,0,0,130,999182,0,0,335535,573997,2710274,2710274,367802,463186,463186,2530766,8897,2536682,2530766,1719214,2221054,1681152,1547582,2710274,2707720,2710274
290,2012.0,journal-issue,26188,231,231,107,88,45,43,45,88,229,229,93,229,229,90,204,204,46,94,72,94,72,165,107,0,88,88,45,45,43,43,45,45,88,88,227,227,227,227,93,93,227,227,227,227,43,62,108,51,108,51,46,46,0,0,0,0,0,0,1,46,0,0,46,46,26188,26188,0,0,0,28,0,28,28,4908,18321,1,0,26188,26102,26188
291,2012.0,monograph,17388,7273,7209,1963,682,469,426,470,682,7162,7169,1052,7169,7162,3685,6459,6459,354,124,50,124,46,659,1858,0,617,617,415,415,373,373,416,416,617,617,1419,1556,1426,1556,984,987,1408,1556,1419,1556,618,2199,6459,0,6459,0,337,337,121,121,49,49,121,121,45,46,505,505,345,345,17388,17388,655,379,379,12947,82,13167,12947,9729,0,55,31,878,860,878
292,2012.0,other,15184,5063,5063,726,1364,1218,1203,1218,1364,4846,4856,1813,4856,4846,1710,4863,4863,1580,428,393,428,319,2962,726,0,1144,1167,1004,1027,992,1015,1004,1027,1144,1167,1610,1648,1620,1648,1202,1387,1610,1648,1610,1648,635,1405,4863,0,4863,0,437,455,0,0,0,0,0,0,2,289,0,0,437,455,15184,15184,0,483,483,5671,689,5860,5671,1875,0,1917,1840,15184,3914,15184
293,2012.0,peer-review,121,43,43,0,42,41,41,41,42,43,43,42,43,43,11,43,43,0,41,41,41,41,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,41,0,0,0,0,0,1,43,0,43,0,0,0,41,41,41,41,41,41,41,41,41,41,0,0,121,121,0,48,48,49,2,49,49,13,0,0,0,0,0,0
294,2012.0,posted-content,3258,751,751,278,239,214,213,215,239,751,751,572,751,751,534,743,743,698,464,346,464,117,702,5,0,239,239,214,214,213,213,215,215,239,239,0,3,0,3,542,560,0,3,0,3,39,268,743,0,743,0,7,35,464,464,346,346,464,464,117,117,702,702,7,35,3258,3258,2719,19,19,3255,180,3258,3255,1997,0,2682,2682,0,0,0
295,2012.0,proceedings,2384,97,97,10,6,4,4,4,6,40,40,19,40,40,23,94,94,7,1,1,1,1,13,10,0,6,6,4,4,4,4,4,4,6,6,40,40,40,40,19,19,40,40,40,40,8,19,94,0,94,0,7,7,1,1,1,1,1,1,1,1,12,12,7,7,2384,2384,0,0,0,0,0,0,0,226,0,1,0,85,85,85
296,2012.0,proceedings-article,283164,265068,265063,237157,235248,208388,202812,208852,235248,264609,264609,157535,264609,264609,171017,264532,264532,197276,24422,21757,24422,21600,264355,228348,1,213697,213936,189738,189865,184981,185084,190095,190225,213697,213936,511,1955,511,1955,157514,157525,501,1955,511,1955,25173,120848,264532,0,264532,0,30902,42454,0,0,0,0,0,0,9578,20974,0,0,180630,182940,283164,283164,13977,24617,24617,270634,21,270646,270634,152092,0,174214,17630,283164,31124,283164
297,2012.0,reference-book,1622,468,468,148,52,34,34,34,52,465,465,128,465,465,225,447,447,37,16,6,16,5,46,148,0,52,52,34,34,34,34,34,34,52,52,201,206,201,206,128,128,201,206,201,206,25,181,447,0,447,0,37,37,16,16,6,6,16,16,5,5,44,44,37,37,1622,1622,0,3,3,1335,0,1337,1335,494,0,0,0,786,3,786
298,2012.0,reference-entry,49198,7761,7761,4746,2402,2136,2101,2139,2402,6227,6227,1957,6227,6227,2267,6532,6532,4794,1366,310,1366,96,5573,4718,0,2204,2207,1965,1967,1932,1934,1968,1970,2204,2207,34,59,34,59,1957,1957,34,59,34,59,846,1794,6532,0,6532,0,44,129,0,0,0,0,0,0,96,96,0,0,44,129,49198,49198,639,306,306,16627,0,16627,16627,2973,0,39668,39668,49198,0,49198
299,2012.0,report,13901,9552,9496,6902,1796,1551,1545,1551,1796,9494,9506,2996,9506,9494,3362,9432,9432,2803,657,115,657,102,1751,6870,0,930,952,881,896,877,891,881,896,930,952,202,530,214,530,2841,2868,126,530,202,530,1154,2611,9432,0,9432,0,2791,2791,657,657,115,115,657,657,102,102,1751,1751,2791,2791,13901,13901,61,1750,1750,12939,221,13332,12939,3781,0,14,13,0,0,0
300,2012.0,report-series,668,355,355,337,309,290,287,290,309,350,350,94,350,350,311,353,353,219,289,13,289,10,332,331,0,307,307,288,288,285,285,288,288,307,307,309,316,309,316,93,93,309,316,309,316,62,278,353,0,353,0,219,219,0,0,0,0,0,0,0,9,0,0,219,219,668,668,14,43,43,204,3,204,204,405,0,0,0,668,668,668
301,2012.0,standard,60,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,60,0,0,0,0,0,50,0,8,0,0,0,0,0,0
302,2011.0,,81,3,0,0,0,0,0,0,0,1,1,0,1,1,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,0,0,0,0,23,0,24,23,11,0,0,0,0,0,0
303,2011.0,book,26654,14833,14830,4009,3405,2882,2836,2884,3405,14657,14689,4733,14689,14657,10970,14377,14377,1544,757,242,757,189,2374,3862,0,3361,3361,2853,2853,2808,2808,2855,2855,3361,3361,6503,6672,6535,6672,4717,4718,6454,6672,6503,6672,1764,8171,14377,0,14377,0,1500,1503,268,268,84,84,268,268,34,82,1268,1268,1500,1503,26654,26654,1247,341,341,14855,28,15926,14855,16783,0,66,62,8286,4898,8286
304,2011.0,book-chapter,514317,293017,292989,149849,129062,109535,107187,109731,129062,289705,289870,94315,289870,289705,112443,279327,279327,147595,13516,6470,13516,6210,80465,149576,2,127029,127041,107778,107787,105463,105471,107972,107981,127029,127041,52552,56505,52717,56505,94237,94246,52341,56505,52552,56505,24506,81874,279327,0,279327,0,16548,39455,0,0,0,0,0,0,892,4118,0,0,16920,39826,514317,514317,6487,5592,5592,343195,186,347337,343195,112110,0,180477,177686,514317,105357,514317
305,2011.0,book-part,43,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,43,0,0,0,3,0,3,3,3,0,0,0,43,0,43
306,2011.0,book-section,470,29,0,0,0,0,0,0,0,0,0,0,0,0,0,27,27,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,470,470,0,0,0,0,0,0,0,340,0,470,470,470,0,470
307,2011.0,component,20480,5922,5922,131,72,35,35,35,72,5914,5918,1502,5918,5914,208,5834,5834,42,189,155,189,155,280,131,0,32,35,30,30,30,30,30,30,32,35,282,291,286,291,1502,1502,0,291,282,291,125,140,5834,0,5834,0,42,42,189,189,155,155,189,189,155,155,280,280,42,42,20480,20480,0,85,85,8157,0,20478,8157,496,0,0,0,0,0,0
