,published_year,type,num_objects,num_dois,num_non_dois,objects_has_abstract,objects_has_affiliations,objects_has_affiliations_id_ror,objects_has_affiliations_string,objects_has_authors,objects_has_authors_id_orcid,objects_has_authors_sequence,objects_has_authors_string,objects_has_citations,objects_has_fields,objects_has_funders,objects_has_funders_id_doi,objects_has_funders_id_source,objects_has_funders_string,objects_has_references,objects_has_venue,objects_has_venue_id_issn,objects_has_venue_string,dois_has_abstract,dois_has_affiliations,dois_has_affiliations_id_ror,dois_has_affiliations_string,dois_has_authors,dois_has_authors_id_orcid,dois_has_authors_sequence,dois_has_authors_string,dois_has_citations,dois_has_fields,dois_has_funders,dois_has_funders_id_doi,dois_has_funders_id_source,dois_has_funders_string,dois_has_references,dois_has_venue,dois_has_venue_id_issn,dois_has_venue_string,non_dois_has_abstract,non_dois_has_affiliations,non_dois_has_affiliations_id_ror,non_dois_has_affiliations_string,non_dois_has_authors,non_dois_has_authors_id_orcid,non_dois_has_authors_sequence,non_dois_has_authors_string,non_dois_has_citations,non_dois_has_fields,non_dois_has_funders,non_dois_has_funders_id_doi,non_dois_has_funders_id_source,non_dois_has_funders_string,non_dois_has_references,non_dois_has_venue,non_dois_has_venue_id_issn,non_dois_has_venue_string
12,2108,book,1,1,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,2108,journal-article,20,20,0,0,0,0,0,20,0,20,20,0,18,0,0,0,0,0,20,20,20,0,0,0,0,20,0,20,20,0,18,0,0,0,0,0,20,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,2108,other,17,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,2107,journal-article,7,7,0,0,1,0,1,7,0,7,7,2,1,0,0,0,0,0,7,5,7,0,1,0,1,7,0,7,7,2,1,0,0,0,0,0,7,5,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,2106,journal-article,32,32,0,0,0,0,0,22,0,22,22,10,8,0,0,0,0,0,32,32,32,0,0,0,0,22,0,22,22,10,8,0,0,0,0,0,32,32,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,2106,journal-issue,2,2,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,2,2,2,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,2105,book,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,2105,book-chapter,8,8,0,0,0,0,0,5,0,5,5,3,0,0,0,0,0,0,8,0,8,0,0,0,0,5,0,5,5,3,0,0,0,0,0,0,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,2105,journal-article,10,10,0,0,0,0,0,10,0,10,10,1,1,0,0,0,0,0,10,10,10,0,0,0,0,10,0,10,10,1,1,0,0,0,0,0,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,2105,proceedings-article,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,2104,journal-article,11,11,0,0,0,0,0,10,0,11,10,5,0,0,0,0,0,3,11,11,11,0,0,0,0,10,0,11,10,5,0,0,0,0,0,3,11,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,2104,journal-issue,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,2103,journal-article,23,23,0,0,0,0,0,22,0,22,22,15,20,0,0,0,0,1,23,23,23,0,0,0,0,22,0,22,22,15,20,0,0,0,0,1,23,23,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,2103,journal-issue,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,2103,proceedings-article,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,2102,journal-issue,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,2101,journal-article,1,1,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,2100,journal-article,29,29,0,0,0,0,0,29,0,29,29,5,24,0,0,0,0,0,29,29,29,0,0,0,0,29,0,29,29,5,24,0,0,0,0,0,29,29,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,2099,book,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,2099,journal-article,6,6,0,1,0,0,0,6,4,6,6,0,5,0,0,0,0,0,6,6,6,1,0,0,0,6,4,6,6,0,5,0,0,0,0,0,6,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,2099,standard,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,2096,journal-article,1,1,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,2091,journal-article,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,2091,report,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,2088,journal-article,22,22,0,1,0,0,0,18,0,18,18,11,1,0,0,0,0,0,22,22,22,1,0,0,0,18,0,18,18,11,1,0,0,0,0,0,22,22,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,2088,journal-issue,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,2086,monograph,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,2081,journal-article,23,23,0,1,0,0,0,22,0,22,22,1,22,0,0,0,0,0,23,23,23,1,0,0,0,22,0,22,22,1,22,0,0,0,0,0,23,23,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,2080,journal-article,8,8,0,0,0,0,0,8,0,8,8,0,8,0,0,0,0,0,8,8,8,0,0,0,0,8,0,8,8,0,8,0,0,0,0,0,8,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41,2080,journal-issue,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42,2077,journal-article,1,1,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,1,1,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43,2075,journal-article,1,1,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44,2070,journal-article,1,1,0,1,0,0,0,1,0,1,1,0,1,0,0,0,0,0,1,1,1,1,0,0,0,1,0,1,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,2061,journal-article,2,2,0,0,0,0,0,2,0,2,2,0,0,0,0,0,0,0,2,2,2,0,0,0,0,2,0,2,2,0,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46,2059,monograph,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47,2055,journal-article,1,1,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,2055,posted-content,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49,2054,journal-article,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,2051,book,1,1,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,2051,journal-article,16,16,0,0,0,0,0,15,0,15,15,2,16,0,0,0,0,0,16,16,16,0,0,0,0,15,0,15,15,2,16,0,0,0,0,0,16,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52,2050,book,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53,2048,journal-article,1,1,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,2047,journal-article,10,10,0,0,0,0,0,10,0,10,10,3,9,0,0,0,0,1,10,10,10,0,0,0,0,10,0,10,10,3,9,0,0,0,0,1,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,2047,journal-issue,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56,2045,journal-issue,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57,2044,monograph,49,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58,2043,monograph,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59,2042,monograph,23,23,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60,2041,book-chapter,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61,2041,journal-issue,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62,2041,monograph,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63,2040,book-chapter,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64,2039,book-chapter,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65,2038,book-chapter,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66,2038,journal-article,12,12,0,0,0,0,0,12,0,12,12,3,12,0,0,0,0,3,12,12,12,0,0,0,0,12,0,12,12,3,12,0,0,0,0,3,12,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67,2037,book-chapter,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68,2036,book-chapter,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69,2035,book-chapter,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70,2034,book-chapter,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71,2034,journal-article,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72,2033,book-chapter,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73,2033,journal-article,301,301,0,0,1,0,1,1,0,1,1,0,238,0,0,0,0,1,301,301,301,0,1,0,1,1,0,1,1,0,238,0,0,0,0,1,301,301,301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74,2032,book-chapter,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75,2032,journal-article,71,71,0,0,0,0,0,0,0,0,0,1,40,0,0,0,0,0,71,71,71,0,0,0,0,0,0,0,0,1,40,0,0,0,0,0,71,71,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76,2031,book-chapter,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77,2031,journal-article,36,36,0,2,0,0,0,36,0,36,36,1,34,0,0,0,0,0,36,36,36,2,0,0,0,36,0,36,36,1,34,0,0,0,0,0,36,36,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78,2030,book-chapter,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79,2030,journal-article,10,10,0,0,0,0,0,10,0,10,10,1,10,0,0,0,0,5,10,10,10,0,0,0,0,10,0,10,10,1,10,0,0,0,0,5,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80,2030,proceedings-article,1,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81,2029,book-chapter,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82,2029,journal-article,13,13,0,12,0,0,0,6,1,6,6,2,9,0,0,0,0,6,13,13,13,12,0,0,0,6,1,6,6,2,9,0,0,0,0,6,13,13,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83,2029,journal-issue,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84,2028,book-chapter,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85,2028,journal-article,5,5,0,3,0,0,0,5,0,5,5,1,4,0,0,0,0,1,5,5,5,3,0,0,0,5,0,5,5,1,4,0,0,0,0,1,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86,2028,monograph,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87,2027,book-chapter,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88,2027,journal-article,2,2,0,2,0,0,0,2,0,2,2,1,1,0,0,0,0,0,2,2,2,2,0,0,0,2,0,2,2,1,1,0,0,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89,2026,book-chapter,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90,2026,journal-article,13,13,0,2,0,0,0,13,1,13,13,0,13,0,0,0,0,0,13,3,13,2,0,0,0,13,1,13,13,0,13,0,0,0,0,0,13,3,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91,2026,journal-issue,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
92,2025,book-chapter,3,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93,2025,dataset,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94,2025,edited-book,9,9,0,0,0,0,0,8,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95,2025,grant,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96,2025,journal-article,184,184,0,28,0,0,0,181,24,181,181,1,172,0,0,0,0,20,184,184,184,28,0,0,0,181,24,181,181,1,172,0,0,0,0,20,184,184,184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
97,2025,monograph,7,7,0,1,0,0,0,7,1,7,7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7,1,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98,2024,book,4,4,0,0,0,0,0,2,0,2,2,0,0,0,0,0,0,0,1,1,1,0,0,0,0,2,0,2,2,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99,2024,book-chapter,1818,1818,0,64,54,0,54,1349,39,1349,1349,7,0,0,0,0,0,843,1818,54,1818,64,54,0,54,1349,39,1349,1349,7,0,0,0,0,0,843,1818,54,1818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,2024,book-part,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101,2024,book-section,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
