,published_year,type,crossref_dois,openalex_ids,openalex_has_openalex_type,openalex_has_abstract,openalex_has_affiliations,openalex_has_affiliations_countrycode,openalex_has_affiliations_sourceid,openalex_has_affiliations_ror,openalex_has_affiliations_string,openalex_has_authors,openalex_has_authors_sourceid,openalex_has_authors_orcid,openalex_has_authors_sequence,openalex_has_authors_string,openalex_has_citations,openalex_has_fields,openalex_has_fields_mag,openalex_has_references,openalex_has_venue,openalex_has_venue_issnl,openalex_has_venue_sourceid,openalex_has_venue_issn,openalex_has_venue_string,openalex_abstract_adds_presence,openalex_abstract_adds_counts,openalex_affiliations_adds_presence,openalex_affiliations_adds_counts,openalex_affiliations_countrycode_adds_presence,openalex_affiliations_countrycode_adds_counts,openalex_affiliations_sourceid_adds_presence,openalex_affiliations_sourceid_adds_counts,openalex_affiliations_ror_adds_presence,openalex_affiliations_ror_adds_counts,openalex_affiliations_string_adds_presence,openalex_affiliations_string_adds_counts,openalex_authors_adds_presence,openalex_authors_adds_counts,openalex_authors_sourceid_adds_presence,openalex_authors_sourceid_adds_counts,openalex_authors_orcid_adds_presence,openalex_authors_orcid_adds_counts,openalex_authors_sequence_adds_presence,openalex_authors_sequence_adds_counts,openalex_authors_string_adds_presence,openalex_authors_string_adds_counts,openalex_citations_adds_presence,openalex_citations_adds_counts,openalex_fields_adds_presence,openalex_fields_adds_counts,openalex_fields_mag_adds_presence,openalex_fields_mag_adds_counts,openalex_references_adds_presence,openalex_references_adds_counts,openalex_venue_adds_presence,openalex_venue_adds_counts,openalex_venue_issnl_adds_presence,openalex_venue_issnl_adds_counts,openalex_venue_sourceid_adds_presence,openalex_venue_sourceid_adds_counts,openalex_venue_issn_adds_presence,openalex_venue_issn_adds_counts,openalex_venue_string_adds_presence,openalex_venue_string_adds_counts,crossref_ids,crossref_has_crossref_type,crossref_has_abstract,crossref_has_affiliations,crossref_has_affiliations_ror,crossref_has_affiliations_string,crossref_has_authors,crossref_has_authors_orcid,crossref_has_authors_sequence,crossref_has_authors_string,crossref_has_citations,crossref_has_fields,crossref_has_references,crossref_has_venue,crossref_has_venue_issn,crossref_has_venue_string
298,2014,journal-article,3114909,3112753,3112679,2353023,2239757,2076470,2080465,2037253,2239757,2941961,2942191,1817634,2942191,2941961,2028189,3111875,3111875,2115621,3109075,3106679,3109075,3106679,3112155,1869145,602,1615333,1623046,1494915,1500758,1497873,1503757,2037244,2037245,1615333,1623046,31158,66554,31386,66562,1738138,1794813,28214,66562,31158,66554,81659,1036728,471287,2457621,471287,2457621,271269,320446,0,0,0,0,0,0,321,1341261,0,0,3114909,3114909,495400,666710,14,666710,2914159,80461,2922714,2914159,1978897,2641664,1924406,3114909,3111845,3114909
299,2014,journal-issue,32379,32312,32312,853,225,190,190,188,225,498,498,191,498,498,4905,32290,32290,106,32109,32109,32109,32109,32312,853,0,225,225,190,190,190,190,188,188,225,225,451,451,451,451,191,191,451,451,451,451,82,209,9261,1854,9261,1854,94,95,0,0,0,0,0,0,4,13284,0,0,32379,32379,0,0,0,0,47,0,47,47,5292,23061,138,32379,32240,32379
300,2014,monograph,18692,18622,18621,6103,1545,1231,1237,1169,1545,16842,16847,1928,16847,16842,11556,18611,18611,1024,1663,1224,1663,1224,1707,4387,0,1237,1237,970,970,976,976,1169,1169,1237,1237,1771,2001,1776,2001,1832,1837,1746,2001,1771,2001,913,4773,18611,0,18611,0,856,857,598,598,245,245,598,598,245,486,598,598,18692,18692,2385,546,0,546,15136,112,15274,15136,11189,0,199,1194,1153,1194
301,2014,other,25145,24290,24289,2418,3606,3215,3219,3143,3606,13997,14010,2981,14010,13997,3165,24287,24287,7696,10095,4556,10095,4556,22716,2411,0,2936,2950,2610,2623,2613,2626,3143,3143,2936,2950,3037,3116,3050,3116,2331,2541,3037,3116,3037,3116,578,1241,24287,0,24287,0,545,553,0,0,0,0,0,0,90,3227,0,0,25145,25145,7,691,0,691,11060,654,11313,11060,2967,0,8057,25145,5156,25145
302,2014,peer-review,2255,2254,2254,497,541,536,536,533,541,1059,1059,511,1059,1059,270,2254,2254,0,516,516,516,516,516,497,0,1,1,0,0,0,0,533,533,1,1,1,1,1,1,416,501,1,1,1,1,4,22,2254,0,2254,0,0,0,516,516,516,516,516,516,516,516,516,516,2255,2255,0,540,0,540,1059,95,1059,1059,281,0,0,0,0,0
303,2014,posted-content,5710,5710,5710,4841,2069,1907,1911,1889,2069,5683,5683,4149,5683,5683,2700,5710,5710,4163,1801,364,1801,364,1843,40,0,1318,1327,1221,1227,1222,1228,1889,1889,1318,1327,56,83,56,83,1066,1771,56,83,56,83,128,468,5710,0,5710,0,990,992,1801,1801,364,364,1801,1801,364,364,1843,1843,5710,5710,4883,781,0,781,5627,3123,5628,5627,2725,0,3182,0,0,0
304,2014,proceedings,2517,2476,2476,173,191,165,165,159,191,405,405,189,405,405,248,2475,2475,27,178,21,178,21,183,173,0,191,191,165,165,165,165,159,159,191,191,405,405,405,405,189,189,405,405,405,405,32,65,2475,0,2475,0,27,27,160,160,8,8,160,160,8,19,160,160,2517,2517,0,0,0,0,0,0,0,0,298,0,0,140,140,140
305,2014,proceedings-article,301498,301455,301455,241156,244129,228654,229307,220365,244129,289701,289701,171195,289701,289701,176920,301444,301444,226677,239004,16559,239004,16559,275043,226646,0,210010,210222,196840,196991,197370,197523,220365,220365,210010,210222,3092,4469,3092,4469,171136,171169,3075,4469,3092,4469,13873,83570,301444,0,301444,0,25293,31792,0,0,0,0,0,0,3332,15167,0,0,301498,301498,14888,40345,0,40345,286627,81,286650,286627,168110,0,210948,301498,44543,301498
306,2014,reference-book,3207,3205,3205,506,149,107,109,100,149,3007,3007,425,3007,3007,869,3204,3204,118,2628,24,2628,24,2628,505,0,149,149,107,107,109,109,100,100,149,149,346,356,346,356,425,425,346,356,346,356,110,440,3204,0,3204,0,118,118,1045,1045,23,23,1045,1045,23,23,1045,1045,3207,3207,1,1,0,1,2661,1,2662,2661,824,0,0,1591,1,1591
307,2014,reference-entry,28660,28588,28588,3012,5527,4996,5006,4908,5527,14785,14785,1568,14785,14785,2228,28587,28587,6394,2833,412,2833,412,28255,2183,0,650,742,566,652,570,656,4908,4908,650,742,2529,2549,2529,2549,1568,1568,2529,2549,2529,2549,384,732,28587,0,28587,0,102,110,0,0,0,0,0,0,412,412,0,0,28660,28660,843,4881,0,4881,12271,0,12272,12271,2413,0,8308,28660,0,28660
308,2014,report,13667,13659,13659,7369,3335,3081,3086,3068,3335,12964,12989,3586,12989,12964,4077,13658,13658,2597,1948,221,1948,221,1948,7074,0,1276,1298,1166,1185,1166,1185,3046,3046,1276,1298,133,280,157,280,3312,3364,107,280,133,280,538,1708,13658,0,13658,0,2507,2507,1948,1948,221,221,1948,1948,221,221,1948,1948,13667,13667,310,3501,22,3501,12846,304,13103,12846,3867,0,212,0,0,0
309,2014,report-series,757,756,756,417,327,314,314,306,327,563,563,172,563,563,387,756,756,208,737,737,737,737,756,394,0,281,282,273,274,273,274,304,304,281,282,309,321,309,321,134,134,309,321,309,321,54,205,756,0,756,0,208,208,0,0,0,0,0,0,0,251,0,0,757,757,24,60,9,60,255,39,256,255,382,0,1,757,757,757
310,2014,standard,26,26,26,3,0,0,0,0,0,1,3,0,3,1,0,26,26,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,1,0,0,0,26,0,26,0,1,1,0,0,0,0,0,0,0,0,0,0,26,26,0,0,0,0,0,0,23,0,1,0,0,0,0,0
311,2013,,487,487,0,4,1,1,1,1,1,16,16,0,16,16,4,487,487,0,1,1,1,1,1,4,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,487,0,487,0,0,0,1,1,1,1,1,1,1,1,1,1,487,0,0,1,0,1,15,0,16,15,25,0,0,0,0,0
312,2013,book,45306,45197,45193,17157,6004,4881,4919,4769,6004,39092,39217,8516,39217,39092,28449,45180,45180,2218,38501,6316,38501,6316,38509,14836,0,5934,5934,4824,4824,4862,4862,4769,4769,5934,5934,11949,12670,12073,12670,8471,8475,11875,12670,11949,12670,3069,13450,45180,0,45180,0,2082,2083,28410,28410,738,738,28410,28410,746,2452,28410,28410,45306,45306,2609,197,0,197,27214,50,28300,27214,26716,0,152,10188,6126,10188
313,2013,book-chapter,782304,781078,781052,217122,184519,160717,161194,156455,184519,502514,503112,123761,503112,502514,146972,780988,780988,221996,644276,112328,644276,112328,656743,208586,0,178613,178640,155291,155308,155751,155768,156455,156455,178613,178640,109372,112225,109969,112225,123454,123521,109155,112225,109372,112225,21181,67770,780988,0,780988,0,14638,16747,0,0,0,0,0,0,2465,33441,0,0,782304,782304,8744,7850,0,7850,393921,405,399717,393921,134952,0,252424,782304,115568,782304
314,2013,book-part,259,259,259,13,19,14,14,14,19,200,200,62,200,200,45,259,259,70,256,1,256,1,256,13,0,19,19,14,14,14,14,14,14,19,19,192,192,192,192,62,62,192,192,192,192,6,17,259,0,259,0,0,0,0,0,0,0,0,0,1,1,0,0,259,259,0,0,0,0,8,0,8,8,44,0,173,259,0,259
315,2013,book-section,49,44,0,0,1,1,1,1,1,1,1,0,1,1,0,44,44,17,43,0,43,0,44,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,0,44,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,49,49,0,0,0,0,0,0,0,0,0,0,23,49,0,49
316,2013,component,43446,13114,13114,709,78,34,34,33,78,7754,7771,2136,7771,7754,362,13110,13110,62,5973,5586,5973,5586,6418,709,0,30,34,24,25,24,25,33,33,30,34,363,303,380,303,2136,2136,0,303,363,303,115,152,13110,0,13110,0,62,62,5973,5973,5586,5586,5973,5973,5586,5586,6418,6418,43446,43446,0,112,0,112,10313,0,43442,10313,973,0,0,0,0,0
317,2013,dataset,53372,53361,53361,1285,19491,18092,18113,17780,19491,45742,45835,8768,45835,45742,1584,53354,53354,137,5076,46,5076,46,51734,1285,0,172,172,134,134,135,135,17780,17780,172,172,29,105,119,105,3572,3578,27,105,29,105,169,274,53354,0,53354,0,136,136,0,0,0,0,0,0,46,46,0,0,53372,53372,0,19341,0,19341,45789,5213,51053,45789,1825,0,1,53372,0,53372
318,2013,edited-book,28,27,4,10,1,1,1,1,1,19,19,2,19,19,12,27,27,0,27,0,27,0,27,8,0,1,1,1,1,1,1,1,1,1,1,6,6,6,6,2,2,6,6,6,6,1,5,27,0,27,0,0,0,27,27,0,0,27,27,0,0,27,27,28,28,3,3,0,3,14,0,14,14,14,0,0,0,0,0
319,2013,grant,1404,1035,1035,156,0,0,0,0,0,0,0,0,0,0,0,1035,1035,0,0,0,0,0,0,156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1035,0,1035,0,0,0,0,0,0,0,0,0,0,0,0,0,1404,1404,0,0,0,0,0,0,0,0,0,0,0,0,0,0
320,2013,journal-article,2953600,2952126,2952051,2227462,2127386,1968244,1972137,1929410,2127386,2782385,2782742,1694099,2782773,2782385,1948332,2951330,2951330,2006955,2948782,2946651,2948782,2946651,2951617,1776291,1241,1564762,1580522,1447436,1459556,1450367,1462559,1929408,1929408,1564762,1580522,27894,59007,28244,59014,1671874,1683245,25910,59037,27894,59007,83704,1106429,413113,2356168,413113,2356168,242399,282338,0,0,0,0,0,0,203,1299639,0,0,2953600,2953600,461464,598160,7,598160,2757349,22805,2763625,2757349,1893549,2539197,1842643,2953600,2950962,2953600
321,2013,journal-issue,28983,28936,28936,978,150,113,114,110,150,388,388,121,388,388,4847,28924,28924,68,28760,28760,28760,28760,28936,978,0,150,150,113,113,114,114,110,110,150,150,346,346,346,346,121,121,346,346,346,346,57,163,7253,1826,7253,1826,66,66,0,0,0,0,0,0,1,13464,0,0,28983,28983,0,0,0,0,42,0,42,42,5253,21704,4,28983,28864,28983
322,2013,monograph,21489,21450,21450,7611,1768,1352,1355,1282,1768,18435,18449,2029,18449,18435,12975,21426,21426,839,1530,1145,1530,1145,1546,5654,0,1488,1488,1118,1118,1121,1121,1282,1282,1488,1488,2328,2602,2342,2602,1922,1924,2302,2602,2328,2602,1314,5897,21426,0,21426,0,744,744,721,721,364,364,721,721,364,588,721,721,21489,21489,2258,457,0,457,16150,125,16279,16150,12261,0,107,850,835,850
323,2013,other,26466,25609,25609,1453,3545,3108,3110,3017,3545,12298,12334,3207,12334,12298,3368,25608,25608,5020,10455,4746,10455,4746,23237,1452,0,2637,2647,2288,2294,2289,2295,3017,3017,2637,2647,4507,4550,4543,4550,2571,2778,4507,4550,4507,4550,420,1273,25608,0,25608,0,558,562,0,0,0,0,0,0,142,3638,0,0,26466,26466,1,951,0,951,7864,641,8250,7864,3316,0,5110,26466,5437,26466
324,2013,peer-review,898,898,898,227,226,225,225,223,226,412,412,214,412,412,90,897,897,0,215,215,215,215,215,227,0,0,0,0,0,0,0,223,223,0,0,0,0,0,0,214,214,0,0,0,0,1,4,897,0,897,0,0,0,215,215,215,215,215,215,215,215,215,215,898,898,0,226,0,226,412,0,412,412,98,0,0,0,0,0
325,2013,posted-content,4097,4097,4097,3479,747,703,703,691,747,4097,4097,3020,4097,4097,2253,4097,4097,3227,1001,382,1001,382,1001,27,0,515,522,497,502,497,502,691,691,515,522,0,11,0,11,376,938,0,11,0,11,41,277,4097,0,4097,0,170,170,1001,1001,382,382,1001,1001,382,382,1001,1001,4097,4097,3452,243,0,243,4097,2710,4097,4097,2316,0,3063,0,0,0
326,2013,proceedings,2166,2130,2130,64,94,74,74,71,94,209,209,95,209,209,199,2130,2130,15,87,11,87,11,91,64,0,94,94,74,74,74,74,71,71,94,94,209,209,209,209,95,95,209,209,209,209,28,45,2130,0,2130,0,15,15,82,82,8,8,82,82,8,8,82,82,2166,2166,0,0,0,0,0,0,0,0,226,0,0,100,100,100
327,2013,proceedings-article,274440,274416,274416,239761,226293,211052,211686,204091,226293,265115,265117,153677,265117,265115,164393,274400,274400,199689,219491,14362,219491,14362,252323,224937,0,197856,198167,184676,184904,185211,185442,204091,204091,197856,198167,4480,5859,4482,5859,153654,153664,4393,5859,4480,5859,15884,87389,274400,0,274400,0,32459,39823,0,0,0,0,0,0,2477,12708,0,0,274440,274440,15059,31264,0,31264,260638,35,260739,260638,152557,0,174481,274440,37258,274440
328,2013,reference-book,2674,2672,2672,457,86,64,64,63,86,2454,2454,237,2454,2454,711,2671,2671,50,2367,24,2367,24,2367,457,0,86,86,64,64,64,64,63,63,86,86,337,344,337,344,237,237,337,344,337,344,66,363,2671,0,2671,0,50,50,853,853,23,23,853,853,23,24,853,853,2674,2674,0,0,0,0,2117,0,2119,2117,711,0,0,1519,2,1519
329,2013,reference-entry,29986,29951,29951,4349,2403,2174,2180,2156,2403,23802,23802,1184,23802,23802,2663,29949,29949,7552,2399,465,2399,465,29494,2986,0,915,923,820,823,825,828,2156,2156,915,923,6584,6608,6584,6608,1184,1184,6584,6608,6584,6608,362,871,29949,0,29949,0,43,48,0,0,0,0,0,0,465,465,0,0,29986,29986,1393,1489,0,1489,17233,0,17233,17233,2951,0,8567,29986,0,29986
330,2013,report,14824,14817,14817,8853,3338,3000,3003,2958,3338,13942,13975,3728,13975,13942,4490,14812,14812,3056,2057,277,2057,277,2057,8561,0,1537,1550,1411,1422,1411,1422,2925,2925,1537,1550,149,398,182,398,3434,3481,90,398,149,398,651,2083,14812,0,14812,0,2990,2990,2057,2057,277,277,2057,2057,277,277,2057,2057,14824,14824,306,2802,37,2802,13807,334,14143,13807,4190,0,171,0,0,0
331,2013,report-series,662,662,662,449,366,347,349,343,366,509,510,140,510,509,424,662,662,246,645,645,645,645,662,428,0,344,346,328,330,330,332,343,343,344,346,331,342,332,342,129,130,331,342,331,342,53,274,662,0,662,0,246,246,0,0,0,0,0,0,0,142,0,0,662,662,21,24,3,24,178,11,192,178,416,0,1,662,662,662
332,2013,standard,57,57,57,3,0,0,0,0,0,2,9,1,9,2,12,57,57,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2,2,9,2,1,1,2,2,2,2,0,2,57,0,57,0,1,1,0,0,0,0,0,0,0,0,0,0,57,57,0,0,0,0,0,0,44,0,15,0,0,0,0,0
333,2012,,156,156,0,1,0,0,0,0,0,23,23,1,23,23,10,156,156,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,156,0,156,0,0,0,0,0,0,0,0,0,0,0,0,0,156,0,0,0,0,0,23,1,24,23,23,0,0,0,0,0
334,2012,book,35588,35513,35506,12438,4784,3912,3975,3802,4784,29583,29663,6721,29663,29583,22611,35501,35501,2008,29703,5104,29703,5104,29703,10214,0,4678,4679,3823,3824,3886,3887,3802,3802,4678,4679,10291,10677,10371,10677,6673,6681,10161,10677,10291,10677,2300,11089,35501,0,35501,0,1897,1897,21040,21040,379,379,21040,21040,385,1997,21040,21040,35588,35588,2607,280,0,280,19348,55,20355,19348,21439,0,126,8793,5237,8793
335,2012,book-chapter,609524,608229,608221,206245,152513,133387,133793,129505,152513,451201,451534,112762,451534,451201,139437,608181,608181,198526,495266,103896,495266,103896,510201,195699,0,144682,144728,126238,126268,126596,126626,129505,129505,144682,144728,93705,97403,94038,97403,112477,112528,93516,97403,93705,97403,20842,70191,608181,0,608181,0,21516,23195,0,0,0,0,0,0,2406,35704,0,0,609524,609524,10754,9947,0,9947,359264,490,362975,359264,126480,0,213405,609524,109151,609524
336,2012,book-part,146,146,146,10,17,14,14,14,17,110,110,38,110,110,26,146,146,52,130,0,130,0,130,10,0,17,17,14,14,14,14,14,14,17,17,89,89,89,89,38,38,89,89,89,89,5,11,146,0,146,0,3,3,0,0,0,0,0,0,0,0,0,0,146,146,0,0,0,0,21,0,21,21,21,0,85,146,0,146
337,2012,book-section,112,103,0,0,0,0,0,0,0,8,8,0,8,8,0,103,103,24,97,0,97,0,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,0,103,0,0,0,0,0,0,0,0,0,0,0,0,0,112,112,0,0,0,0,8,0,8,8,0,0,36,112,0,112
338,2012,component,29953,8891,8891,221,55,26,26,24,55,6768,6809,1891,6809,6768,223,8891,8891,35,2637,2338,2637,2338,2724,221,0,16,19,14,15,14,15,24,24,16,19,285,269,326,269,1891,1891,0,269,285,269,61,73,8891,0,8891,0,35,35,2637,2637,2338,2338,2637,2637,2338,2338,2724,2724,29953,29953,0,82,0,82,9067,0,29947,9067,699,0,0,0,0,0
339,2012,dataset,72436,72404,72404,1008,18448,16955,16989,16628,18448,46813,46957,8074,46957,46813,1998,72389,72389,278,5000,312,5000,312,70372,1008,0,1148,1149,1013,1014,1017,1018,16628,16628,1148,1149,122,289,259,289,3656,3658,90,289,122,289,224,374,72389,0,72389,0,278,278,0,0,0,0,0,0,312,312,0,0,72436,72436,0,17309,0,17309,46829,4428,62175,46829,2479,0,0,72436,0,72436
340,2012,edited-book,18,17,3,7,2,1,1,1,2,17,17,5,17,17,13,17,17,1,17,0,17,0,17,2,0,2,2,1,1,1,1,1,1,2,2,11,11,11,11,5,5,11,11,11,11,0,5,17,0,17,0,1,1,17,17,0,0,17,17,0,0,17,17,18,18,5,2,0,2,7,0,7,7,14,0,0,0,0,0
341,2012,grant,1511,1155,1155,224,0,0,0,0,0,0,0,0,0,0,1,1155,1155,0,0,0,0,0,0,224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1155,0,1155,0,0,0,0,0,0,0,0,0,0,0,0,0,1511,1511,0,0,0,0,0,0,0,0,0,0,0,0,0,0
342,2012,journal-article,2735132,2734001,2733970,2024795,1935769,1790026,1793628,1753261,1935769,2572638,2573085,1539550,2573105,2572638,1807908,2733023,2733023,1836579,2731116,2729056,2731116,2729056,2733604,1621881,1593,1481639,1496606,1370816,1382537,1373709,1385500,1753254,1753255,1481639,1496606,21255,53688,21678,53692,1530629,1534588,20145,53702,21255,53688,81941,1111203,363226,2193905,363226,2193905,219566,258521,0,0,0,0,0,0,263,1257020,0,0,2735132,2735132,413778,492047,31,492047,2555236,9330,2561209,2555236,1750885,2370725,1688941,2735132,2732340,2735132
343,2012,journal-issue,26689,26661,26661,925,108,75,76,70,108,282,282,99,282,282,4648,26639,26639,45,26514,26512,26514,26512,26660,925,0,108,108,75,75,76,76,70,70,108,108,254,254,254,254,99,99,254,254,254,254,28,141,5884,1873,5884,1873,44,44,0,0,0,0,0,0,3,13941,0,0,26689,26689,0,0,0,0,28,0,28,28,5022,20778,2,26689,26597,26689
344,2012,monograph,18552,18510,18510,6362,1458,1137,1139,1036,1458,16018,16052,1724,16052,16018,11249,18502,18502,786,1452,1034,1452,1034,1472,4497,0,1201,1201,924,924,925,925,1036,1036,1201,1201,1973,2183,2007,2183,1640,1644,1937,2183,1973,2183,874,4886,18502,0,18502,0,746,746,631,631,274,274,631,631,274,543,631,631,18552,18552,2283,394,0,394,14087,105,14325,14087,10892,0,61,923,905,923
345,2012,other,34575,33891,33889,1791,9860,8829,8851,8590,9860,21754,21779,6881,21779,21754,7131,33889,33889,11122,15930,4140,15930,4140,27548,1791,0,9393,9416,8398,8420,8420,8442,8590,8590,9393,9416,7767,7874,7792,7874,6199,6397,7766,7874,7767,7874,952,3178,33889,0,33889,0,687,691,0,0,0,0,0,0,199,2902,0,0,34575,34575,0,483,0,483,14051,690,14254,14051,6722,0,11473,34575,4556,34575
346,2012,peer-review,121,121,121,45,48,46,46,46,48,49,49,43,49,49,14,121,121,0,41,41,41,41,41,45,0,0,0,0,0,0,0,46,46,0,0,0,0,0,0,41,41,0,0,0,0,0,1,121,0,121,0,0,0,41,41,41,41,41,41,41,41,41,41,121,121,0,48,0,48,49,2,49,49,17,0,0,0,0,0
347,2012,posted-content,3258,3256,3256,2737,345,321,323,317,345,3253,3253,879,3253,3253,1954,3256,3256,2697,800,384,800,384,800,18,0,333,338,310,315,312,317,317,317,333,338,0,15,0,15,728,756,0,15,0,15,25,199,3256,0,3256,0,19,19,800,800,384,384,800,800,384,384,800,800,3258,3258,2719,19,0,19,3255,180,3258,3255,2015,0,2682,0,0,0
348,2012,proceedings,2401,2372,2372,45,47,34,35,31,47,162,162,66,162,162,217,2372,2372,18,57,17,57,17,61,45,0,47,47,34,34,35,35,31,31,47,47,162,162,162,162,66,66,162,162,162,162,22,32,2372,0,2372,0,18,18,45,45,5,5,45,45,5,15,45,45,2401,2401,0,0,0,0,0,0,0,0,242,0,1,89,89,89
349,2012,proceedings-article,276213,276158,276158,239785,232955,218321,218936,211619,232955,266884,266884,153981,266884,266884,167935,276143,276143,199367,229229,15345,229229,15345,256923,225660,0,210501,210737,197559,197710,198063,198220,211619,211619,210501,210737,3368,4979,3368,4979,153950,153963,3357,4979,3368,4979,17204,97013,276143,0,276143,0,32209,39892,0,0,0,0,0,0,2300,14515,0,0,276213,276213,14210,24909,0,24909,263554,40,263567,263554,154131,0,174369,276213,31404,276213
350,2012,reference-book,1615,1614,1614,336,78,54,54,53,78,1549,1549,190,1549,1549,501,1614,1614,48,1342,14,1342,14,1342,336,0,75,75,51,51,51,51,53,53,75,75,220,229,220,229,190,190,220,229,220,229,33,265,1614,0,1614,0,48,48,568,568,12,12,568,568,12,12,568,568,1615,1615,0,3,0,3,1329,0,1331,1329,506,0,0,777,3,777
351,2012,reference-entry,56481,56054,56054,6832,2345,2105,2108,2058,2345,20283,20283,1948,20283,20283,3494,56048,56048,11682,5287,612,5287,612,54860,6400,0,2043,2046,1833,1835,1836,1838,2058,2058,2043,2046,4747,4779,4747,4779,1948,1948,4747,4779,4747,4779,519,1335,56048,0,56048,0,19,30,0,0,0,0,0,0,612,612,0,0,56481,56481,463,302,0,302,15948,0,15948,15948,3528,0,39006,56481,0,56481
352,2012,report,14125,14121,14121,8833,2649,2283,2285,2259,2649,13419,13449,3512,13449,13419,4549,14117,14117,3168,1944,278,1944,278,1944,8577,0,1428,1452,1329,1349,1331,1351,2240,2241,1428,1452,292,697,322,697,3316,3348,197,697,292,697,879,2480,14117,0,14117,0,3119,3119,1944,1944,278,278,1944,1944,278,278,1944,1944,14125,14125,262,1774,20,1774,13144,230,13538,13144,3945,0,151,0,0,0
353,2012,report-series,694,693,693,452,341,327,327,321,341,539,539,151,539,539,437,692,692,223,671,671,671,671,693,432,0,309,312,295,297,295,297,321,321,309,312,321,329,321,329,140,140,321,329,321,329,55,278,692,0,692,0,223,223,0,0,0,0,0,0,0,166,0,0,694,694,20,43,0,43,219,11,230,219,429,0,0,694,694,694
354,2012,standard,60,60,60,0,0,0,0,0,0,1,4,0,4,1,7,59,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,1,0,0,1,59,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,60,60,0,0,0,0,0,0,50,0,9,0,0,0,0,0
355,2011,,81,81,0,0,0,0,0,0,0,23,23,0,23,23,3,81,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,81,0,81,0,0,0,0,0,0,0,0,0,0,0,0,0,81,0,0,0,0,0,23,0,24,23,12,0,0,0,0,0
356,2011,book,26757,26677,26672,9364,3590,2976,3000,2890,3590,22405,22494,5617,22494,22405,17930,26660,26660,1957,22118,4663,22118,4663,22118,7685,0,3441,3441,2850,2850,2874,2874,2890,2890,3441,3441,7794,8074,7882,8074,5585,5586,7668,8074,7794,8074,1519,9231,26660,0,26660,0,1876,1876,14463,14463,224,224,14463,14463,228,1956,14463,14463,26757,26757,2046,379,0,379,14674,37,15741,14674,17126,0,92,7775,4958,7775
357,2011,book-chapter,557764,557005,557000,182661,131234,116042,116379,112860,131234,432646,433018,99680,433018,432646,128881,553043,553043,176685,454792,100007,454792,100007,470793,176085,0,127436,127486,112659,112688,112983,113012,112860,112860,127436,127486,85655,90026,86027,90026,99505,99516,85419,90026,85655,90026,16980,66222,553043,0,553043,0,18114,19516,0,0,0,0,0,0,1890,38662,0,0,557764,557764,6787,6412,0,6412,348855,256,352877,348855,119638,0,181234,557764,106163,557764
358,2011,book-part,136,136,136,13,17,13,13,13,17,97,97,36,97,97,25,136,136,50,136,0,136,0,136,13,0,17,17,13,13,13,13,13,13,17,17,65,83,65,83,36,36,65,83,65,83,4,10,136,0,136,0,0,0,0,0,0,0,0,0,0,0,0,0,136,136,0,0,0,0,32,0,32,32,24,0,90,136,0,136
359,2011,book-section,545,530,0,2,4,3,3,3,4,6,6,0,6,6,339,530,530,497,528,0,528,0,530,2,0,4,4,3,3,3,3,3,3,4,4,6,6,6,6,0,0,6,6,6,6,0,3,530,0,530,0,0,0,0,0,0,0,0,0,0,0,0,0,545,545,0,0,0,0,0,0,0,0,340,0,519,545,0,545
360,2011,component,20600,6291,6291,196,71,43,43,43,71,5924,5967,1500,5967,5924,195,6289,6289,43,849,464,849,464,912,196,0,31,34,29,30,29,30,43,43,31,34,282,291,325,291,1500,1500,0,291,282,291,71,90,6289,0,6289,0,43,43,849,849,464,464,849,849,464,464,912,912,20600,20600,0,85,0,85,8168,0,20598,8168,528,0,0,0,0,0
361,2011,dataset,55700,55675,55675,944,17442,16234,16254,15962,17442,41040,41136,6566,41136,41040,2017,55664,55664,255,3741,75,3741,75,54117,944,0,226,226,189,189,190,190,15962,15962,226,226,116,211,212,211,2442,2443,111,211,116,211,225,392,55664,0,55664,0,255,255,0,0,0,0,0,0,75,75,0,0,55700,55700,0,17226,0,17226,40927,4132,49996,40927,2348,0,6,55700,0,55700
