,published_year,type,crossref_dois,openalex_ids,openalex_has_openalex_type,openalex_has_abstract,openalex_has_affiliations,openalex_has_affiliations_countrycode,openalex_has_affiliations_grid,openalex_has_affiliations_ror,openalex_has_affiliations_sourceid,openalex_has_affiliations_string,openalex_has_authors,openalex_has_authors_sourceid,openalex_has_authors_orcid,openalex_has_authors_sequence,openalex_has_authors_string,openalex_has_citations,openalex_has_fields,openalex_has_fields_mag,openalex_has_references,openalex_has_venue,openalex_has_venue_issnl,openalex_has_venue_sourceid,openalex_has_venue_issn,openalex_has_venue_string,openalex_abstract_adds_presence,openalex_abstract_adds_counts,openalex_affiliations_adds_presence,openalex_affiliations_adds_counts,openalex_affiliations_countrycode_adds_presence,openalex_affiliations_countrycode_adds_counts,openalex_affiliations_grid_adds_presence,openalex_affiliations_grid_adds_counts,openalex_affiliations_ror_adds_presence,openalex_affiliations_ror_adds_counts,openalex_affiliations_sourceid_adds_presence,openalex_affiliations_sourceid_adds_counts,openalex_affiliations_string_adds_presence,openalex_affiliations_string_adds_counts,openalex_authors_adds_presence,openalex_authors_adds_counts,openalex_authors_sourceid_adds_presence,openalex_authors_sourceid_adds_counts,openalex_authors_orcid_adds_presence,openalex_authors_orcid_adds_counts,openalex_authors_sequence_adds_presence,openalex_authors_sequence_adds_counts,openalex_authors_string_adds_presence,openalex_authors_string_adds_counts,openalex_citations_adds_presence,openalex_citations_adds_counts,openalex_fields_adds_presence,openalex_fields_adds_counts,openalex_fields_mag_adds_presence,openalex_fields_mag_adds_counts,openalex_references_adds_presence,openalex_references_adds_counts,openalex_venue_adds_presence,openalex_venue_adds_counts,openalex_venue_issnl_adds_presence,openalex_venue_issnl_adds_counts,openalex_venue_sourceid_adds_presence,openalex_venue_sourceid_adds_counts,openalex_venue_issn_adds_presence,openalex_venue_issn_adds_counts,openalex_venue_string_adds_presence,openalex_venue_string_adds_counts,openalex_referencesvsopen_adds_presence,openalex_referencesvsopen_adds_counts,crossref_ids,crossref_has_crossref_type,crossref_has_abstract,crossref_has_affiliations,crossref_has_affiliations_string,crossref_has_authors,crossref_has_authors_orcid,crossref_has_authors_sequence,crossref_has_authors_string,crossref_has_citations,crossref_has_fields,crossref_has_references,crossref_has_references_open,crossref_has_venue,crossref_has_venue_issn,crossref_has_venue_string
225,2015.0,report-series,707,378,314,338,293,293,292,292,293,293,293,293,78,293,293,283,358,358,180,293,9,293,7,293,328,0,289,290,289,290,288,289,288,289,289,290,289,290,267,268,267,268,77,77,267,268,267,268,56,230,358,0,358,0,180,180,0,0,0,0,0,0,0,7,0,0,180,180,707,707,22,45,45,226,9,230,226,361,0,2,0,707,707,707
226,2015.0,standard,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
227,2014.0,,244,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,244,0,0,1,1,37,6,37,37,24,0,0,0,0,0,0
228,2014.0,book,39047,19361,16048,5034,3051,3079,3030,3029,3080,3051,3080,3080,1416,3080,3080,13171,14864,14864,1688,952,330,952,242,952,4922,20,3040,3040,3068,3069,3021,3021,3020,3020,3069,3069,3040,3040,960,1003,960,1003,1416,1416,958,1003,960,1003,2276,8961,14864,0,14864,0,1609,1617,432,13630,230,13832,432,13630,152,189,432,432,1610,1618,39047,39047,1929,178,178,22666,38,23781,22666,22206,0,137,133,9701,6807,9701
229,2014.0,book-chapter,664165,334498,160408,170588,140417,140263,137617,137422,140531,140417,140531,140531,81823,140531,140531,117582,261356,261356,174759,12652,6656,12652,6228,12652,170214,29,134249,134289,134085,134386,131565,131603,131389,131427,134346,134386,134249,134289,2069,7767,2069,7767,81616,81677,2057,7767,2069,7767,27519,80232,261356,0,261356,0,14490,39513,0,0,0,0,0,0,828,3382,0,0,15547,40551,664165,664165,8034,10284,10284,370819,499,375633,370819,115261,0,241846,237544,664165,109471,664165
230,2014.0,book-part,142,34,5,0,0,0,0,0,0,0,0,0,0,0,0,3,13,13,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,13,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142,142,0,0,0,89,0,89,89,5,0,64,64,142,0,142
231,2014.0,book-section,6134,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6134,6134,0,0,0,14,0,14,14,448,0,6092,6092,6134,0,6134
232,2014.0,component,40900,7398,368,139,19,19,18,18,19,19,19,19,6,19,19,216,7134,7134,37,163,141,163,140,163,139,0,15,15,15,15,15,15,15,15,15,15,15,15,0,1,0,1,6,6,0,1,0,1,123,132,7134,0,7134,0,37,37,163,7235,141,7257,163,7235,140,140,163,163,37,37,40900,40900,0,73,73,10379,0,40872,10379,821,0,0,0,0,0,0
233,2014.0,dataset,43687,6951,31,50,72,72,72,72,72,72,72,72,63,72,72,312,6305,6305,19,1,1,1,1,1,50,0,22,22,22,22,22,22,22,22,22,22,22,22,0,1,0,1,61,61,0,1,0,1,123,164,6305,0,6305,0,19,19,0,0,0,0,0,0,1,1,0,0,19,19,43687,43687,0,13344,13344,34624,4340,41991,34624,1234,0,6,6,43687,0,43687
234,2014.0,journal-article,3081009,2790447,2490413,2205143,1920271,1934910,1910208,1908308,1937594,1920271,1937594,1937594,1450164,1937594,1937594,1973118,2589374,2589374,2060848,2475144,2296781,2475144,2282214,2475144,1827284,24061,1403806,1409422,1415861,1423725,1396976,1402443,1395525,1400977,1417926,1423725,1403806,1409422,3741,175515,3741,175515,1380619,1431142,3601,175515,3741,175515,119611,1093824,466534,142,466534,142,267782,560253,0,0,0,0,0,0,129,1074930,0,0,409709,679799,3081009,3081009,432824,633359,633359,2877619,79083,2886132,2877619,1920726,2392895,1907332,1746384,3081009,3078466,3081009
235,2014.0,journal-issue,31666,401,225,227,140,144,143,143,144,140,144,144,81,144,144,167,266,266,104,194,146,194,145,194,227,0,140,140,144,144,143,143,143,143,144,144,140,140,144,144,144,144,81,81,144,144,144,144,109,151,149,0,149,0,97,98,0,0,0,0,0,0,0,50,0,0,100,100,31666,31666,0,0,0,47,0,47,47,5077,18594,138,12,31666,31544,31666
236,2014.0,monograph,17515,6366,4734,1657,451,449,422,422,452,451,452,452,177,452,452,3352,3211,3211,483,158,35,158,31,158,1580,28,402,402,400,403,373,373,373,373,403,403,402,402,248,252,248,252,155,156,248,252,248,252,654,2057,3211,0,3211,0,394,395,148,5779,34,5893,148,5779,31,31,148,148,403,404,17515,17515,317,463,463,13994,81,14113,13994,9765,0,186,167,967,933,967
237,2014.0,other,18788,5562,655,1840,2169,2498,2464,2461,2500,2169,2500,2500,1292,2500,2500,1991,5360,5360,3831,404,378,404,314,404,1840,0,2084,2084,2086,2099,2054,2066,2051,2063,2086,2099,2084,2084,133,202,133,202,1280,1283,133,202,133,202,814,1553,5360,0,5360,0,403,476,0,0,0,0,0,0,0,310,0,0,403,476,18788,18788,0,691,691,9652,653,9848,9652,2218,0,7303,7202,18788,3851,18788
238,2014.0,peer-review,2255,519,517,0,514,515,513,513,515,514,515,515,503,515,515,207,513,513,0,517,517,517,517,517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,164,0,164,412,497,0,164,0,164,6,20,513,0,513,0,0,0,517,2,517,2,517,2,517,517,517,517,0,0,2255,2255,0,540,540,1059,95,1059,1059,244,0,0,0,0,0,0
239,2014.0,posted-content,5621,2125,1660,1324,1431,1433,1428,1428,1434,1431,1434,1434,1254,1434,1434,1226,2093,2093,1890,1411,361,1411,137,1411,19,23,1168,1172,1170,1175,1169,1173,1169,1173,1171,1175,1168,1172,0,119,0,119,875,1119,0,119,0,119,250,725,2093,0,2093,0,969,1026,1411,714,361,1764,1411,714,137,137,1411,1411,969,1026,5621,5621,4798,778,778,5620,3120,5621,5620,2650,0,3177,3177,0,0,0
240,2014.0,proceedings,2368,69,9,36,7,8,8,8,8,7,8,8,6,8,8,33,60,60,7,2,1,2,1,2,36,0,7,7,8,8,8,8,8,8,8,8,7,7,8,8,8,8,6,6,8,8,8,8,10,23,60,0,60,0,7,7,2,67,1,68,2,67,1,1,2,2,7,7,2368,2368,0,0,0,0,0,0,0,231,0,0,0,0,0,0
241,2014.0,proceedings-article,306808,285233,200103,224360,212969,217937,211424,211017,218415,212969,218415,218415,146733,218415,218415,179629,278581,278581,224301,23060,21190,23060,20709,23060,216014,31,184912,185016,189545,190055,183961,184081,183616,183735,189927,190055,184912,185016,1328,2978,1328,2978,146727,146729,1328,2978,1328,2978,26519,123536,278581,0,278581,0,24353,36481,543,6786,440,6889,543,6786,20709,20709,543,543,185854,189508,306808,306808,13791,39819,39819,291986,17,292008,291986,161030,0,210203,40361,299221,0,299221
242,2014.0,proceedings-series,123,7,2,1,3,4,4,4,4,3,4,4,2,4,4,4,7,7,1,0,0,0,0,0,1,0,3,3,4,4,4,4,4,4,4,4,3,3,4,4,4,4,2,2,4,4,4,4,0,3,7,0,7,0,1,1,0,7,0,7,0,7,0,0,0,0,1,1,123,123,0,0,0,0,0,0,0,36,0,0,0,0,0,0
243,2014.0,reference-book,3195,995,840,244,67,68,68,68,68,67,68,68,42,68,68,511,955,955,111,17,12,17,8,17,244,0,67,67,68,68,68,68,68,68,68,68,67,67,46,47,46,47,42,42,46,47,46,47,114,396,955,0,955,0,111,111,17,967,12,972,17,967,8,8,17,17,111,111,3195,3195,1,1,1,2648,1,2649,2648,772,0,0,0,1604,1,1604
244,2014.0,reference-entry,17658,3517,437,2009,2745,2741,2713,2710,2746,2745,2746,2746,1404,2746,2746,1365,3365,3365,2492,367,235,367,111,367,1971,11,523,611,522,612,521,610,521,610,523,612,523,611,0,40,0,40,1404,1404,0,40,0,40,482,961,3365,0,3365,0,49,135,0,0,0,0,0,0,111,111,0,0,49,135,17658,17658,884,5162,5162,12441,0,12442,12441,1980,0,8574,8574,17658,0,17658
245,2014.0,report,13299,8504,834,5076,1961,1961,1957,1957,1963,1961,1963,1963,945,1963,1963,2772,8091,8091,2273,704,145,704,133,704,5073,0,662,674,663,676,661,673,661,673,664,676,662,674,1,145,1,145,772,787,1,145,1,145,754,1914,8091,0,8091,0,2226,2228,704,7800,145,8359,704,7800,133,133,704,704,2226,2228,13299,13299,28,3429,3429,12552,281,12799,12552,3633,0,62,58,0,0,0
246,2014.0,report-series,719,325,265,299,262,262,259,259,262,262,262,262,76,262,262,265,308,308,201,249,5,249,5,249,292,0,261,261,261,261,258,258,258,258,261,261,261,261,247,249,247,249,75,75,247,249,247,249,67,231,308,0,308,0,201,201,0,0,0,0,0,0,0,5,0,0,201,201,719,719,19,51,51,220,6,220,220,348,0,1,0,719,719,719
247,2014.0,standard,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,26,0,0,0,0,0,23,0,1,0,0,0,0,0,0
248,2013.0,,481,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,481,0,0,1,1,14,0,15,14,25,0,0,0,0,0,0
249,2013.0,book,44485,21463,16834,5768,4354,4392,4323,4322,4395,4354,4395,4395,1828,4395,4395,15422,16966,16966,1649,1024,452,1024,381,1024,5645,29,4348,4348,4386,4389,4318,4318,4317,4317,4389,4389,4348,4348,1166,1225,1166,1225,1827,1827,1165,1225,1166,1225,3099,11210,16966,0,16966,0,1584,1591,582,14999,352,15229,582,14999,288,326,582,582,1584,1591,44485,44485,1942,162,162,26907,45,27983,26907,25167,0,138,136,10484,5984,10484
250,2013.0,book-chapter,716885,348291,154763,169783,144421,144298,141398,141125,144562,144421,144562,144562,79311,144562,144562,126607,275328,275328,180933,12971,7398,12971,7078,12971,169412,49,141312,141318,141192,141458,138355,138361,138090,138096,141452,141458,141312,141318,3012,7639,3012,7639,79164,79206,3001,7639,3012,7639,30362,88418,275328,0,275328,0,13033,39106,0,0,0,0,0,0,1097,4759,0,0,14105,40177,716885,716885,8573,6667,6667,374701,289,380271,374701,120762,0,244587,240542,716885,113140,716885
251,2013.0,book-part,68,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,68,0,0,0,8,0,8,8,0,0,3,3,68,0,68
252,2013.0,component,44498,7736,598,611,25,25,25,25,25,25,25,25,9,25,25,367,7444,7444,61,238,204,238,203,238,611,0,21,22,21,22,21,22,21,22,21,22,21,22,0,0,0,0,9,9,0,0,0,0,228,264,7444,0,7444,0,61,61,238,7498,204,7532,238,7498,203,203,238,238,61,61,44498,44498,0,112,112,10316,0,44494,10316,927,0,0,0,0,0,0
253,2013.0,dataset,54831,5141,31,43,80,80,80,80,80,80,80,80,61,80,80,311,4628,4628,20,2,2,2,0,2,43,0,26,26,26,26,26,26,26,26,26,26,26,26,5,5,5,5,60,61,5,5,5,5,116,164,4628,0,4628,0,20,20,0,0,0,0,0,0,0,0,0,0,20,20,54831,54831,0,19340,19340,47382,5207,52568,47382,1622,0,1,0,54831,0,54831
254,2013.0,journal-article,2917831,2632805,2382603,2073495,1819053,1827163,1803653,1801559,1829693,1819053,1829693,1829693,1329095,1829693,1829693,1901102,2451957,2451957,1955987,2369880,2200440,2369880,2186303,2369880,1733937,6096,1362798,1374521,1369177,1382923,1350989,1362368,1349344,1360678,1371119,1382923,1362798,1374521,2700,164015,2700,164015,1313184,1320858,2566,164015,2700,164015,119166,1163357,405606,137,405606,137,240882,525035,0,0,0,0,0,0,51,1040083,0,0,374343,636906,2917831,2917831,389265,563985,563985,2719914,21938,2726225,2719914,1843715,2315128,1826521,1677013,2917831,2915683,2917831
255,2013.0,journal-issue,28351,284,131,151,71,72,70,70,72,71,72,72,51,72,72,93,155,155,65,100,70,100,69,100,151,0,71,71,72,72,70,70,70,70,72,72,71,71,72,72,72,72,51,51,72,72,72,72,58,79,93,0,93,0,65,65,0,0,0,0,0,0,0,41,0,0,65,65,28351,28351,0,0,0,42,0,42,42,5101,17923,4,3,28351,28243,28351
256,2013.0,monograph,20200,6976,5279,1960,560,561,544,544,561,560,561,561,213,561,561,4032,3633,3633,360,201,100,201,95,201,1853,38,509,509,510,510,493,493,493,493,510,510,509,509,318,324,318,324,185,185,318,324,318,324,932,2733,3633,0,3633,0,320,320,195,6378,98,6475,195,6378,93,95,195,195,323,323,20200,20200,348,366,366,14833,103,14950,14833,10691,0,102,95,781,766,781
257,2013.0,other,15926,3051,595,230,467,925,914,913,927,467,927,927,568,927,927,1223,2869,2869,1541,357,341,357,289,357,230,0,370,373,370,378,366,373,366,373,371,378,370,373,54,74,54,74,562,564,54,74,54,74,343,911,2869,0,2869,0,333,367,0,0,0,0,0,0,39,282,0,0,333,367,15926,15926,0,951,951,4477,639,4863,4477,1577,0,1954,1816,15926,4251,15926
258,2013.0,peer-review,898,217,215,0,214,214,214,214,214,214,214,214,212,214,214,61,215,215,0,215,215,215,215,215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,0,64,212,212,0,64,0,64,2,9,215,0,215,0,0,0,215,2,215,2,215,2,215,215,215,215,0,0,898,898,0,226,226,412,0,412,412,79,0,0,0,0,0,0
259,2013.0,posted-content,4092,1063,695,477,479,481,474,474,481,479,481,481,401,481,481,738,1041,1041,989,616,373,616,129,616,7,8,410,410,412,412,408,408,408,408,412,412,410,410,0,72,0,72,215,336,0,72,0,72,75,394,1041,0,1041,0,160,194,616,447,373,690,616,447,129,129,616,616,160,194,4092,4092,3450,243,243,4092,2708,4092,4092,2294,0,3063,3063,0,0,0
260,2013.0,proceedings,2055,33,12,11,6,6,6,6,6,6,6,6,3,6,6,21,27,27,3,1,1,1,0,1,11,0,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,3,3,6,6,6,6,5,12,27,0,27,0,3,3,1,32,1,32,1,32,0,0,1,1,3,3,2055,2055,0,0,0,0,0,0,0,193,0,0,0,0,0,0
261,2013.0,proceedings-article,282201,259674,188231,231226,190042,194060,188609,188314,194534,190042,194534,194534,127843,194534,194534,166943,256815,256815,196853,23708,21472,23708,21299,23708,221934,60,166702,166872,170737,171304,166154,166314,165903,166062,171127,171304,166702,166872,1106,2789,1106,2789,127836,127839,1097,2789,1106,2789,27023,120158,256815,0,256815,0,30735,42839,560,7790,471,7879,560,7790,21299,21299,560,560,176236,179075,282201,282201,14806,30839,30839,268445,20,268545,268445,147585,0,174213,21829,272224,0,272224
262,2013.0,proceedings-series,92,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,2,0,2,0,2,0,0,0,0,0,0,92,92,0,0,0,0,0,0,0,20,0,0,0,0,0,0
263,2013.0,reference-book,2681,569,432,175,49,49,49,48,49,49,49,49,33,49,49,335,520,520,39,24,15,24,11,24,175,0,49,49,49,49,49,49,48,48,49,49,49,49,43,43,43,43,33,33,43,43,43,43,58,293,520,0,520,0,39,39,24,537,15,546,24,537,11,11,24,24,39,39,2681,2681,0,0,0,2121,0,2123,2121,682,0,0,0,1538,2,1538
264,2013.0,reference-entry,22914,4142,615,2885,1736,1734,1727,1725,1736,1736,1736,1736,1028,1736,1736,1665,4076,4076,3033,532,277,532,78,532,2858,5,1105,1112,1103,1112,1098,1105,1096,1103,1105,1112,1105,1112,3,67,3,67,1028,1028,3,67,3,67,635,1220,4076,0,4076,0,25,126,0,0,0,0,0,0,78,78,0,0,25,126,22914,22914,1404,1659,1659,18234,0,18234,18234,2525,0,9806,9806,22914,0,22914
265,2013.0,report,14471,9702,920,6280,2004,2006,1996,1995,2007,2004,2007,2007,966,2007,2007,3242,9361,9361,2723,800,198,800,177,800,6277,0,886,897,886,899,878,889,877,888,887,899,886,897,3,193,3,193,752,773,1,193,3,193,930,2294,9361,0,9361,0,2707,2708,800,8902,198,9504,800,8902,177,177,800,800,2707,2708,14471,14471,16,2745,2745,13548,316,13880,13548,3928,0,22,22,0,0,0
266,2013.0,report-series,638,373,318,350,324,322,318,318,324,324,324,324,84,324,324,310,353,353,241,298,7,298,6,298,341,0,321,321,319,321,315,315,315,315,321,321,321,321,296,301,296,301,83,84,296,301,296,301,64,281,353,0,353,0,241,241,0,0,0,0,0,0,0,6,0,0,241,241,638,638,18,21,21,169,5,170,169,390,0,1,0,638,638,638
267,2013.0,standard,58,2,0,2,0,0,0,0,0,0,0,0,0,0,0,2,2,2,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2,0,1,1,0,2,0,2,0,2,0,0,0,0,1,1,58,58,0,0,0,0,0,45,0,14,0,0,0,0,0,0
268,2012.0,,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153,0,0,0,0,23,1,24,23,21,0,0,0,0,0,0
269,2012.0,book,36297,19278,14858,4333,4617,4634,4580,4572,4639,4617,4639,4639,1923,4639,4639,13817,14981,14981,1668,808,252,808,172,808,4229,37,4609,4610,4626,4632,4573,4574,4565,4566,4631,4632,4609,4610,830,879,830,879,1922,1922,828,879,830,879,2743,10201,14981,0,14981,0,1607,1608,374,12569,174,12769,374,12569,99,133,374,374,1609,1610,36297,36297,1555,237,237,20588,44,21589,20588,21101,0,102,98,10263,5044,10263
270,2012.0,book-chapter,555862,309361,143527,162041,122739,122580,120182,119972,122857,122739,122857,122857,69330,122857,122857,122501,245538,245538,166418,13968,7109,13968,6804,13968,161656,45,119726,119736,119571,119853,117222,117232,117021,117031,119843,119853,119726,119736,3911,8407,3911,8407,69253,69286,3908,8407,3911,8407,29796,88558,245538,0,245538,0,19584,44799,0,0,0,0,0,0,918,4982,0,0,20227,45435,555862,555862,7981,6522,6522,342952,232,346843,342952,114884,0,209323,206360,555862,103640,555862
271,2012.0,book-part,56,16,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,10,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,56,0,0,0,21,0,21,21,3,0,6,6,56,0,56
272,2012.0,book-section,12,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,0,0,0,7,0,7,7,0,0,5,5,12,0,12
273,2012.0,component,30631,6720,463,133,14,14,14,14,14,14,14,14,2,14,14,222,6425,6425,33,220,190,220,190,220,133,0,11,11,11,11,11,11,11,11,11,11,11,11,0,0,0,0,2,2,0,0,0,0,134,147,6425,0,6425,0,33,33,220,6500,190,6530,220,6500,190,190,220,220,33,33,30631,30631,0,83,83,9054,0,30624,9054,656,0,0,0,0,0,0
274,2012.0,dataset,71886,4660,25,32,63,63,63,63,63,63,63,63,43,63,63,268,4069,4069,17,7,7,7,7,7,32,0,27,27,27,27,27,27,27,27,27,27,27,27,0,0,0,0,41,42,0,0,0,0,93,131,4069,0,4069,0,17,17,0,0,0,0,0,0,7,7,0,0,17,17,71886,71886,0,17305,17305,46817,4419,62064,46817,2276,0,0,0,71886,0,71886
275,2012.0,journal-article,2704047,2419608,2217513,1885777,1664080,1670108,1647765,1645802,1672268,1664080,1672268,1672268,1190740,1672268,1672268,1765999,2263934,2263934,1790463,2207109,2046627,2207109,2029783,2207109,1582905,4876,1303546,1314813,1308189,1321276,1290210,1301141,1288641,1299528,1309938,1321276,1303546,1314813,2272,144580,2272,144580,1185328,1187588,2190,144580,2272,144580,114668,1161792,348584,126,348584,126,217029,473851,0,0,0,0,0,0,130,995659,0,0,335592,573368,2704047,2704047,348456,457832,457832,2521011,8554,2526946,2521011,1707536,2180927,1675409,1542101,2704047,2701521,2704047
276,2012.0,journal-issue,26064,216,110,107,42,42,40,40,42,42,42,42,29,42,42,86,128,128,41,87,65,87,65,87,107,0,42,42,42,42,40,40,40,40,42,42,42,42,41,41,41,41,29,29,41,41,41,41,42,61,70,0,70,0,41,41,0,0,0,0,0,0,1,43,0,0,41,41,26064,26064,0,0,0,28,0,28,28,4884,17561,1,0,26064,25981,26064
277,2012.0,monograph,17103,6625,4815,1580,446,447,405,404,448,446,448,448,182,448,448,3454,3105,3105,346,124,49,124,45,124,1539,27,400,400,401,402,360,360,359,359,402,402,400,400,211,213,211,213,154,155,211,213,211,213,618,2141,3105,0,3105,0,329,329,121,6149,48,6222,121,6149,44,45,121,121,337,337,17103,17103,374,318,318,12638,76,12857,12638,9346,0,55,31,746,728,746
278,2012.0,other,13765,4216,1744,321,547,709,700,700,709,547,709,709,363,709,709,1441,3747,3747,1071,411,377,411,303,411,321,0,506,509,506,529,500,523,500,523,506,529,506,509,150,180,150,180,363,363,150,180,150,180,566,1207,3747,0,3747,0,433,442,0,0,0,0,0,0,2,288,0,0,433,442,13765,13765,0,483,483,4901,690,5086,4901,1553,0,1180,1103,13765,3593,13765
279,2012.0,peer-review,121,43,41,0,41,41,41,41,41,41,41,41,41,41,41,11,42,42,0,41,41,41,41,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,17,41,41,0,17,0,17,0,1,42,0,42,0,0,0,41,2,41,2,41,2,41,41,41,41,0,0,121,121,0,48,48,49,2,49,49,13,0,0,0,0,0,0
280,2012.0,posted-content,3258,708,463,240,214,213,212,212,214,214,214,214,175,214,214,529,694,694,680,463,346,463,117,463,3,2,214,214,213,214,212,212,212,212,214,214,214,214,0,44,0,44,172,173,0,44,0,44,36,257,694,0,694,0,7,35,463,245,346,362,463,245,117,117,463,463,7,35,3258,3258,2719,19,19,3255,180,3258,3255,1993,0,2682,2682,0,0,0
281,2012.0,proceedings,2297,37,10,7,3,3,3,3,3,3,3,3,2,3,3,21,32,32,7,1,1,1,1,1,7,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,3,3,3,3,7,18,32,0,32,0,7,7,1,36,1,36,1,36,1,1,1,1,7,7,2297,2297,0,0,0,0,0,0,0,206,0,1,0,0,0,0
282,2012.0,proceedings-article,282789,264080,200126,232122,199544,207806,202576,202259,208268,199544,208268,208268,133233,208268,208268,171807,261731,261731,196994,24185,21517,24185,21359,24185,223594,60,181373,181494,189637,190126,185173,185279,184891,184996,189994,190126,181373,181494,220,1935,220,1935,133232,133233,218,1935,220,1935,27882,127531,261731,0,261731,0,30971,42437,572,7855,344,8083,572,7855,21359,21359,572,572,180682,182953,282789,282789,13757,24109,24109,270259,15,270271,270259,149727,0,173862,17300,274198,0,274198
283,2012.0,proceedings-series,75,2,0,0,1,1,1,1,1,1,1,1,0,1,1,2,2,2,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,2,0,2,0,0,0,0,2,0,2,0,2,0,0,0,0,0,0,75,75,0,0,0,0,0,0,0,13,0,0,0,0,0,0
284,2012.0,reference-book,1625,418,359,131,35,35,35,35,35,35,35,35,16,35,35,224,370,370,36,17,6,17,5,17,131,0,35,35,35,35,35,35,35,35,35,35,35,35,27,28,27,28,16,16,27,28,27,28,24,182,370,0,370,0,36,36,17,396,6,407,17,396,5,5,17,17,36,36,1625,1625,0,3,3,1338,0,1340,1338,493,0,0,0,789,3,789
285,2012.0,reference-entry,49125,6216,1887,4993,2361,2359,2326,2321,2362,2361,2362,2362,1669,2362,2362,2426,6169,6169,4801,1376,317,1376,103,1376,4966,4,2195,2197,2193,2198,2161,2163,2157,2159,2196,2198,2195,2197,1,61,1,61,1669,1669,1,61,1,61,921,1940,6169,0,6169,0,44,151,0,0,0,0,0,0,103,103,0,0,44,151,49125,49125,639,309,309,16556,0,16556,16556,3075,0,39638,39638,49125,0,49125
286,2012.0,report,13702,9182,802,6663,1474,1476,1471,1471,1476,1474,1476,1476,706,1476,1476,3311,8913,8913,2793,654,117,654,104,654,6661,0,848,862,850,864,846,860,846,860,850,864,848,862,1,197,1,197,566,578,0,197,1,197,1150,2578,8913,0,8913,0,2781,2781,654,8528,117,9065,654,8528,104,104,654,654,2781,2781,13702,13702,28,1711,1711,12902,212,13292,12902,3705,0,14,13,0,0,0
